EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 30-12-2022
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 HU   : humidity in 1 %
23-27 Q_HU : Quality code for HU (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station POLAND, KIELCE (STAID: 2038).
Blended and updated with sources: 240640 912570 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   HU, Q_HU
240640,19790101,    0,    1
240640,19790102,   86,    0
240640,19790103,    0,    1
240640,19790104,   83,    0
240640,19790105,    0,    1
240640,19790106,   87,    0
240640,19790107,    0,    1
240640,19790108,   70,    0
240640,19790109,    0,    1
240640,19790110,   96,    0
240640,19790111,    0,    1
240640,19790112,   87,    0
240640,19790113,    0,    1
240640,19790114,   93,    0
240640,19790115,    0,    1
240640,19790116,   93,    0
240640,19790117,    0,    1
240640,19790118,   88,    0
240640,19790119,    0,    1
240640,19790120,   86,    0
240640,19790121,    0,    1
240640,19790122,   90,    0
240640,19790123,    0,    1
240640,19790124,   94,    0
240640,19790125,    0,    1
240640,19790126,   94,    0
240640,19790127,    0,    1
240640,19790128,   97,    0
240640,19790129,    0,    1
240640,19790130,   92,    0
240640,19790131,    0,    1
240640,19790201,   93,    0
240640,19790202,    0,    1
240640,19790203,   75,    0
240640,19790204,    0,    1
240640,19790205,   95,    0
240640,19790206,    0,    1
240640,19790207,   77,    0
240640,19790208,    0,    1
240640,19790209,   78,    0
240640,19790210,    0,    1
240640,19790211,   84,    0
240640,19790212,    0,    1
240640,19790213,   90,    0
240640,19790214,    0,    1
240640,19790215,   89,    0
240640,19790216,    0,    1
240640,19790217,   76,    0
240640,19790218,    0,    1
240640,19790219,   61,    0
240640,19790220,    0,    1
240640,19790221,   70,    0
240640,19790222,    0,    1
240640,19790223,   81,    0
240640,19790224,    0,    1
240640,19790225,   87,    0
240640,19790226,    0,    1
240640,19790227,   82,    0
240640,19790228,    0,    1
240640,19790301,   71,    0
240640,19790302,    0,    1
240640,19790303,   76,    0
240640,19790304,    0,    1
240640,19790305,   92,    0
240640,19790306,    0,    1
240640,19790307,   92,    0
240640,19790308,    0,    1
240640,19790309,   91,    0
240640,19790310,    0,    1
240640,19790311,   82,    0
240640,19790312,    0,    1
240640,19790313,   81,    0
240640,19790314,    0,    1
240640,19790315,   82,    0
240640,19790316,    0,    1
240640,19790317,   88,    0
240640,19790318,    0,    1
240640,19790319,   93,    0
240640,19790320,    0,    1
240640,19790321,   81,    0
240640,19790322,    0,    1
240640,19790323,   91,    0
240640,19790324,    0,    1
240640,19790325,   69,    0
240640,19790326,    0,    1
240640,19790327,   83,    0
240640,19790328,    0,    1
240640,19790329,   95,    0
240640,19790330,    0,    1
240640,19790331,   92,    0
240640,19790401,    0,    1
240640,19790402,   86,    0
240640,19790403,    0,    1
240640,19790404,   80,    0
240640,19790405,    0,    1
240640,19790406,   87,    0
240640,19790407,    0,    1
240640,19790408,   93,    0
240640,19790409,    0,    1
240640,19790410,   66,    0
240640,19790411,    0,    1
240640,19790412,   74,    0
240640,19790413,    0,    1
240640,19790414,   70,    0
240640,19790415,    0,    1
240640,19790416,   59,    0
240640,19790417,    0,    1
240640,19790418,   79,    0
240640,19790419,    0,    1
240640,19790420,   70,    0
240640,19790421,    0,    1
240640,19790422,   76,    0
240640,19790423,    0,    1
240640,19790424,   56,    0
240640,19790425,    0,    1
240640,19790426,   83,    0
240640,19790427,    0,    1
240640,19790428,   87,    0
240640,19790429,    0,    1
240640,19790430,   71,    0
240640,19790501,    0,    1
240640,19790502,   84,    0
240640,19790503,    0,    1
240640,19790504,   83,    0
240640,19790505,    0,    1
240640,19790506,   84,    0
240640,19790507,    0,    1
240640,19790508,   72,    0
240640,19790509,    0,    1
240640,19790510,   81,    0
240640,19790511,    0,    1
240640,19790512,   63,    0
240640,19790513,    0,    1
240640,19790514,   62,    0
240640,19790515,    0,    1
240640,19790516,   58,    0
240640,19790517,    0,    1
240640,19790518,   61,    0
240640,19790519,    0,    1
240640,19790520,   70,    0
240640,19790521,    0,    1
240640,19790522,   69,    0
240640,19790523,    0,    1
240640,19790524,   61,    0
240640,19790525,    0,    1
240640,19790526,   72,    0
240640,19790527,    0,    1
240640,19790528,   79,    0
240640,19790529,    0,    1
240640,19790530,   77,    0
240640,19790531,    0,    1
240640,19790601,   47,    0
240640,19790602,    0,    1
240640,19790603,   60,    0
240640,19790604,    0,    1
240640,19790605,   53,    0
240640,19790606,    0,    1
240640,19790607,   76,    0
240640,19790608,    0,    1
240640,19790609,   64,    0
240640,19790610,    0,    1
240640,19790611,   69,    0
240640,19790612,    0,    1
240640,19790613,   70,    0
240640,19790614,    0,    1
240640,19790615,   83,    0
240640,19790616,    0,    1
240640,19790617,   90,    0
240640,19790618,    0,    1
240640,19790619,   71,    0
240640,19790620,    0,    1
240640,19790621,   77,    0
240640,19790622,    0,    1
240640,19790623,   67,    0
240640,19790624,    0,    1
240640,19790625,   71,    0
240640,19790626,    0,    1
240640,19790627,   75,    0
240640,19790628,    0,    1
240640,19790629,   88,    0
240640,19790630,    0,    1
240640,19790701,   74,    0
240640,19790702,    0,    1
240640,19790703,   61,    0
240640,19790704,    0,    1
240640,19790705,   69,    0
240640,19790706,    0,    1
240640,19790707,   91,    0
240640,19790708,    0,    1
240640,19790709,   79,    0
240640,19790710,    0,    1
240640,19790711,   77,    0
240640,19790712,    0,    1
240640,19790713,   69,    0
240640,19790714,    0,    1
240640,19790715,   64,    0
240640,19790716,    0,    1
240640,19790717,   85,    0
240640,19790718,    0,    1
240640,19790719,   78,    0
240640,19790720,    0,    1
240640,19790721,   72,    0
240640,19790722,    0,    1
240640,19790723,   78,    0
240640,19790724,    0,    1
240640,19790725,   86,    0
240640,19790726,    0,    1
240640,19790727,   78,    0
240640,19790728,    0,    1
240640,19790729,   66,    0
240640,19790730,    0,    1
240640,19790731,   70,    0
240640,19790801,    0,    1
240640,19790802,   73,    0
240640,19790803,    0,    1
240640,19790804,   92,    0
240640,19790805,    0,    1
240640,19790806,   72,    0
240640,19790807,    0,    1
240640,19790808,   69,    0
