EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 30-12-2022
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

 01- 05 STAID  : Station identifier
 07- 12 SOUID  : Source identifier
 14- 53 SOUNAME: Source name
 55- 56 CN     : Country code (ISO3116 country codes)
 58- 66 LAT    : Latitude in degrees:minutes:seconds (+: North, -: South)
 68- 77 LON    : Longitude in degrees:minutes:seconds (+: East, -: West)
 79- 82 HGTH   : Station elevation in meters
 84- 87 ELEI   : Element identifier (see website at Daily Data > Data dictionary > Elements)
 89- 96 BEGIN  : Begin date YYYYMMDD
 98-105 END    : End date YYYYMMDD
107-111 PARID  : Participant identifier
113-163 PARNAME: Participant name

STAID, SOUID,SOUNAME                                 ,CN,      LAT,       LON,HGHT,ELEI,   BEGIN,     END,PARID,PARNAME

 4108,122391,FRANKFURT/ODER                          ,DE,+52:21:55,+014:32:16,  48, HU3,19470101,19841231,   11,National Climate Data Center (DWD)                
 4108,240650,SLUBICE                                 ,PL,+52:20:55,+014:37:11,  53, HU2,19510101,20220930,   26,Miroslaw Mietus                                   
24880,237013,GUBALOWKA                               ,PL,+49:18:00,+019:56:00, 856, HU2,19610101,19851231,   26,Miroslaw Mietus                                   
24880,237025,WITOW                                   ,PL,+49:20:00,+019:50:00, 844, HU2,19771129,19941231,   26,Miroslaw Mietus                                   
24880,237289,PORONIN                                 ,PL,+49:19:49,+020:02:06, 848, HU2,20100101,20220831,   26,Miroslaw Mietus                                   
24880,240635,ZAKOPANE                                ,PL,+49:18:00,+019:57:00, 857, HU2,19510101,20220930,   26,Miroslaw Mietus                                   
24881,237013,GUBALOWKA                               ,PL,+49:18:00,+019:56:00, 856, HU2,19610101,19851231,   26,Miroslaw Mietus                                   
24881,237025,WITOW                                   ,PL,+49:20:00,+019:50:00, 844, HU2,19771129,19941231,   26,Miroslaw Mietus                                   
24881,240635,ZAKOPANE                                ,PL,+49:18:00,+019:57:00, 857, HU2,19510101,20220930,   26,Miroslaw Mietus                                   
24889,237121,LIMANOWA                                ,PL,+49:41:00,+020:26:00, 587, HU2,19520101,20220831,   26,Miroslaw Mietus                                   
24896,237205,KRYNICA                                 ,PL,+49:25:00,+020:58:00, 702, HU2,19610101,20220831,   26,Miroslaw Mietus                                   
24896,237337,KRYNICA-GORA PARKOWA                    ,PL,+49:25:00,+020:58:00, 702, HU2,19840101,19851231,   26,Miroslaw Mietus                                   
24897,237217,BUKOWINA TATRZANSKA                     ,PL,+49:21:00,+020:07:00, 848, HU2,19910101,19990831,   26,Miroslaw Mietus                                   
24897,237289,PORONIN                                 ,PL,+49:19:49,+020:02:06, 848, HU2,20100101,20220831,   26,Miroslaw Mietus                                   
24903,237013,GUBALOWKA                               ,PL,+49:18:00,+019:56:00, 856, HU2,19610101,19851231,   26,Miroslaw Mietus                                   
24903,237217,BUKOWINA TATRZANSKA                     ,PL,+49:21:00,+020:07:00, 848, HU2,19910101,19990831,   26,Miroslaw Mietus                                   
24903,237289,PORONIN                                 ,PL,+49:19:49,+020:02:06, 848, HU2,20100101,20220831,   26,Miroslaw Mietus                                   
24903,240635,ZAKOPANE                                ,PL,+49:18:00,+019:57:00, 857, HU2,19510101,20220930,   26,Miroslaw Mietus                                   
24904,237301,MSZANA DOLNA                            ,PL,+49:39:49,+020:03:16, 537, HU2,20130101,20220831,   26,Miroslaw Mietus                                   
24904,237349,MSZANA DOLNA                            ,PL,+49:40:00,+020:05:00, 537, HU2,19740301,19941231,   26,Miroslaw Mietus                                   
24907,237205,KRYNICA                                 ,PL,+49:25:00,+020:58:00, 702, HU2,19610101,20220831,   26,Miroslaw Mietus                                   
24907,237337,KRYNICA-GORA PARKOWA                    ,PL,+49:25:00,+020:58:00, 702, HU2,19840101,19851231,   26,Miroslaw Mietus                                   
24908,237301,MSZANA DOLNA                            ,PL,+49:39:49,+020:03:16, 537, HU2,20130101,20220831,   26,Miroslaw Mietus                                   
24908,237349,MSZANA DOLNA                            ,PL,+49:40:00,+020:05:00, 537, HU2,19740301,19941231,   26,Miroslaw Mietus                                   
24909,237361,ZBYSZYCE                                ,PL,+49:42:00,+020:40:00, 302, HU2,19910101,19970331,   26,Miroslaw Mietus                                   
24909,237373,ROZNOW                                  ,PL,+49:46:00,+020:41:00, 302, HU2,19610101,19750531,   26,Miroslaw Mietus                                   
24909,240636,NOWY SACZ                               ,PL,+49:37:38,+020:41:19, 292, HU2,19540101,20220930,   26,Miroslaw Mietus                                   
24909,912660,NOWY SACZ                               ,PL,+49:37:00,+020:42:00, 295, HU6,19870719,19890709,     ,                    
24921,237505,SOLINA-JAWOR                            ,PL,+49:24:00,+022:28:00, 441, HU2,19810101,19990831,   26,Miroslaw Mietus                                   
24921,240637,LESKO                                   ,PL,+49:27:59,+022:20:30, 420, HU2,19540617,20220930,   26,Miroslaw Mietus                                   
24922,237517,KOMANCZA                                ,PL,+49:20:00,+022:04:00, 569, HU2,19560101,20220831,   26,Miroslaw Mietus                                   
24932,237637,KARPACZ                                 ,PL,+50:47:00,+015:47:00, 958, HU2,19510101,20070131,   26,Miroslaw Mietus                                   
24932,240001,SNIEZKA                                 ,PL,+50:44:10,+015:44:22, 958, HU2,19510101,20220930,   26,Miroslaw Mietus                                   
24952,237877,KOCHCICE                                ,PL,+50:43:00,+018:41:00, 257, HU2,19980601,20031031,   26,Miroslaw Mietus                                   
24952,237949,LUBLINIEC                               ,PL,+50:41:00,+018:42:00, 266, HU2,19760430,19980630,   26,Miroslaw Mietus                                   
24956,237925,DRONIOWICE                              ,PL,+50:41:46,+018:48:32, 284, HU2,20031101,20220831,   26,Miroslaw Mietus                                   
24956,237949,LUBLINIEC                               ,PL,+50:41:00,+018:42:00, 266, HU2,19760430,19980630,   26,Miroslaw Mietus                                   
24958,237877,KOCHCICE                                ,PL,+50:43:00,+018:41:00, 257, HU2,19980601,20031031,   26,Miroslaw Mietus                                   
24958,237925,DRONIOWICE                              ,PL,+50:41:46,+018:48:32, 284, HU2,20031101,20220831,   26,Miroslaw Mietus                                   
24958,237949,LUBLINIEC                               ,PL,+50:41:00,+018:42:00, 266, HU2,19760430,19980630,   26,Miroslaw Mietus                                   
24974,238141,WIELICZKA                               ,PL,+50:00:00,+020:03:00, 218, HU2,19740205,19990831,   26,Miroslaw Mietus                                   
24974,240630,KRAKOW OBS. ASTRONOMICZNE               ,PL,+50:04:12,+019:58:12, 206, HU2,19510101,20220831,   26,Miroslaw Mietus                                   
24978,238189,CHORZELOW                               ,PL,+50:21:00,+021:27:00, 161, HU2,19740221,20220831,   26,Miroslaw Mietus                                   
24991,238345,NOWY LUBLINIEC                          ,PL,+50:16:00,+023:06:00, 231, HU2,19860101,20020617,   26,Miroslaw Mietus                                   
24991,238357,CIESZANOW                               ,PL,+50:14:01,+023:07:05, 231, HU2,20040101,20220831,   26,Miroslaw Mietus                                   
24992,238345,NOWY LUBLINIEC                          ,PL,+50:16:00,+023:06:00, 231, HU2,19860101,20020617,   26,Miroslaw Mietus                                   
24992,238357,CIESZANOW                               ,PL,+50:14:01,+023:07:05, 231, HU2,20040101,20220831,   26,Miroslaw Mietus                                   
24992,238369,LUBACZOW                                ,PL,+50:09:00,+023:08:00, 227, HU2,19610101,19801231,   26,Miroslaw Mietus                                   
24993,238357,CIESZANOW                               ,PL,+50:14:01,+023:07:05, 231, HU2,20040101,20220831,   26,Miroslaw Mietus                                   
24993,238369,LUBACZOW                                ,PL,+50:09:00,+023:08:00, 227, HU2,19610101,19801231,   26,Miroslaw Mietus                                   
25004,238501,ZYBISZOW                                ,PL,+51:04:00,+016:55:00, 121, HU2,19880101,19920430,   26,Miroslaw Mietus                                   
25004,240644,WROCLAW                                 ,PL,+51:06:12,+016:54:00, 120, HU2,19510101,20220930,   26,Miroslaw Mietus                                   
25015,238633,SKIERNIEWICE                            ,PL,+51:58:00,+020:10:00, 130, HU2,19510101,20220831,   26,Miroslaw Mietus                                   
25018,238669,JARCZEW                                 ,PL,+51:49:00,+021:59:00, 181, HU2,19750101,20220831,   26,Miroslaw Mietus                                   
25031,238825,GORZYN                                  ,PL,+52:34:00,+015:54:00,  79, HU2,19750701,20220831,   26,Miroslaw Mietus                                   
25053,239089,WARSZAWA-BIELANY                        ,PL,+52:17:00,+020:58:00,  91, HU2,19510101,20220831,   26,Miroslaw Mietus                                   
25060,239173,PULTUSK                                 ,PL,+52:04:04,+021:00:06, 109, HU2,19510101,20211231,   26,Miroslaw Mietus                                   
25060,240653,WARSZAWA-OKECIE                         ,PL,+52:09:46,+020:57:40, 107, HU2,19510101,20220930,   26,Miroslaw Mietus                                   
25066,239245,BIALOWIEZA                              ,PL,+52:42:00,+023:51:00, 170, HU2,19510101,20220831,   26,Miroslaw Mietus                                   
25076,239365,NOWA WIES UJSKA                         ,PL,+53:02:00,+016:45:00,  74, HU2,19880101,19920430,   26,Miroslaw Mietus                                   
25076,240348,PILA                                    ,PL,+53:07:48,+016:45:00,  72, HU2,19701013,20220930,   26,Miroslaw Mietus                                   
25095,239593,BIEBRZA-PIENCZYKOWEK                    ,PL,+53:39:00,+022:36:00, 128, HU2,19560101,20220831,   26,Miroslaw Mietus                                   
25116,239845,GDANSK-SWIBNO                           ,PL,+54:20:00,+018:56:00,   0, HU2,19510101,20220930,   26,Miroslaw Mietus                                   
25122,239917,LIDZBARK WARMINSKI                      ,PL,+54:08:00,+020:36:00,  99, HU2,19510101,20220831,   26,Miroslaw Mietus                                   
25126,239965,KASPROWY WIERCH                         ,PL,+49:13:57,+019:58:55,1348, HU2,19510101,20220930,   26,Miroslaw Mietus                                   
25128,239989,JELENIA GORA                            ,PL,+50:54:01,+015:47:20, 427, HU2,19510101,20220930,   26,Miroslaw Mietus                                   
25129,237637,KARPACZ                                 ,PL,+50:47:00,+015:47:00, 958, HU2,19510101,20070131,   26,Miroslaw Mietus                                   
25129,240001,SNIEZKA                                 ,PL,+50:44:10,+015:44:22, 958, HU2,19510101,20220930,   26,Miroslaw Mietus                                   
25130,240013,OPOLE                                   ,PL,+50:37:37,+017:58:08, 163, HU2,19510101,20220930,   26,Miroslaw Mietus                                   
25131,240025,CZOSTOCHOWA                             ,PL,+50:48:45,+019:05:33, 266, HU2,19510101,20220930,   26,Miroslaw Mietus                                   
25132,240037,KATOWICE-MUCHOWIEC                      ,PL,+50:14:26,+019:01:58, 281, HU2,19510101,20220930,   26,Miroslaw Mietus                                   
25133,240049,KRAKOW-BALICE                           ,PL,+50:04:49,+019:48:07, 234, HU2,19510101,20220930,   26,Miroslaw Mietus                                   
25133,912566,KRAKOW                                  ,PL,+50:05:00,+019:48:00, 237, HU6,20171209,20171211,     ,                    
25134,240061,TARNOW                                  ,PL,+50:01:48,+020:59:04, 207, HU2,19510101,20220930,   26,Miroslaw Mietus                                   
25135,240073,SANDOMIERZ                              ,PL,+50:41:48,+021:42:57, 143, HU2,19510101,20220930,   26,Miroslaw Mietus                                   
25136,240085,ZAMOSC                                  ,PL,+50:41:52,+023:12:23, 258, HU2,19510101,20220930,   26,Miroslaw Mietus                                   
25138,240109,LEGNICA                                 ,PL,+51:11:33,+016:12:27, 134, HU2,19510101,20220930,   26,Miroslaw Mietus                                   
25139,240121,LUBLIN-RADAWIEC                         ,PL,+51:13:01,+022:23:37, 228, HU2,19510101,20220930,   26,Miroslaw Mietus                                   
25140,240133,KOLO                                    ,PL,+52:12:01,+018:39:41, 113, HU2,19510101,20201231,   26,Miroslaw Mietus                                   
25140,240652,POZNAN                                  ,PL,+52:11:59,+018:39:37, 115, HU2,19510101,20220930,   26,Miroslaw Mietus                                   
25141,240145,PLOCK                                   ,PL,+52:35:18,+019:43:33,  87, HU2,19510101,20220930,   26,Miroslaw Mietus                                   
25141,912360,PLOCK                                   ,PL,+52:35:00,+019:44:00, 109, HU6,19820105,19870130,     ,                    
25142,240157,RESKO-SMOLSKO                           ,PL,+53:46:18,+015:24:53,  66, HU2,19510101,20220930,   26,Miroslaw Mietus                                   
25142,912210,RESKO                                   ,PL,+53:46:00,+015:25:00,  56, HU6,20080510,20080510,     ,                    
25145,240193,MIKOLAJKI                               ,PL,+53:47:22,+021:35:19, 144, HU2,19520101,20220930,   26,Miroslaw Mietus                                   
25147,240217,KOLOBRZEG-DZWIRZYNO                     ,PL,+54:09:30,+015:23:20,   1, HU2,19510101,20220930,   26,Miroslaw Mietus                                   
25148,240229,USTKA                                   ,PL,+54:35:18,+016:51:15,  18, HU2,19510101,20220930,   26,Miroslaw Mietus                                   
25149,240241,LEBORK                                  ,PL,+54:33:11,+017:43:25,  45, HU2,19510101,20220930,   26,Miroslaw Mietus                                   
25151,240265,ELBLAG-MILEJEWO                         ,PL,+54:13:23,+019:32:37, 151, HU2,19510101,20220930,   26,Miroslaw Mietus                                   
25152,239089,WARSZAWA-BIELANY                        ,PL,+52:17:00,+020:58:00,  91, HU2,19510101,20220831,   26,Miroslaw Mietus                                   
25152,240277,WARSZAWA-OBSERWATORIUM II               ,PL,+52:13:00,+021:02:00, 110, HU2,20001101,20030522,   26,Miroslaw Mietus                                   
25152,240632,WARSZAWA OBS.ASTR.                      ,PL,+52:13:12,+021:01:48, 110, HU2,19510101,20020630,   26,Miroslaw Mietus                                   
25152,240653,WARSZAWA-OKECIE                         ,PL,+52:09:46,+020:57:40, 107, HU2,19510101,20220930,   26,Miroslaw Mietus                                   
 2022,240288,KOSZALIN                                ,PL,+54:12:16,+016:09:19,  33, HU2,19510101,20220930,   26,Miroslaw Mietus                                   
 8943,239365,NOWA WIES UJSKA                         ,PL,+53:02:00,+016:45:00,  74, HU2,19880101,19920430,   26,Miroslaw Mietus                                   
 8943,240348,PILA                                    ,PL,+53:07:48,+016:45:00,  72, HU2,19701013,20220930,   26,Miroslaw Mietus                                   
 2023,240360,KETRZYN                                 ,PL,+54:04:12,+021:22:12, 108, HU2,19660102,20220930,   26,Miroslaw Mietus                                   
 8959,240392,KOZIENCE                                ,PL,+51:33:53,+021:32:34, 123, HU2,19770102,20220930,   26,Miroslaw Mietus                                   
 8959,912488,KOZIENICE                               ,PL,+51:34:00,+021:33:00, 126, HU6,19880724,19890816,     ,                    
25156,240404,KROSNO                                  ,PL,+49:42:25,+021:46:09, 326, HU2,19850102,20220930,   26,Miroslaw Mietus                                   
25156,240627,KROSNO                                  ,PL,+49:43:12,+021:46:12, 326, HU2,19710410,19841231,   26,Miroslaw Mietus                                   
 8969,240404,KROSNO                                  ,PL,+49:42:25,+021:46:09, 326, HU2,19850102,20220930,   26,Miroslaw Mietus                                   
 8969,240627,KROSNO                                  ,PL,+49:43:12,+021:46:12, 326, HU2,19710410,19841231,   26,Miroslaw Mietus                                   
 9113,240630,KRAKOW OBS. ASTRONOMICZNE               ,PL,+50:04:12,+019:58:12, 206, HU2,19510101,20220831,   26,Miroslaw Mietus                                   
 1207,240631,PULAWY                                  ,PL,+51:25:00,+021:58:00, 142, HU2,19510101,20220831,   26,Miroslaw Mietus                                   
 9040,239089,WARSZAWA-BIELANY                        ,PL,+52:17:00,+020:58:00,  91, HU2,19510101,20220831,   26,Miroslaw Mietus                                   
 9040,240277,WARSZAWA-OBSERWATORIUM II               ,PL,+52:13:00,+021:02:00, 110, HU2,20001101,20030522,   26,Miroslaw Mietus                                   
 9040,240632,WARSZAWA OBS.ASTR.                      ,PL,+52:13:12,+021:01:48, 110, HU2,19510101,20020630,   26,Miroslaw Mietus                                   
 9040,240653,WARSZAWA-OKECIE                         ,PL,+52:09:46,+020:57:40, 107, HU2,19510101,20220930,   26,Miroslaw Mietus                                   
  930,240634,BIELSKO-BIALA                           ,PL,+49:48:26,+019:00:01, 396, HU2,19510101,20220930,   26,Miroslaw Mietus                                   
 1383,237013,GUBALOWKA                               ,PL,+49:18:00,+019:56:00, 856, HU2,19610101,19851231,   26,Miroslaw Mietus                                   
 1383,237025,WITOW                                   ,PL,+49:20:00,+019:50:00, 844, HU2,19771129,19941231,   26,Miroslaw Mietus                                   
 1383,237289,PORONIN                                 ,PL,+49:19:49,+020:02:06, 848, HU2,20100101,20220831,   26,Miroslaw Mietus                                   
 1383,240635,ZAKOPANE                                ,PL,+49:18:00,+019:57:00, 857, HU2,19510101,20220930,   26,Miroslaw Mietus                                   
  932,237361,ZBYSZYCE                                ,PL,+49:42:00,+020:40:00, 302, HU2,19910101,19970331,   26,Miroslaw Mietus                                   
  932,240636,NOWY SACZ                               ,PL,+49:37:38,+020:41:19, 292, HU2,19540101,20220930,   26,Miroslaw Mietus                                   
  932,912660,NOWY SACZ                               ,PL,+49:37:00,+020:42:00, 295, HU6,19870719,19890709,     ,                    
  933,237505,SOLINA-JAWOR                            ,PL,+49:24:00,+022:28:00, 441, HU2,19810101,19990831,   26,Miroslaw Mietus                                   
  933,240637,LESKO                                   ,PL,+49:27:59,+022:20:30, 420, HU2,19540617,20220930,   26,Miroslaw Mietus                                   
 2036,240638,KLODZKO                                 ,PL,+50:26:13,+016:36:51, 356, HU2,19510101,20220930,   26,Miroslaw Mietus                                   
 2036,912520,KLODZKO                                 ,PL,+50:26:00,+016:37:00, 357, HU6,19940123,19940123,     ,                    
  928,240639,RACIBORZ                                ,PL,+50:03:40,+018:11:27, 206, HU2,19510101,20220930,   26,Miroslaw Mietus                                   
 2038,240640,KIELCE                                  ,PL,+50:48:38,+020:41:32, 260, HU2,19510101,20220930,   26,Miroslaw Mietus                                   
 2038,912570,KIELCE                                  ,PL,+50:49:00,+020:42:00, 261, HU6,19870114,19870114,     ,                    
  207,240641,RZESZOW JASIONKA                        ,PL,+50:06:39,+022:02:32, 206, HU2,19520101,20220930,   26,Miroslaw Mietus                                   
 2031,240642,ZIELONA GORA                            ,PL,+51:55:48,+015:31:29, 192, HU2,19510101,20220930,   26,Miroslaw Mietus                                   
 2031,912400,ZIELONA GORA                            ,PL,+51:56:00,+015:32:00, 192, HU6,19890708,19890708,     ,                    
  923,240643,LESZNO                                  ,PL,+51:50:08,+016:32:05,  91, HU2,19580101,20220930,   26,Miroslaw Mietus                                   
  210,238501,ZYBISZOW                                ,PL,+51:04:00,+016:55:00, 121, HU2,19880101,19920430,   26,Miroslaw Mietus                                   
  210,240644,WROCLAW                                 ,PL,+51:06:12,+016:54:00, 120, HU2,19510101,20220930,   26,Miroslaw Mietus                                   
 2032,240645,KALISZ                                  ,PL,+51:43:48,+018:04:48, 140, HU2,19510101,20220930,   26,Miroslaw Mietus                                   
  924,240646,WIELUN                                  ,PL,+51:12:37,+018:33:24, 199, HU2,19510101,20220930,   26,Miroslaw Mietus                                   
  924,912455,WIELUN                                  ,PL,+51:13:00,+018:34:00, 201, HU6,19880724,19890816,     ,                    
 2033,240647,LODZ                                    ,PL,+51:43:48,+019:24:00, 187, HU2,19510101,20220930,   26,Miroslaw Mietus                                   
 2033,912465,LODZ                                    ,PL,+51:44:00,+019:24:00, 190, HU6,19880724,20171211,     ,                    
  926,240648,SULEJOW                                 ,PL,+51:21:12,+019:51:59, 188, HU2,19660101,20220930,   26,Miroslaw Mietus                                   
  926,912469,SULEJOW                                 ,PL,+51:21:00,+019:52:00, 189, HU6,19890817,19890817,     ,                    
  927,240649,WLODAWA                                 ,PL,+51:33:12,+023:31:46, 177, HU2,19510101,20220930,   26,Miroslaw Mietus                                   
  779,122391,FRANKFURT/ODER                          ,DE,+52:21:55,+014:32:16,  48, HU3,19470101,19841231,   11,National Climate Data Center (DWD)                
  779,240650,SLUBICE                                 ,PL,+52:20:55,+014:37:11,  53, HU2,19510101,20220930,   26,Miroslaw Mietus                                   
 2029,240651,GORZOW WLKP                             ,PL,+52:44:28,+015:16:38,  71, HU2,19510101,20220930,   26,Miroslaw Mietus                                   
  206,240133,KOLO                                    ,PL,+52:12:01,+018:39:41, 113, HU2,19510101,20201231,   26,Miroslaw Mietus                                   
  206,240652,POZNAN                                  ,PL,+52:11:59,+018:39:37, 115, HU2,19510101,20220930,   26,Miroslaw Mietus                                   
  209,239173,PULTUSK                                 ,PL,+52:04:04,+021:00:06, 109, HU2,19510101,20211231,   26,Miroslaw Mietus                                   
  209,240277,WARSZAWA-OBSERWATORIUM II               ,PL,+52:13:00,+021:02:00, 110, HU2,20001101,20030522,   26,Miroslaw Mietus                                   
  209,240632,WARSZAWA OBS.ASTR.                      ,PL,+52:13:12,+021:01:48, 110, HU2,19510101,20020630,   26,Miroslaw Mietus                                   
  209,240653,WARSZAWA-OKECIE                         ,PL,+52:09:46,+020:57:40, 107, HU2,19510101,20220930,   26,Miroslaw Mietus                                   
  333,240654,SIEDLCE                                 ,PL,+52:10:52,+022:14:41, 152, HU2,19510101,20220930,   26,Miroslaw Mietus                                   
  333,912385,SIEDLCE                                 ,PL,+52:15:00,+022:15:00, 155, HU6,19870114,19870130,     ,                    
  922,240655,TERESPOL                                ,PL,+52:04:43,+023:37:19, 133, HU2,19550101,20220930,   26,Miroslaw Mietus                                   
  696,240656,SWINOUJSCIE                             ,PL,+53:55:24,+014:14:32,   5, HU2,19510101,20220930,   26,Miroslaw Mietus                                   
  208,240657,SZCZECIN                                ,PL,+53:23:43,+014:37:22,   1, HU2,19510101,20220930,   26,Miroslaw Mietus                                   
