EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 30-12-2022
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 HU   : humidity in 1 %
23-27 Q_HU : Quality code for HU (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station POLAND, KRAKOW-BALICE (STAID: 25133).
Blended and updated with sources: 240049 912566 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   HU, Q_HU
240049,19790101,    0,    1
240049,19790102,   78,    0
240049,19790103,    0,    1
240049,19790104,   78,    0
240049,19790105,    0,    1
240049,19790106,   81,    0
240049,19790107,    0,    1
240049,19790108,   74,    0
240049,19790109,    0,    1
240049,19790110,   92,    0
240049,19790111,    0,    1
240049,19790112,   81,    0
240049,19790113,    0,    1
240049,19790114,   86,    0
240049,19790115,    0,    1
240049,19790116,   89,    0
240049,19790117,    0,    1
240049,19790118,   89,    0
240049,19790119,    0,    1
240049,19790120,   85,    0
240049,19790121,    0,    1
240049,19790122,   87,    0
240049,19790123,    0,    1
240049,19790124,   92,    0
240049,19790125,    0,    1
240049,19790126,   88,    0
240049,19790127,    0,    1
240049,19790128,   93,    0
240049,19790129,    0,    1
240049,19790130,   89,    0
240049,19790131,    0,    1
240049,19790201,   86,    0
240049,19790202,    0,    1
240049,19790203,   78,    0
240049,19790204,    0,    1
240049,19790205,   88,    0
240049,19790206,    0,    1
240049,19790207,   79,    0
240049,19790208,    0,    1
240049,19790209,   75,    0
240049,19790210,    0,    1
240049,19790211,   76,    0
240049,19790212,    0,    1
240049,19790213,   92,    0
240049,19790214,    0,    1
240049,19790215,   91,    0
240049,19790216,    0,    1
240049,19790217,   84,    0
240049,19790218,    0,    1
240049,19790219,   74,    0
240049,19790220,    0,    1
240049,19790221,   77,    0
240049,19790222,    0,    1
240049,19790223,   79,    0
240049,19790224,    0,    1
240049,19790225,   85,    0
240049,19790226,    0,    1
240049,19790227,   78,    0
240049,19790228,    0,    1
240049,19790301,   70,    0
240049,19790302,    0,    1
240049,19790303,   75,    0
240049,19790304,    0,    1
240049,19790305,   91,    0
240049,19790306,    0,    1
240049,19790307,   95,    0
240049,19790308,    0,    1
240049,19790309,   86,    0
240049,19790310,    0,    1
240049,19790311,   77,    0
240049,19790312,    0,    1
240049,19790313,   74,    0
240049,19790314,    0,    1
240049,19790315,   86,    0
240049,19790316,    0,    1
240049,19790317,   86,    0
240049,19790318,    0,    1
240049,19790319,   81,    0
240049,19790320,    0,    1
240049,19790321,   72,    0
240049,19790322,    0,    1
240049,19790323,   80,    0
240049,19790324,    0,    1
240049,19790325,   66,    0
240049,19790326,    0,    1
240049,19790327,   79,    0
240049,19790328,    0,    1
240049,19790329,   85,    0
240049,19790330,    0,    1
240049,19790331,   91,    0
240049,19790401,    0,    1
240049,19790402,   69,    0
240049,19790403,    0,    1
240049,19790404,   74,    0
240049,19790405,    0,    1
240049,19790406,   91,    0
240049,19790407,    0,    1
240049,19790408,   89,    0
240049,19790409,    0,    1
240049,19790410,   70,    0
240049,19790411,    0,    1
240049,19790412,   69,    0
240049,19790413,    0,    1
240049,19790414,   67,    0
240049,19790415,    0,    1
240049,19790416,   66,    0
240049,19790417,    0,    1
240049,19790418,   81,    0
240049,19790419,    0,    1
240049,19790420,   61,    0
240049,19790421,    0,    1
240049,19790422,   67,    0
240049,19790423,    0,    1
240049,19790424,   57,    0
240049,19790425,    0,    1
240049,19790426,   81,    0
240049,19790427,    0,    1
240049,19790428,   85,    0
240049,19790429,    0,    1
240049,19790430,   69,    0
240049,19790501,    0,    1
240049,19790502,   75,    0
240049,19790503,    0,    1
240049,19790504,   73,    0
240049,19790505,    0,    1
240049,19790506,   73,    0
240049,19790507,    0,    1
240049,19790508,   66,    0
240049,19790509,    0,    1
240049,19790510,   78,    0
240049,19790511,    0,    1
240049,19790512,   68,    0
240049,19790513,    0,    1
240049,19790514,   60,    0
240049,19790515,    0,    1
240049,19790516,   62,    0
240049,19790517,    0,    1
240049,19790518,   58,    0
240049,19790519,    0,    1
240049,19790520,   67,    0
240049,19790521,    0,    1
240049,19790522,   80,    0
240049,19790523,    0,    1
240049,19790524,   76,    0
240049,19790525,    0,    1
240049,19790526,   88,    0
240049,19790527,    0,    1
240049,19790528,   81,    0
240049,19790529,    0,    1
240049,19790530,   80,    0
240049,19790531,    0,    1
240049,19790601,   60,    0
240049,19790602,    0,    1
240049,19790603,   69,    0
240049,19790604,    0,    1
240049,19790605,   64,    0
