EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 30-12-2022
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

 01- 05 STAID  : Station identifier
 07- 12 SOUID  : Source identifier
 14- 53 SOUNAME: Source name
 55- 56 CN     : Country code (ISO3116 country codes)
 58- 66 LAT    : Latitude in degrees:minutes:seconds (+: North, -: South)
 68- 77 LON    : Longitude in degrees:minutes:seconds (+: East, -: West)
 79- 82 HGTH   : Station elevation in meters
 84- 87 ELEI   : Element identifier (see website at Daily Data > Data dictionary > Elements)
 89- 96 BEGIN  : Begin date YYYYMMDD
 98-105 END    : End date YYYYMMDD
107-111 PARID  : Participant identifier
113-163 PARNAME: Participant name

STAID, SOUID,SOUNAME                                 ,CN,      LAT,       LON,HGHT,ELEI,   BEGIN,     END,PARID,PARNAME
 2032,240687,KALISZ                                  ,PL,+51:43:48,+018:04:48, 140,FG17,19510216,20220701,   26,Miroslaw Mietus                                   
 2032,912435,KALISZ                                  ,PL,+51:47:00,+018:04:59, 140, FG5,19800101,20200229,     ,                    
  926,223298,SULEJOW                                 ,PL,+51:21:12,+019:51:59, 188,FG17,19730108,20211123,   83,GSOD                                              
  926,240690,SULEJOW                                 ,PL,+51:21:12,+019:51:59, 188,FG17,19610501,20211229,   26,Miroslaw Mietus                                   
  926,912469,SULEJOW                                 ,PL,+51:21:00,+019:52:00, 189, FG5,19800301,20200229,     ,                    
 8959,223299,KOZIENCE                                ,PL,+51:33:53,+021:32:34, 123,FG17,19750831,20211123,   83,GSOD                                              
 8959,240393,KOZIENCE                                ,PL,+51:33:53,+021:32:34, 123,FG17,19770101,20211229,   26,Miroslaw Mietus                                   
 8959,912488,KOZIENICE                               ,PL,+51:34:00,+021:33:00, 126, FG5,19800910,20200229,     ,                    
  927,223300,WLODAWA                                 ,PL,+51:33:12,+023:31:46, 177,FG17,19730101,20211123,   83,GSOD                                              
  927,240691,WLODAWA                                 ,PL,+51:33:12,+023:31:46, 177,FG17,19510826,20220922,   26,Miroslaw Mietus                                   
  927,912497,WLODAWA                                 ,PL,+51:33:00,+023:32:00, 179, FG5,19800102,20200229,     ,                    
 2035,223301,SNIEZKA                                 ,PL,+50:43:48,+015:43:48,1603,FG17,19520102,20211123,   83,GSOD                                              
 2035,912510,SNIEZKA                                 ,PL,+50:44:00,+015:44:00,1613, FG5,19800101,20200229,     ,                    
 2036,223302,KLODZKO                                 ,PL,+50:26:13,+016:36:51, 356,FG17,19520521,20211123,   83,GSOD                                              
 2036,240680,KLODZKO                                 ,PL,+50:26:13,+016:36:51, 356,FG17,19510123,20211229,   26,Miroslaw Mietus                                   
 2036,912520,KLODZKO                                 ,PL,+50:26:00,+016:37:00, 357, FG5,19800101,20200229,     ,                    
 8962,223303,OPOLE                                   ,PL,+50:37:48,+017:58:12, 165,FG17,19730101,20211123,   83,GSOD                                              
 8962,240014,OPOLE                                   ,PL,+50:37:37,+017:58:08, 163,FG17,19510104,20211229,   26,Miroslaw Mietus                                   
  928,223304,RACIBORZ                                ,PL,+50:03:40,+018:11:27, 206,FG17,19530408,20211112,   83,GSOD                                              
  928,240681,RACIBORZ                                ,PL,+50:03:40,+018:11:27, 206,FG17,19510129,20211229,   26,Miroslaw Mietus                                   
  928,912540,RACIBORZ                                ,PL,+50:03:00,+018:12:00, 206, FG5,19800910,20200229,     ,                    
  929,223306,KRAKOW                                  ,PL,+50:04:40,+019:47:42, 237,FG17,20020601,20160404,   83,GSOD                                              
  929,240050,KRAKOW-BALICE                           ,PL,+50:04:49,+019:48:07, 234,FG17,19510618,20211229,   26,Miroslaw Mietus                                   
  929,912566,KRAKOW                                  ,PL,+50:05:00,+019:48:00, 237, FG5,19800101,20200229,     ,                    
  207,223307,RZESZOW JASIONKA                        ,PL,+50:06:39,+022:02:32, 206,FG17,19540110,20211123,   83,GSOD                                              
  207,240683,RZESZOW JASIONKA                        ,PL,+50:06:39,+022:02:32, 206,FG17,19520825,20211229,   26,Miroslaw Mietus                                   
  207,912580,RZESZOW-JASIONKA                        ,PL,+50:06:00,+022:03:00, 201, FG5,19800211,20200229,     ,                    
  932,223308,NOWY SACZ                               ,PL,+49:37:38,+020:41:19, 292,FG17,19730101,20211123,   83,GSOD                                              
  932,240678,NOWY SACZ                               ,PL,+49:37:38,+020:41:19, 292,FG17,19540102,20220312,   26,Miroslaw Mietus                                   
  932,912660,NOWY SACZ                               ,PL,+49:37:00,+020:42:00, 295, FG5,19800122,20200229,     ,                    
 8969,223309,KROSNO                                  ,PL,+49:43:12,+021:46:12, 326,FG17,19850401,20211123,   83,GSOD                                              
 8969,240405,KROSNO                                  ,PL,+49:42:25,+021:46:09, 326,FG17,19850101,20211229,   26,Miroslaw Mietus                                   
 8969,240669,KROSNO                                  ,PL,+49:43:12,+021:46:12, 326,FG17,19610220,19841228,   26,Miroslaw Mietus                                   
 8969,912670,KROSNO                                  ,PL,+49:42:25,+021:46:09, 331, FG5,20121031,20200229,     ,                    
  933,223310,LESKO                                   ,PL,+49:27:59,+022:20:30, 420,FG17,19730101,20211123,   83,GSOD                                              
  933,237506,SOLINA-JAWOR                            ,PL,+49:24:00,+022:28:00, 441,FG17,19810109,20220125,   26,Miroslaw Mietus                                   
  933,240679,LESKO                                   ,PL,+49:27:59,+022:20:30, 420,FG17,19541206,20211229,   26,Miroslaw Mietus                                   
  933,912690,LESKO                                   ,PL,+49:28:00,+022:21:00, 422, FG5,19800910,20200229,     ,                    
24860,236774,PSZCZYNA                                ,PL,+50:00:00,+018:55:00, 261,FG17,19561104,20220831,   26,Miroslaw Mietus                                   
24876,236966,JABLONKA                                ,PL,+49:28:00,+019:42:00, 671,FG17,19610101,20220730,   26,Miroslaw Mietus                                   
24876,911918,LIESEK                                  ,SK,+49:22:00,+019:41:00, 693, FG5,19890928,20200229,     ,                    
24880,237014,GUBALOWKA                               ,PL,+49:18:00,+019:56:00, 856,FG17,19620317,19791229,   26,Miroslaw Mietus                                   
24880,237026,WITOW                                   ,PL,+49:20:00,+019:50:00, 844,FG17,19610101,19941226,   26,Miroslaw Mietus                                   
24880,237290,PORONIN                                 ,PL,+49:19:49,+020:02:06, 848,FG17,20130206,20220829,   26,Miroslaw Mietus                                   
24880,240677,ZAKOPANE                                ,PL,+49:18:00,+019:57:00, 857,FG17,19510101,20211229,   26,Miroslaw Mietus                                   
24880,912625,ZAKOPANE                                ,PL,+49:18:00,+019:58:00, 857, FG5,19800303,20200229,     ,                    
24881,237014,GUBALOWKA                               ,PL,+49:18:00,+019:56:00, 856,FG17,19620317,19791229,   26,Miroslaw Mietus                                   
24881,237026,WITOW                                   ,PL,+49:20:00,+019:50:00, 844,FG17,19610101,19941226,   26,Miroslaw Mietus                                   
24881,240677,ZAKOPANE                                ,PL,+49:18:00,+019:57:00, 857,FG17,19510101,20211229,   26,Miroslaw Mietus                                   
24881,912625,ZAKOPANE                                ,PL,+49:18:00,+019:58:00, 857, FG5,19800303,20200229,     ,                    
24885,237074,LAZY                                    ,PL,+49:58:00,+020:30:00, 251,FG17,19890102,20220608,   26,Miroslaw Mietus                                   
24885,237386,BOCHNIA                                 ,PL,+49:59:00,+020:24:00, 255,FG17,19830113,19880731,   26,Miroslaw Mietus                                   
24889,237122,LIMANOWA                                ,PL,+49:41:00,+020:26:00, 587,FG17,19521203,20140324,   26,Miroslaw Mietus                                   
24891,237146,LACKO                                   ,PL,+49:33:34,+020:26:22, 516,FG17,19560216,20220831,   26,Miroslaw Mietus                                   
24894,237182,PIWNICZNA                               ,PL,+49:26:00,+020:42:00, 684,FG17,19710105,19990831,   26,Miroslaw Mietus                                   
24894,237278,PIWNICZNA                               ,PL,+49:25:31,+020:43:23, 684,FG17,20150909,20220723,   26,Miroslaw Mietus                                   
24896,237206,KRYNICA                                 ,PL,+49:25:00,+020:58:00, 702,FG17,19610127,20201211,   26,Miroslaw Mietus                                   
24896,237338,KRYNICA-GORA PARKOWA                    ,PL,+49:25:00,+020:58:00, 702,FG17,19550106,19550108,   26,Miroslaw Mietus                                   
24897,237218,BUKOWINA TATRZANSKA                     ,PL,+49:21:00,+020:07:00, 848,FG17,19910102,20220831,   26,Miroslaw Mietus                                   
24897,237290,PORONIN                                 ,PL,+49:19:49,+020:02:06, 848,FG17,20130206,20220829,   26,Miroslaw Mietus                                   
24897,912625,ZAKOPANE                                ,PL,+49:18:00,+019:58:00, 857, FG5,19800303,20200229,     ,                    
24902,237182,PIWNICZNA                               ,PL,+49:26:00,+020:42:00, 684,FG17,19710105,19990831,   26,Miroslaw Mietus                                   
24902,237278,PIWNICZNA                               ,PL,+49:25:31,+020:43:23, 684,FG17,20150909,20220723,   26,Miroslaw Mietus                                   
24903,237014,GUBALOWKA                               ,PL,+49:18:00,+019:56:00, 856,FG17,19620317,19791229,   26,Miroslaw Mietus                                   
24903,237218,BUKOWINA TATRZANSKA                     ,PL,+49:21:00,+020:07:00, 848,FG17,19910102,20220831,   26,Miroslaw Mietus                                   
24903,237290,PORONIN                                 ,PL,+49:19:49,+020:02:06, 848,FG17,20130206,20220829,   26,Miroslaw Mietus                                   
24903,240677,ZAKOPANE                                ,PL,+49:18:00,+019:57:00, 857,FG17,19510101,20211229,   26,Miroslaw Mietus                                   
24903,912625,ZAKOPANE                                ,PL,+49:18:00,+019:58:00, 857, FG5,19800303,20200229,     ,                    
24904,237302,MSZANA DOLNA                            ,PL,+49:39:49,+020:03:16, 537,FG17,20150125,20211214,   26,Miroslaw Mietus                                   
24904,237350,MSZANA DOLNA                            ,PL,+49:40:00,+020:05:00, 537,FG17,19610102,19941225,   26,Miroslaw Mietus                                   
24907,237206,KRYNICA                                 ,PL,+49:25:00,+020:58:00, 702,FG17,19610127,20201211,   26,Miroslaw Mietus                                   
24907,237338,KRYNICA-GORA PARKOWA                    ,PL,+49:25:00,+020:58:00, 702,FG17,19550106,19550108,   26,Miroslaw Mietus                                   
24908,237302,MSZANA DOLNA                            ,PL,+49:39:49,+020:03:16, 537,FG17,20150125,20211214,   26,Miroslaw Mietus                                   
24908,237350,MSZANA DOLNA                            ,PL,+49:40:00,+020:05:00, 537,FG17,19610102,19941225,   26,Miroslaw Mietus                                   
24909,223308,NOWY SACZ                               ,PL,+49:37:38,+020:41:19, 292,FG17,19730101,20211123,   83,GSOD                                              
24909,237362,ZBYSZYCE                                ,PL,+49:42:00,+020:40:00, 302,FG17,19910202,19960925,   26,Miroslaw Mietus                                   
24909,237374,ROZNOW                                  ,PL,+49:46:00,+020:41:00, 302,FG17,19610115,19750525,   26,Miroslaw Mietus                                   
24909,240678,NOWY SACZ                               ,PL,+49:37:38,+020:41:19, 292,FG17,19540102,20220312,   26,Miroslaw Mietus                                   
24909,912660,NOWY SACZ                               ,PL,+49:37:00,+020:42:00, 295, FG5,19800122,20200229,     ,                    
24911,237074,LAZY                                    ,PL,+49:58:00,+020:30:00, 251,FG17,19890102,20220608,   26,Miroslaw Mietus                                   
24911,237386,BOCHNIA                                 ,PL,+49:59:00,+020:24:00, 255,FG17,19830113,19880731,   26,Miroslaw Mietus                                   
24918,237470,DYNOW                                   ,PL,+49:50:00,+022:14:00, 284,FG17,19510613,20220817,   26,Miroslaw Mietus                                   
24921,223310,LESKO                                   ,PL,+49:27:59,+022:20:30, 420,FG17,19730101,20211123,   83,GSOD                                              
24921,237506,SOLINA-JAWOR                            ,PL,+49:24:00,+022:28:00, 441,FG17,19810109,20220125,   26,Miroslaw Mietus                                   
24921,240679,LESKO                                   ,PL,+49:27:59,+022:20:30, 420,FG17,19541206,20211229,   26,Miroslaw Mietus                                   
24921,912690,LESKO                                   ,PL,+49:28:00,+022:21:00, 422, FG5,19800910,20200229,     ,                    
24922,237518,KOMANCZA                                ,PL,+49:20:00,+022:04:00, 569,FG17,19560104,20211227,   26,Miroslaw Mietus                                   
24932,237638,KARPACZ                                 ,PL,+50:47:00,+015:47:00, 958,FG17,19510113,20090930,   26,Miroslaw Mietus                                   
24932,240002,SNIEZKA                                 ,PL,+50:44:10,+015:44:22, 958,FG17,19550108,20211229,   26,Miroslaw Mietus                                   
24956,237926,DRONIOWICE                              ,PL,+50:41:46,+018:48:32, 284,FG17,20040902,20210912,   26,Miroslaw Mietus                                   
24956,237950,LUBLINIEC                               ,PL,+50:41:00,+018:42:00, 266,FG17,19610124,19930201,   26,Miroslaw Mietus                                   
24958,237926,DRONIOWICE                              ,PL,+50:41:46,+018:48:32, 284,FG17,20040902,20210912,   26,Miroslaw Mietus                                   
24958,237950,LUBLINIEC                               ,PL,+50:41:00,+018:42:00, 266,FG17,19610124,19930201,   26,Miroslaw Mietus                                   
24972,238118,BORUSOWA                                ,PL,+50:17:00,+020:48:00, 176,FG17,19610101,20220623,   26,Miroslaw Mietus                                   
24974,238142,WIELICZKA                               ,PL,+50:00:00,+020:03:00, 218,FG17,19611210,19991130,   26,Miroslaw Mietus                                   
24974,240672,KRAKOW OBS. ASTRONOMICZNE               ,PL,+50:04:12,+019:58:12, 206,FG17,19510105,20210121,   26,Miroslaw Mietus                                   
24977,238178,STASZOW                                 ,PL,+50:36:00,+021:11:00, 249,FG17,19610101,20220831,   26,Miroslaw Mietus                                   
24978,238190,CHORZELOW                               ,PL,+50:21:00,+021:27:00, 161,FG17,19610101,20220824,   26,Miroslaw Mietus                                   
24991,238346,NOWY LUBLINIEC                          ,PL,+50:16:00,+023:06:00, 231,FG17,19871216,19940730,   26,Miroslaw Mietus                                   
24991,238358,CIESZANOW                               ,PL,+50:14:01,+023:07:05, 231,FG17,20110331,20220329,   26,Miroslaw Mietus                                   
24992,238346,NOWY LUBLINIEC                          ,PL,+50:16:00,+023:06:00, 231,FG17,19871216,19940730,   26,Miroslaw Mietus                                   
24992,238358,CIESZANOW                               ,PL,+50:14:01,+023:07:05, 231,FG17,20110331,20220329,   26,Miroslaw Mietus                                   
24992,238370,LUBACZOW                                ,PL,+50:09:00,+023:08:00, 227,FG17,19630119,19790207,   26,Miroslaw Mietus                                   
24993,238358,CIESZANOW                               ,PL,+50:14:01,+023:07:05, 231,FG17,20110331,20220329,   26,Miroslaw Mietus                                   
24993,238370,LUBACZOW                                ,PL,+50:09:00,+023:08:00, 227,FG17,19630119,19790207,   26,Miroslaw Mietus                                   
25004,238502,ZYBISZOW                                ,PL,+51:04:00,+016:55:00, 121,FG17,19880418,19920425,   26,Miroslaw Mietus                                   
25004,240686,WROCLAW                                 ,PL,+51:06:12,+016:54:00, 120,FG17,19511219,20211229,   26,Miroslaw Mietus                                   
25004,912424,WROCLAW II                              ,PL,+51:06:00,+016:53:00, 124, FG5,19800101,20200229,     ,                    
25012,238598,PUCZNIEW                                ,PL,+51:47:00,+019:05:00, 148,FG17,19520225,20220831,   26,Miroslaw Mietus                                   
25015,238634,SKIERNIEWICE                            ,PL,+51:58:00,+020:10:00, 130,FG17,19520709,20111220,   26,Miroslaw Mietus                                   
25018,238670,JARCZEW                                 ,PL,+51:49:00,+021:59:00, 181,FG17,19761117,20211122,   26,Miroslaw Mietus                                   
25031,238826,GORZYN                                  ,PL,+52:34:00,+015:54:00,  79,FG17,19610124,20220830,   26,Miroslaw Mietus                                   
25038,238910,WIELICHOWO                              ,PL,+52:07:00,+016:21:00,  72,FG17,19510713,20220831,   26,Miroslaw Mietus                                   
25044,238982,KOLUDA WIELKA                           ,PL,+52:44:00,+018:09:00,  76,FG17,19510216,20220831,   26,Miroslaw Mietus                                   
25052,239078,LEGIONOWO                               ,PL,+52:24:00,+020:58:00,  71,FG17,19511008,20150118,   26,Miroslaw Mietus                                   
25052,912374,LEGIONOWO                               ,PL,+52:24:00,+020:58:00,  96, FG5,19820831,20050910,     ,                    
25053,222810,BABICE                                  ,PL,+52:16:04,+020:54:39, 107,FG17,20040907,20211123,   83,GSOD                                              
25053,239090,WARSZAWA-BIELANY                        ,PL,+52:17:00,+020:58:00,  91,FG17,19510326,20220726,   26,Miroslaw Mietus                                   
25053,239102,WARSZAWA-FILTRY                         ,PL,+52:13:10,+020:59:57,  91,FG17,20131123,20220810,   26,Miroslaw Mietus                                   
25053,240278,WARSZAWA-OBSERWATORIUM II               ,PL,+52:13:00,+021:02:00, 110,FG17,20220101,20220831,   26,Miroslaw Mietus                                   
25053,240674,WARSZAWA OBS.ASTR.                      ,PL,+52:13:12,+021:01:48, 110,FG17,19510124,19980927,   26,Miroslaw Mietus                                   
25054,222810,BABICE                                  ,PL,+52:16:04,+020:54:39, 107,FG17,20040907,20211123,   83,GSOD                                              
25054,239090,WARSZAWA-BIELANY                        ,PL,+52:17:00,+020:58:00,  91,FG17,19510326,20220726,   26,Miroslaw Mietus                                   
25054,239102,WARSZAWA-FILTRY                         ,PL,+52:13:10,+020:59:57,  91,FG17,20131123,20220810,   26,Miroslaw Mietus                                   
25054,240278,WARSZAWA-OBSERWATORIUM II               ,PL,+52:13:00,+021:02:00, 110,FG17,20220101,20220831,   26,Miroslaw Mietus                                   
25054,240674,WARSZAWA OBS.ASTR.                      ,PL,+52:13:12,+021:01:48, 110,FG17,19510124,19980927,   26,Miroslaw Mietus                                   
25054,240695,WARSZAWA-OKECIE                         ,PL,+52:09:46,+020:57:40, 107,FG17,19510326,20211229,   26,Miroslaw Mietus                                   
25054,912375,WARSZAWA-OKECIE                         ,PL,+52:10:00,+020:58:00, 106, FG5,19800101,20200229,     ,                    
25055,222810,BABICE                                  ,PL,+52:16:04,+020:54:39, 107,FG17,20040907,20211123,   83,GSOD                                              
25055,239090,WARSZAWA-BIELANY                        ,PL,+52:17:00,+020:58:00,  91,FG17,19510326,20220726,   26,Miroslaw Mietus                                   
25055,239102,WARSZAWA-FILTRY                         ,PL,+52:13:10,+020:59:57,  91,FG17,20131123,20220810,   26,Miroslaw Mietus                                   
25055,239114,WARSZAWA-BABICE                         ,PL,+52:16:01,+020:54:21,  91,FG17,20140116,20140118,   26,Miroslaw Mietus                                   
