EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 30-12-2022
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 FG   : wind speed in 0.1 m/s
23-27 Q_FG : Quality code for FG (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station POLAND, JELENIA GORA (STAID: 25128).
Blended and updated with sources: 239990 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   FG, Q_FG
239990,19790101,    0,    0
239990,19790102,   61,    0
239990,19790103,    0,    0
239990,19790104,   44,    0
239990,19790105,    0,    0
239990,19790106,    0,    0
239990,19790107,    0,    0
239990,19790108,   15,    0
239990,19790109,    0,    0
239990,19790110,   29,    0
239990,19790111,    0,    0
239990,19790112,   28,    0
239990,19790113,    0,    0
239990,19790114,   58,    0
239990,19790115,    0,    0
239990,19790116,   24,    0
239990,19790117,    0,    0
239990,19790118,   15,    0
239990,19790119,    0,    0
239990,19790120,   41,    0
239990,19790121,    0,    0
239990,19790122,    5,    0
239990,19790123,    0,    0
239990,19790124,   34,    0
239990,19790125,    0,    0
239990,19790126,   24,    0
239990,19790127,    0,    0
239990,19790128,    9,    0
239990,19790129,    0,    0
239990,19790130,    5,    0
239990,19790131,    0,    0
239990,19790201,   45,    0
239990,19790202,    0,    0
239990,19790203,   28,    0
239990,19790204,    0,    0
239990,19790205,    8,    0
239990,19790206,    0,    0
239990,19790207,   43,    0
239990,19790208,    0,    0
239990,19790209,   20,    0
239990,19790210,    0,    0
239990,19790211,   24,    0
239990,19790212,    0,    0
239990,19790213,   19,    0
239990,19790214,-9999,    9
239990,19790215,   31,    0
239990,19790216,    0,    0
239990,19790217,   83,    0
239990,19790218,    0,    0
239990,19790219,    8,    0
239990,19790220,    0,    0
239990,19790221,   11,    0
239990,19790222,    0,    0
239990,19790223,    4,    0
239990,19790224,    0,    0
239990,19790225,   29,    0
239990,19790226,    0,    0
239990,19790227,    4,    0
239990,19790228,    0,    0
239990,19790301,   23,    0
239990,19790302,    0,    0
239990,19790303,   10,    0
239990,19790304,    0,    0
239990,19790305,   11,    0
239990,19790306,    0,    0
239990,19790307,   20,    0
239990,19790308,    0,    0
239990,19790309,   29,    0
239990,19790310,    0,    0
239990,19790311,   11,    0
239990,19790312,    0,    0
239990,19790313,   45,    0
239990,19790314,    0,    0
239990,19790315,   79,    0
239990,19790316,    0,    0
239990,19790317,   54,    0
239990,19790318,    0,    0
239990,19790319,   28,    0
239990,19790320,    0,    0
239990,19790321,   41,    0
239990,19790322,    0,    0
239990,19790323,   25,    0
239990,19790324,    0,    0
239990,19790325,   50,    0
239990,19790326,    0,    0
239990,19790327,   24,    0
239990,19790328,    0,    0
239990,19790329,   20,    0
239990,19790330,    0,    0
239990,19790331,   54,    0
239990,19790401,    0,    0
239990,19790402,   25,    0
239990,19790403,    0,    0
239990,19790404,   10,    0
239990,19790405,    0,    0
239990,19790406,   24,    0
239990,19790407,    0,    0
239990,19790408,    8,    0
239990,19790409,    0,    0
239990,19790410,   35,    0
239990,19790411,    0,    0
239990,19790412,   26,    0
239990,19790413,    0,    0
239990,19790414,    3,    0
239990,19790415,    0,    0
239990,19790416,   40,    0
239990,19790417,    0,    0
239990,19790418,   31,    0
239990,19790419,    0,    0
239990,19790420,   10,    0
239990,19790421,    0,    0
239990,19790422,   28,    0
239990,19790423,    0,    0
239990,19790424,   30,    0
239990,19790425,    0,    0
239990,19790426,    3,    0
239990,19790427,    0,    0
239990,19790428,   26,    0
239990,19790429,    0,    0
239990,19790430,   51,    0
239990,19790501,    0,    0
239990,19790502,   46,    0
239990,19790503,    0,    0
239990,19790504,   19,    0
239990,19790505,    0,    0
239990,19790506,   18,    0
239990,19790507,    0,    0
239990,19790508,   11,    0
239990,19790509,    0,    0
239990,19790510,   25,    0
239990,19790511,    0,    0
239990,19790512,    9,    0
239990,19790513,    0,    0
239990,19790514,    3,    0
239990,19790515,    0,    0
239990,19790516,   31,    0
239990,19790517,    0,    0
239990,19790518,   25,    0
239990,19790519,    0,    0
239990,19790520,   38,    0
239990,19790521,    0,    0
239990,19790522,    8,    0
239990,19790523,    0,    0
239990,19790524,   61,    0
239990,19790525,    0,    0
239990,19790526,   33,    0
239990,19790527,    0,    0
239990,19790528,   26,    0
239990,19790529,    0,    0
239990,19790530,   23,    0
239990,19790531,    0,    0
239990,19790601,   19,    0
239990,19790602,    0,    0
239990,19790603,   23,    0
239990,19790604,    0,    0
239990,19790605,   14,    0
239990,19790606,    0,    0
239990,19790607,   14,    0
239990,19790608,    0,    0
239990,19790609,   14,    0
239990,19790610,    0,    0
239990,19790611,    6,    0
239990,19790612,    0,    0
239990,19790613,   19,    0
239990,19790614,    0,    0
239990,19790615,   20,    0
239990,19790616,    0,    0
239990,19790617,   16,    0
239990,19790618,    0,    0
239990,19790619,   20,    0
239990,19790620,    0,    0
239990,19790621,   13,    0
239990,19790622,    0,    0
239990,19790623,   16,    0
239990,19790624,    0,    0
239990,19790625,   16,    0
239990,19790626,    0,    0
239990,19790627,    6,    0
239990,19790628,    0,    0
239990,19790629,   10,    0
239990,19790630,    0,    0
239990,19790701,   24,    0
239990,19790702,    0,    0
239990,19790703,   10,    0
239990,19790704,    0,    0
239990,19790705,   38,    0
239990,19790706,    0,    0
239990,19790707,   51,    0
239990,19790708,    0,    0
239990,19790709,   23,    0
239990,19790710,    0,    0
239990,19790711,   23,    0
239990,19790712,    0,    0
239990,19790713,    5,    0
239990,19790714,    0,    0
239990,19790715,    8,    0
239990,19790716,    0,    0
239990,19790717,   13,    0
239990,19790718,    0,    0
239990,19790719,   43,    0
239990,19790720,    0,    0
239990,19790721,   34,    0
239990,19790722,    0,    0
239990,19790723,   30,    0
239990,19790724,    0,    0
239990,19790725,   16,    0
239990,19790726,    0,    0
239990,19790727,   30,    0
239990,19790728,    0,    0
239990,19790729,    4,    0
239990,19790730,    0,    0
239990,19790731,   24,    0
239990,19790801,    0,    0
239990,19790802,   34,    0
239990,19790803,    0,    0
239990,19790804,   15,    0
239990,19790805,    0,    0
239990,19790806,   10,    0
239990,19790807,    0,    0
239990,19790808,   13,    0
239990,19790809,    0,    0
239990,19790810,   44,    0
239990,19790811,    0,    0
239990,19790812,    8,    0
239990,19790813,    0,    0
239990,19790814,   16,    0
239990,19790815,    0,    0
239990,19790816,   20,    0
239990,19790817,    0,    0
239990,19790818,   34,    0
239990,19790819,    0,    0
239990,19790820,   15,    0
239990,19790821,    0,    0
239990,19790822,    3,    0
239990,19790823,    0,    0
239990,19790824,    4,    0
239990,19790825,    0,    0
239990,19790826,   19,    0
239990,19790827,    0,    0
239990,19790828,   46,    0
239990,19790829,    0,    0
239990,19790830,    0,    0
239990,19790831,    0,    0
239990,19790901,    5,    0
239990,19790902,    0,    0
239990,19790903,   10,    0
239990,19790904,    0,    0
239990,19790905,   24,    0
239990,19790906,    0,    0
239990,19790907,    1,    0
239990,19790908,    0,    0
239990,19790909,    5,    0
239990,19790910,    0,    0
239990,19790911,   16,    0
239990,19790912,    0,    0
239990,19790913,   14,    0
239990,19790914,    0,    0
239990,19790915,   51,    0
239990,19790916,    0,    0
239990,19790917,    9,    0
239990,19790918,    0,    0
239990,19790919,   25,    0
239990,19790920,    0,    0
239990,19790921,   13,    0
239990,19790922,    0,    0
239990,19790923,    0,    0
239990,19790924,    0,    0
239990,19790925,   34,    0
239990,19790926,    0,    0
239990,19790927,    8,    0
239990,19790928,    0,    0
239990,19790929,    1,    0
239990,19790930,    0,    0
239990,19791001,   13,    0
239990,19791002,    0,    0
239990,19791003,   31,    0
239990,19791004,    0,    0
239990,19791005,   23,    0
239990,19791006,    0,    0
239990,19791007,   40,    0
239990,19791008,    0,    0
239990,19791009,    5,    0
239990,19791010,    0,    0
239990,19791011,   59,    0
239990,19791012,    0,    0
239990,19791013,   46,    0
239990,19791014,    0,    0
239990,19791015,   56,    0
239990,19791016,    0,    0
239990,19791017,    9,    0
239990,19791018,    0,    0
239990,19791019,   40,    0
239990,19791020,    0,    0
239990,19791021,    1,    0
239990,19791022,    0,    0
239990,19791023,   14,    0
239990,19791024,    0,    0
239990,19791025,   50,    0
239990,19791026,    0,    0
239990,19791027,   56,    0
239990,19791028,    0,    0
239990,19791029,   45,    0
239990,19791030,    0,    0
239990,19791031,   21,    0
239990,19791101,    0,    0
239990,19791102,   13,    0
239990,19791103,    0,    0
239990,19791104,    6,    0
239990,19791105,    0,    0
239990,19791106,   46,    0
239990,19791107,    0,    0
239990,19791108,   53,    0
239990,19791109,    0,    0
239990,19791110,    5,    0
239990,19791111,    0,    0
239990,19791112,    1,    0
239990,19791113,    0,    0
239990,19791114,   28,    0
239990,19791115,    0,    0
239990,19791116,   28,    0
239990,19791117,    0,    0
239990,19791118,    0,    0
239990,19791119,    0,    0
239990,19791120,   26,    0
239990,19791121,    0,    0
239990,19791122,   11,    0
239990,19791123,    0,    0
239990,19791124,    0,    0
239990,19791125,    0,    0
239990,19791126,   19,    0
239990,19791127,    0,    0
239990,19791128,   31,    0
239990,19791129,    0,    0
239990,19791130,   25,    0
239990,19791201,    0,    0
239990,19791202,   39,    0
239990,19791203,    0,    0
239990,19791204,   45,    0
239990,19791205,    0,    0
239990,19791206,   35,    0
239990,19791207,    0,    0
239990,19791208,   23,    0
239990,19791209,    0,    0
239990,19791210,   45,    0
239990,19791211,    0,    0
239990,19791212,   44,    0
239990,19791213,    0,    0
239990,19791214,   23,    0
239990,19791215,    0,    0
239990,19791216,   40,    0
239990,19791217,    0,    0
239990,19791218,   61,    0
239990,19791219,    0,    0
239990,19791220,   15,    0
239990,19791221,    0,    0
239990,19791222,   88,    0
239990,19791223,    0,    0
239990,19791224,    1,    0
239990,19791225,    0,    0
239990,19791226,    0,    0
239990,19791227,    0,    0
239990,19791228,   30,    0
239990,19791229,-9999,    9
239990,19791230,   36,    0
239990,19791231,    0,    0
239990,19800101,   29,    0
239990,19800102,    0,    0
239990,19800103,   39,    0
