EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 30-12-2022
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 FG   : wind speed in 0.1 m/s
23-27 Q_FG : Quality code for FG (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station POLAND, KRAKOW-BALICE (STAID: 25133).
Blended and updated with sources: 223306 240050 912566 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   FG, Q_FG
240050,19790101,    0,    0
240050,19790102,   48,    0
240050,19790103,    0,    0
240050,19790104,   38,    0
240050,19790105,    0,    0
240050,19790106,   25,    0
240050,19790107,    0,    0
240050,19790108,   14,    0
240050,19790109,    0,    0
240050,19790110,   15,    0
240050,19790111,    0,    0
240050,19790112,   14,    0
240050,19790113,    0,    0
240050,19790114,   38,    0
240050,19790115,    0,    0
240050,19790116,   15,    0
240050,19790117,    0,    0
240050,19790118,   38,    0
240050,19790119,    0,    0
240050,19790120,   41,    0
240050,19790121,    0,    0
240050,19790122,   14,    0
240050,19790123,    0,    0
240050,19790124,    1,    0
240050,19790125,    0,    0
240050,19790126,   11,    0
240050,19790127,    0,    0
240050,19790128,   13,    0
240050,19790129,    0,    0
240050,19790130,   35,    0
240050,19790131,    0,    0
240050,19790201,   33,    0
240050,19790202,    0,    0
240050,19790203,   30,    0
240050,19790204,    0,    0
240050,19790205,   10,    0
240050,19790206,    0,    0
240050,19790207,   18,    0
240050,19790208,    0,    0
240050,19790209,   34,    0
240050,19790210,    0,    0
240050,19790211,   10,    0
240050,19790212,    0,    0
240050,19790213,   19,    0
240050,19790214,    0,    0
240050,19790215,   58,    0
240050,19790216,    0,    0
240050,19790217,   89,    0
240050,19790218,    0,    0
240050,19790219,   61,    0
