EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 30-12-2022
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 QQ   : global radiation in W/m2
23-27 Q_QQ : Quality code for QQ (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station POLAND, ZIELONA GORA (STAID: 2031).
Blended and updated with sources: 240810 912400 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   QQ, Q_QQ
240810,19790101,   24,    0
240810,19790102,   13,    0
240810,19790103,   34,    0
240810,19790104,   26,    0
240810,19790105,   27,    0
240810,19790106,   14,    0
240810,19790107,   44,    0
240810,19790108,   14,    0
240810,19790109,   14,    0
240810,19790110,   41,    0
240810,19790111,   19,    0
240810,19790112,   14,    0
240810,19790113,   15,    0
240810,19790114,   30,    0
240810,19790115,   15,    0
240810,19790116,   15,    0
240810,19790117,   16,    0
240810,19790118,   16,    0
240810,19790119,   16,    0
240810,19790120,   16,    0
240810,19790121,   17,    0
240810,19790122,   17,    0
240810,19790123,   17,    0
240810,19790124,   17,    0
240810,19790125,   63,    0
240810,19790126,   25,    0
240810,19790127,   26,    0
240810,19790128,   19,    0
240810,19790129,   19,    0
240810,19790130,   19,    0
240810,19790131,   30,    0
240810,19790201,   36,    0
240810,19790202,   20,    0
240810,19790203,   59,    0
240810,19790204,   62,    0
240810,19790205,   69,    0
240810,19790206,   26,    0
240810,19790207,   61,    0
240810,19790208,   36,    0
240810,19790209,   83,    0
240810,19790210,   78,    0
240810,19790211,   75,    0
240810,19790212,   25,    0
240810,19790213,   25,    0
240810,19790214,   25,    0
240810,19790215,   26,    0
240810,19790216,   26,    0
240810,19790217,   27,    0
240810,19790218,   27,    0
240810,19790219,   28,    0
240810,19790220,   44,    0
240810,19790221,   61,    0
240810,19790222,   95,    0
240810,19790223,   30,    0
240810,19790224,   30,    0
240810,19790225,   97,    0
240810,19790226,   64,    0
240810,19790227,  118,    0
240810,19790228,  127,    0
240810,19790301,   59,    0
240810,19790302,  118,    0
240810,19790303,   34,    0
240810,19790304,   35,    0
240810,19790305,   83,    0
240810,19790306,   36,    0
240810,19790307,   89,    0
240810,19790308,  105,    0
240810,19790309,  117,    0
240810,19790310,   76,    0
240810,19790311,  109,    0
240810,19790312,   91,    0
240810,19790313,   40,    0
240810,19790314,  111,    0
240810,19790315,   41,    0
240810,19790316,   51,    0
240810,19790317,   42,    0
240810,19790318,  107,    0
240810,19790319,   43,    0
240810,19790320,   44,    0
240810,19790321,  105,    0
240810,19790322,  156,    0
240810,19790323,  115,    0
240810,19790324,  148,    0
240810,19790325,  164,    0
240810,19790326,  134,    0
240810,19790327,  172,    0
240810,19790328,  188,    0
240810,19790329,   80,    0
240810,19790330,   50,    0
240810,19790331,   51,    0
240810,19790401,   51,    0
240810,19790402,   74,    0
240810,19790403,  126,    0
240810,19790404,   95,    0
240810,19790405,   77,    0
240810,19790406,   54,    0
240810,19790407,   55,    0
240810,19790408,   56,    0
240810,19790409,   56,    0
240810,19790410,  238,    0
240810,19790411,  233,    0
240810,19790412,  238,    0
240810,19790413,  177,    0
240810,19790414,  223,    0
240810,19790415,  225,    0
240810,19790416,  156,    0
240810,19790417,   61,    0
240810,19790418,  227,    0
240810,19790419,  189,    0
240810,19790420,  157,    0
240810,19790421,   63,    0
240810,19790422,  133,    0
240810,19790423,   80,    0
240810,19790424,  158,    0
240810,19790425,  135,    0
240810,19790426,  112,    0
240810,19790427,   78,    0
240810,19790428,  122,    0
240810,19790429,  192,    0
240810,19790430,   68,    0
240810,19790501,  192,    0
240810,19790502,   69,    0
240810,19790503,  202,    0
240810,19790504,  209,    0
240810,19790505,  125,    0
240810,19790506,  238,    0
240810,19790507,  213,    0
240810,19790508,  304,    0
240810,19790509,  303,    0
240810,19790510,  287,    0
240810,19790511,  269,    0
240810,19790512,  121,    0
240810,19790513,  157,    0
240810,19790514,  294,    0
240810,19790515,  317,    0
240810,19790516,  312,    0
240810,19790517,  291,    0
240810,19790518,  228,    0
240810,19790519,  185,    0
240810,19790520,  212,    0
240810,19790521,  260,    0
240810,19790522,  316,    0
240810,19790523,  322,    0
240810,19790524,  291,    0
240810,19790525,  212,    0
240810,19790526,  306,    0
240810,19790527,  271,    0
240810,19790528,  224,    0
240810,19790529,  327,    0
240810,19790530,  328,    0
240810,19790531,  324,    0
240810,19790601,  313,    0
240810,19790602,  309,    0
240810,19790603,  283,    0
240810,19790604,  318,    0
240810,19790605,  320,    0
240810,19790606,  133,    0
240810,19790607,  149,    0
240810,19790608,  232,    0
240810,19790609,  251,    0
240810,19790610,  303,    0
240810,19790611,  261,    0
240810,19790612,  211,    0
240810,19790613,  189,    0
240810,19790614,  171,    0
240810,19790615,  236,    0
240810,19790616,   77,    0
240810,19790617,  261,    0
240810,19790618,  249,    0
240810,19790619,  333,    0
240810,19790620,  339,    0
240810,19790621,  316,    0
240810,19790622,  312,    0
240810,19790623,  203,    0
