EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 30-12-2022
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 SS   : sunshine in 0.1 Hours
23-27 Q_SS : Quality code for SS (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station POLAND, KIELCE (STAID: 2038).
Blended and updated with sources: 240766 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   SS, Q_SS
240766,19790101,    0,    0
240766,19790102,   32,    0
240766,19790103,    4,    0
240766,19790104,    0,    0
240766,19790105,    0,    0
240766,19790106,    0,    0
240766,19790107,    0,    0
240766,19790108,    0,    0
240766,19790109,    0,    0
240766,19790110,    0,    0
240766,19790111,   13,    0
240766,19790112,   47,    0
240766,19790113,   16,    0
240766,19790114,    0,    0
240766,19790115,    0,    0
240766,19790116,    0,    0
240766,19790117,    0,    0
240766,19790118,    0,    0
240766,19790119,    0,    0
240766,19790120,    0,    0
240766,19790121,    0,    0
240766,19790122,    0,    0
240766,19790123,    0,    0
240766,19790124,    0,    0
240766,19790125,    0,    0
240766,19790126,    0,    0
240766,19790127,    0,    0
240766,19790128,    0,    0
240766,19790129,    0,    0
240766,19790130,    0,    0
240766,19790131,   36,    0
240766,19790201,    0,    0
240766,19790202,    7,    0
240766,19790203,   22,    0
240766,19790204,   30,    0
240766,19790205,    0,    0
240766,19790206,   55,    0
240766,19790207,   64,    0
240766,19790208,    0,    0
240766,19790209,   58,    0
240766,19790210,   58,    0
240766,19790211,   68,    0
240766,19790212,    0,    0
240766,19790213,    0,    0
240766,19790214,    5,    0
240766,19790215,    0,    0
240766,19790216,    4,    0
240766,19790217,    0,    0
240766,19790218,    0,    0
240766,19790219,   41,    0
240766,19790220,   58,    0
240766,19790221,   82,    0
240766,19790222,   91,    0
240766,19790223,   75,    0
240766,19790224,   85,    0
240766,19790225,    0,    0
240766,19790226,   24,    0
240766,19790227,   71,    0
240766,19790228,   60,    0
240766,19790301,   37,    0
240766,19790302,    0,    0
240766,19790303,   45,    0
240766,19790304,   45,    0
240766,19790305,    2,    0
240766,19790306,   28,    0
240766,19790307,   14,    0
240766,19790308,    0,    0
240766,19790309,   69,    0
240766,19790310,    4,    0
240766,19790311,   58,    0
240766,19790312,    2,    0
240766,19790313,   34,    0
240766,19790314,   14,    0
240766,19790315,   11,    0
240766,19790316,    0,    0
240766,19790317,    0,    0
240766,19790318,    0,    0
240766,19790319,    4,    0
240766,19790320,   40,    0
240766,19790321,   51,    0
240766,19790322,   63,    0
240766,19790323,    8,    0
240766,19790324,   52,    0
240766,19790325,   90,    0
240766,19790326,    7,    0
240766,19790327,    6,    0
240766,19790328,   21,    0
240766,19790329,    1,    0
240766,19790330,   61,    0
240766,19790331,    3,    0
240766,19790401,   16,    0
240766,19790402,   21,    0
240766,19790403,   77,    0
240766,19790404,   28,    0
240766,19790405,   33,    0
240766,19790406,    1,    0
240766,19790407,    0,    0
240766,19790408,    0,    0
240766,19790409,    0,    0
240766,19790410,  105,    0
240766,19790411,    0,    0
240766,19790412,   95,    0
240766,19790413,  111,    0
240766,19790414,   97,    0
240766,19790415,   81,    0
240766,19790416,  123,    0
240766,19790417,   66,    0
240766,19790418,   15,    0
240766,19790419,   84,    0
240766,19790420,   17,    0
240766,19790421,   52,    0
240766,19790422,   38,    0
240766,19790423,   48,    0
240766,19790424,   33,    0
240766,19790425,   12,    0
240766,19790426,   41,    0
240766,19790427,    0,    0
240766,19790428,    9,    0
240766,19790429,    0,    0
240766,19790430,   64,    0
240766,19790501,   18,    0
240766,19790502,   37,    0
240766,19790503,    0,    0
240766,19790504,   47,    0
240766,19790505,   98,    0
240766,19790506,   22,    0
240766,19790507,   95,    0
240766,19790508,   55,    0
240766,19790509,    0,    0
240766,19790510,   58,    0
240766,19790511,  129,    0
240766,19790512,   41,    0
240766,19790513,  129,    0
240766,19790514,  106,    0
240766,19790515,  122,    0
240766,19790516,  127,    0
240766,19790517,  122,    0
