EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 30-12-2022
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 SS   : sunshine in 0.1 Hours
23-27 Q_SS : Quality code for SS (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station POLAND, KRAKOW-BALICE (STAID: 25133).
Blended and updated with sources: 240052 912566 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   SS, Q_SS
240052,19790101,    0,    0
240052,19790102,    0,    0
240052,19790103,    0,    0
240052,19790104,    0,    0
240052,19790105,    0,    0
240052,19790106,   14,    0
240052,19790107,    0,    0
240052,19790108,    5,    0
240052,19790109,    0,    0
240052,19790110,    0,    0
240052,19790111,   17,    0
240052,19790112,   58,    0
240052,19790113,   13,    0
240052,19790114,    0,    0
240052,19790115,    0,    0
240052,19790116,    0,    0
240052,19790117,    0,    0
240052,19790118,    0,    0
240052,19790119,    0,    0
240052,19790120,    0,    0
240052,19790121,    0,    0
240052,19790122,    0,    0
240052,19790123,    0,    0
240052,19790124,    0,    0
240052,19790125,    0,    0
240052,19790126,   33,    0
240052,19790127,   18,    0
240052,19790128,    0,    0
240052,19790129,    0,    0
240052,19790130,    0,    0
240052,19790131,    0,    0
240052,19790201,    0,    0
240052,19790202,   20,    0
240052,19790203,   45,    0
240052,19790204,   24,    0
240052,19790205,    0,    0
240052,19790206,    2,    0
240052,19790207,   57,    0
240052,19790208,    8,    0
240052,19790209,   69,    0
240052,19790210,   71,    0
240052,19790211,   39,    0
240052,19790212,    0,    0
240052,19790213,    0,    0
240052,19790214,   19,    0
240052,19790215,    0,    0
240052,19790216,    0,    0
240052,19790217,    0,    0
240052,19790218,    0,    0
240052,19790219,    0,    0
240052,19790220,   58,    0
240052,19790221,   72,    0
240052,19790222,   50,    0
240052,19790223,   53,    0
240052,19790224,   51,    0
240052,19790225,    0,    0
240052,19790226,   12,    0
240052,19790227,   62,    0
240052,19790228,   15,    0
240052,19790301,   69,    0
240052,19790302,    0,    0
240052,19790303,   68,    0
240052,19790304,   41,    0
240052,19790305,    0,    0
240052,19790306,    0,    0
240052,19790307,   26,    0
240052,19790308,    0,    0
240052,19790309,   63,    0
240052,19790310,    9,    0
240052,19790311,   70,    0
240052,19790312,    4,    0
240052,19790313,   32,    0
240052,19790314,    0,    0
240052,19790315,    0,    0
240052,19790316,    0,    0
240052,19790317,    0,    0
240052,19790318,   69,    0
240052,19790319,   27,    0
240052,19790320,   44,    0
240052,19790321,   36,    0
240052,19790322,   55,    0
240052,19790323,   33,    0
240052,19790324,   27,    0
240052,19790325,   57,    0
240052,19790326,    1,    0
240052,19790327,    0,    0
240052,19790328,    9,    0
240052,19790329,   12,    0
240052,19790330,   40,    0
240052,19790331,    0,    0
240052,19790401,   20,    0
240052,19790402,   79,    0
240052,19790403,   70,    0
240052,19790404,   73,    0
240052,19790405,    0,    0
240052,19790406,    0,    0
240052,19790407,    0,    0
240052,19790408,    0,    0
240052,19790409,    0,    0
240052,19790410,  105,    0
240052,19790411,    2,    0
240052,19790412,   90,    0
240052,19790413,  101,    0
240052,19790414,   68,    0
240052,19790415,   77,    0
240052,19790416,   64,    0
240052,19790417,   53,    0
240052,19790418,    3,    0
240052,19790419,   85,    0
240052,19790420,   21,    0
240052,19790421,   30,    0
240052,19790422,   69,    0
240052,19790423,   78,    0
240052,19790424,   16,    0
240052,19790425,    2,    0
240052,19790426,   37,    0
240052,19790427,    0,    0
240052,19790428,    0,    0
240052,19790429,    0,    0
240052,19790430,   80,    0
240052,19790501,   24,    0
240052,19790502,    0,    0
240052,19790503,    0,    0
240052,19790504,   51,    0
240052,19790505,   80,    0
240052,19790506,   43,    0
240052,19790507,  101,    0
240052,19790508,   95,    0
240052,19790509,    0,    0
240052,19790510,   55,    0
240052,19790511,   68,    0
240052,19790512,  101,    0
240052,19790513,  126,    0
240052,19790514,  128,    0
240052,19790515,  119,    0
240052,19790516,  130,    0
240052,19790517,  104,    0
240052,19790518,  125,    0
240052,19790519,  101,    0
240052,19790520,  118,    0
240052,19790521,  100,    0
240052,19790522,   64,    0
240052,19790523,   86,    0
240052,19790524,   39,    0
240052,19790525,   99,    0
240052,19790526,   14,    0
240052,19790527,  120,    0
240052,19790528,   46,    0
240052,19790529,  119,    0
240052,19790530,  109,    0
240052,19790531,  108,    0
240052,19790601,  117,    0
240052,19790602,  115,    0
240052,19790603,  131,    0
240052,19790604,  134,    0
240052,19790605,  118,    0
240052,19790606,   74,    0
240052,19790607,   30,    0
240052,19790608,   46,    0
240052,19790609,  104,    0
240052,19790610,  109,    0
240052,19790611,  127,    0
240052,19790612,    0,    0
240052,19790613,  108,    0
240052,19790614,   15,    0
240052,19790615,   47,    0
240052,19790616,   27,    0
240052,19790617,   32,    0
240052,19790618,    0,    0
240052,19790619,    1,    0
240052,19790620,   52,    0
240052,19790621,   60,    0
240052,19790622,    0,    0
240052,19790623,   80,    0
240052,19790624,  130,    0
240052,19790625,  119,    0
240052,19790626,   56,    0
240052,19790627,  127,    0
240052,19790628,   60,    0
240052,19790629,    0,    0
240052,19790630,   42,    0
240052,19790701,   45,    0
240052,19790702,   66,    0
240052,19790703,    8,    0
240052,19790704,    7,    0
240052,19790705,   49,    0
240052,19790706,   73,    0
240052,19790707,   14,    0
240052,19790708,    2,    0
240052,19790709,   21,    0
240052,19790710,    9,    0
240052,19790711,   33,    0
240052,19790712,   46,    0
240052,19790713,  100,    0
240052,19790714,   86,    0
240052,19790715,   97,    0
240052,19790716,    4,    0
240052,19790717,   10,    0
240052,19790718,   59,    0
240052,19790719,   54,    0
240052,19790720,   71,    0
240052,19790721,  105,    0
240052,19790722,   76,    0
240052,19790723,   50,    0
240052,19790724,   57,    0
240052,19790725,   53,    0
240052,19790726,   41,    0
240052,19790727,   74,    0
240052,19790728,   73,    0
240052,19790729,  114,    0
240052,19790730,   36,    0
240052,19790731,   93,    0
240052,19790801,   81,    0
240052,19790802,  112,    0
240052,19790803,   73,    0
240052,19790804,    0,    0
240052,19790805,   78,    0
240052,19790806,   91,    0
240052,19790807,   91,    0
240052,19790808,   82,    0
240052,19790809,    0,    0
240052,19790810,   22,    0
240052,19790811,   50,    0
240052,19790812,   28,    0
240052,19790813,    0,    0
240052,19790814,    0,    0
240052,19790815,   86,    0
