EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 30-12-2022
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 SS   : sunshine in 0.1 Hours
23-27 Q_SS : Quality code for SS (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station POLAND, LUBLIN-RADAWIEC (STAID: 25139).
Blended and updated with sources: 240124 912495 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   SS, Q_SS
240124,19790101,    0,    0
240124,19790102,    0,    0
240124,19790103,   10,    0
240124,19790104,    0,    0
240124,19790105,    0,    0
240124,19790106,   26,    0
240124,19790107,   35,    0
240124,19790108,    0,    0
240124,19790109,    0,    0
240124,19790110,    0,    0
240124,19790111,   13,    0
240124,19790112,    9,    0
240124,19790113,   37,    0
240124,19790114,    0,    0
240124,19790115,    0,    0
240124,19790116,    0,    0
240124,19790117,    0,    0
240124,19790118,    2,    0
240124,19790119,    0,    0
240124,19790120,    0,    0
240124,19790121,    0,    0
240124,19790122,    0,    0
240124,19790123,    0,    0
240124,19790124,    0,    0
240124,19790125,   20,    0
240124,19790126,   15,    0
240124,19790127,   28,    0
240124,19790128,    0,    0
240124,19790129,    0,    0
240124,19790130,    0,    0
240124,19790131,   15,    0
240124,19790201,    0,    0
240124,19790202,    0,    0
240124,19790203,    0,    0
240124,19790204,   34,    0
240124,19790205,    1,    0
240124,19790206,   17,    0
240124,19790207,   38,    0
240124,19790208,    0,    0
240124,19790209,   72,    0
240124,19790210,   20,    0
240124,19790211,   78,    0
240124,19790212,    0,    0
240124,19790213,    0,    0
240124,19790214,    0,    0
240124,19790215,    0,    0
240124,19790216,   31,    0
240124,19790217,    0,    0
240124,19790218,    0,    0
240124,19790219,   46,    0
240124,19790220,   46,    0
240124,19790221,   90,    0
240124,19790222,   90,    0
240124,19790223,   88,    0
240124,19790224,   89,    0
240124,19790225,    0,    0
240124,19790226,   18,    0
240124,19790227,   68,    0
240124,19790228,   50,    0
240124,19790301,   70,    0
240124,19790302,    5,    0
240124,19790303,   32,    0
240124,19790304,   46,    0
240124,19790305,    2,    0
240124,19790306,   46,    0
240124,19790307,   41,    0
240124,19790308,    0,    0
240124,19790309,    0,    0
240124,19790310,    0,    0
240124,19790311,   43,    0
240124,19790312,    5,    0
240124,19790313,   28,    0
240124,19790314,   23,    0
240124,19790315,   86,    0
240124,19790316,    0,    0
240124,19790317,    0,    0
240124,19790318,    4,    0
240124,19790319,    0,    0
240124,19790320,   24,    0
240124,19790321,   63,    0
240124,19790322,   83,    0
240124,19790323,    0,    0
240124,19790324,   68,    0
240124,19790325,   93,    0
240124,19790326,   31,    0
240124,19790327,    0,    0
240124,19790328,    0,    0
240124,19790329,    0,    0
240124,19790330,   59,    0
240124,19790331,   22,    0
240124,19790401,    8,    0
240124,19790402,   29,    0
240124,19790403,   96,    0
240124,19790404,   43,    0
240124,19790405,    0,    0
240124,19790406,    2,    0
240124,19790407,    0,    0
240124,19790408,    0,    0
