Year,Voivodeship,Zone code,Zone name,Station code,Indicator,Averaging Time,Mean [µg/m3],Min [µg/m3],Max [µg/m3],Number of measurements,Completeness [%],Summer/Winter Number
2017,dolnośląskie,PL0201,Aglomeracja Wrocławska,DsWrocAlWisn,NOx,1g,131.339478028,5.01475,1002.18,8702,99.33,1
2017,dolnośląskie,PL0201,Aglomeracja Wrocławska,DsWrocBartni,NOx,1g,22.515024944,1.30335,203.802,8661,98.86,1.01
2017,dolnośląskie,PL0201,Aglomeracja Wrocławska,DsWrocWybCon,NOx,1g,31.815165598,1.08187,654.232,8661,98.86,1.01
2017,dolnośląskie,PL0202,miasto Legnica,DsLegAlRzecz,NOx,1g,33.787214973,2.07877,681.877,8713,99.46,1
2017,dolnośląskie,PL0203,miasto Wałbrzych,DsWalbrzWyso,NOx,1g,22.466311896,0.43657,701.398,8548,97.57,1.01
2017,dolnośląskie,PL0204,strefa dolnośląska,DsBoleslaMOB,NOx,1g,26.108539883,0.07528,548.853,8290,94.63,1.07
2017,dolnośląskie,PL0204,strefa dolnośląska,DsCzerStraza,NOx,1g,7.149097637,0.1,70.0403,8476,96.75,1.03
2017,dolnośląskie,PL0204,strefa dolnośląska,DsDzialoszyn,NOx,1g,13.344500905,0.5497,111.244,8550,97.6,0.98
2017,dolnośląskie,PL0204,strefa dolnośląska,DsDziePilsud,NOx,1g,24.959091174,1.67383,642.908,8678,99.06,1.01
2017,dolnośląskie,PL0204,strefa dolnośląska,DsJelGorOgin,NOx,1g,17.61520447,1.2,426.252,8660,98.85,1.01
2017,dolnośląskie,PL0204,strefa dolnośląska,DsKlodzSzkol,NOx,1g,25.847252034,1.41149,556.26,8435,96.28,1.06
2017,dolnośląskie,PL0204,strefa dolnośląska,DsKudowaMOB,NOx,1g,14.007623178,0.88623,216.049,8291,94.64,1.11
2017,dolnośląskie,PL0204,strefa dolnośląska,DsOlawZolnAK,NOx,1g,20.832906665,1.37962,365.024,8617,98.36,0.98
2017,dolnośląskie,PL0204,strefa dolnośląska,DsOsieczow21,NOx,1g,9.590808885,0,116.318,8541,97.5,1
2017,dolnośląskie,PL0204,strefa dolnośląska,DsZabkPowWar,NOx,1g,19.798893367,0.66973,193.494,8610,98.28,0.99
2017,dolnośląskie,PL0204,strefa dolnośląska,DsZgorBohGet,NOx,1g,22.067416396,1.46548,220.002,8674,99.01,1
2017,kujawsko-pomorskie,PL0401,Aglomeracja Bydgoska,KpBydPlPozna,NOx,1g,67.231967871,0.1,585.7,8715,99.48,1
2017,kujawsko-pomorskie,PL0401,Aglomeracja Bydgoska,KpBydWarszaw,NOx,1g,31.411762546,0.5,535.2,8170,93.26,0.93
2017,kujawsko-pomorskie,PL0402,miasto Toruń,KpToruKaszow,NOx,1g,35.770403587,2,700.2,8028,91.64,1.06
2017,kujawsko-pomorskie,PL0402,miasto Toruń,KpToruWSikor,NOx,1g,20.009805389,0.1,553.2,8016,91.5,1.03
2017,kujawsko-pomorskie,PL0403,miasto Włocławek,KpWloclChelmMOB,NOx,1g,13.448481253,1.1,166.2,8428,96.21,0.98
2017,kujawsko-pomorskie,PL0403,miasto Włocławek,KpWloclOkrze,NOx,1g,78.098696398,4.8,777.7,8745,99.82,1
2017,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpCiechTezni,NOx,1g,15.386014895,1,335.7,8459,96.56,1
2017,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpGrudPilsud,NOx,1g,65.24936631,1.4,829.1,8254,94.22,1.07
2017,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpInowSolank,NOx,1g,10.717169746,0.3,221.9,8713,99.46,1
2017,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpKoniczynka,NOx,1g,12.252721762,1.2,218.6,8579,97.93,1.03
2017,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpZielBoryTu,NOx,1g,5.425367122,0.1,46,7695,87.84,0.82
2017,lubelskie,PL0601,Aglomeracja Lubelska,LbLubObywate,NOx,1g,32.538734815,1.9,742.1,8726,99.61,1.01
2017,lubelskie,PL0602,strefa lubelska,LbBiaPodOrze,NOx,1g,15.207202159,0.3,350.1,8706,99.38,1
2017,lubelskie,PL0602,strefa lubelska,LbBiaSlupRPN,NOx,1g,8.111858741,0,88.276,8706,99.38,1
2017,lubelskie,PL0602,strefa lubelska,LbPulaKarpin,NOx,1g,14.82622156,0.2,327,8729,99.64,1.01
2017,lubelskie,PL0602,strefa lubelska,LbZamoHrubie,NOx,1g,21.364591183,0,250,8642,98.65,1.01
2017,lubuskie,PL0801,miasto Gorzów Wielkopolski,LuGorzKosGdy,NOx,1g,34.880148601,0.1195,662.242,8699,99.3,1
2017,lubuskie,PL0802,miasto Zielona Góra,LuZielKrotka,NOx,1g,23.895962876,1.82915,415.794,8643,98.66,1.02
2017,lubuskie,PL0803,strefa lubuska,LuSmolBytnic,NOx,1g,7.514665404,0.38787,56.876,8524,97.3,1.02
2017,lubuskie,PL0803,strefa lubuska,LuSulecDudka,NOx,1g,12.771889424,0.7,133.141,7519,85.83,1.11
2017,lubuskie,PL0803,strefa lubuska,LuWsKaziWiel,NOx,1g,18.697602996,0.22147,541.76,8632,98.53,1.03
2017,lubuskie,PL0803,strefa lubuska,LuZarySzyman,NOx,1g,27.433978175,1.59333,675.931,8732,99.68,1.01
2017,łódzkie,PL1001,Aglomeracja Łódzka,LdLodzCzerni,NOx,1g,23.194440527,3.4,348.9,8508,97.12,1.01
2017,łódzkie,PL1001,Aglomeracja Łódzka,LdLodzGdansk,NOx,1g,34.771981728,3.2,470.4,8711,99.44,1.01
2017,łódzkie,PL1001,Aglomeracja Łódzka,LdLodzJanPaw,NOx,1g,57.326147705,3.8,755.8,8517,97.22,1.01
2017,łódzkie,PL1001,Aglomeracja Łódzka,LdLodzKilins,NOx,1g,40.310151843,3.55818,542.73723,7824,89.31,1.27
2017,łódzkie,PL1001,Aglomeracja Łódzka,LdPabiKonsta,NOx,1g,28.351274033,2.3,558.3,8634,98.56,1.01
2017,łódzkie,PL1001,Aglomeracja Łódzka,LdZgieMielcz,NOx,1g,26.429401611,3.5,474.8,8690,99.2,1.01
2017,łódzkie,PL1002,strefa łódzka,LdGajewUjWod,NOx,1g,12.985817643,2.3,108.8,8495,96.97,1
2017,łódzkie,PL1002,strefa łódzka,LdParzniUjWo,NOx,1g,15.171754321,2.2,180,8157,93.11,1.02
2017,łódzkie,PL1002,strefa łódzka,LdPioTrKraPr,NOx,1g,31.182732255,2.1,887.5,8481,96.81,1.03
2017,łódzkie,PL1002,strefa łódzka,LdRadomsRoln,NOx,1g,30.432957321,3.44,593.99,8599,98.16,1.02
2017,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakAlKras,NOx,1g,197.234991708,7.59914,1340.63,8648,98.72,1
2017,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakBujaka,NOx,1g,78.376575419,1.37649,1135.6,8505,97.08,0.98
2017,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakBulwar,NOx,1g,61.540500601,2.3067,942.19,8647,98.71,1
2017,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakDietla,NOx,1g,99.244352025,7.88426,1056.49,8723,99.57,1
2017,małopolskie,PL1202,miasto Tarnów,MpTarBitStud,NOx,1g,33.519708316,1.14242,719.259,8662,98.88,1.01
2017,małopolskie,PL1202,miasto Tarnów,MpTarRoSitko,NOx,1g,62.61136715,3.02042,1104.8,7904,90.22,1.23
2017,małopolskie,PL1203,strefa małopolska,MpKaszowLisz,NOx,1g,23.954823925,1.17159,351.723,8000,91.32,1.15
2017,małopolskie,PL1203,strefa małopolska,MpNoSaczNadb,NOx,1g,48.508853855,2.09924,628.144,8678,99.06,1
2017,małopolskie,PL1203,strefa małopolska,MpSkawOsOgro,NOx,1g,42.494783906,1.46056,595.755,8597,98.13,0.99
2017,małopolskie,PL1203,strefa małopolska,MpSzarowSpok,NOx,1g,23.850575748,1.53551,362.351,8672,98.99,1.01
2017,małopolskie,PL1203,strefa małopolska,MpSzymbaGorl,NOx,1g,8.610532928,1.2,85.3638,8259,94.28,1.05
2017,małopolskie,PL1203,strefa małopolska,MpTrzebOsZWM,NOx,1g,23.953995249,1,274.784,8621,98.41,1
2017,małopolskie,PL1203,strefa małopolska,MpZakopaSien,NOx,1g,34.281095122,1.13134,890.826,8684,99.13,1
2017,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarAlNiepo,NOx,1g,136.816601156,2.9,954.53,8650,98.74,1.03
2017,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarKondrat,NOx,1g,38.802376898,2.32,805.9,8692,99.22,1.02
2017,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarMarszal,NOx,1g,82.739670782,0.1,620.9,8505,97.08,0.97
2017,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarWokalna,NOx,1g,30.891400508,0.67,953,8654,98.78,0.99
2017,mazowieckie,PL1402,miasto Płock,MzPlocKroJad,NOx,1g,15.064578148,0.02,224.1,8759,99.98,1.01
