DATE,BIALOWIEZA_HU,BIALYSTOK_HU,BIEBRZA-PIENCZYKOWEK_HU,BIELSKO-BIALA_HU,CHOJNICE_HU,CHORZELOW_HU,CIESZANOW_HU,CZOSTOCHOWA_HU,DRONIOWICE_HU,ELBLAG_HU,ELBLAG-MILEJEWO_HU,GDANSK-SWIBNO_HU,GORZOW WLKP_HU,GORZYN_HU,HEL_HU,JARCZEW_HU,JELENIA GORA_HU,KALISZ_HU,KASPROWY WIERCH_HU,KATOWICE-MUCHOWIEC_HU,KETRZYN_HU,KIELCE_HU,KLODZKO_HU,KOLO_HU,KOLOBRZEG-DZWIRZYNO_HU,KOMANCZA_HU,KOSZALIN_HU,KOZIENCE_HU,KRAKOW_HU,KRAKOW OBS. ASTRONOMICZNE_HU,KRAKOW-BALICE_HU,KROSNO_HU,KRYNICA_HU,LEBA_HU,LEBORK_HU,LEGNICA_HU,LESKO_HU,LESZNO_HU,LIDZBARK WARMINSKI_HU,LIMANOWA_HU,LODZ_HU,LUBLIN-RADAWIEC_HU,MIKOLAJKI_HU,MLAWA_HU,MSZANA DOLNA_HU,NOWY SACZ_HU,OLSZTYN_HU,OPOLE_HU,PILA_HU,PLOCK_HU,PORONIN_HU,POZNAN_HU,PULAWY_HU,PULTUSK_HU,RACIBORZ_HU,RESKO-SMOLSKO_HU,RZESZOW JASIONKA_HU,SANDOMIERZ_HU,SIEDLCE_HU,SKIERNIEWICE_HU,SLUBICE_HU,SNIEZKA_HU,SULEJOW_HU,SWINOUJSCIE_HU,SZCZECIN_HU,TARNOW_HU,TERESPOL_HU,TORUN_HU,USTKA_HU,WARSZAWA-BIELANY_HU,WARSZAWA-OKECIE_HU,WIELUN_HU,WLODAWA_HU,WROCLAW_HU,ZAKOPANE_HU,ZAMOSC_HU,ZIELONA GORA_HU,mean_HU
2019-08-17,71.0,,71.0,,,79.0,76.0,,74.0,,,,,,,79.0,,,,,,,,,,82.0,,,,72.0,,,81.0,,,,,,77.0,82.0,,,,,80.0,,,,,,82.0,,89.0,74.0,,,,,,59.0,,,,,,,,,,63.0,,,,,,,,75.94117647058823
2019-08-18,67.0,74.0,63.0,53.0,67.0,68.0,69.0,61.0,63.0,59.0,61.0,69.0,74.0,,71.0,76.0,66.0,58.0,81.0,66.0,58.0,73.0,62.0,61.0,76.0,74.0,71.0,63.0,,65.0,71.0,65.0,81.0,72.0,66.0,53.0,68.0,54.0,55.0,68.0,56.0,68.0,59.0,53.0,65.0,72.0,59.0,60.0,63.0,59.0,81.0,58.0,81.0,62.0,61.0,76.0,71.0,73.0,64.0,57.0,72.0,83.0,61.0,81.0,78.0,67.0,66.0,57.0,66.0,52.0,57.0,53.0,67.0,57.0,71.0,62.0,63.0,65.77333333333333
2019-08-19,67.0,,78.0,,,65.0,70.0,,69.0,,,,,,,74.0,,,,,,,,,,60.0,,,,63.0,,,76.0,,,,,,77.0,68.0,,,,,67.0,,,,,,75.0,,69.0,75.0,,,,,,63.0,,,,,,,,,,69.0,,,,,,,,69.70588235294117
2019-08-20,88.0,81.0,82.0,89.0,65.0,77.0,77.0,79.0,79.0,76.0,69.0,73.0,55.0,,80.0,89.0,90.0,70.0,82.0,81.0,70.0,85.0,87.0,69.0,70.0,86.0,67.0,83.0,,80.0,88.0,75.0,80.0,77.0,69.0,85.0,74.0,77.0,75.0,87.0,59.0,80.0,75.0,65.0,87.0,79.0,67.0,75.0,61.0,65.0,90.0,71.0,82.0,71.0,79.0,61.0,75.0,82.0,74.0,67.0,63.0,89.0,70.0,66.0,63.0,82.0,87.0,67.0,64.0,71.0,63.0,65.0,80.0,78.0,85.0,73.0,73.0,75.6
2019-08-21,88.0,,92.0,,,89.0,76.0,,91.0,,,,,,,92.0,,,,,,,,,,93.0,,,,84.0,,,88.0,,,,,,76.0,92.0,,,,,91.0,,,,,,93.0,,89.0,86.0,,,,,,84.0,,,,,,,,,,85.0,,,,,,,,87.58823529411765
2019-08-22,80.0,81.0,86.0,77.0,68.0,76.0,72.0,72.0,80.0,73.0,71.0,77.0,63.0,,72.0,83.0,82.0,72.0,91.0,77.0,76.0,80.0,83.0,75.0,77.0,82.0,69.0,77.0,,69.0,78.0,75.0,83.0,81.0,71.0,79.0,73.0,73.0,71.0,79.0,73.0,73.0,74.0,67.0,70.0,78.0,73.0,77.0,67.0,75.0,93.0,68.0,69.0,75.0,73.0,,76.0,78.0,76.0,77.0,58.0,96.0,74.0,68.0,66.0,78.0,75.0,67.0,71.0,70.0,65.0,72.0,66.0,75.0,89.0,71.0,63.0,74.86486486486487
2019-08-23,80.0,,83.0,,,72.0,77.0,,65.0,,,,,,,79.0,,,,,,,,,,82.0,,,,79.0,,,87.0,,,,,,68.0,88.0,,,,,84.0,,,,,,90.0,,67.0,75.0,,,,,,71.0,,,,,,,,,,61.0,,,,,,,,76.94117647058823
2019-08-24,77.0,77.0,85.0,75.0,53.0,70.0,69.0,64.0,65.0,66.0,59.0,70.0,52.0,,81.0,72.0,79.0,60.0,82.0,65.0,60.0,70.0,81.0,59.0,84.0,81.0,64.0,70.0,,73.0,73.0,66.0,81.0,82.0,71.0,69.0,71.0,62.0,63.0,82.0,60.0,61.0,61.0,57.0,82.0,76.0,64.0,66.0,56.0,60.0,87.0,54.0,70.0,73.0,66.0,63.0,70.0,65.0,70.0,60.0,58.0,97.0,63.0,77.0,63.0,70.0,71.0,58.0,75.0,59.0,56.0,61.0,66.0,61.0,83.0,68.0,57.0,68.62666666666667
2019-08-25,78.0,,89.0,,,67.0,62.0,,64.0,,,,,,,71.0,,,,,,,,,,87.0,,,,68.0,,,83.0,,,,,,69.0,80.0,,,,,85.0,,,,,,89.0,,70.0,77.0,,,,,,66.0,,,,,,,,,,58.0,,,,,,,,74.29411764705883
2019-08-26,75.0,76.0,74.0,80.0,58.0,68.0,63.0,61.0,68.0,66.0,54.0,66.0,50.0,,80.0,66.0,80.0,58.0,73.0,73.0,60.0,66.0,84.0,59.0,77.0,87.0,58.0,62.0,,74.0,75.0,75.0,81.0,67.0,64.0,71.0,79.0,57.0,66.0,78.0,54.0,55.0,64.0,53.0,77.0,74.0,63.0,68.0,51.0,54.0,87.0,54.0,57.0,64.0,76.0,58.0,70.0,58.0,58.0,57.0,54.0,78.0,59.0,76.0,66.0,71.0,60.0,51.0,60.0,57.0,52.0,57.0,58.0,66.0,80.0,62.0,56.0,65.92
2019-08-27,74.0,,77.0,,,71.0,65.0,,88.0,,,,,,,61.0,,,,,,,,,,84.0,,,,75.0,,,77.0,,,,,,61.0,68.0,,,,,77.0,,,,,,81.0,,56.0,64.0,,,,,,63.0,,,,,,,,,,52.0,,,,,,,,70.23529411764706
2019-08-28,65.0,69.0,65.0,64.0,61.0,63.0,65.0,62.0,70.0,62.0,59.0,62.0,64.0,,74.0,59.0,73.0,63.0,84.0,71.0,56.0,63.0,76.0,62.0,74.0,88.0,63.0,65.0,,74.0,75.0,66.0,79.0,65.0,60.0,67.0,76.0,66.0,51.0,71.0,57.0,55.0,62.0,50.0,78.0,77.0,58.0,65.0,59.0,56.0,82.0,64.0,58.0,59.0,63.0,,68.0,62.0,52.0,63.0,54.0,88.0,55.0,63.0,68.0,70.0,56.0,56.0,58.0,51.0,53.0,61.0,55.0,68.0,75.0,59.0,61.0,64.74324324324324
2019-08-29,67.0,,81.0,,,71.0,69.0,,62.0,,,,,,,73.0,,,,,,,,,,80.0,,,,66.0,,,81.0,,,,,,78.0,68.0,,,,,74.0,,,,,,87.0,,67.0,70.0,,8.0,,,,70.0,,,,,,,,,,62.0,,,,,,,,68.55555555555556
2019-08-30,71.0,76.0,86.0,71.0,73.0,78.0,81.0,72.0,82.0,77.0,79.0,84.0,66.0,,81.0,82.0,79.0,68.0,72.0,74.0,75.0,83.0,78.0,66.0,83.0,87.0,77.0,83.0,,74.0,77.0,72.0,78.0,91.0,77.0,70.0,82.0,72.0,78.0,78.0,67.0,82.0,70.0,63.0,83.0,76.0,75.0,77.0,65.0,65.0,86.0,66.0,84.0,76.0,72.0,77.0,78.0,84.0,84.0,72.0,60.0,73.0,70.0,82.0,80.0,71.0,78.0,64.0,79.0,78.0,64.0,73.0,77.0,71.0,86.0,77.0,64.0,75.76
2019-08-31,77.0,,88.0,,,79.0,78.0,,77.0,,,,,,,78.0,,,,,,,,,,83.0,,,,69.0,,,79.0,,,,,,80.0,78.0,,,,,83.0,,,,,,89.0,,69.0,73.0,,8.0,,,,64.0,,,,,,,,,,60.0,,,,,,,,72.88888888888889
2019-09-01,76.0,78.0,90.0,56.0,64.0,65.0,72.0,56.0,62.0,72.0,59.0,66.0,63.0,72.0,75.0,67.0,64.0,57.0,72.0,64.0,61.0,68.0,69.0,55.0,74.0,81.0,70.0,69.0,,67.0,67.0,68.0,82.0,72.0,63.0,58.0,75.0,58.0,56.0,63.0,52.0,63.0,62.0,53.0,80.0,70.0,56.0,63.0,60.0,53.0,78.0,62.0,62.0,61.0,61.0,,70.0,62.0,67.0,55.0,54.0,79.0,56.0,69.0,68.0,65.0,68.0,50.0,67.0,53.0,56.0,54.0,63.0,66.0,72.0,68.0,63.0,65.16
2019-09-02,77.0,,91.0,,,79.0,79.0,,94.0,,,,,70.0,,81.0,,,,,,,,,,88.0,,,,83.0,,,81.0,,,,,,80.0,86.0,,,,,97.0,,,,,,95.0,,81.0,79.0,,,,,,84.0,,,,,,,,,,78.0,,,,,,,,83.5
2019-09-03,83.0,85.0,95.0,82.0,69.0,94.0,93.0,72.0,83.0,81.0,68.0,66.0,64.0,72.0,64.0,91.0,73.0,71.0,99.0,78.0,77.0,87.0,76.0,67.0,79.0,99.0,75.0,86.0,,84.0,86.0,96.0,89.0,79.0,74.0,56.0,96.0,67.0,69.0,93.0,71.0,93.0,75.0,72.0,90.0,88.0,68.0,71.0,65.0,70.0,96.0,55.0,95.0,78.0,76.0,80.0,98.0,93.0,85.0,75.0,57.0,72.0,73.0,76.0,74.0,,83.0,65.0,75.0,77.0,73.0,67.0,89.0,63.0,91.0,89.0,47.0,78.44
2019-09-04,72.0,,78.0,,,80.0,83.0,,76.0,,,,,66.0,,78.0,,,,,,,,,,88.0,,,,64.0,,,81.0,,,,,,73.0,68.0,,,,,80.0,,,,,,84.0,,79.0,74.0,,,,,,63.0,,,,,,8.0,,,,61.0,,,,,,,,71.36842105263158
2019-09-05,68.0,77.0,76.0,64.0,66.0,80.0,80.0,62.0,65.0,65.0,65.0,68.0,59.0,61.0,71.0,72.0,73.0,63.0,82.0,64.0,63.0,75.0,68.0,62.0,72.0,84.0,66.0,67.0,,70.0,70.0,72.0,80.0,78.0,70.0,57.0,76.0,64.0,63.0,67.0,62.0,69.0,63.0,57.0,76.0,72.0,59.0,65.0,60.0,57.0,88.0,58.0,66.0,63.0,70.0,69.0,79.0,68.0,67.0,63.0,56.0,75.0,60.0,65.0,68.0,69.0,72.0,58.0,64.0,58.0,60.0,60.0,71.0,62.0,75.0,73.0,55.0,67.59210526315789
2019-09-06,68.0,,75.0,,,74.0,77.0,,71.0,,,,,72.0,,73.0,,,,,,,,,,89.0,,,,59.0,,,74.0,,,,,,67.0,69.0,,,,,74.0,,,,,,90.0,,63.0,63.0,,,,,,64.0,,,,,,,,,,60.0,,,,,,,,71.22222222222223
2019-09-07,77.0,71.0,80.0,78.0,82.0,66.0,74.0,71.0,75.0,69.0,76.0,81.0,77.0,77.0,80.0,69.0,93.0,79.0,88.0,80.0,67.0,72.0,94.0,74.0,64.0,87.0,70.0,71.0,,75.0,81.0,75.0,75.0,78.0,77.0,91.0,81.0,85.0,70.0,75.0,67.0,61.0,67.0,62.0,84.0,77.0,69.0,88.0,86.0,64.0,93.0,87.0,78.0,78.0,87.0,73.0,80.0,69.0,69.0,68.0,77.0,92.0,70.0,61.0,70.0,69.0,66.0,84.0,64.0,63.0,63.0,74.0,66.0,89.0,89.0,70.0,82.0,75.80263157894737
2019-09-08,71.0,,89.0,,,86.0,85.0,,95.0,,,,,91.0,,90.0,,,,,,,,,,90.0,,,,85.0,,,82.0,,,,,,97.0,85.0,,,,,91.0,,,,,,93.0,,84.0,97.0,,,,,,93.0,,,,,,,,,,96.0,,,,,,,,88.88888888888889
2019-09-09,59.0,61.0,76.0,88.0,93.0,83.0,58.0,93.0,98.0,61.0,84.0,90.0,96.0,94.0,88.0,64.0,86.0,95.0,95.0,94.0,65.0,84.0,88.0,94.0,95.0,67.0,92.0,72.0,,84.0,93.0,73.0,84.0,91.0,89.0,91.0,70.0,89.0,69.0,79.0,91.0,64.0,66.0,77.0,87.0,79.0,72.0,91.0,91.0,84.0,94.0,92.0,68.0,72.0,90.0,96.0,79.0,75.0,59.0,89.0,92.0,98.0,88.0,93.0,94.0,79.0,52.0,93.0,89.0,72.0,78.0,94.0,49.0,90.0,87.0,57.0,96.0,82.13157894736842
2019-09-10,73.0,,78.0,,,78.0,74.0,,82.0,,,,,76.0,,86.0,,,,,,,,,,81.0,,,,70.0,,,83.0,,,,,,80.0,70.0,,,,,71.0,,,,,,87.0,,76.0,82.0,,,,,,81.0,,,,,,,,,,76.0,,,,,,,,78.0
2019-09-11,77.0,81.0,84.0,75.0,71.0,83.0,74.0,70.0,85.0,65.0,64.0,69.0,61.0,72.0,69.0,82.0,80.0,71.0,57.0,77.0,65.0,79.0,80.0,73.0,71.0,80.0,68.0,75.0,,79.0,78.0,76.0,77.0,80.0,70.0,76.0,79.0,75.0,63.0,81.0,76.0,71.0,66.0,73.0,80.0,75.0,65.0,76.0,66.0,74.0,97.0,67.0,72.0,82.0,75.0,67.0,76.0,72.0,75.0,79.0,57.0,71.0,78.0,65.0,62.0,76.0,72.0,68.0,69.0,70.0,71.0,70.0,69.0,74.0,80.0,70.0,56.0,73.07894736842105
2019-09-12,68.0,,81.0,,,80.0,79.0,,80.0,,,,,81.0,,81.0,,,,,,,,,,85.0,,,,77.0,,,86.0,,,,,,72.0,75.0,,,,,84.0,,,,,,89.0,,75.0,77.0,,,,,,72.0,,,,,,,,,,66.0,,,,,,,,78.22222222222223
2019-09-13,74.0,82.0,85.0,74.0,82.0,78.0,79.0,77.0,81.0,78.0,81.0,77.0,78.0,79.0,75.0,80.0,81.0,78.0,85.0,75.0,80.0,79.0,79.0,79.0,78.0,85.0,76.0,75.0,,72.0,79.0,74.0,78.0,78.0,77.0,77.0,78.0,80.0,80.0,71.0,74.0,75.0,79.0,81.0,75.0,73.0,77.0,77.0,77.0,77.0,86.0,80.0,74.0,82.0,74.0,79.0,79.0,76.0,76.0,84.0,68.0,99.0,74.0,75.0,74.0,74.0,72.0,77.0,73.0,72.0,75.0,75.0,68.0,76.0,76.0,69.0,78.0,77.42105263157895
2019-09-14,71.0,,75.0,,,76.0,69.0,,80.0,,,,,79.0,,71.0,,,,,,,,,,76.0,,,,68.0,,,74.0,,,,,,78.0,74.0,,,,,75.0,,,,,,85.0,,84.0,72.0,,,,,,73.0,,,,,,,,,,68.0,,,,,,,,74.88888888888889
2019-09-15,64.0,67.0,89.0,65.0,69.0,74.0,76.0,69.0,76.0,65.0,69.0,68.0,64.0,64.0,70.0,71.0,79.0,70.0,21.0,71.0,66.0,73.0,78.0,63.0,73.0,75.0,70.0,62.0,,69.0,73.0,69.0,82.0,77.0,71.0,71.0,67.0,67.0,59.0,62.0,69.0,67.0,64.0,63.0,78.0,66.0,62.0,71.0,63.0,62.0,80.0,58.0,79.0,74.0,71.0,69.0,68.0,70.0,63.0,64.0,55.0,81.0,68.0,69.0,67.0,72.0,63.0,61.0,66.0,60.0,64.0,64.0,63.0,71.0,66.0,60.0,53.0,67.78947368421052
2019-09-16,60.0,,65.0,,,77.0,78.0,,71.0,,,,,72.0,,63.0,,,,,,,,,,77.0,,,,81.0,,,82.0,,,,,,60.0,71.0,,,,,80.0,,,,,,76.0,,56.0,61.0,,,,,,65.0,,,,,,,,,,58.0,,,,,,,,69.61111111111111
2019-09-17,80.0,80.0,84.0,79.0,82.0,71.0,76.0,77.0,79.0,83.0,86.0,82.0,79.0,87.0,85.0,83.0,78.0,84.0,89.0,74.0,82.0,76.0,76.0,84.0,72.0,89.0,81.0,74.0,,76.0,81.0,78.0,85.0,76.0,88.0,74.0,79.0,81.0,87.0,85.0,78.0,72.0,85.0,82.0,76.0,78.0,83.0,72.0,82.0,75.0,87.0,82.0,74.0,84.0,77.0,84.0,76.0,74.0,73.0,80.0,76.0,100.0,79.0,78.0,79.0,76.0,69.0,75.0,71.0,81.0,73.0,77.0,72.0,76.0,79.0,63.0,83.0,79.25
2019-09-18,83.0,,88.0,,,67.0,73.0,,71.0,,,,,81.0,,84.0,,,,,,,,,,88.0,,,,64.0,,,73.0,,,,,,82.0,68.0,,,,,70.0,,,,,,89.0,,77.0,80.0,,,,,,71.0,,,,,,,,,,84.0,,,,,,,,77.38888888888889
2019-09-19,87.0,86.0,89.0,77.0,76.0,74.0,79.0,85.0,91.0,81.0,79.0,75.0,71.0,80.0,76.0,86.0,76.0,84.0,96.0,77.0,84.0,84.0,79.0,81.0,66.0,87.0,73.0,80.0,,75.0,81.0,73.0,81.0,62.0,81.0,74.0,73.0,74.0,85.0,78.0,86.0,82.0,86.0,89.0,85.0,76.0,83.0,81.0,75.0,83.0,91.0,73.0,79.0,89.0,77.0,79.0,70.0,76.0,90.0,80.0,67.0,96.0,83.0,79.0,78.0,74.0,82.0,80.0,64.0,85.0,83.0,80.0,82.0,76.0,80.0,76.0,70.0,79.75
2019-09-20,81.0,,83.0,,,80.0,86.0,,84.0,,,,,79.0,,84.0,,,,,,,,,,86.0,,,,72.0,,,80.0,,,,,,78.0,81.0,,,,,81.0,,,,,,87.0,,84.0,82.0,,,,,,75.0,,,,,,,,,,82.0,,,,,,,,81.38888888888889
2019-09-21,86.0,91.0,96.0,68.0,92.0,77.0,84.0,70.0,78.0,86.0,93.0,88.0,69.0,82.0,86.0,88.0,79.0,71.0,82.0,72.0,90.0,81.0,72.0,74.0,89.0,73.0,92.0,79.0,,75.0,74.0,68.0,80.0,84.0,90.0,70.0,69.0,68.0,95.0,73.0,76.0,83.0,92.0,89.0,81.0,70.0,91.0,72.0,84.0,81.0,84.0,72.0,83.0,86.0,70.0,88.0,75.0,78.0,84.0,77.0,64.0,67.0,70.0,84.0,81.0,72.0,87.0,81.0,80.0,84.0,80.0,66.0,81.0,67.0,74.0,79.0,64.0,79.35526315789474
2019-09-22,84.0,,90.0,,,81.0,79.0,,68.0,,,,,80.0,,86.0,,,,,,,,,,77.0,,,,77.0,,,81.0,,,,,,80.0,64.0,,,,,81.0,,,,,,88.0,,89.0,83.0,,,,,,85.0,,,,,,,,,,82.0,,,,,,,,80.83333333333333
2019-09-23,77.0,74.0,79.0,84.0,90.0,78.0,88.0,67.0,76.0,70.0,83.0,84.0,75.0,82.0,82.0,92.0,77.0,70.0,76.0,81.0,68.0,80.0,76.0,81.0,87.0,84.0,89.0,88.0,,83.0,80.0,69.0,80.0,87.0,87.0,67.0,75.0,67.0,78.0,71.0,77.0,90.0,66.0,85.0,88.0,79.0,82.0,73.0,88.0,85.0,91.0,77.0,87.0,90.0,77.0,88.0,78.0,81.0,84.0,87.0,62.0,80.0,80.0,81.0,78.0,74.0,73.0,86.0,83.0,85.0,85.0,69.0,83.0,68.0,90.0,90.0,62.0,79.78947368421052
2019-09-24,79.0,,81.0,,,90.0,85.0,,87.0,,,,,89.0,,88.0,,,,,,,,,,88.0,,,,86.0,,,86.0,,,,,,79.0,89.0,,,,,87.0,,,,,,91.0,,84.0,85.0,,,,,,97.0,,,,,,,,,,81.0,,,,,,,,86.22222222222223
2019-09-25,72.0,71.0,73.0,78.0,88.0,85.0,95.0,92.0,95.0,69.0,74.0,77.0,90.0,88.0,76.0,81.0,90.0,96.0,97.0,91.0,66.0,95.0,88.0,91.0,91.0,99.0,87.0,90.0,,91.0,92.0,91.0,86.0,85.0,81.0,94.0,93.0,90.0,69.0,88.0,93.0,88.0,67.0,75.0,85.0,86.0,68.0,93.0,90.0,84.0,93.0,92.0,86.0,82.0,89.0,87.0,97.0,91.0,78.0,93.0,80.0,99.0,94.0,89.0,86.0,85.0,74.0,82.0,79.0,80.0,85.0,92.0,82.0,93.0,91.0,86.0,93.0,85.94736842105263
2019-09-26,91.0,,,,,86.0,89.0,,89.0,,,,,90.0,,99.0,,,,,,,,,,91.0,,,,83.0,,,84.0,,,,,,84.0,81.0,,,,,87.0,,,,,,88.0,,96.0,92.0,,,,,,92.0,,,,,,,,,,97.0,,,,,,,,89.3529411764706
2019-09-27,94.0,87.0,86.0,77.0,95.0,86.0,91.0,83.0,86.0,78.0,88.0,94.0,95.0,89.0,95.0,97.0,88.0,91.0,91.0,84.0,83.0,89.0,90.0,92.0,96.0,87.0,94.0,87.0,,80.0,82.0,75.0,77.0,91.0,90.0,86.0,75.0,92.0,91.0,71.0,90.0,91.0,84.0,92.0,80.0,73.0,92.0,86.0,94.0,91.0,90.0,95.0,91.0,95.0,86.0,96.0,78.0,85.0,94.0,90.0,88.0,100.0,88.0,94.0,95.0,72.0,90.0,91.0,89.0,89.0,89.0,83.0,94.0,85.0,82.0,87.0,93.0,87.96052631578948
2019-09-28,87.0,,97.0,,,83.0,88.0,,89.0,,,,,92.0,,90.0,,,,,,,,,,83.0,,,,78.0,,,89.0,,,,,,87.0,71.0,,,,,72.0,,,,,,91.0,,91.0,88.0,,,,,,80.0,,,,,,,,,,86.0,,,,,,,,85.66666666666667
2019-09-29,83.0,92.0,88.0,62.0,90.0,75.0,83.0,74.0,76.0,90.0,90.0,87.0,87.0,84.0,85.0,86.0,61.0,79.0,85.0,72.0,92.0,83.0,68.0,78.0,91.0,89.0,89.0,75.0,,72.0,74.0,78.0,75.0,91.0,88.0,61.0,77.0,74.0,91.0,67.0,76.0,81.0,89.0,88.0,73.0,65.0,86.0,65.0,86.0,83.0,76.0,84.0,81.0,82.0,70.0,89.0,76.0,82.0,81.0,89.0,78.0,98.0,77.0,87.0,86.0,70.0,82.0,85.0,90.0,77.0,77.0,72.0,80.0,66.0,69.0,75.0,78.0,80.14473684210526
2019-09-30,92.0,,94.0,,,65.0,79.0,,77.0,,,,,94.0,,84.0,,,,,,,,,,85.0,,,,59.0,,,67.0,,,,,,96.0,56.0,,,,,72.0,,,,,,72.0,,76.0,92.0,,,,,,88.0,,,,,,,,,,93.0,,,,,,,,80.05555555555556
2019-10-01,75.0,77.0,83.0,58.0,91.0,67.0,76.0,69.0,73.0,81.0,90.0,87.0,91.0,89.0,85.0,79.0,72.0,76.0,84.0,67.0,85.0,73.0,76.0,75.0,94.0,78.0,93.0,69.0,,67.0,67.0,59.0,71.0,87.0,89.0,68.0,57.0,73.0,88.0,63.0,70.0,73.0,84.0,88.0,73.0,55.0,86.0,65.0,93.0,81.0,78.0,86.0,73.0,77.0,64.0,94.0,62.0,71.0,72.0,72.0,82.0,99.0,70.0,92.0,93.0,58.0,71.0,89.0,86.0,74.0,71.0,68.0,72.0,68.0,71.0,67.0,83.0,76.75
2019-10-02,84.0,,94.0,,,69.0,69.0,,84.0,,,,,92.0,,82.0,,,,,,,,,,68.0,,,,86.0,,,79.0,,,,,,92.0,72.0,,,,,76.0,,,,,,68.0,,76.0,92.0,,,,,,88.0,,,,,,,,,,86.0,,,,,,,,80.94444444444444
2019-10-03,85.0,88.0,93.0,85.0,95.0,88.0,95.0,87.0,88.0,82.0,87.0,81.0,88.0,92.0,82.0,90.0,88.0,95.0,96.0,81.0,83.0,87.0,87.0,88.0,84.0,97.0,88.0,84.0,,79.0,85.0,93.0,83.0,88.0,91.0,85.0,94.0,91.0,83.0,84.0,88.0,88.0,84.0,88.0,81.0,79.0,82.0,87.0,91.0,87.0,84.0,92.0,86.0,85.0,83.0,90.0,94.0,86.0,85.0,85.0,88.0,100.0,89.0,86.0,85.0,82.0,89.0,89.0,81.0,84.0,83.0,88.0,90.0,87.0,80.0,90.0,95.0,87.25
2019-10-04,92.0,,83.0,,,88.0,90.0,,85.0,,,,,89.0,,92.0,,,,,,,,,,90.0,,,,84.0,,,84.0,,,,,,88.0,86.0,,,,,88.0,,,,,,88.0,,87.0,87.0,,,,,,90.0,,,,,,,,,,86.0,,,,,,,,87.61111111111111
2019-10-05,81.0,85.0,89.0,88.0,81.0,95.0,89.0,86.0,93.0,84.0,79.0,74.0,91.0,92.0,78.0,87.0,92.0,86.0,96.0,89.0,87.0,91.0,93.0,84.0,77.0,98.0,78.0,83.0,,94.0,92.0,93.0,89.0,85.0,86.0,94.0,92.0,88.0,84.0,97.0,80.0,87.0,89.0,82.0,94.0,84.0,84.0,92.0,78.0,84.0,94.0,91.0,95.0,90.0,93.0,83.0,98.0,88.0,84.0,86.0,91.0,100.0,80.0,77.0,80.0,91.0,83.0,78.0,77.0,77.0,75.0,81.0,88.0,90.0,93.0,88.0,98.0,87.14473684210526
2019-10-06,80.0,,95.0,,,81.0,90.0,,82.0,,,,,88.0,,85.0,,,,,,,,,,96.0,,,,79.0,,,90.0,,,,,,81.0,95.0,,,,,93.0,,,,,,92.0,,88.0,84.0,,,,,,80.0,,,,,,,,,,78.0,,,,,,,,86.5
2019-10-07,79.0,81.0,84.0,77.0,78.0,85.0,88.0,73.0,82.0,84.0,86.0,85.0,80.0,87.0,91.0,86.0,79.0,77.0,92.0,75.0,86.0,80.0,84.0,78.0,76.0,86.0,79.0,81.0,,75.0,74.0,80.0,82.0,89.0,91.0,80.0,85.0,78.0,87.0,76.0,77.0,83.0,84.0,87.0,81.0,79.0,86.0,77.0,81.0,80.0,85.0,79.0,86.0,88.0,79.0,86.0,79.0,75.0,89.0,77.0,79.0,84.0,78.0,83.0,86.0,77.0,84.0,80.0,82.0,84.0,75.0,72.0,83.0,74.0,86.0,85.0,66.0,81.47368421052632
2019-10-08,73.0,,90.0,,,72.0,75.0,,75.0,,,,,87.0,,83.0,,,,,,,,,,87.0,,,,73.0,,,72.0,,,,,,82.0,64.0,,,,,77.0,,,,,,82.0,,79.0,82.0,,,,,,76.0,,,,,,,,,,77.0,,,,,,,,78.11111111111111
2019-10-09,92.0,93.0,86.0,83.0,88.0,86.0,82.0,87.0,91.0,83.0,88.0,85.0,86.0,83.0,85.0,95.0,81.0,87.0,94.0,90.0,85.0,92.0,85.0,82.0,87.0,82.0,87.0,91.0,,91.0,91.0,71.0,88.0,95.0,87.0,81.0,62.0,82.0,85.0,93.0,85.0,91.0,85.0,86.0,86.0,80.0,84.0,86.0,85.0,85.0,95.0,83.0,92.0,87.0,87.0,88.0,76.0,85.0,89.0,83.0,81.0,99.0,89.0,86.0,86.0,81.0,91.0,82.0,91.0,87.0,84.0,86.0,89.0,81.0,95.0,78.0,86.0,86.21052631578948
2019-10-10,89.0,,93.0,,,81.0,76.0,,86.0,,,,,92.0,,90.0,,,,,,,,,,89.0,,,,77.0,,,72.0,,,,,,90.0,73.0,,,,,80.0,,,,,,74.0,,89.0,89.0,,,,,,79.0,,,,,,,,,,87.0,,,,,,,,83.66666666666667
2019-10-11,80.0,82.0,88.0,66.0,86.0,81.0,80.0,78.0,84.0,81.0,88.0,84.0,83.0,86.0,84.0,84.0,67.0,78.0,85.0,78.0,82.0,82.0,74.0,74.0,87.0,83.0,85.0,75.0,,79.0,76.0,70.0,79.0,92.0,87.0,72.0,65.0,74.0,81.0,73.0,75.0,81.0,83.0,84.0,78.0,76.0,82.0,72.0,83.0,76.0,84.0,79.0,82.0,76.0,79.0,86.0,76.0,81.0,77.0,77.0,75.0,100.0,77.0,84.0,82.0,72.0,79.0,78.0,86.0,78.0,74.0,75.0,82.0,72.0,71.0,78.0,78.0,79.48684210526316
