DATE,BIALYSTOK_CC,BIEBRZA-PIENCZYKOWEK_CC,BIELSKO-BIALA_CC,BORUSOWA_CC,CHOJNICE_CC,CHORZELOW_CC,CIESZANOW_CC,CZOSTOCHOWA_CC,DRONIOWICE_CC,DYNOW_CC,ELBLAG_CC,ELBLAG-MILEJEWO_CC,GDANSK-REBIECHOWO_CC,GDANSK-SWIBNO_CC,GORZOW WLKP_CC,GORZYN_CC,HEL_CC,JABLONKA_CC,JARCZEW_CC,JELENIA GORA_CC,KALISZ_CC,KASPROWY WIERCH_CC,KATOWICE_CC,KATOWICE-MUCHOWIEC_CC,KETRZYN_CC,KIELCE_CC,KLODZKO_CC,KOLO_CC,KOLOBRZEG-DZWIRZYNO_CC,KOLUDA WIELKA_CC,KOMANCZA_CC,KOSZALIN_CC,KOZIENCE_CC,KOZIENICE_CC,KRAKOW_CC,KRAKOW OBS. ASTRONOMICZNE_CC,KRAKOW-BALICE_CC,KROSCIENKO_CC,KROSNO_CC,KRYNICA_CC,LACKO_CC,LAZY_CC,LEBA_CC,LEBORK_CC,LEGNICA_CC,LESKO_CC,LESZNO_CC,LIDZBARK WARMINSKI_CC,LIMANOWA_CC,LODZ_CC,LUBLIN RADAWIEC_CC,LUBLIN-RADAWIEC_CC,MIKOLAJKI_CC,MLAWA_CC,MSZANA DOLNA_CC,NOWY SACZ_CC,OLECKO_CC,OLSZTYN_CC,OPOLE_CC,PILA_CC,PIWNICZNA_CC,PLOCK_CC,PORONIN_CC,POZNAN_CC,PSZCZYNA_CC,PULAWY_CC,PULTUSK_CC,RACIBORZ_CC,RESKO-SMOLSKO_CC,ROZANYSTOK_CC,RZESZOW JASIONKA_CC,SANDOMIERZ_CC,SIEDLCE_CC,SKIERNIEWICE_CC,SLUBICE_CC,SNIEZKA_CC,SOLINA-JAWOR_CC,STASZOW_CC,SULEJOW_CC,SWINOUJSCIE_CC,SZCZECIN_CC,SZEPIETOWO_CC,TARNOW_CC,TERESPOL_CC,TORUN_CC,USTKA_CC,WARSZAWA-BIELANY_CC,WARSZAWA-FILTRY_CC,WARSZAWA-OKECIE_CC,WIELICHOWO_CC,WIELUN_CC,WLODAWA_CC,WROCLAW_CC,ZAKOPANE_CC,ZAMOSC_CC,ZIELONA GORA_CC,mean_CC
2017-11-21,7.0,7.0,8.0,7.0,8.0,8.0,7.0,0.0,8.0,8.0,7.0,6.0,5.0,5.0,7.0,6.0,5.0,8.0,8.0,7.0,7.0,7.0,,8.0,0.0,7.0,8.0,0.0,0.0,,8.0,8.0,6.0,,,8.0,7.0,8.0,7.0,8.0,8.0,8.0,5.0,0.0,0.0,7.0,0.0,6.0,8.0,8.0,,7.0,7.0,6.0,8.0,0.0,8.0,7.0,8.0,0.0,8.0,0.0,7.0,8.0,8.0,6.0,8.0,7.0,,7.0,6.0,0.0,6.0,8.0,0.0,7.0,8.0,8.0,6.0,6.0,7.0,7.0,0.0,7.0,8.0,6.0,7.0,8.0,5.0,8.0,0.0,6.0,8.0,8.0,0.0,8.0,5.966666666666667
2017-11-22,7.0,7.0,8.0,8.0,8.0,8.0,8.0,0.0,8.0,8.0,7.0,8.0,8.0,8.0,7.0,8.0,8.0,7.0,8.0,6.0,8.0,7.0,,7.0,0.0,8.0,6.0,0.0,0.0,,8.0,8.0,8.0,,,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,0.0,0.0,8.0,0.0,8.0,8.0,8.0,,7.0,8.0,8.0,8.0,0.0,8.0,8.0,7.0,0.0,8.0,0.0,7.0,8.0,8.0,8.0,8.0,6.0,,7.0,8.0,0.0,6.0,7.0,0.0,6.0,8.0,8.0,7.0,6.0,6.0,8.0,0.0,5.0,8.0,7.0,7.0,8.0,7.0,7.0,0.0,7.0,6.0,6.0,0.0,6.0,6.2
2017-11-23,7.0,7.0,3.0,2.0,4.0,2.0,6.0,0.0,6.0,4.0,8.0,6.0,6.0,5.0,3.0,3.0,5.0,3.0,6.0,6.0,4.0,4.0,,3.0,0.0,5.0,5.0,0.0,0.0,,8.0,4.0,7.0,,,4.0,4.0,2.0,7.0,8.0,2.0,4.0,4.0,0.0,0.0,4.0,0.0,5.0,2.0,5.0,,5.0,7.0,6.0,1.0,0.0,8.0,6.0,3.0,0.0,8.0,0.0,4.0,3.0,1.0,4.0,8.0,4.0,,8.0,5.0,0.0,6.0,3.0,0.0,4.0,4.0,4.0,6.0,3.0,3.0,7.0,0.0,6.0,5.0,4.0,2.0,3.0,6.0,0.0,0.0,6.0,5.0,3.0,0.0,3.0,3.8555555555555556
2017-11-24,5.0,6.0,3.0,2.0,5.0,1.0,2.0,0.0,6.0,1.0,7.0,5.0,5.0,5.0,6.0,4.0,5.0,4.0,4.0,6.0,7.0,4.0,,4.0,0.0,2.0,5.0,0.0,0.0,,3.0,5.0,4.0,,,3.0,4.0,3.0,5.0,8.0,1.0,4.0,5.0,0.0,0.0,2.0,0.0,6.0,3.0,6.0,,2.0,7.0,5.0,1.0,0.0,6.0,6.0,6.0,0.0,4.0,0.0,2.0,5.0,3.0,1.0,8.0,4.0,,5.0,1.0,0.0,5.0,4.0,0.0,6.0,2.0,4.0,5.0,4.0,5.0,6.0,0.0,4.0,6.0,5.0,3.0,6.0,5.0,6.0,0.0,4.0,5.0,4.0,0.0,7.0,3.6444444444444444
2017-11-25,7.0,8.0,6.0,4.0,7.0,3.0,5.0,0.0,7.0,6.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,4.0,7.0,6.0,7.0,6.0,,6.0,0.0,7.0,7.0,0.0,0.0,,8.0,8.0,7.0,,,6.0,6.0,4.0,6.0,7.0,3.0,6.0,7.0,0.0,0.0,4.0,0.0,8.0,4.0,7.0,,7.0,8.0,7.0,5.0,0.0,8.0,8.0,7.0,0.0,6.0,0.0,3.0,7.0,6.0,4.0,8.0,7.0,,8.0,6.0,0.0,7.0,8.0,0.0,8.0,6.0,5.0,7.0,6.0,7.0,8.0,0.0,6.0,7.0,7.0,7.0,4.0,7.0,8.0,0.0,6.0,7.0,6.0,0.0,8.0,5.377777777777778
2017-11-26,7.0,7.0,7.0,8.0,7.0,8.0,8.0,0.0,7.0,8.0,7.0,7.0,7.0,5.0,7.0,6.0,6.0,8.0,8.0,6.0,5.0,8.0,,7.0,0.0,7.0,5.0,0.0,0.0,,7.0,5.0,7.0,,,7.0,7.0,8.0,8.0,8.0,7.0,8.0,6.0,0.0,0.0,8.0,0.0,8.0,8.0,6.0,,8.0,7.0,7.0,8.0,0.0,8.0,7.0,5.0,0.0,8.0,0.0,8.0,6.0,7.0,8.0,8.0,6.0,,7.0,8.0,0.0,8.0,7.0,0.0,7.0,8.0,8.0,7.0,5.0,7.0,8.0,0.0,8.0,7.0,7.0,7.0,8.0,7.0,5.0,0.0,8.0,5.0,8.0,0.0,7.0,5.911111111111111
2017-11-27,7.0,7.0,4.0,4.0,7.0,4.0,5.0,0.0,7.0,4.0,7.0,6.0,6.0,5.0,7.0,5.0,6.0,4.0,6.0,6.0,4.0,5.0,,4.0,0.0,4.0,6.0,0.0,0.0,,8.0,7.0,3.0,,,3.0,4.0,3.0,5.0,5.0,3.0,6.0,6.0,0.0,0.0,7.0,0.0,6.0,4.0,4.0,,6.0,7.0,6.0,5.0,0.0,8.0,6.0,4.0,0.0,4.0,0.0,5.0,6.0,5.0,3.0,8.0,4.0,,6.0,5.0,0.0,5.0,8.0,0.0,8.0,8.0,4.0,4.0,6.0,7.0,6.0,0.0,6.0,6.0,7.0,4.0,6.0,4.0,6.0,0.0,7.0,5.0,4.0,0.0,5.0,4.533333333333333
2017-11-28,6.0,6.0,6.0,2.0,8.0,3.0,7.0,0.0,6.0,3.0,6.0,7.0,8.0,7.0,7.0,6.0,7.0,5.0,5.0,7.0,7.0,5.0,,5.0,0.0,4.0,7.0,0.0,0.0,,0.0,7.0,5.0,,,5.0,5.0,2.0,6.0,2.0,4.0,5.0,7.0,0.0,0.0,4.0,0.0,8.0,5.0,6.0,,6.0,6.0,7.0,5.0,0.0,8.0,7.0,6.0,0.0,1.0,0.0,5.0,7.0,7.0,6.0,8.0,6.0,,6.0,4.0,0.0,5.0,7.0,0.0,8.0,1.0,6.0,5.0,6.0,7.0,5.0,0.0,5.0,7.0,7.0,7.0,7.0,5.0,7.0,0.0,4.0,7.0,5.0,0.0,6.0,4.7
2017-11-29,8.0,8.0,7.0,7.0,6.0,6.0,7.0,0.0,8.0,5.0,8.0,7.0,7.0,6.0,3.0,2.0,6.0,6.0,8.0,7.0,7.0,7.0,,7.0,0.0,7.0,8.0,0.0,0.0,,7.0,3.0,7.0,,,5.0,8.0,7.0,6.0,4.0,4.0,7.0,3.0,0.0,0.0,6.0,0.0,8.0,6.0,7.0,,7.0,7.0,7.0,8.0,0.0,8.0,7.0,7.0,0.0,5.0,0.0,7.0,4.0,8.0,8.0,8.0,7.0,,8.0,6.0,0.0,7.0,8.0,0.0,7.0,8.0,8.0,7.0,5.0,3.0,8.0,0.0,7.0,7.0,3.0,8.0,8.0,7.0,3.0,0.0,7.0,7.0,7.0,0.0,3.0,5.4
2017-11-30,8.0,8.0,8.0,8.0,8.0,8.0,7.0,0.0,8.0,8.0,8.0,7.0,8.0,7.0,7.0,6.0,7.0,7.0,8.0,7.0,7.0,7.0,,8.0,0.0,8.0,8.0,0.0,0.0,,8.0,6.0,8.0,,,8.0,8.0,8.0,7.0,8.0,7.0,8.0,7.0,0.0,0.0,7.0,0.0,8.0,7.0,8.0,,7.0,8.0,8.0,8.0,0.0,8.0,8.0,8.0,0.0,8.0,0.0,7.0,8.0,8.0,8.0,8.0,8.0,,8.0,8.0,0.0,8.0,8.0,0.0,7.0,8.0,8.0,8.0,6.0,7.0,8.0,0.0,6.0,8.0,5.0,8.0,8.0,7.0,8.0,0.0,7.0,7.0,7.0,0.0,7.0,6.288888888888889
2017-12-01,8.0,8.0,4.0,4.0,7.0,6.0,4.0,0.0,8.0,8.0,8.0,7.0,7.0,7.0,8.0,7.0,7.0,3.0,8.0,6.0,7.0,3.0,,4.0,0.0,7.0,3.0,0.0,0.0,,5.0,7.0,8.0,,,3.0,4.0,5.0,5.0,6.0,6.0,5.0,7.0,0.0,0.0,5.0,0.0,8.0,4.0,8.0,,7.0,7.0,8.0,7.0,0.0,8.0,8.0,5.0,0.0,7.0,0.0,4.0,8.0,6.0,8.0,8.0,4.0,,8.0,5.0,0.0,8.0,8.0,0.0,6.0,5.0,8.0,7.0,6.0,7.0,8.0,0.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,0.0,8.0,6.0,4.0,0.0,7.0,5.388888888888889
2017-12-02,7.0,8.0,6.0,8.0,6.0,6.0,8.0,0.0,8.0,8.0,7.0,6.0,4.0,3.0,7.0,6.0,3.0,8.0,8.0,7.0,7.0,4.0,,7.0,0.0,7.0,7.0,0.0,0.0,,8.0,7.0,7.0,,,8.0,8.0,8.0,6.0,7.0,6.0,8.0,5.0,0.0,0.0,6.0,0.0,7.0,8.0,8.0,,8.0,7.0,7.0,7.0,0.0,8.0,6.0,6.0,0.0,8.0,0.0,5.0,7.0,8.0,7.0,8.0,6.0,,7.0,6.0,0.0,7.0,8.0,0.0,7.0,8.0,8.0,7.0,4.0,7.0,8.0,0.0,8.0,7.0,5.0,7.0,6.0,7.0,8.0,0.0,8.0,8.0,3.0,0.0,8.0,5.7
2017-12-03,7.0,5.0,7.0,8.0,5.0,8.0,8.0,0.0,7.0,8.0,5.0,5.0,4.0,3.0,5.0,5.0,3.0,8.0,8.0,5.0,5.0,8.0,,7.0,0.0,7.0,7.0,0.0,0.0,,8.0,5.0,7.0,,,8.0,8.0,8.0,8.0,8.0,8.0,8.0,4.0,0.0,0.0,8.0,0.0,6.0,8.0,6.0,,7.0,6.0,6.0,7.0,0.0,5.0,5.0,6.0,0.0,8.0,0.0,8.0,5.0,8.0,8.0,8.0,6.0,,2.0,8.0,0.0,7.0,6.0,0.0,5.0,8.0,8.0,7.0,5.0,4.0,8.0,0.0,7.0,6.0,4.0,7.0,7.0,,5.0,0.0,8.0,5.0,8.0,0.0,5.0,5.382022471910112
2017-12-04,7.0,8.0,7.0,8.0,4.0,6.0,8.0,0.0,8.0,8.0,7.0,6.0,7.0,6.0,7.0,5.0,6.0,8.0,7.0,7.0,7.0,7.0,,7.0,0.0,7.0,6.0,0.0,0.0,,8.0,2.0,6.0,,,8.0,7.0,8.0,7.0,6.0,7.0,8.0,4.0,0.0,0.0,7.0,0.0,5.0,7.0,7.0,,8.0,7.0,7.0,7.0,0.0,8.0,7.0,7.0,0.0,8.0,0.0,7.0,7.0,8.0,8.0,8.0,6.0,,7.0,7.0,0.0,6.0,7.0,0.0,8.0,8.0,8.0,6.0,1.0,2.0,8.0,0.0,7.0,5.0,3.0,8.0,8.0,6.0,5.0,0.0,7.0,7.0,7.0,0.0,6.0,5.566666666666666
2017-12-05,7.0,8.0,7.0,7.0,7.0,8.0,8.0,0.0,8.0,8.0,6.0,7.0,6.0,5.0,7.0,7.0,5.0,8.0,8.0,7.0,7.0,8.0,,7.0,0.0,7.0,7.0,0.0,0.0,,7.0,7.0,7.0,,,7.0,7.0,8.0,7.0,7.0,8.0,8.0,6.0,0.0,0.0,7.0,0.0,8.0,7.0,7.0,,8.0,6.0,6.0,7.0,0.0,6.0,6.0,7.0,0.0,8.0,0.0,8.0,7.0,8.0,8.0,8.0,7.0,,7.0,7.0,0.0,7.0,8.0,0.0,8.0,8.0,8.0,7.0,6.0,6.0,8.0,0.0,7.0,7.0,6.0,8.0,8.0,7.0,8.0,0.0,7.0,7.0,8.0,0.0,7.0,5.977777777777778
2017-12-06,8.0,8.0,8.0,7.0,8.0,8.0,8.0,0.0,8.0,8.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,7.0,8.0,8.0,,8.0,0.0,8.0,7.0,0.0,0.0,,8.0,8.0,8.0,,,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.0,0.0,8.0,0.0,8.0,8.0,8.0,,8.0,7.0,8.0,7.0,0.0,8.0,8.0,8.0,0.0,8.0,0.0,8.0,8.0,8.0,8.0,8.0,7.0,,7.0,8.0,0.0,8.0,8.0,0.0,7.0,8.0,8.0,8.0,7.0,7.0,8.0,0.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,0.0,7.0,8.0,8.0,0.0,8.0,6.533333333333333
2017-12-07,7.0,8.0,4.0,3.0,7.0,3.0,6.0,0.0,6.0,5.0,8.0,7.0,7.0,6.0,5.0,7.0,7.0,3.0,8.0,4.0,6.0,4.0,,5.0,0.0,5.0,4.0,0.0,0.0,,8.0,8.0,6.0,,,3.0,4.0,1.0,6.0,6.0,3.0,3.0,7.0,0.0,0.0,5.0,0.0,8.0,3.0,6.0,,6.0,7.0,6.0,5.0,0.0,8.0,6.0,4.0,0.0,5.0,0.0,1.0,6.0,3.0,5.0,8.0,3.0,,7.0,5.0,0.0,6.0,5.0,0.0,4.0,3.0,5.0,5.0,6.0,7.0,8.0,0.0,7.0,5.0,7.0,5.0,8.0,5.0,2.0,0.0,6.0,4.0,4.0,0.0,5.0,4.488888888888889
2017-12-08,5.0,8.0,5.0,5.0,6.0,4.0,5.0,0.0,8.0,3.0,7.0,6.0,4.0,5.0,6.0,5.0,6.0,5.0,6.0,5.0,5.0,4.0,,5.0,0.0,5.0,6.0,0.0,0.0,,8.0,7.0,5.0,,,5.0,4.0,5.0,7.0,5.0,5.0,5.0,7.0,0.0,0.0,6.0,0.0,7.0,5.0,6.0,,5.0,6.0,5.0,5.0,0.0,8.0,6.0,5.0,0.0,8.0,0.0,5.0,5.0,5.0,5.0,8.0,5.0,,7.0,3.0,0.0,5.0,6.0,0.0,7.0,8.0,5.0,5.0,5.0,6.0,7.0,0.0,5.0,6.0,7.0,7.0,8.0,6.0,4.0,0.0,4.0,6.0,4.0,0.0,5.0,4.7
2017-12-09,5.0,5.0,7.0,8.0,7.0,8.0,8.0,0.0,7.0,8.0,6.0,6.0,7.0,6.0,6.0,4.0,6.0,8.0,7.0,6.0,7.0,8.0,,7.0,0.0,7.0,6.0,0.0,0.0,,8.0,7.0,6.0,,,7.0,6.0,8.0,8.0,8.0,8.0,7.0,7.0,0.0,0.0,8.0,0.0,6.0,7.0,7.0,,8.0,6.0,7.0,8.0,0.0,8.0,6.0,6.0,0.0,8.0,0.0,8.0,6.0,5.0,8.0,8.0,6.0,,7.0,8.0,0.0,6.0,6.0,0.0,7.0,8.0,8.0,7.0,5.0,6.0,7.0,0.0,8.0,5.0,7.0,4.0,8.0,6.0,5.0,0.0,8.0,6.0,7.0,0.0,6.0,5.677777777777778
2017-12-10,5.0,5.0,5.0,2.0,7.0,2.0,6.0,0.0,6.0,6.0,5.0,7.0,6.0,5.0,7.0,3.0,5.0,6.0,5.0,6.0,7.0,6.0,,6.0,0.0,6.0,7.0,0.0,0.0,,4.0,7.0,6.0,,,4.0,5.0,5.0,6.0,5.0,7.0,5.0,5.0,0.0,0.0,6.0,0.0,5.0,5.0,7.0,,6.0,7.0,7.0,5.0,0.0,7.0,7.0,6.0,0.0,5.0,0.0,4.0,7.0,1.0,3.0,8.0,6.0,,6.0,6.0,0.0,6.0,8.0,0.0,8.0,6.0,5.0,6.0,6.0,6.0,8.0,0.0,5.0,6.0,7.0,6.0,8.0,6.0,4.0,0.0,4.0,6.0,5.0,0.0,7.0,4.7444444444444445
2017-12-11,6.0,6.0,7.0,4.0,8.0,7.0,6.0,0.0,7.0,8.0,7.0,7.0,8.0,7.0,7.0,6.0,7.0,8.0,8.0,7.0,7.0,8.0,,6.0,0.0,7.0,7.0,0.0,0.0,,8.0,8.0,7.0,,,7.0,6.0,7.0,7.0,5.0,7.0,8.0,7.0,0.0,0.0,7.0,0.0,8.0,7.0,7.0,,7.0,7.0,7.0,7.0,0.0,7.0,7.0,7.0,0.0,6.0,0.0,5.0,7.0,7.0,6.0,8.0,7.0,,6.0,6.0,0.0,7.0,6.0,0.0,8.0,8.0,8.0,7.0,7.0,7.0,6.0,0.0,7.0,7.0,7.0,6.0,7.0,7.0,7.0,0.0,6.0,7.0,7.0,0.0,6.0,5.7444444444444445
2017-12-12,6.0,5.0,7.0,4.0,7.0,7.0,6.0,0.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,6.0,7.0,7.0,8.0,6.0,7.0,7.0,,7.0,0.0,6.0,7.0,0.0,0.0,,8.0,7.0,6.0,,,6.0,6.0,7.0,6.0,6.0,7.0,7.0,7.0,0.0,0.0,7.0,0.0,7.0,7.0,6.0,,6.0,7.0,7.0,6.0,0.0,8.0,7.0,7.0,0.0,8.0,0.0,6.0,7.0,7.0,6.0,8.0,7.0,,5.0,6.0,0.0,6.0,6.0,0.0,8.0,8.0,8.0,6.0,7.0,7.0,6.0,0.0,6.0,7.0,7.0,4.0,7.0,6.0,7.0,0.0,6.0,6.0,7.0,0.0,7.0,5.522222222222222
2017-12-13,3.0,1.0,4.0,5.0,4.0,5.0,7.0,0.0,5.0,8.0,3.0,4.0,4.0,2.0,5.0,6.0,3.0,4.0,6.0,5.0,4.0,5.0,,5.0,0.0,4.0,5.0,0.0,0.0,,8.0,6.0,5.0,,,4.0,4.0,5.0,4.0,7.0,5.0,5.0,5.0,0.0,0.0,5.0,0.0,2.0,5.0,4.0,,4.0,2.0,3.0,5.0,0.0,3.0,4.0,5.0,0.0,8.0,0.0,4.0,4.0,3.0,4.0,8.0,4.0,,1.0,4.0,0.0,4.0,5.0,0.0,7.0,5.0,4.0,4.0,4.0,6.0,4.0,0.0,4.0,4.0,5.0,5.0,5.0,5.0,1.0,0.0,5.0,4.0,5.0,0.0,3.0,3.7333333333333334
2017-12-14,5.0,7.0,6.0,5.0,7.0,3.0,6.0,0.0,7.0,7.0,6.0,6.0,7.0,6.0,6.0,6.0,7.0,7.0,7.0,6.0,5.0,5.0,,6.0,0.0,4.0,5.0,0.0,0.0,,8.0,7.0,5.0,,,4.0,4.0,7.0,6.0,8.0,6.0,5.0,7.0,0.0,0.0,5.0,0.0,8.0,7.0,6.0,,4.0,6.0,6.0,7.0,0.0,7.0,7.0,6.0,0.0,7.0,0.0,5.0,7.0,5.0,7.0,8.0,6.0,,7.0,5.0,0.0,5.0,7.0,0.0,8.0,8.0,4.0,6.0,7.0,7.0,7.0,0.0,6.0,7.0,7.0,6.0,5.0,6.0,8.0,0.0,5.0,6.0,5.0,0.0,7.0,5.133333333333334
2017-12-15,7.0,8.0,7.0,6.0,7.0,6.0,7.0,0.0,7.0,8.0,7.0,6.0,5.0,3.0,6.0,5.0,4.0,8.0,8.0,5.0,7.0,7.0,,7.0,0.0,6.0,7.0,0.0,0.0,,8.0,6.0,7.0,,,5.0,5.0,7.0,7.0,7.0,6.0,6.0,6.0,0.0,0.0,7.0,0.0,5.0,7.0,7.0,,6.0,7.0,7.0,7.0,0.0,8.0,6.0,7.0,0.0,8.0,0.0,7.0,6.0,7.0,7.0,8.0,7.0,,7.0,6.0,0.0,6.0,7.0,0.0,6.0,8.0,8.0,7.0,3.0,6.0,6.0,0.0,4.0,6.0,6.0,6.0,8.0,6.0,7.0,0.0,4.0,7.0,7.0,0.0,6.0,5.388888888888889
2017-12-16,8.0,8.0,7.0,8.0,7.0,8.0,8.0,0.0,8.0,8.0,8.0,7.0,7.0,6.0,8.0,6.0,6.0,8.0,8.0,7.0,6.0,7.0,,7.0,0.0,7.0,6.0,0.0,0.0,,8.0,7.0,7.0,,,8.0,7.0,8.0,8.0,8.0,7.0,8.0,7.0,0.0,0.0,8.0,0.0,8.0,8.0,7.0,,7.0,7.0,8.0,8.0,0.0,8.0,8.0,6.0,0.0,8.0,0.0,8.0,7.0,7.0,8.0,8.0,6.0,,7.0,8.0,0.0,7.0,7.0,0.0,7.0,8.0,8.0,7.0,6.0,6.0,8.0,0.0,7.0,7.0,7.0,7.0,8.0,7.0,8.0,0.0,8.0,5.0,7.0,0.0,7.0,6.1
2017-12-17,6.0,7.0,6.0,6.0,6.0,7.0,7.0,0.0,8.0,8.0,6.0,6.0,6.0,2.0,7.0,7.0,3.0,7.0,7.0,7.0,7.0,6.0,,7.0,0.0,6.0,7.0,0.0,0.0,,4.0,7.0,6.0,,,5.0,5.0,6.0,6.0,4.0,5.0,6.0,6.0,0.0,0.0,6.0,0.0,4.0,7.0,7.0,,6.0,6.0,6.0,7.0,0.0,8.0,5.0,7.0,0.0,4.0,0.0,5.0,7.0,4.0,7.0,8.0,6.0,,6.0,5.0,0.0,6.0,7.0,0.0,7.0,7.0,7.0,6.0,4.0,5.0,6.0,0.0,7.0,4.0,7.0,5.0,7.0,6.0,4.0,0.0,6.0,7.0,6.0,0.0,7.0,5.044444444444444
2017-12-18,7.0,7.0,8.0,6.0,7.0,7.0,7.0,0.0,7.0,8.0,6.0,4.0,0.0,6.0,5.0,6.0,2.0,7.0,8.0,2.0,8.0,7.0,,6.0,0.0,5.0,3.0,0.0,0.0,,8.0,4.0,6.0,,,7.0,7.0,8.0,7.0,6.0,7.0,8.0,5.0,0.0,0.0,8.0,0.0,8.0,8.0,7.0,,7.0,8.0,8.0,7.0,0.0,8.0,8.0,7.0,0.0,6.0,0.0,6.0,7.0,8.0,7.0,8.0,7.0,,8.0,7.0,0.0,7.0,8.0,0.0,2.0,8.0,4.0,7.0,1.0,3.0,6.0,0.0,6.0,6.0,5.0,8.0,7.0,7.0,8.0,0.0,6.0,8.0,7.0,0.0,7.0,5.344444444444444
2017-12-19,7.0,8.0,7.0,7.0,7.0,8.0,8.0,0.0,8.0,7.0,7.0,7.0,7.0,5.0,8.0,8.0,4.0,7.0,8.0,5.0,8.0,4.0,,7.0,0.0,8.0,7.0,0.0,0.0,,8.0,7.0,7.0,,,7.0,7.0,7.0,7.0,6.0,7.0,8.0,7.0,0.0,7.0,7.0,0.0,6.0,8.0,8.0,,8.0,8.0,7.0,8.0,0.0,8.0,7.0,6.0,0.0,8.0,0.0,5.0,8.0,7.0,8.0,8.0,6.0,,7.0,7.0,0.0,7.0,8.0,0.0,6.0,8.0,8.0,7.0,6.0,6.0,7.0,0.0,7.0,8.0,8.0,7.0,7.0,7.0,8.0,0.0,8.0,7.0,7.0,0.0,7.0,6.011111111111111
2017-12-20,7.0,8.0,7.0,8.0,7.0,7.0,8.0,0.0,8.0,8.0,7.0,8.0,3.0,5.0,8.0,7.0,5.0,7.0,8.0,7.0,8.0,6.0,,8.0,0.0,7.0,8.0,0.0,0.0,,8.0,8.0,8.0,,,7.0,7.0,8.0,8.0,6.0,7.0,8.0,8.0,0.0,0.0,8.0,0.0,8.0,8.0,8.0,,8.0,7.0,7.0,8.0,0.0,8.0,8.0,7.0,0.0,8.0,0.0,7.0,8.0,8.0,8.0,8.0,7.0,,7.0,8.0,0.0,8.0,8.0,0.0,3.0,8.0,8.0,6.0,5.0,7.0,7.0,0.0,7.0,7.0,8.0,7.0,8.0,7.0,8.0,0.0,8.0,7.0,7.0,0.0,8.0,6.1
2017-12-21,6.0,8.0,7.0,7.0,7.0,7.0,7.0,0.0,8.0,8.0,7.0,8.0,8.0,7.0,7.0,7.0,7.0,8.0,8.0,7.0,8.0,7.0,,7.0,0.0,7.0,7.0,0.0,0.0,,8.0,7.0,8.0,,,7.0,7.0,8.0,7.0,7.0,7.0,8.0,8.0,0.0,0.0,8.0,0.0,8.0,8.0,8.0,,7.0,7.0,7.0,8.0,0.0,8.0,8.0,7.0,0.0,8.0,0.0,8.0,8.0,8.0,8.0,8.0,7.0,,7.0,7.0,0.0,6.0,8.0,0.0,6.0,8.0,8.0,8.0,6.0,7.0,6.0,0.0,7.0,8.0,6.0,8.0,8.0,7.0,8.0,0.0,7.0,7.0,7.0,0.0,7.0,6.144444444444445
2017-12-22,7.0,8.0,8.0,7.0,7.0,7.0,7.0,0.0,8.0,7.0,7.0,7.0,6.0,5.0,7.0,6.0,5.0,7.0,7.0,7.0,7.0,8.0,,7.0,0.0,7.0,7.0,0.0,0.0,,8.0,6.0,7.0,,,7.0,7.0,8.0,7.0,7.0,7.0,8.0,5.0,0.0,0.0,8.0,0.0,5.0,8.0,7.0,,7.0,6.0,7.0,8.0,0.0,7.0,6.0,7.0,0.0,8.0,0.0,8.0,7.0,8.0,8.0,8.0,7.0,,8.0,7.0,0.0,7.0,8.0,0.0,6.0,8.0,8.0,7.0,5.0,7.0,8.0,0.0,7.0,5.0,4.0,6.0,8.0,7.0,6.0,0.0,8.0,7.0,8.0,0.0,7.0,5.833333333333333
2017-12-23,7.0,8.0,8.0,8.0,7.0,8.0,7.0,0.0,8.0,8.0,7.0,7.0,8.0,6.0,7.0,7.0,7.0,8.0,8.0,7.0,7.0,8.0,,8.0,0.0,7.0,7.0,0.0,0.0,,8.0,8.0,7.0,,,8.0,7.0,8.0,8.0,8.0,8.0,8.0,7.0,0.0,0.0,8.0,0.0,8.0,8.0,7.0,,7.0,6.0,7.0,8.0,0.0,8.0,6.0,7.0,0.0,8.0,0.0,8.0,7.0,8.0,8.0,8.0,7.0,,8.0,7.0,0.0,7.0,8.0,0.0,7.0,8.0,8.0,7.0,6.0,7.0,7.0,0.0,7.0,7.0,7.0,8.0,8.0,7.0,8.0,0.0,7.0,7.0,7.0,0.0,7.0,6.188888888888889
