DATE,BABICE_FG,BIALOWIEZA_FG,BIALYSTOK_FG,BIEBRZA-PIENCZYKOWEK_FG,BIELSKO-BIALA_FG,BORUSOWA_FG,BUKOWINA TATRZANSKA_FG,CHOJNICE_FG,CHORZELOW_FG,CIESZANOW_FG,CZOSTOCHOWA_FG,DRONIOWICE_FG,DYNOW_FG,ELBLAG_FG,ELBLAG-MILEJEWO_FG,GDANSK-REBIECHOWO_FG,GDANSK-SWIBNO_FG,GORZOW WLKP_FG,GORZYN_FG,GOZOW WLKP._FG,HEL_FG,JABLONKA_FG,JARCZEW_FG,JELENIA GORA_FG,KALISZ_FG,KASPROWY WIERCH_FG,KATOWICE_FG,KATOWICE-MUCHOWIEC_FG,KETRZYN_FG,KIELCE_FG,KLODZKO_FG,KOLO_FG,KOLOBRZEG-DZWIRZYNO_FG,KOMANCZA_FG,KOSZALIN_FG,KOZIENCE_FG,KOZIENICE_FG,KRAKOW_FG,KRAKOW OBS. ASTRONOMICZNE_FG,KRAKOW-BALICE_FG,KROSCIENKO_FG,KROSNO_FG,KRYNICA_FG,LACKO_FG,LAZY_FG,LEBA_FG,LEBORK_FG,LEGIONOWO_FG,LEGNICA_FG,LESKO_FG,LESZNO_FG,LIDZBARK WARMINSKI_FG,LIESEK_FG,LIMANOWA_FG,LODZ_FG,LUBLIN RADAWIEC_FG,LUBLIN-RADAWIEC_FG,LUBLINEK_FG,MIKOLAJKI_FG,MLAWA_FG,MSZANA DOLNA_FG,NOWY SACZ_FG,OLSZTYN_FG,OPOLE_FG,PILA_FG,PIWNICZNA_FG,PLOCK_FG,PORONIN_FG,POZNAN_FG,PSZCZYNA_FG,PULAWY_FG,PULTUSK_FG,RACIBORZ_FG,RESKO_FG,RESKO-SMOLSKO_FG,RZESZOW JASIONKA_FG,RZESZOW-JASIONKA_FG,SANDOMIERZ_FG,SIEDLCE_FG,SKIERNIEWICE_FG,SLUBICE_FG,SNIEZKA_FG,SOLINA-JAWOR_FG,STASZOW_FG,SULEJOW_FG,SWINOUJSCIE_FG,SZCZECIN_FG,SZCZECINEK_FG,TARNOW_FG,TERESPOL_FG,TORUN_FG,USTKA_FG,WARSZAWA-BIELANY_FG,WARSZAWA-FILTRY_FG,WARSZAWA-OKECIE_FG,WIELUN_FG,WLODAWA_FG,WROCLAW_FG,WROCLAW II_FG,ZAKOPANE_FG,ZAMOSC_FG,ZIELONA GORA_FG,mean_FG
2017-05-28,25.0,20.0,17.0,37.0,20.0,7.0,,35.0,0.0,20.0,15.0,10.0,3.0,36.0,54.0,37.0,,,7.0,21.0,40.0,,63.0,19.0,29.0,25.0,15.0,,39.0,15.0,29.0,24.0,24.0,7.0,35.0,17.0,,17.0,10.0,,10.0,16.0,7.0,7.0,10.0,53.0,39.0,20.0,25.0,19.0,22.0,30.0,5.0,23.0,,10.0,,20.0,36.0,27.0,13.0,0.0,20.0,24.0,22.0,10.0,17.0,,,3.0,17.0,,22.0,30.0,,20.0,,18.0,22.0,23.0,32.0,61.0,,10.0,21.0,25.0,37.0,32.0,10.0,23.0,20.0,52.0,,,12.0,22.0,25.0,,30.0,15.0,19.0,30.0,22.476190476190474
2017-05-29,34.0,30.0,0.0,50.0,0.0,27.0,,0.0,3.0,43.0,0.0,40.0,17.0,0.0,0.0,50.0,0.0,0.0,3.0,22.0,0.0,,57.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,14.5,0.0,20.0,0.0,0.0,,,20.0,0.0,10.0,16.0,17.0,13.0,17.0,0.0,15.0,30.0,0.0,0.0,0.0,40.0,27.0,23.0,0.0,,0.0,33.0,19.0,0.0,33.0,0.0,0.0,13.5,0.0,13.0,0.0,,0.0,10.0,20.0,,0.0,25.0,,0.0,,0.0,0.0,23.0,0.0,27.0,,23.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,10.25
2017-05-30,22.0,13.0,12.0,20.0,30.0,33.0,,12.0,10.0,30.0,24.0,27.0,20.0,26.0,26.0,23.0,,,0.0,21.0,31.0,,87.0,14.0,18.0,48.0,32.0,,23.0,15.0,19.0,23.0,15.0,13.0,24.0,18.0,,30.0,17.0,,7.0,26.0,13.0,27.0,40.0,32.0,25.0,13.0,25.0,23.0,32.0,10.0,30.0,37.0,,17.0,,23.0,19.0,15.0,43.0,0.0,17.0,21.0,15.0,17.0,22.0,,,13.0,20.0,,37.0,24.0,,44.0,,21.0,20.0,20.0,29.0,79.66666666666667,,33.0,26.0,15.0,20.0,19.0,20.0,17.0,17.0,30.0,,,25.0,20.0,27.0,,15.0,17.0,30.0,22.0,23.63888888888889
2017-05-31,87.0,37.0,0.0,40.0,0.0,37.0,,0.0,17.0,47.0,0.0,40.0,47.0,0.0,0.0,90.0,0.0,0.0,20.0,40.0,0.0,,70.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,23.5,0.0,10.0,0.0,0.0,,,23.0,0.0,13.0,16.0,27.0,13.0,33.0,0.0,39.5,40.0,0.0,0.0,0.0,63.0,30.0,43.0,0.0,,0.0,50.0,25.0,0.0,30.0,24.0,0.0,14.5,0.0,17.0,0.0,,0.0,10.0,23.0,,0.0,59.0,,0.0,,0.0,0.0,43.0,0.0,51.333333333333336,,37.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,15.645833333333332
2017-06-01,56.0,33.0,47.0,60.0,22.0,37.0,,40.0,27.0,50.0,23.0,33.0,43.0,58.0,49.0,67.0,,,10.0,29.0,60.0,,67.0,29.0,35.0,40.0,27.0,,51.0,30.0,26.0,35.0,46.0,23.0,61.0,35.0,,42.0,30.0,,33.0,36.0,33.0,30.0,33.0,91.0,55.0,33.0,35.0,30.0,42.0,50.0,17.0,40.0,,45.0,,43.0,43.0,42.0,30.0,0.0,40.0,29.0,32.0,23.0,35.0,,,13.0,47.0,,41.0,44.0,,59.0,,35.0,41.0,40.0,34.0,122.0,,37.0,45.0,37.0,37.0,35.0,20.0,39.0,27.0,100.0,,,50.0,32.0,52.0,,27.0,20.0,55.0,37.0,40.083333333333336
2017-06-02,57.0,40.0,0.0,67.0,0.0,23.0,,0.0,20.0,40.0,0.0,23.0,27.0,0.0,0.0,47.0,0.0,0.0,3.0,22.0,0.0,,60.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,15.5,0.0,13.0,0.0,0.0,,,20.0,0.0,17.0,12.5,13.0,17.0,23.0,0.0,15.0,33.0,0.0,0.0,0.0,47.0,20.0,27.0,0.0,,0.0,33.0,20.5,0.0,23.0,15.0,0.0,7.5,0.0,10.0,0.0,,0.0,7.0,30.0,,0.0,28.0,,0.0,,0.0,0.0,30.0,0.0,19.333333333333332,,23.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,11.083333333333334
2017-06-03,30.0,17.0,17.0,17.0,15.0,7.0,,35.0,20.0,17.0,16.0,17.0,7.0,15.0,20.0,37.0,,,17.0,28.0,32.0,,60.0,24.0,31.0,33.0,15.0,,21.0,17.0,20.0,34.0,20.0,10.0,30.0,16.0,,20.0,17.0,,13.0,16.0,7.0,13.0,10.0,32.0,23.0,23.0,22.0,17.0,37.0,10.0,22.0,13.0,,15.0,,33.0,21.0,22.0,23.0,0.0,20.0,16.0,30.0,0.0,25.0,,,3.0,20.0,,15.0,24.0,,23.0,,25.0,16.0,27.0,30.0,49.0,,23.0,23.0,30.0,32.0,29.0,10.0,19.0,27.0,35.0,,,32.0,17.0,24.0,,22.0,15.0,19.0,30.0,21.595238095238095
2017-06-04,42.0,23.0,0.0,20.0,0.0,23.0,,0.0,33.0,33.0,0.0,50.0,23.0,0.0,0.0,23.0,0.0,0.0,13.0,25.0,0.0,,63.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,20.5,0.0,23.0,0.0,0.0,,,20.0,0.0,27.0,22.0,23.0,23.0,13.0,0.0,14.5,20.0,0.0,0.0,0.0,10.0,27.0,53.0,0.0,,0.0,40.0,13.5,0.0,40.0,26.0,0.0,17.5,0.0,7.0,0.0,,0.0,3.0,10.0,,0.0,28.0,,0.0,,0.0,0.0,30.0,0.0,49.0,,17.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,11.125
2017-06-05,41.0,23.0,30.0,53.0,17.0,20.0,,37.0,17.0,13.0,24.0,20.0,13.0,56.0,36.0,53.0,,,3.0,20.0,42.0,,43.0,16.0,25.0,46.0,20.0,,45.0,30.0,18.0,31.0,26.0,7.0,34.0,26.0,,32.0,13.0,,7.0,22.0,10.0,7.0,10.0,60.0,40.0,23.0,17.0,20.0,22.0,37.0,32.0,27.0,,40.0,,35.0,36.0,45.0,13.0,0.0,40.0,23.0,20.0,0.0,35.0,,,0.0,23.0,,24.0,25.0,,37.0,,26.0,32.0,23.0,17.0,76.0,,20.0,29.0,27.0,30.0,27.0,17.0,31.0,22.0,55.0,,,55.0,20.0,44.0,,27.0,7.0,41.0,17.0,27.416666666666668
2017-06-06,48.0,30.0,0.0,40.0,0.0,40.0,,0.0,23.0,33.0,0.0,33.0,13.0,0.0,0.0,47.0,0.0,0.0,27.0,35.0,0.0,,53.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,26.0,0.0,3.0,0.0,0.0,,,23.0,0.0,20.0,17.5,17.0,23.0,43.0,0.0,19.0,33.0,0.0,0.0,0.0,20.0,17.0,53.0,0.0,,0.0,42.0,20.5,0.0,20.0,25.0,0.0,15.0,0.0,7.0,0.0,,0.0,7.0,47.0,,0.0,34.0,,0.0,,8.0,0.0,53.0,0.0,37.333333333333336,,33.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,12.890151515151517
2017-06-07,42.0,27.0,32.0,47.0,42.0,30.0,,45.0,20.0,37.0,21.0,33.0,10.0,31.0,40.0,47.0,,,23.0,37.0,38.0,,53.0,39.0,51.0,31.0,40.0,,46.0,35.0,46.0,38.0,26.0,23.0,39.0,31.0,,47.0,30.0,,17.0,27.0,23.0,7.0,33.0,51.0,35.0,37.0,50.0,17.0,42.0,33.0,25.0,40.0,,47.0,,49.0,37.0,35.0,27.0,0.0,27.0,32.0,22.0,3.0,37.0,,,17.0,37.0,,50.0,42.0,,46.0,,30.0,31.0,37.0,51.0,96.33333333333333,,33.0,46.0,32.0,50.0,39.0,22.0,27.0,32.0,37.0,,,42.0,42.0,38.0,,50.0,17.0,0.0,40.0,34.69444444444444
2017-06-08,38.0,17.0,0.0,37.0,0.0,23.0,,0.0,27.0,13.0,0.0,23.0,23.0,0.0,0.0,43.0,0.0,0.0,10.0,24.0,0.0,,53.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,13.0,0.0,20.0,0.0,0.0,,,13.0,0.0,17.0,13.0,20.0,17.0,27.0,0.0,16.5,23.0,0.0,0.0,0.0,27.0,15.0,23.0,0.0,,0.0,23.0,12.5,0.0,30.0,15.0,0.0,7.0,0.0,0.0,0.0,,0.0,7.0,27.0,,0.0,39.0,,0.0,,0.0,0.0,27.0,0.0,24.333333333333332,,23.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,9.56060606060606
2017-06-09,22.0,10.0,12.0,23.0,20.0,7.0,,27.0,10.0,10.0,21.0,20.0,3.0,19.0,24.0,27.0,,,7.0,26.0,36.0,,67.0,21.0,32.0,24.0,17.0,,23.0,25.0,32.0,29.0,23.0,13.0,33.0,16.0,,25.0,17.0,,7.0,19.0,10.0,17.0,20.0,34.0,27.0,23.0,27.0,19.0,32.0,10.0,7.0,30.0,,7.0,,21.0,19.0,17.0,13.0,0.0,20.0,24.0,22.0,3.0,17.0,,,7.0,10.0,,21.0,29.0,,20.0,,20.0,16.0,23.0,38.0,85.33333333333333,,17.0,21.0,30.0,47.0,33.0,12.0,15.0,22.0,35.0,,,20.0,27.0,18.0,,37.0,10.0,20.0,27.0,21.74206349206349
2017-06-10,38.0,10.0,0.0,17.0,0.0,20.0,,0.0,23.0,30.0,0.0,23.0,20.0,0.0,0.0,47.0,0.0,0.0,17.0,22.0,0.0,,47.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,14.5,0.0,13.0,0.0,0.0,,,20.0,0.0,17.0,18.0,13.0,20.0,27.0,0.0,15.0,27.0,0.0,0.0,0.0,27.0,37.0,33.0,0.0,,0.0,33.0,13.5,0.0,27.0,15.0,0.0,9.5,0.0,0.0,0.0,,0.0,3.0,27.0,,0.0,24.0,,0.0,,0.0,0.0,30.0,0.0,31.0,,17.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,9.664772727272727
2017-06-11,39.0,23.0,25.0,43.0,15.0,20.0,,20.0,17.0,27.0,14.0,10.0,17.0,31.0,26.0,33.0,,,0.0,16.0,35.0,,57.0,10.0,20.0,45.0,10.0,,29.0,25.0,16.0,19.0,19.0,10.0,27.0,24.0,,27.0,10.0,,10.0,27.0,27.0,7.0,17.0,35.0,24.0,33.0,17.0,19.0,17.0,20.0,17.0,20.0,,27.0,,23.0,26.0,27.0,10.0,0.0,30.0,14.0,17.0,0.0,20.0,,,3.0,30.0,,14.0,26.0,,36.0,,26.0,31.0,20.0,25.0,48.333333333333336,0.0,7.0,25.0,20.0,27.0,21.0,7.0,26.0,17.0,35.0,,,42.0,12.0,39.0,,17.0,5.0,38.0,17.0,21.850980392156863
2017-06-12,32.0,17.0,0.0,30.0,0.0,13.0,,0.0,23.0,27.0,0.0,33.0,23.0,0.0,0.0,83.0,0.0,0.0,13.0,37.0,0.0,,63.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,18.5,0.0,20.0,0.0,0.0,,,13.0,0.0,3.0,16.5,13.0,27.0,17.0,0.0,29.5,23.0,0.0,0.0,0.0,33.0,52.0,47.0,0.0,,0.0,34.0,19.5,0.0,33.0,0.0,0.0,12.5,0.0,0.0,0.0,,0.0,0.0,17.0,,0.0,42.0,,0.0,,0.0,0.0,30.0,0.0,44.0,,23.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,11.357954545454545
2017-06-13,61.0,40.0,45.0,60.0,20.0,43.0,,50.0,40.0,43.0,23.0,57.0,40.0,68.0,63.0,93.0,,,33.0,44.0,75.0,,63.0,43.0,55.0,53.0,30.0,,65.0,30.0,33.0,52.0,50.0,20.0,70.0,38.0,,60.0,20.0,,23.0,45.0,37.0,37.0,50.0,119.0,79.0,57.0,50.0,29.0,50.0,43.0,35.0,53.0,,50.0,,72.0,55.0,57.0,30.0,30.0,50.0,36.0,47.0,0.0,57.0,,,17.0,27.0,,39.0,56.0,,66.0,,40.0,48.0,63.0,46.0,193.0,,37.0,53.0,45.0,50.0,49.0,22.0,39.0,30.0,112.0,,,65.0,42.0,60.0,,52.0,20.0,60.0,45.0,49.36904761904762
2017-06-14,67.0,47.0,0.0,53.0,0.0,47.0,,0.0,43.0,50.0,0.0,30.0,43.0,0.0,0.0,70.0,0.0,0.0,13.0,29.0,0.0,,67.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,19.0,0.0,23.0,0.0,0.0,,,20.0,0.0,23.0,23.5,33.0,20.0,43.0,0.0,18.5,37.0,0.0,0.0,0.0,57.0,35.0,47.0,0.0,,0.0,45.0,27.5,0.0,23.0,0.0,0.0,12.5,0.0,0.0,0.0,,0.0,10.0,33.0,,0.0,37.0,,0.0,,0.0,0.0,27.0,0.0,37.666666666666664,,43.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,14.587121212121213
2017-06-15,37.0,23.0,25.0,30.0,15.0,13.0,,25.0,17.0,23.0,18.0,13.0,23.0,38.0,30.0,37.0,,,0.0,17.0,35.0,,70.0,14.0,17.0,36.0,17.0,,30.0,22.0,13.0,20.0,0.0,7.0,23.0,21.0,,25.0,13.0,,3.0,23.0,20.0,10.0,13.0,37.0,24.0,23.0,15.0,19.0,10.0,27.0,17.0,20.0,,22.0,,21.0,26.0,22.0,17.0,0.0,25.0,13.0,15.0,0.0,22.0,,,3.0,13.0,,16.0,17.0,,35.0,,20.0,23.0,17.0,21.0,51.333333333333336,,20.0,22.0,22.0,30.0,16.0,7.0,26.0,15.0,30.0,,,35.0,15.0,39.0,,17.0,12.0,33.0,15.0,20.96825396825397
2017-06-16,29.0,17.0,0.0,27.0,0.0,20.0,,0.0,23.0,23.0,0.0,30.0,7.0,0.0,0.0,50.0,0.0,0.0,30.0,33.0,0.0,,67.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,17.0,0.0,17.0,0.0,0.0,,,23.0,0.0,0.0,16.0,10.0,20.0,30.0,0.0,17.0,17.0,0.0,0.0,0.0,20.0,35.0,30.0,0.0,,0.0,39.0,16.5,0.0,33.0,0.0,0.0,16.0,0.0,0.0,0.0,,0.0,3.0,13.0,,0.0,33.0,,0.0,,0.0,0.0,27.0,0.0,63.0,,17.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,10.176136363636363
2017-06-17,38.0,27.0,27.0,47.0,27.0,47.0,,42.0,33.0,50.0,30.0,50.0,50.0,31.0,31.0,37.0,,,13.0,35.0,31.0,,63.0,38.0,41.0,69.0,25.0,,29.0,47.0,24.0,35.0,43.0,27.0,45.0,26.0,,57.0,27.0,,27.0,53.0,40.0,13.0,47.0,31.0,26.0,23.0,45.0,43.0,50.0,23.0,40.0,57.0,,52.0,,45.0,29.0,30.0,33.0,34.0,20.0,35.0,27.0,0.0,27.0,,,10.0,27.0,,62.0,41.0,,63.0,,43.0,31.0,27.0,32.0,210.0,,47.0,45.0,67.0,45.0,32.0,22.0,35.0,22.0,47.0,,,52.0,35.0,50.0,,47.0,17.0,60.0,35.0,39.23809523809524
2017-06-18,35.0,23.0,0.0,33.0,0.0,20.0,,0.0,27.0,23.0,0.0,23.0,37.0,0.0,0.0,47.0,0.0,0.0,3.0,25.0,0.0,,73.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,11.5,0.0,17.0,0.0,0.0,,,17.0,0.0,7.0,21.5,43.0,13.0,33.0,0.0,19.0,20.0,0.0,0.0,0.0,27.0,17.0,40.0,0.0,,0.0,28.0,13.5,0.0,27.0,20.0,0.0,8.5,20.0,0.0,0.0,,0.0,17.0,17.0,,0.0,24.0,,0.0,,0.0,0.0,20.0,0.0,36.666666666666664,,33.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,10.712121212121211
2017-06-19,54.0,30.0,25.0,47.0,15.0,20.0,,27.0,17.0,30.0,18.0,20.0,20.0,46.0,33.0,60.0,,,3.0,14.0,41.0,,63.0,11.0,18.0,30.0,12.0,,41.0,25.0,15.0,23.0,20.0,10.0,28.0,26.0,,22.0,13.0,,10.0,30.0,13.0,17.0,23.0,60.0,34.0,27.0,17.0,21.0,15.0,33.0,17.0,23.0,,32.0,,22.0,34.0,30.0,13.0,0.0,40.0,13.0,0.0,0.0,30.0,,,7.0,37.0,,18.0,19.0,,44.0,,26.0,28.0,23.0,16.0,37.333333333333336,,23.0,26.0,17.0,17.0,21.0,12.0,23.0,20.0,47.0,,,40.0,20.0,38.0,,15.0,12.0,33.0,15.0,24.58730158730159
2017-06-20,35.0,30.0,0.0,53.0,0.0,27.0,,0.0,20.0,27.0,0.0,23.0,20.0,0.0,0.0,83.0,0.0,0.0,17.0,29.0,0.0,,53.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,17.5,0.0,13.0,0.0,0.0,,,20.0,0.0,7.0,12.5,10.0,13.0,17.0,0.0,22.5,33.0,0.0,0.0,0.0,53.0,25.0,37.0,0.0,,0.0,40.0,19.0,0.0,23.0,0.0,0.0,10.5,,3.0,0.0,,0.0,7.0,27.0,,0.0,35.0,,0.0,,0.0,0.0,33.0,0.0,27.333333333333332,,23.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,11.245210727969349
2017-06-21,58.0,30.0,35.0,53.0,17.0,30.0,,32.0,27.0,,30.0,30.0,37.0,48.0,41.0,70.0,,,13.0,25.0,54.0,,93.0,20.0,30.0,41.0,17.0,,39.0,32.0,19.0,31.0,30.0,13.0,44.0,29.0,,37.0,20.0,,17.0,34.0,27.0,20.0,30.0,72.0,40.0,33.0,20.0,26.0,32.0,53.0,20.0,40.0,,32.0,,35.0,40.0,37.0,27.0,22.0,40.0,21.0,27.0,20.0,30.0,,,17.0,27.0,,30.0,27.0,,44.0,,38.0,34.0,30.0,23.0,91.33333333333333,,33.0,35.0,60.0,25.0,27.0,17.0,30.0,25.0,80.0,,,47.0,25.0,40.0,,20.0,17.0,45.0,25.0,34.12449799196787
2017-06-22,27.0,20.0,0.0,27.0,0.0,13.0,,0.0,17.0,,0.0,23.0,10.0,0.0,0.0,37.0,0.0,0.0,3.0,19.0,0.0,,80.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,11.0,0.0,7.0,0.0,0.0,,,17.0,0.0,10.0,9.0,7.0,10.0,20.0,0.0,14.5,23.0,0.0,0.0,0.0,27.0,17.0,13.0,0.0,,0.0,21.0,12.0,0.0,20.0,0.0,0.0,9.5,0.0,7.0,0.0,,0.0,17.0,7.0,,0.0,20.0,,0.0,,0.0,0.0,23.0,0.0,34.666666666666664,,17.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,7.731800766283524
2017-06-23,37.0,10.0,10.0,17.0,35.0,37.0,,22.0,27.0,,28.0,40.0,33.0,10.0,21.0,27.0,,,17.0,31.0,24.0,,90.0,45.0,45.0,93.0,37.0,,19.0,30.0,45.0,47.0,33.0,17.0,41.0,30.0,,37.0,23.0,,30.0,39.0,37.0,20.0,13.0,32.0,21.0,33.0,55.0,29.0,25.0,3.0,42.0,50.0,,27.0,,59.0,16.0,25.0,47.0,32.0,12.0,29.0,0.0,3.0,40.0,,,27.0,17.0,,55.0,38.0,,59.0,,39.0,25.0,40.0,32.0,185.66666666666666,,53.0,54.0,22.0,32.0,28.0,22.0,16.0,25.0,35.0,,,40.0,37.0,34.0,,35.0,27.0,39.0,35.0,34.08032128514056
2017-06-24,53.0,30.0,0.0,50.0,0.0,23.0,,0.0,13.0,33.0,0.0,40.0,30.0,0.0,0.0,53.0,0.0,0.0,3.0,28.0,0.0,,67.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,14.5,0.0,7.0,0.0,0.0,,,23.0,0.0,20.0,14.0,13.0,10.0,30.0,0.0,22.0,40.0,0.0,0.0,0.0,40.0,17.0,30.0,0.0,,0.0,43.0,17.5,0.0,27.0,0.0,0.0,13.5,,7.0,0.0,,0.0,3.0,30.0,,0.0,38.0,,0.0,,0.0,0.0,33.0,0.0,34.0,,20.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,11.53448275862069
2017-06-25,34.0,27.0,25.0,57.0,22.0,17.0,,47.0,17.0,33.0,18.0,37.0,13.0,54.0,55.0,47.0,,,3.0,25.0,55.0,,67.0,30.0,39.0,45.0,27.0,,47.0,22.0,32.0,37.0,28.0,13.0,35.0,24.0,,35.0,23.0,,17.0,30.0,13.0,10.0,27.0,85.0,42.0,27.0,37.0,22.0,35.0,33.0,20.0,23.0,,12.0,,38.0,37.0,45.0,17.0,13.0,25.0,25.0,0.0,3.0,32.0,,,3.0,20.0,,32.0,36.0,,39.0,,28.0,24.0,27.0,36.0,100.33333333333333,,27.0,34.0,25.0,37.0,29.0,12.0,20.0,25.0,65.0,,,32.0,22.0,29.0,,35.0,17.0,24.0,32.0,30.575396825396822
2017-06-26,37.0,27.0,0.0,43.0,0.0,20.0,,0.0,20.0,20.0,0.0,30.0,13.0,0.0,0.0,60.0,0.0,0.0,3.0,26.0,0.0,,53.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,16.0,0.0,3.0,0.0,0.0,,,20.0,0.0,3.0,15.0,7.0,7.0,20.0,0.0,27.5,43.0,0.0,0.0,0.0,33.0,22.0,20.0,0.0,,0.0,33.0,18.5,0.0,17.0,0.0,0.0,10.5,,3.0,0.0,,0.0,7.0,30.0,,0.0,36.0,,0.0,,0.0,0.0,33.0,0.0,41.666666666666664,,27.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,10.082375478927203
2017-06-27,20.0,17.0,12.0,30.0,15.0,20.0,,22.0,17.0,10.0,21.0,23.0,10.0,39.0,38.0,53.0,,,0.0,18.0,41.0,,77.0,14.0,21.0,70.0,25.0,,38.0,20.0,19.0,19.0,24.0,10.0,28.0,16.0,,37.0,27.0,,3.0,24.0,13.0,10.0,20.0,58.0,34.0,20.0,20.0,18.0,20.0,33.0,22.0,23.0,,12.0,,21.0,30.0,17.0,20.0,14.0,30.0,25.0,0.0,13.0,15.0,,,7.0,23.0,,17.0,26.0,,32.0,,16.0,19.0,20.0,21.0,57.333333333333336,,23.0,20.0,32.0,20.0,20.0,20.0,15.0,10.0,55.0,,,15.0,20.0,23.0,,20.0,15.0,16.0,17.0,23.158730158730158
2017-06-28,51.0,20.0,0.0,50.0,0.0,40.0,,0.0,33.0,43.0,0.0,23.0,17.0,0.0,0.0,60.0,0.0,0.0,17.0,29.0,0.0,,53.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,20.5,0.0,30.0,0.0,0.0,,,20.0,0.0,20.0,20.5,33.0,30.0,47.0,0.0,21.5,23.0,0.0,0.0,0.0,33.0,20.0,47.0,0.0,,0.0,42.0,17.5,0.0,23.0,0.0,0.0,10.5,,23.0,0.0,,0.0,3.0,23.0,,0.0,28.0,,0.0,,0.0,0.0,40.0,0.0,24.666666666666668,,37.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,12.760536398467432
2017-06-29,35.0,27.0,27.0,43.0,42.0,40.0,,42.0,40.0,43.0,39.0,57.0,43.0,30.0,39.0,40.0,,,7.0,25.0,44.0,,63.0,30.0,62.0,119.0,57.0,,45.0,52.0,56.0,55.0,24.0,20.0,19.0,35.0,,47.0,30.0,,17.0,55.0,37.0,23.0,47.0,47.0,37.0,17.0,45.0,35.0,45.0,20.0,37.0,37.0,,42.0,,45.0,39.0,45.0,50.0,31.0,37.0,47.0,0.0,30.0,40.0,,,30.0,37.0,,63.0,24.0,,73.0,,46.0,32.0,37.0,34.0,129.0,,43.0,53.0,50.0,17.0,40.0,32.0,36.0,40.0,45.0,,,32.0,40.0,55.0,,42.0,35.0,53.0,35.0,40.892857142857146
