DATE,BIALOWIEZA_RR,BIALYSTOK_RR,BIEBRZA-PIENCZYKOWEK_RR,BIELSKO-BIALA_RR,BORUSOWA_RR,CHOJNICE_RR,CHORZELOW_RR,CIESZANOW_RR,CZOSTOCHOWA_RR,DRONIOWICE_RR,DYNOW_RR,ELBLAG_RR,ELBLAG-MILEJEWO_RR,GDANSK-REBIECHOWO_RR,GDANSK-SWIBNO_RR,GORZOW WLKP_RR,GORZYN_RR,HEL_RR,JABLONKA_RR,JARCZEW_RR,JELENIA GORA_RR,KASPROWY WIERCH_RR,KATOWICE-MUCHOWIEC_RR,KIELCE_RR,KLODZKO_RR,KOLO_RR,KOLOBRZEG-DZWIRZYNO_RR,KOLUDA WIELKA_RR,KOMANCZA_RR,KOSZALIN_RR,KOZIENCE_RR,KRAKOW-BALICE_RR,KROSNO_RR,KRYNICA_RR,LACKO_RR,LAZY_RR,LEBA_RR,LEBORK_RR,LEGIONOWO_RR,LEGNICA_RR,LESKO_RR,LESZNO_RR,LIDZBARK WARMINSKI_RR,LIMANOWA_RR,LODZ_RR,LUBLIN-RADAWIEC_RR,MIKOLAJKI_RR,MLAWA_RR,MSZANA DOLNA_RR,NOWY SACZ_RR,OLECKO_RR,OLSZTYN_RR,OPOLE_RR,PILA_RR,PIWNICZNA_RR,PLOCK_RR,PORONIN_RR,POZNAN_RR,PSZCZYNA_RR,PUCZNIEW_RR,PULTUSK_RR,RACIBORZ_RR,RESKO_RR,RESKO-SMOLSKO_RR,ROZANYSTOK_RR,RZESZOW JASIONKA_RR,SANDOMIERZ_RR,SIEDLCE_RR,SKIERNIEWICE_RR,SLUBICE_RR,SNIEZKA_RR,SOLINA-JAWOR_RR,STASZOW_RR,SULEJOW_RR,SUWALKI_RR,SWINOUJSCIE_RR,SZCZECIN_RR,SZEPIETOWO_RR,TARNOW_RR,TERESPOL_RR,TORUN_RR,USTKA_RR,WARSZAWA-BIELANY_RR,WARSZAWA-FILTRY_RR,WARSZAWA-OKECIE_RR,WIELICHOWO_RR,WIELUN_RR,WLODAWA_RR,WROCLAW_RR,ZAKOPANE_RR,ZAMOSC_RR,ZIELONA GORA_RR,mean_RR
2017-01-11,0.0,0.0,2.0,0.0,,0.0,12.0,1.0,0.0,18.0,3.0,0.0,0.0,3.0,0.0,0.0,59.0,0.0,22.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,13.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,13.0,3.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,3.0,0.0,40.0,42.0,14.0,0.0,0.0,,0.0,0.0,0.0,0.0,13.0,0.0,0.0,2.0,15.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,11.0,14.0,0.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,4.433333333333334
2017-01-12,18.0,11.0,6.0,5.0,,7.0,28.0,5.0,5.0,5.0,45.0,13.0,1.0,0.0,0.0,19.0,8.0,0.0,22.0,13.0,1.0,33.0,0.0,25.0,4.0,2.0,0.0,0.0,37.0,1.0,12.0,2.0,5.0,21.0,5.0,1.0,1.0,1.0,14.0,1.0,12.0,1.0,1.0,1.0,19.0,25.0,9.0,7.0,3.0,6.0,21.0,9.0,1.0,5.0,6.0,3.0,4.0,4.0,3.0,12.0,12.0,1.0,0.0,,12.0,9.0,7.0,26.0,15.0,11.0,94.0,12.0,32.0,10.0,10.0,13.0,9.0,12.0,11.0,18.0,7.0,5.0,12.0,14.0,16.0,7.0,20.0,8.0,0.0,9.0,0.0,5.0,10.511111111111111
2017-01-13,10.0,0.0,3.0,0.0,,0.0,28.0,75.0,0.0,8.0,75.0,0.0,0.0,67.0,0.0,0.0,13.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,217.0,0.0,0.0,0.0,0.0,64.0,16.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,13.0,8.0,0.0,0.0,0.0,0.0,9.0,0.0,36.0,0.0,0.0,0.0,22.0,0.0,45.0,0.0,1.0,3.0,3.0,0.0,70.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.0,0.0,0.0,21.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,10.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.666666666666666
2017-01-14,55.0,13.0,43.0,15.0,,0.0,11.0,35.0,13.0,36.0,44.0,4.0,26.0,1.0,0.0,2.0,8.0,5.0,10.0,0.0,25.0,69.0,12.0,2.0,0.0,1.0,3.0,2.0,41.0,3.0,0.0,4.0,44.0,39.0,12.0,3.0,4.0,0.0,0.0,11.0,66.0,1.0,0.0,31.0,0.0,26.0,14.0,0.0,16.0,10.0,6.0,0.0,29.0,2.0,24.0,0.0,25.0,6.0,11.0,0.0,0.0,4.0,0.0,,27.0,41.0,14.0,0.0,0.0,3.0,71.0,77.0,0.0,0.0,4.0,5.0,10.0,1.0,1.0,26.0,0.0,26.0,0.0,0.0,0.0,3.0,2.0,34.0,11.0,28.0,26.0,11.0,14.311111111111112
2017-01-15,11.0,0.0,0.0,0.0,,0.0,4.0,1.0,0.0,6.0,5.0,0.0,0.0,12.0,0.0,0.0,20.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,3.0,0.0,10.0,,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,5.0,32.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,2.477777777777778
2017-01-16,3.0,0.0,0.0,0.0,,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,10.0,24.0,0.0,0.0,29.0,0.0,0.0,0.0,20.0,5.0,7.0,0.0,0.0,19.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,11.0,0.0,12.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,4.0,0.0,27.0,15.0,0.0,10.0,,8.0,0.0,0.0,4.0,0.0,0.0,101.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,6.0,2.0,8.0,7.0,0.0,1.0,0.0,0.0,16.0,4.877777777777778
2017-01-17,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14444444444444443
2017-01-18,0.0,0.0,0.0,0.0,,2.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7777777777777778
2017-01-19,4.0,0.0,4.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23333333333333334
2017-01-20,5.0,0.0,4.0,0.0,,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,14.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,6.0,1.0,0.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9666666666666667
2017-01-21,1.0,0.0,3.0,0.0,,0.0,3.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,2.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4888888888888889
2017-01-22,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-23,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223
2017-01-24,7.0,0.0,2.0,3.0,,3.0,1.0,1.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,3.0,7.0,0.0,0.0,1.0,3.0,0.0,2.0,0.0,1.0,0.0,5.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,7.0,1.0,0.0,1.0,0.0,0.0,9.0,2.0,2.0,0.0,0.0,0.0,,5.0,0.0,0.0,0.0,4.0,0.0,1.0,2.0,0.0,0.0,3.0,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,8.0,0.0,0.0,1.2333333333333334
2017-01-25,1.0,0.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3888888888888889
2017-01-26,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022222222222222223
2017-01-27,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05555555555555555
2017-01-28,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-29,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-01-30,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,19.0,14.0,0.0,0.0,0.0,0.0,41.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,8.0,1.6888888888888889
2017-01-31,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,8.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33707865168539325
