No,Station code,International code,Station name,Old station code,Launching date,Closing date,Station type,Region type,Station model,Voivodeship,City,Address,WGS84 φ N,WGS84 λ E,county,STANAME,isUrban
801,PmGdaLeczk08,PL0052A,AM8 Gdańsk Wrzeszcz,Pm.a08a,1998-10-01,,background,urban,container,pomorskie,Gdańsk,ul. Leczkowa,54.380279,18.620274,powiat Gdańsk,GDANSK,1
802,PmGdaLeczk81,PL0522A,"Gdańsk, ul. Leczkowa 1",,2008-05-01,2021-12-31,background,urban,dust collector,pomorskie,Gdańsk,ul. Leczkowa,54.380279,18.620274,powiat Gdańsk,GDANSK,1
803,PmGdaLeczkow,PL0052A,"Gdańsk, ul. Leczkowa",,1998-10-01,,background,urban,container,pomorskie,Gdańsk,ul. Leczkowa,54.380279,18.620274,powiat Gdańsk,GDANSK,1
804,PmGdaOstrz05,PL0049A,AM5 Gdańsk Szadółki,Pm.a05a,1998-05-01,2019-12-31,background,urban,container,pomorskie,Gdańsk,ul. Ostrzycka,54.328336,18.557781,powiat Gdańsk,GDANSK,1
805,PmGdaPoWie01,PL0045A,AM1 Gdańsk Śródmieście,Pm.a01a,1996-10-01,,background,urban,container,pomorskie,Gdańsk,ul. Powstańców Warszawskich,54.353336,18.635283,powiat Gdańsk,GDANSK,1
806,PmGdaPowWars,PL0045A,"Gdańsk, ul. Powstańców Warszawskich",,1996-10-01,,background,urban,container,pomorskie,Gdańsk,ul. Powstańców Warszawskich,54.353336,18.635283,powiat Gdańsk,GDANSK,1
807,PmGdaPowWiel,PL0497A,"Gdańsk, ul. Powstańców Wielkopolskich",,2010-01-01,,background,urban,dust collector,pomorskie,Gdańsk,ul. Powstańców Wielkopolskich,54.398639,18.614333,powiat Gdańsk,GDANSK,1
808,PmGdaWyzwo03,PL0047A,AM3 Gdańsk Nowy Port,Pm.a03a,1998-09-01,,background,urban,container,pomorskie,Gdańsk,ul. Wyzwolenia,54.400833,18.657497,powiat Gdańsk,GDANSK,1
809,PmGdaWyzwole,PL0047A,"Gdańsk, ul. Wyzwolenia",,1998-09-01,,background,urban,container,pomorskie,Gdańsk,ul. Wyzwolenia,54.400833,18.657497,powiat Gdańsk,GDANSK,1
810,PmGdyJozBema,PL0557A,WIOŚ Gdynia - Bema,Pm.00.w237m,2012-01-01,2019-12-31,background,urban,dust collector,pomorskie,Gdynia,ul. Bema,54.50805,18.539831,powiat Gdynia,GDYNIA,1
811,PmGdyPoreb04,PL0048A,AM4 Gdynia Pogórze,Pm.a04a,1997-03-01,,background,urban,container,pomorskie,Gdynia,ul. Porębskiego,54.560836,18.493331,powiat Gdynia,GDYNIA,1
812,PmGdyPorebsk,PL0048A,"Gdynia, ul. Porębskiego",,1997-03-01,,background,urban,container,pomorskie,Gdynia,ul. Porębskiego,54.560836,18.493331,powiat Gdynia,GDYNIA,1
813,PmGdySzaf09N,PL0520A,AM9 Gdynia Dąbrowa,Pm.a09aN,2009-12-01,,background,urban,container,pomorskie,Gdynia,ul. Szafranowa,54.465758,18.464911,powiat Gdynia,GDYNIA,1
814,PmGdySzafran,PL0520A,"Gdynia, ul. Szafranowa",,2009-12-01,,background,urban,container,pomorskie,Gdynia,ul. Szafranowa,54.465758,18.464911,powiat Gdynia,GDYNIA,1
815,PmGdyWendy10,PL0310A,AM10 Gdynia Śródmieście,Pm.a10a,2000-12-01,2019-12-31,background,urban,container,pomorskie,Gdynia,ul. Wendy,54.525274,18.536382,powiat Gdynia,GDYNIA,1
816,PmKartWejher,PL0282A,WIOŚ Kartuzy,Pm05KARTw01m,2003-02-25,2015-12-31,background,urban,in-house,pomorskie,Kartuzy,ul. Wejhera,54.334194,18.199944,powiat kartuski,KARTUZY,0
817,PmKosTargo12,PL0558A,AM12 Kościerzyna Targowa,Pm.AM12.a,2012-01-01,,background,urban,container,pomorskie,Kościerzyna,ul. Targowa,54.12069399999999,17.975861,powiat kościerski,KOSCIERZYNA,0
818,PmKosTargowa,PL0558A,"Kościerzyna, ul. Targowa",,2012-01-01,,background,urban,container,pomorskie,Kościerzyna,ul. Targowa,54.12069399999999,17.975861,powiat kościerski,KOSCIERZYNA,0
819,PmKwiSportow,PL0562A,"Kwidzyn, ul. Sportowa",,2010-06-20,,background,urban,container,pomorskie,Kwidzyn,ul. Sportowa,53.722361,18.936917,powiat kwidzyński,KWIDZYN,0
820,PmLebaRabka1,PL0004R,"Łeba, IMGW",,2000-01-01,,background,suburban,in-house,pomorskie,Łeba,Rąbka 1a,54.754139,17.534527999999998,powiat lęborski,LEBA,0
821,PmLebaRabkaE,PL0004R,IMGW Łeba - Rąbka,Pm08LEBAiEMEPa,2000-01-01,,background,suburban,in-house,pomorskie,Łeba,Rąbka 1a,54.754139,17.534527999999998,powiat lęborski,LEBA,0
822,PmLebMalcz16,PL0560A,AM16 Lębork Malczewskiego,Pm.AM16.a,2012-01-01,,background,urban,container,pomorskie,Lębork,ul. Malczewskiego,54.546167,17.746194,powiat lęborski,LEBORK,0
823,PmLebMalczew,PL0560A,"Lębork, ul. Malczewskiego",,2012-01-01,,background,urban,container,pomorskie,Lębork,ul. Malczewskiego,54.546167,17.746194,powiat lęborski,LEBORK,0
824,PmLinieKos17,PL0561A,AM17 Liniewko Kościerskie,Pm.AM17.a,2012-01-01,,background,nonurban,container,pomorskie,Liniewko Kościerskie,,54.104111,18.182972,powiat kościerski,LINIEWKO KOSCIERSKIE,0
825,PmLinieKosci,PL0561A,Liniewko Kościerskie,,2012-01-01,,background,nonurban,container,pomorskie,Liniewko Kościerskie,,54.104111,18.182972,powiat kościerski,LINIEWKO KOSCIERSKIE,0
826,PmMalMicki15,PL0559A,AM15 Malbork Mickiewicza,Pm.AM15.a,2012-01-01,,background,urban,container,pomorskie,Malbork,ul. Mickiewicza,54.031247,19.032899,powiat malborski,MALBORK,0
827,PmMalMickiew,PL0559A,"Malbork, ul. Mickiewicza",,2012-01-01,,background,urban,container,pomorskie,Malbork,ul. Mickiewicza,54.031247,19.032899,powiat malborski,MALBORK,0
828,PmSlupKniazi,PL0171A,"Słupsk, ul. Kniaziewicza",,2003-01-01,,background,urban,container,pomorskie,Słupsk,ul. Kniaziewicza 30,54.463611,17.046722,powiat Słupsk,SLUPSK,1
829,PmSlupOrzesz,PL0519A,WIOŚ Słupsk Orzeszkowej,Pm.63.wDSPm,2011-01-01,2015-12-31,background,urban,dust collector,pomorskie,Słupsk,ul. Orzeszkowej,54.475611,17.030732999999998,powiat Słupsk,SLUPSK,1
830,PmSopBiPlowc,PL0790A,"Sopot, ul. Bitwy Pod Płowcami",,2021-03-17,,background,urban,container,pomorskie,Sopot,ul. Bitwy pod Płowcami,54.43451,18.57884,powiat Sopot,SOPOT,1
831,PmSopBitPl06,PL0050A,AM6 Sopot,Pm.a06a,1998-07-01,2021-03-23,background,urban,container,pomorskie,Sopot,ul. Bitwy pod Płowcami,54.431667,18.579722,powiat Sopot,SOPOT,1
832,PmStaGdaLubi,PL0311A,POLPHARMA Starogard Gdański - Lubichowska,Pm.polpharma.01.a,2007-01-01,2017-12-31,background,urban,container,pomorskie,Starogard Gdański,ul. Lubichowska,53.965664,18.527636,powiat starogardzki,STAROGARD GDANSKI,0
833,PmTczeTarg07,PL0051A,AM7 Tczew,Pm.a07a,1998-07-01,2016-12-31,background,urban,container,pomorskie,Tczew,ul. Targowa,54.085836,18.787506,powiat tczewski,TCZEW,0
834,PmWejhPlWejh,PL0169A,WIOŚ Wejherowo - Jakuba Wejhera,Pm.15.s129m,2003-07-01,2018-12-31,background,urban,dust collector,pomorskie,Wejherowo,pl. Jakuba Wejhera 8,54.601139,18.239361,powiat wejherowski,WEJHEROWO,0
835,PmWladywHallera,PL0168A,WIOŚ Władysławowo - Hallera,Pm11WLADw07m,2004-09-23,2015-12-31,background,urban,dust collector,pomorskie,Władysławowo,ul. Hallera,54.793639,18.409944,powiat pucki,WLADYSLAWOWO,0
836,SkBuskoRzew,PL0435A,WSSE Busko Zdrój ul. Rzewuskiego,SkBuskoRzew,1993-01-04,2009-12-31,background,urban,in-house,świętokrzyskie,Busko-Zdrój,ul. Rzewuskiego 2,50.456472,20.719294,powiat buski,BUSKO-ZDROJ,0
837,SkBuskoWios,PL0436A,"WIOŚ Busko Zdrój, ul. Rzewuskiego",SkBuskoWios,2008-01-01,2009-10-23,background,urban,in-house,świętokrzyskie,Busko-Zdrój,ul. Rzewuskiego 1,50.456087,20.71942,powiat buski,BUSKO-ZDROJ,0
838,SkBuskRokosz,PL0523A,"Busko-Zdrój, ul. Rokosza",,2010-01-01,,background,urban,dust collector,świętokrzyskie,Busko-Zdrój,ul. Rokosza 1,50.453621000000005,20.71564,powiat buski,BUSKO-ZDROJ,0
839,SkChecBiaZag,PL0437A,Chęciny ul. Białego Zagłębia,SkChecBiaZag,1995-02-01,2009-11-30,background,suburban,in-house,świętokrzyskie,Chęciny,ul. Białego Zagłębia 1,50.80448,20.469887,powiat kielecki,CHECINY,0
840,SkGoluUjWody,PL0771A,"Gołuchów, Ujęcie Wody",,2020-01-01,,background,nonurban,container,świętokrzyskie,Gołuchów,Ujęcie Wody,50.621482,20.614057,powiat pińczowski,GOLUCHOW,0
841,SkJedrMieszkMOB,PL0772A,"Jędrzejów, MOBILNA",SkJedrMieszkMOB,2020-01-01,2020-12-30,background,urban,mobile,świętokrzyskie,Jędrzejów,ul. Mieszka I 9,50.643673,20.284885,powiat jędrzejowski,JEDRZEJOW,0
842,SkKielGalcz,PL0438A,WSSE Kielce ul. Gałczyńskiego,SkKielGalcz,1985-07-17,2009-12-31,background,urban,in-house,świętokrzyskie,Kielce,ul. Gałczyńskiego 7,50.883611,20.646667,powiat Kielce,KIELCE,1
843,SkKielIXWiek,,WSSE Kielce Al. IX Wieków Kielc,SkKielIXWiek,1994-01-03,2004-12-31,background,urban,in-house,świętokrzyskie,Kielce,al. IX Wieków Kielc 3,50.87594,20.629325,powiat Kielce,KIELCE,1
844,SkKielJagiel,PL0283A,"Kielce, ul. Jagiellońska",SkKielJagielWios,2010-01-01,2018-05-24,background,urban,container,świętokrzyskie,Kielce,ul. Jagiellońska 68,50.872549,20.604998,powiat Kielce,KIELCE,1
845,SkKielJagielWSSE,,WSSE Kielce ul. Jagiellońska,SkKielJagielWSSE,1974-01-14,2009-12-31,background,urban,container,świętokrzyskie,Kielce,ul. Jagiellońska 68,50.872538,20.605046,powiat Kielce,KIELCE,1
846,SkKielJurajs,PL0792A,"Kielce, ul. Jurajska",,2021-01-01,,background,urban,container,świętokrzyskie,Kielce,ul. Jurajska 7,50.887606,20.579965,powiat Kielce,KIELCE,1
847,SkKielKusoci,PL0482A,"Kielce, ul. Kusocińskiego",,2008-08-11,2021-12-31,background,suburban,dust collector,świętokrzyskie,Kielce,ul. Kusocińskiego 51,50.854218,20.602583,powiat Kielce,KIELCE,1
848,SkKielTargow,PL0704A,"Kielce, ul. Targowa",,2018-07-01,,background,urban,container,świętokrzyskie,Kielce,ul. Targowa 3,50.878998,20.633692,powiat Kielce,KIELCE,1
849,SkKielTransp,PL0173A,Kielce WIOŚ Al. IX Wieków Kielc,SkKielTransp,2002-04-05,2009-12-31,communication,urban,in-house,świętokrzyskie,Kielce,al. IX Wieków Kielc 3,50.875,20.629167,powiat Kielce,KIELCE,1
850,SkKielWarsz1,PL0793A,"Kielce, ul. Warszawska 108",,2021-01-01,,communication,urban,container,świętokrzyskie,Kielce,ul. Warszawska 108,50.886014,20.642858,powiat Kielce,KIELCE,1
851,SkKielWarsza,PL0653A,"Kielce, ul. Warszawska 210",,2015-09-29,,background,urban,dust collector,świętokrzyskie,Kielce,ul. Warszawska 210,50.894374,20.657988,powiat Kielce,KIELCE,1
852,SkKonsGranatMOB,PL0697A,"Końskie, MOBILNA",SkKonsGranatMOB,2018-01-01,2018-12-31,background,urban,mobile,świętokrzyskie,Końskie,ul. ks. Józefa Granata,51.189524,20.408892,powiat konecki,KONSKIE,0
853,SkKonskArmKr,PL0439A,WSSE Końskie ul. Armii Krajowej,SkKonskArmKr,1994-01-05,2009-12-31,background,urban,in-house,świętokrzyskie,Końskie,ul. Armii Krajowej 22,51.197886,20.412946,powiat konecki,KONSKIE,0
854,SkMalo11List,PL0596A,"Małogoszcz, ul. 11 Listopada",SkMalogCemen3,2013-01-01,2017-07-12,background,urban,in-house,świętokrzyskie,Małogoszcz,ul. 11 Listopada,50.808305,20.271141,powiat jędrzejowski,MALOGOSZCZ,0
855,SkMalogCemen,,Małogoszcz Cementownia,SkMalogCemen,2003-01-01,2009-03-01,background,nonurban,in-house,świętokrzyskie,Małogoszcz,Oczyszczalnia Ścieków Komunalnych,50.827467,20.288276,powiat jędrzejowski,MALOGOSZCZ,0
856,SkMalogCemen2,PL0525A,"Małogoszcz, ul. 11 Listopada_cem2",SkMalogCemen2,2010-01-01,2012-12-31,background,urban,in-house,świętokrzyskie,Małogoszcz,ul. 11 Listopada,50.808311,20.271165,powiat jędrzejowski,MALOGOSZCZ,0
857,SkMaloSlonec,PL0698A,"Małogoszcz, ul. Słoneczna",SkMaloSlonec,2017-10-01,,background,urban,container,świętokrzyskie,Małogoszcz,ul. Słoneczna 18,50.809563,20.266099,powiat jędrzejowski,MALOGOSZCZ,0
858,SKNowinyCemen,PL0284A,Nowiny,SKNowinyCemen,2004-02-11,2009-03-01,industrial,nonurban,container,świętokrzyskie,Sitkówka Nowiny,ul. Przemysłowa 32,50.803894,20.543278,powiat kielecki,SITKOWKA NOWINY,0
859,SkNowiParkow,PL0563A,"Nowiny, ul. Parkowa",,2010-01-01,,background,suburban,container,świętokrzyskie,Nowiny,ul. Parkowa,50.823108000000005,20.533506,powiat kielecki,NOWINY,0
860,SkOpatPartyz,PL0794A,"Opatów, ul. Partyzantów",,2021-01-01,,background,urban,mobile,świętokrzyskie,Opatów,ul. Partyzantów 13 b,50.798077,21.425467,powiat opatowski,OPATOW,0
861,SkOstrOsSlonMOB,PL0724A,"Ostrowiec Świętokrzyski, MOBILNA",SkOstrOsSlonMOB,2020-01-01,2020-12-31,background,urban,mobile,świętokrzyskie,Ostrowiec Świętokrzyski,Osiedle Słoneczne 28,50.946703,21.394492,powiat ostrowiecki,OSTROWIEC SWIETOKRZYSKI,0
862,SkOstrowKatD,,Ostrowiec Św. Kąty Denkowskie,SkOstrowKatD,1999-07-01,2005-12-31,industrial,suburban,in-house,świętokrzyskie,Ostrowiec Świętokrzyski,ul. Kąty Denkowskie,50.945917,21.462007,powiat ostrowiecki,OSTROWIEC SWIETOKRZYSKI,0
863,SkOstrowOsSl,,WSSE Ostrowiec Świętokrzyski Os. Słoneczne,SkOstrowOsSl,1994-01-03,2007-12-31,background,urban,in-house,świętokrzyskie,Ostrowiec Świętokrzyski,os. Słoneczne 43,50.945938,21.389985,powiat ostrowiecki,OSTROWIEC SWIETOKRZYSKI,0
864,SkOstrowSams,PL0285A,Ostrowiec Świętokrzyski ul. Samsonowicza,SkOstrowSams,1999-07-01,2009-02-01,industrial,suburban,in-house,świętokrzyskie,Ostrowiec Świętokrzyski,ul. Samsonowicza 2,50.948629,21.433543,powiat ostrowiecki,OSTROWIEC SWIETOKRZYSKI,0
865,SkOstrowWios,,"WIOŚ Ostrowiec Świętokrzyski, os. Słoneczne",SkOstrowWios,2004-12-14,2007-12-31,background,urban,in-house,świętokrzyskie,Ostrowiec Świętokrzyski,os. Słoneczne 43,50.945942,21.390117,powiat ostrowiecki,OSTROWIEC SWIETOKRZYSKI,0
866,SkOzarOsWzgo,PL0564A,"Ożarów, os. Wzgórze",,2012-01-01,,background,urban,dust collector,świętokrzyskie,Ożarów,os. Wzgórze 52,50.887132,21.660726,powiat opatowski,OZAROW,0
867,SkOzarowMiec,PL0286A,Mieczysławów,SkOzarowMiec,1993-01-01,2011-12-31,background,nonurban,in-house,świętokrzyskie,Mieczysławów,ul. Mieczysławów 14,50.947775,21.729241,powiat opatowski,MIECZYSLAWOW,0
868,SkOzarowOsWz,PL0287A,Ożarów Os. Wzgórze,SkOzarowOsWz,1993-01-01,2011-12-31,background,suburban,container,świętokrzyskie,Ożarów,ul. Leśna 26,50.893171,21.655157,powiat opatowski,OZAROW,0
869,SkPolaRuszcz,PL0565A,"Połaniec, ul. Ruszczańska",,2012-01-01,,background,urban,container,świętokrzyskie,Połaniec,ul. Ruszczańska 23,50.429014,21.277367,powiat staszowski,POLANIEC,0
870,SkSandomMac,PL0440A,WSSE Sandomierz ul. Maciejowskiego,SkSandomMac,2000-01-03,2009-12-31,background,urban,in-house,świętokrzyskie,Sandomierz,ul. Maciejowskiego 17,50.685,21.729167,powiat sandomierski,SANDOMIERZ,0
871,SkSandZielnaMOB,PL0795A,"Sandomierz, MOBILNA",,2021-01-01,2021-12-31,background,urban,mobile,świętokrzyskie,Sandomierz,ul. Zielna 7,50.686423,21.7291,powiat sandomierski,SANDOMIERZ,0
872,SkSkarZielnaMOB,PL0731A,"Skarżysko-Kamienna, MOBILNA",SkSkarZielnaMOB,2019-01-01,2019-12-31,background,urban,mobile,świętokrzyskie,Skarżysko-Kamienna,ul. Zielna 27,51.1211,20.880631,powiat skarżyski,SKARZYSKO-KAMIENNA,0
873,SkSkarzSlow,PL0441A,WSSE Skarżysko-Kamienna ul. Słowackiego,SkSkarzSlow,1994-01-03,2009-12-31,background,urban,in-house,świętokrzyskie,Skarżysko-Kamienna,ul. Słowackiego 25,51.114444,20.866111,powiat skarżyski,SKARZYSKO-KAMIENNA,0
874,SkSolecZdroj,PL0680A,Solec-Zdrój,,2017-01-01,,background,suburban,dust collector,świętokrzyskie,Solec Zdrój,,50.358659,20.886184,powiat buski,SOLEC ZDROJ,0
875,SkStaracMur,PL0442A,WSSE Starachowice ul. Murarska,SkStaracMur,1994-01-03,2009-12-31,background,urban,in-house,świętokrzyskie,Starachowice,ul. Murarska 14,51.050517,21.092158,powiat starachowicki,STARACHOWICE,0
876,SkStaracZlota,,"WIOŚ Starachowice, ul. Złota",SkStaracZlota,2004-12-14,2007-12-31,background,urban,in-house,świętokrzyskie,Starachowice,ul. Złota 6,51.05048,21.084699,powiat starachowicki,STARACHOWICE,0
877,SkStaraZlota,PL0566A,"Starachowice, ul. Złota",,2012-01-01,,background,urban,container,świętokrzyskie,Starachowice,ul. Złota,51.050611,21.084175,powiat starachowicki,STARACHOWICE,0
878,SkSwietKrzyz,PL0443A,Stacja ZMŚP UJK w Kielcach,SkSwKrzyzZM,2003-01-01,2021-01-01,background,nonurban,container,świętokrzyskie,Święty Krzyż,,50.86225,21.053006,powiat kielecki,SWIETY KRZYZ,0
879,SkTrzciOsiek,PL0288A,Trzcianka,SkPolanTrzc,1997-01-01,2016-09-09,background,nonurban,dust collector,świętokrzyskie,Trzcianka,Trzcianka 7,50.486298,21.394103,powiat staszowski,TRZCIANKA,0
883,SlBielKossak,PL0234A,"Bielsko-Biała, ul. Kossak-Szczuckiej",,2005-01-01,,background,urban,container,śląskie,Bielsko-Biała,ul. Kossak-Szczuckiej 19,49.813464,19.027318,powiat Bielsko-Biała,BIELSKO-BIALA,1
884,SlBielPartyz,PL0705A,"Bielsko-Biała, ul.Partyzantów",,2018-01-01,,communication,urban,container,śląskie,Bielsko-Biała,ul. Partyzantów,49.802075,19.04861,powiat Bielsko-Biała,BIELSKO-BIALA,1
885,SlBielSterni,PL0499A,"Bielsko-Biała, ul. Sternicza",,2009-12-30,,background,urban,container,śląskie,Bielsko-Biała,ul. Sternicza 4,49.806389,19.023194,powiat Bielsko-Biała,BIELSKO-BIALA,1
886,SlBytomByto_modrz,PL0020A,Bytom_modrz-WIOŚ,SlBytomByto_modrz,1994-01-01,2010-12-31,background,urban,container,śląskie,Bytom,ul. Modrzewskiego 5,50.333333,18.896111,powiat Bytom,BYTOM,1
888,SlChorzChor_bator,PL0235A,Chorzów_batory-WIOŚ,SlChorzChor_bator,2005-01-01,2010-12-31,communication,urban,container,śląskie,Chorzów,ul. Trasa A4 Dz.Batory,50.254167,18.936944,powiat Chorzów,CHORZOW,1
889,SlCiesChopin,PL0796A,"Cieszyn, ul. Chopina",,2020-12-01,,background,urban,container,śląskie,Cieszyn,ul. Chopina 37,49.755989,18.634075,powiat cieszyński,CIESZYN,0
890,SlCiesMickie,PL0236A,"Cieszyn, ul. Mickiewicza 13",SlCieszCies_13mic,2005-01-01,2019-12-31,background,urban,container,śląskie,Cieszyn,ul. Mickiewicza 13,49.738136,18.639069,powiat cieszyński,CIESZYN,0
891,SlCieszCies_dojaz,PL0289A,Cieszyn-dojazdowa-WSSE,SlCieszCies_dojaz,2005-01-01,2009-12-31,background,urban,container,śląskie,Cieszyn,ul. Dojazdowa 2,49.751667,18.6275,powiat cieszyński,CIESZYN,0
893,SlCzerKopaln,PL0597A,"Czerwionka-Leszczyny, ul. Kopalniana",,2013-12-22,,background,urban,container,śląskie,Czerwionka-Leszczyny,ul. Kopalniana,50.16385,18.659977,powiat rybnicki,CZERWIONKA-LESZCZYNY,0
894,SlCzestCzes_arkra,PL0174A,Częstochowa_ak - WIOŚ,SlCzestCzes_arkra,1992-01-01,2009-12-31,communication,urban,container,śląskie,Częstochowa,ul. Armii Krajowej 2,50.817778,19.1175,powiat Częstochowa,CZESTOCHOWA,1
898,SlCzestoArmK,PL0526A,"Częstochowa, ul. AK/Jana Pawła II",,2010-01-01,,communication,urban,container,śląskie,Częstochowa,ul. Armii Krajowej 2,50.817217,19.118997,powiat Częstochowa,CZESTOCHOWA,1
899,SlCzestoBacz,PL0184A,"Częstochowa, ul. Baczyńskiego",,1992-01-01,,background,urban,container,śląskie,Częstochowa,ul. Baczyńskiego 2,50.836389,19.130111,powiat Częstochowa,CZESTOCHOWA,1
900,SlCzestoZana,PL0498A,"Częstochowa, ul. Zana",,2010-01-01,,background,urban,container,śląskie,Częstochowa,ul. Zana 6,50.801918,19.106961,powiat Częstochowa,CZESTOCHOWA,1
901,SlDabro1000L,PL0237A,"Dąbrowa Górnicza, ul. Tysiąclecia 25a",SlDabroDabr_1000L,2005-01-01,,background,urban,container,śląskie,Dąbrowa Górnicza,ul. 1000-lecia 25 a,50.329111,19.231222,powiat Dąbrowa Górnicza,DABROWA GORNICZA,1
904,SlDabroTysia,PL0237A,"Dąbrowa Górnicza, ul. Tysiąclecia",,2005-01-01,,background,urban,container,śląskie,Dąbrowa Górnicza,ul. Tysiąclecia 25 a,50.329111,19.231222,powiat Dąbrowa Górnicza,DABROWA GORNICZA,1
905,SlGliwicMewy,PL0238A,"Gliwice, ul. Mewy",,2005-01-01,,background,urban,container,śląskie,Gliwice,ul. Mewy 34,50.279481,18.655736,powiat Gliwice,GLIWICE,1
907,SlGoczaUzdroMOB,PL0742A,"Goczałkowice Zdrój, ul. Parkowa",,2019-04-22,,background,suburban,mobile,śląskie,Goczałkowice-Zdrój,ul. Parkowa,49.93785,18.975594,powiat pszczyński,GOCZALKOWICE-ZDROJ,0
908,SlGodGliniki,PL0527A,"Godów, ul. Gliniki",,2009-09-07,,background,nonurban,container,śląskie,Godów,ul. Gliniki,49.921875,18.471278,powiat wodzisławski,GODOW,0
909,SlJastrJast_harce,PL0444A,Jastrzębie_harcer-WSSE,SlJastrJast_harce,1992-01-01,2009-12-31,background,urban,container,śląskie,Jastrzębie-Zdrój,ul. Harcerska 14b,49.952222,18.610278,powiat Jastrzębie-Zdrój,JASTRZEBIE-ZDROJ,1
910,SlJaworJawo_poczt,PL0445A,Jaworzno_pocztowa-WSSE,SlJaworJawo_poczt,2005-01-01,2009-12-31,background,urban,container,śląskie,Jaworzno,ul. Pocztowa 7,50.202222,19.277222,powiat Jaworzno,JAWORZNO,1
911,SlKatoKossut,PL0008A,"Katowice, ul. Kossutha",,1992-01-01,,background,urban,container,śląskie,Katowice,ul. Kossutha 6,50.264611,18.975028,powiat Katowice,KATOWICE,1
912,SlKatoPlebA4,PL0567A,"Katowice, ul. Plebiscytowa/A4",,2011-01-01,,communication,urban,container,śląskie,Katowice,Al. Górnośląska,50.246795,19.019469,powiat Katowice,KATOWICE,1
913,SlKatowKato_racib,PL0022A,Katowice_raciborska-WSSE,SlKatowKato_racib,2005-01-01,2009-12-31,background,urban,container,śląskie,Katowice,ul. Raciborska 39,50.255278,19.004167,powiat Katowice,KATOWICE,1
916,SlKnurJedNar,PL0483A,"Knurów, ul. Jedności Narodowej",,2009-04-29,,background,urban,container,śląskie,Knurów,ul. Jedności Narodowej 5,50.233167,18.655722,powiat gliwicki,KNUROW,0
919,SlLublPiasko,PL0290A,"Lubliniec, ul. Piaskowa",SlLubliLubl_piask,2005-01-01,2018-12-31,background,urban,container,śląskie,Lubliniec,ul. Piaskowa 56,50.658357,18.69622,powiat lubliniecki,LUBLINIEC,0
920,SlLublSzymal,PL0707A,"Lubliniec, ul. ks. Szymały",,2018-09-01,,background,urban,container,śląskie,Lubliniec,ul. Ks. Płk. Jana Szymały 3,50.675693,18.682065,powiat lubliniecki,LUBLINIEC,0
921,SlMiastMias_norwi,PL0447A,Miasteczko ŚL._norwida-WSSE,SlMiastMias_norwi,2005-01-01,2009-12-31,background,urban,container,śląskie,Miasteczko Śląskie,ul. Norwida,50.489722,18.918333,powiat tarnogórski,MIASTECZKO SLASKIE,0
925,SlMyszMiedzi,PL0484A,"Myszków, ul. Miedziana",,2008-01-01,,background,urban,container,śląskie,Myszków,ul. Miedziana 3,50.579733,19.3267,powiat myszkowski,MYSZKOW,0
928,SlPszczBoged,PL0528A,"Pszczyna, ul. Bogedaina",,2009-12-30,,background,urban,container,śląskie,Pszczyna,ul. Bogedaina,49.972177,18.947218,powiat pszczyński,PSZCZYNA,0
929,SlRaciborzWPMOB,PL0759A,"Racibórz, Wojska Polskiego",,2019-06-01,,background,urban,mobile,śląskie,Racibórz,ul. Wojska Polskiego 8,50.091142,18.216261,powiat raciborski,RACIBORZ,0
931,SlRacibRaci_studz,PL0291A,Racibórz_studzienna-WIOŚ,SlRacibRaci_studz,2005-01-01,2010-12-31,background,urban,container,śląskie,Racibórz,ul. Studzienna St. IMGW,50.060833,18.191111,powiat raciborski,RACIBORZ,0
933,SlRudasRuda_1maja,,RudaŚl_1maja_WIOŚ,SlRudasRuda_1maja,1992-01-01,2013-12-31,background,urban,NO DATA,śląskie,Ruda Śląska,ul. 1 Maja 318,50.271944,18.863056,powiat Ruda Śląska,RUDA SLASKA,1
934,SlRybniBorki,PL0239A,"Rybnik, ul. Borki",,2005-01-01,,background,urban,container,śląskie,Rybnik,ul. Borki 37 d,50.111181,18.516139000000003,powiat Rybnik,RYBNIK,1
936,SlRybniRybn_szafr,PL0448A,Rybnik_szafr-WSSE,SlRybniRybn_szafr,1992-01-01,2009-12-31,background,urban,container,śląskie,Rybnik,ul. Szafranka 7,50.095556,18.5475,powiat Rybnik,RYBNIK,1
937,SlSosnoLubel,PL0529A,"Sosnowiec, ul. Lubelska",,2010-04-01,,background,urban,container,śląskie,Sosnowiec,ul. Lubelska 51,50.285956,19.184399,powiat Sosnowiec,SOSNOWIEC,1
938,SlSosnoSosn_narut,PL0041A,Sosnowiec_narut-WIOŚ/WSSE,SlSosnoSosn_narut,1992-01-01,2008-02-29,background,urban,container,śląskie,Sosnowiec,ul. Narutowicza,50.273889,19.146956,powiat Sosnowiec,SOSNOWIEC,1
939,SlTarnoLitew,PL0530A,"Tarnowskie Góry, ul. Litewska",,2010-01-01,,background,urban,container,śląskie,Tarnowskie Góry,ul. Litewska 6,50.444736,18.829639,powiat tarnogórski,TARNOWSKIE GORY,0
940,SlTychyTolst,PL0240A,"Tychy, ul. Tołstoja",,2005-01-01,,background,urban,container,śląskie,Tychy,ul. Tołstoja 1,50.099903000000005,18.990236,powiat Tychy,TYCHY,1
