No,Station code,International code,Station name,Old station code,Launching date,Closing date,Station type,Region type,Station model,Voivodeship,City,Address,WGS84 φ N,WGS84 λ E,county
967,WmElblagWSSE_Zajchow,PL0456A,Elblag - GSSE - Zajchowskiego,WmElblagWSSE_Zajchow,2003-01-01,2009-12-31,background,urban,in-house,WARMIŃSKO-MAZURSKIE,Elbląg,ul. Zajchowskiego,54.164722,19.415833,
968,WmElk_WSSE_Toru,PL0457A,Elk-PSSE-Torunska,WmElk_WSSE_Toru,2003-01-03,2009-12-31,background,urban,in-house,WARMIŃSKO-MAZURSKIE,Ełk,ul. Toruńska 6A/1,53.831389,22.350278,powiat ełcki
969,WmElkStadion,PL0681A,"Ełk, ul. Piłsudskiego",,2017-01-01,,background,urban,container,WARMIŃSKO-MAZURSKIE,Ełk,ul. Piłsudskiego 27,53.828389,22.348338000000002,powiat ełcki
970,WmElkWIOS_PM10,,Ełk - ul. Toruńska - WIOŚ PM10,WmElkWIOS_PM10,2005-03-01,2008-02-29,background,urban,in-house,WARMIŃSKO-MAZURSKIE,Ełk,ul. Toruńska 8 A,53.831389,22.350278,powiat ełcki
971,WmGizyckWIOS_Wodoc,PL0485A,WIOŚ Giżycko ul.Wodociągowa,WmGizyckWIOS_Wodoc,2009-01-01,2009-12-31,background,urban,in-house,WARMIŃSKO-MAZURSKIE,Giżycko,ul. Wodociągowa,54.0425,21.781389,powiat giżycki
972,WmGizyckWSSE_Suwals,PL0458A,Gizycko-PSSE-Suwalska,WmGizyckWSSE_Suwals,2003-01-03,2009-12-31,background,urban,in-house,WARMIŃSKO-MAZURSKIE,Giżycko,ul. Suwalska 3,54.036389,21.786389,powiat giżycki
973,WmGlitajn,PL0654A,WIOŚ Glitajny,WmGlitajn,2015-04-07,2021-02-22,industrial,suburban,dust collector,WARMIŃSKO-MAZURSKIE,Glitajny,,54.184728,21.152914000000003,powiat kętrzyński
974,WmGoldJacwie,PL0312A,"Gołdap, ul. Jaćwieska",,2005-06-07,,background,urban,container,WARMIŃSKO-MAZURSKIE,Gołdap,ul. Jaćwieska 17,54.305907999999995,22.307681,powiat gołdapski
975,WmGoldUzdrowMOB,PL0750A,WIOŚ Gołdap-Uzdrowisko,WmGoldUzdrowMOB,2019-01-01,2019-12-31,background,urban,mobile,WARMIŃSKO-MAZURSKIE,Gołdap,Promenada Zdrojowa 20,54.328176,22.332173,powiat gołdapski
976,WmIlawAnders,PL0598A,"Iława, ul.Andersa",,2013-01-01,,background,urban,dust collector,WARMIŃSKO-MAZURSKIE,Iława,Andersa 8a,53.587872999999995,19.564908,powiat iławski
977,WmIlawaWSSE_Anders,PL0459A,Ilawa-PSSE-Andersa,WmIlawaWSSE_Anders,2003-01-03,2009-12-31,background,urban,in-house,WARMIŃSKO-MAZURSKIE,Iława,ul. Andersa 8,53.586943999999995,19.583333,powiat iławski
978,WmKetrzWSSE_Pilsud,PL0460A,Ketrzyn-PSSE-Piłsudskiego,WmKetrzWSSE_Pilsud,2003-01-03,2009-12-31,background,urban,in-house,WARMIŃSKO-MAZURSKIE,Kętrzyn,pl. Piłsudskiego,54.07833299999999,21.371944,powiat kętrzyński
979,WmKorszeR,PL0655A,WIOŚ Korsze,WmKorszeR,2014-09-04,2017-03-30,background,urban,dust collector,WARMIŃSKO-MAZURSKIE,Korsze,Reymonta 2,54.170325,21.13505,powiat kętrzyński
980,WmMragowWSSE_Krolew,,Mragowo-WSSE-Krolewiecka,WmMragowWSSE_Krolew,2003-01-03,2004-12-31,background,urban,in-house,WARMIŃSKO-MAZURSKIE,Mrągowo,ul. Królewiecka 60b,53.874444,21.303611,powiat mrągowski
981,WmMragParkow,PL0296A,WIOŚ Mrągowo ul. Parkowa,WmMragowWIOS_Parkowa,2005-08-01,2016-12-31,background,urban,container,WARMIŃSKO-MAZURSKIE,Mrągowo,ul. Parkowa,53.866133,21.296122,powiat mrągowski
982,WmNiTraugutt,PL0531A,"Nidzica, ul.Traugutta",,2009-03-27,,background,urban,dust collector,WARMIŃSKO-MAZURSKIE,Nidzica,ul. Traugutta,53.361112,20.422045999999998,powiat nidzicki
983,WmOlsPuszkin,PL0175A,"Olsztyn, ul. Puszkina",,2004-06-01,,background,urban,container,WARMIŃSKO-MAZURSKIE,Olsztyn,ul. Puszkina 16,53.789232999999996,20.486075,
984,WmOlsztyWSSE_Niepodl,PL0461A,Olsztyn - WSSE - Niepodległości,WmOlsztyWSSE_Niepodl,2003-01-01,2009-12-31,background,urban,in-house,WARMIŃSKO-MAZURSKIE,Olsztyn,ul. Niepodległości,53.770832999999996,20.49,
985,WmOlsztyWSSE_Zolnier,PL0297A,Olsztyn - WSEE Żołnierska,WmOlsztyWSSE_Zolnier,2003-01-01,2009-12-31,background,urban,in-house,WARMIŃSKO-MAZURSKIE,Olsztyn,ul. Żołnierska,53.770832999999996,20.49,
986,WmOstrChrobr,PL0176A,WIOŚ Ostróda ul. Chrobrego,WmOstrodWIOS_Chrobre,2004-06-01,2016-12-31,background,urban,container,WARMIŃSKO-MAZURSKIE,Ostróda,ul. Chrobrego 3,53.692468999999996,19.969778,powiat ostródzki
987,WmOstrodWSSE_Czarnec,PL0462A,Ostroda-PSSE-Czarneckiego,WmOstrodWSSE_Czarnec,2003-01-03,2009-12-31,background,urban,in-house,WARMIŃSKO-MAZURSKIE,Ostróda,ul. Czarneckiego,53.696111,19.963333,powiat ostródzki
988,WmOstrPilsud,PL0682A,"Ostróda, ul. Piłsudskiego",,2017-01-01,,background,urban,container,WARMIŃSKO-MAZURSKIE,Ostróda,Piłsudskiego 4,53.694587,19.969041,powiat ostródzki
989,WmPuszczaBor,PL0005R,"Diabla Góra, Puszcza Borecka",,1994-01-01,,background,nonurban,distributed,WARMIŃSKO-MAZURSKIE,Diabla Góra,Diabla Góra,54.124818999999995,22.038056,powiat giżycki
990,WmSzczytWSSE_Sklodow,PL0463A,Szczytno-PSSE-Skłodowskiej,WmSzczytWSSE_Sklodow,2003-01-03,2009-12-31,background,urban,in-house,WARMIŃSKO-MAZURSKIE,Szczytno,ul. Curie Skłodowskiej,53.565278,20.988889,powiat szczycieński
991,WpBoroDrapal,PL0573A,"Borówiec, ul. Drapałka",,2011-01-01,,background,nonurban,container,WIELKOPOLSKIE,Borówiec,ul. Drapałka 4,52.276794,17.074114,powiat poznański
992,WpChodziez57196,,Chodzież ul. Reymonta 12,WpChodziez57196,2003-01-01,2004-12-31,background,urban,in-house,WIELKOPOLSKIE,Chodzież,ul. Reymonta 12,-999.0,-999.0,
993,WpGniePaczko,PL0569A,"Gniezno, ul. Paczkowskiego",,2011-01-01,,background,urban,dust collector,WIELKOPOLSKIE,Gniezno,ul. Paczkowskiego,52.539861,17.611960999999997,powiat gnieźnieński
994,WpGniezno63302,,"Gniezno, ul. Jana Pawła II 2",WpGniezno63302,2003-01-01,2004-12-31,background,urban,in-house,WIELKOPOLSKIE,Gniezno,ul. Jana Pawła II 2,-999.0,-999.0,
995,WpGnieznoPM10,PL0177A,"Gniezno, ul Jana Pawła II 2PM10",WpGnieznoPM10,2004-04-01,2011-05-31,background,urban,NO DATA,WIELKOPOLSKIE,Gniezno,ul. Jana Pawła II 2,52.536111,17.605278,powiat gnieźnieński
996,WpGostyn41153,,"Gostyń, ul. K. Marcinkowskiego 8/9",WpGostyn41153,2003-04-22,2004-12-31,background,urban,in-house,WIELKOPOLSKIE,Gostyń,ul. K. Marcinkowskiego 8/9,-999.0,-999.0,
997,WpJarocin25218,,"Jarocin, ul. Wąska 2",WpJarocin25218,2003-04-14,2004-12-31,background,urban,in-house,WIELKOPOLSKIE,Jarocin,ul. Wąska 2,-999.0,-999.0,
998,WpKaliSawick,PL0503A,"Kalisz, ul. Wyszyńskiego",,2010-01-01,,background,urban,container,WIELKOPOLSKIE,Kalisz,ul. Wyszyńskiego,51.748103,18.049310000000002,
999,WpKalisz25001,,"Kalisz, ul. Serbinowska 5",WpKalisz25001,2003-04-14,2004-12-31,background,urban,in-house,WIELKOPOLSKIE,Kalisz,ul. Serbinowska 5,-999.0,-999.0,
1000,WpKalisz25002,,"Kalisz, ul. Nowy Świat 2a",WpKalisz25002,2003-04-14,2005-12-31,background,urban,in-house,WIELKOPOLSKIE,Kalisz,ul. Nowy Świat 2a,-999.0,-999.0,
1001,WpKaliszMajkow,PL0464A,"Kalisz, ul. Tuwima 4",WpKaliszMajkow,2003-04-25,2009-12-31,background,urban,in-house,WIELKOPOLSKIE,Kalisz,ul. Tuwima 4,51.775,18.080556,
1002,WpKaliszPM10,PL0178A,"Kalisz, ul. Nowy Świat 2aPM10",WpKaliszPM10,2007-01-01,2009-12-31,background,urban,NO DATA,WIELKOPOLSKIE,Kalisz,ul. Nowy Świat 2a,51.757222,18.086667000000002,
1003,WpKaliszRynek251010,,"Kalisz, Rynek Główny",WpKaliszRynek251010,2003-04-25,2004-12-31,background,urban,in-house,WIELKOPOLSKIE,Kalisz,ul. Rynek Główny 20,-999.0,-999.0,
1004,WpKolo31186,,"Koło, ul. Sportowa",WpKolo31186,2003-04-14,2004-12-31,background,urban,in-house,WIELKOPOLSKIE,Koło,ul. Sportowa,-999.0,-999.0,
1005,WpKonin31017,,"Konin, ul. Wieniawskiego 8",WpKonin31017,2003-04-25,2004-12-31,background,urban,container,WIELKOPOLSKIE,Konin,ul. Wieniawskiego 8,-999.0,-999.0,
1006,WpKonin31018,,"Konin, ul. Leśna 23",WpKonin31018,2003-04-14,2004-12-31,background,urban,in-house,WIELKOPOLSKIE,Konin,ul. Leśna 21,-999.0,-999.0,
1007,WpKoninStaszica,,"Konin, ul. Staszica 16",WpKoninStaszica,2004-03-01,2005-12-31,background,urban,in-house,WIELKOPOLSKIE,Konin,ul. Staszica 16,-999.0,-999.0,
1008,WpKoniWyszyn,PL0031A,"Konin, ul. Wyszyńskiego",,2003-03-03,,background,urban,container,WIELKOPOLSKIE,Konin,ul. Wyszyńskiego 3,52.225633,18.269036,
1009,WpKoscian41251,,"Kościan, ul Piaskowa 42a",WpKoscian41251,2003-04-22,2004-12-31,background,urban,in-house,WIELKOPOLSKIE,Kościan,ul. Piaskowa 42a,-999.0,-999.0,
1010,WpKozieosLes,PL0700A,"Koziegłowy, os.Leśne",,2018-01-01,,background,urban,container,WIELKOPOLSKIE,Koziegłowy,osiedle Leśne 22,52.44933100000001,16.999682999999997,powiat poznański
1011,WpKrotoszyn25315,,"Krotoszyn, ul. Floriańska 10",WpKrotoszyn25315,2003-04-14,2005-12-31,background,urban,in-house,WIELKOPOLSKIE,Krotoszyn,ul. Floriańska 10,-999.0,-999.0,
1012,WpLeszKiepur,PL0570A,"Leszno, ul. Kiepury",,2011-11-01,,background,urban,dust collector,WIELKOPOLSKIE,Leszno,ul. Kiepury,51.840461,16.605044,
1013,WpLeszno411000,PL0465A,"Leszno, ul Paderewskiego 8",WpLeszno411000,2003-01-01,2011-10-31,background,urban,container,WIELKOPOLSKIE,Leszno,ul. Paderewskiego,51.847778000000005,16.574722,
1014,WpLeszno41501,,"Leszno, ul. Krótka 5",WpLeszno41501,2003-04-22,2004-12-31,background,urban,in-house,WIELKOPOLSKIE,Leszno,ul. Krótka 5,-999.0,-999.0,
1015,WpLesznoOkrezna,,"Leszno, ul. Okrężna",WpLesznoOkrezna,2005-01-01,2005-12-31,background,urban,in-house,WIELKOPOLSKIE,Leszno,ul. Okrężna,51.492653000000004,16.345727,powiat lubiński
1016,WpLubon63217,,"Luboń, ul. Powstańców Wlkp 42",WpLubon63217,2003-01-02,2005-12-31,background,urban,in-house,WIELKOPOLSKIE,Luboń,ul. Powstańców Wlkp,-999.0,-999.0,
1017,WpMosinaCzer,PL0798A,"Mosina, ul. Czereśniowa",,2020-11-16,,background,urban,container,WIELKOPOLSKIE,Mosina,ul. Czereśniowa,52.241136,16.864936,powiat poznański
1018,WpNoTomSzpit,PL0571A,"Nowy Tomyśl, ul. Sienkiewicza",,2012-01-01,,background,urban,dust collector,WIELKOPOLSKIE,Nowy Tomyśl,ul. Szpitalna,52.316728000000005,16.141903,powiat nowotomyski
1019,WpNoweSkalmierzyce,,"Nowe Skalmierzyce, ul. Okólna 8",WpNoweSkalmierzyce,2002-06-01,2003-12-18,background,urban,in-house,WIELKOPOLSKIE,Nowe Skalmierzyce,ul. Okólna 8,-999.0,-999.0,
1020,WpNTomysl63700,,"Nowy Tomyśl, ul. Poznańska 30",WpNTomysl63700,2003-01-01,2004-12-31,background,urban,in-house,WIELKOPOLSKIE,Nowy Tomyśl,ul. Poznańska,-999.0,-999.0,
1021,WpOborniki63,,Oborniki,WpOborniki63,2004-02-01,2004-12-31,background,urban,in-house,WIELKOPOLSKIE,Oborniki,ul. Piłsudskiego 76,-999.0,-999.0,
1022,WpOdolanow,,Odolanów,WpOdolanow,2004-01-01,2004-12-31,background,urban,in-house,WIELKOPOLSKIE,Odolanów,ul. Krotoszyńska 121,-999.0,-999.0,
1023,WpOpatowek,,Opatówek,WpOpatowek,2005-01-01,2005-12-31,background,urban,in-house,WIELKOPOLSKIE,Opatówek,,51.442521,18.125621,powiat ostrzeszowski
1024,WpOstrowWlkp.25103,,"Ostrów Wlkp.,ul. Rowińskiego 3",WpOstrowWlkp.25103,2003-04-14,2005-12-31,background,urban,in-house,WIELKOPOLSKIE,Ostrów Wielkopolski,ul. Rowińskiego 3,-999.0,-999.0,
1025,WpOstWieWyso,PL0179A,"Ostrów Wielkopolski, ul. Wysocka",,2004-09-03,,background,urban,dust collector,WIELKOPOLSKIE,Ostrów Wielkopolski,ul. Wysocka 57,51.637575,17.823156,powiat ostrowski
1026,WpPiaskiKrzy,PL0247A,"Piaski, Krzyżówka",,2005-01-01,,background,nonurban,container,WIELKOPOLSKIE,Krzyżówka,Piaski 10,52.501389,17.773464,powiat gnieźnieński
1027,WpPila57192,,"Piła, ul. Okrzei 8",WpPila57192,2003-04-22,2004-12-31,background,urban,in-house,WIELKOPOLSKIE,Piła,ul. Okrzei 8,-999.0,-999.0,
1028,WpPilaKusoci,PL0468A,"Pila, ul. Kusocińskiego",,2003-01-01,,background,urban,container,WIELKOPOLSKIE,Piła,ul. Kusocińskiego,53.154408,16.759572,powiat pilski
1029,WpPleszAlMic,PL0624A,"Pleszew, Al. Mickiewicza",,2014-11-24,,background,urban,dust collector,WIELKOPOLSKIE,Pleszew,al. Mickiewicza,51.884921999999996,17.791106,powiat pleszewski
1030,WpPoznan63003,,"Poznań, ul. Rycerska 10",WpPoznan63003,2003-04-22,2004-12-31,background,urban,in-house,WIELKOPOLSKIE,Poznań,ul. Rycerska 10,-999.0,-999.0,
1031,WpPoznan63043,,"Poznań, ul. Polna 33",WpPoznan63043,2003-04-22,2004-12-31,background,urban,in-house,WIELKOPOLSKIE,Poznań,ul. Polna 33,-999.0,-999.0,
1032,WpPoznan63047,,"Poznań, os. Armii Krajowej 100",WpPoznan63047,2003-01-01,2004-12-31,background,urban,in-house,WIELKOPOLSKIE,Poznań,os. Armii Krajowej,-999.0,-999.0,
1033,WpPoznan63097,,"Poznań, ul. Kościuszki 118",WpPoznan63097,2003-01-02,2004-12-31,background,urban,in-house,WIELKOPOLSKIE,Poznań,ul. Kościuszki,-999.0,-999.0,
1034,WpPoznan63099,,"Poznan, ul. Słowiańska 78",WpPoznan63099,2003-01-02,2004-12-31,background,urban,in-house,WIELKOPOLSKIE,Poznań,ul. Słowiańska,-999.0,-999.0,
1035,WpPoznan63117,,"Poznań, ul. Kościuszki 92/98",WpPoznan63117,2003-01-01,2004-12-31,background,urban,container,WIELKOPOLSKIE,Poznań,ul. Kościuszki 92/98,-999.0,-999.0,
1036,WpPoznan63123,,"Poznan, ul. Chłapowskiego 12",WpPoznan63123,2003-01-02,2004-12-31,background,urban,in-house,WIELKOPOLSKIE,Poznań,ul. Chłapowskiego 12,-999.0,-999.0,
1037,WpPoznanPM10szpital,PL0180A,"Poznan, ul. 28czerwca1956",WpPoznanPM10szpital,2004-04-01,2009-12-31,background,urban,NO DATA,WIELKOPOLSKIE,Poznań,ul. 28 Czerwca 1956 135/147,52.389444,16.920833,
1038,WpPoznChwial,PL0572A,"Poznan, ul. Chwialkowskiego",WpPoznanPOSIRPM10/11,2012-01-01,,background,urban,dust collector,WIELKOPOLSKIE,Poznań,ul. Chwiałkowskiego,52.392967,16.928428,
1039,WpPoznDabrow,PL0245A,"Poznań, ul. Dąbrowskiego",,2005-01-01,,background,urban,container,WIELKOPOLSKIE,Poznań,ul. Dąbrowskiego 169,52.420319,16.877289,
1040,WpPoznPolank,PL0244A,"Poznań, ul. Polanka",,2005-01-01,2022-07-29,background,urban,container,WIELKOPOLSKIE,Poznań,ul. Polanka,52.398175,16.959519,
1041,WpPoznRatajeMOB,PL0713A,Poznań - RatajeMOB,WpPoznRatajeMOB,2019-01-01,2021-02-28,background,urban,mobile,WIELKOPOLSKIE,Poznań,Żelazna,52.391728,16.998578,
1042,WpPoznSpycha,PL0572A,"Poznań, ul. Spychalskiego",,2012-01-01,,background,urban,dust collector,WIELKOPOLSKIE,Poznań,ul. Spychalskiego,52.392967,16.928428,
1043,WpPoznSzyman,PL0181A,"Poznań, ul. Szymanowskiego",,2004-04-01,,background,urban,dust collector,WIELKOPOLSKIE,Poznań,ul. Szymanowskiego 17,52.459192,16.9062,
1044,WpRawicz41303,,"Rawicz, Wały Dąbrowskiego 2",WpRawicz41303,2003-04-22,2004-12-31,background,urban,in-house,WIELKOPOLSKIE,Rawicz,ul. Wały Dąbrowskiego 2,-999.0,-999.0,
1045,WpSwarzedz,,"Swarzędz, ul. Mielżyńskiego 1",WpSwarzedz,2005-01-01,2005-12-31,background,urban,in-house,WIELKOPOLSKIE,Swarzędz,ul. Mielżyńskiego 1,-999.0,-999.0,
1046,WpSwarzedz63224,,"Swarzędz, ul. A.Mickiewicza 1",WpSwarzedz63224,2003-01-01,2005-12-31,background,urban,in-house,WIELKOPOLSKIE,Swarzędz,ul. A.Mickiewicza,52.244133000000005,17.044071,powiat poznański
1047,WpSzamotKollMOB,PL0801A,"Szamotuły, ul. Kołłątaja",,2021-03-01,,background,urban,mobile,WIELKOPOLSKIE,Szamotuły,ul. Kołłątaja,52.612277,16.58815,powiat szamotulski
1048,WpSzamotuly63602,,"Szamotuły, ul. Dworcowa 28",WpSzamotuly63602,2003-01-01,2004-12-31,background,urban,in-house,WIELKOPOLSKIE,Szamotuły,ul. Dworcowa,-999.0,-999.0,
1049,WpTarPodZach,PL0532A,"Tarnowo Podgórne, ul. Zachodnia",,2010-01-01,2022-08-10,background,suburban,dust collector,WIELKOPOLSKIE,Tarnowo Podgórne,ul. Zachodnia,52.467406999999994,16.645903,powiat poznański
1050,WpTurek31046,,"Turek, ul. Uniejowska 1a",WpTurek31046,2003-04-22,2004-12-31,background,urban,in-house,WIELKOPOLSKIE,Turek,ul. Uniejowska 1a,-999.0,-999.0,
1051,WpWagrowiec57203,,"Wągrowiec, ul. Krótka 4",WpWagrowiec57203,2003-04-22,2004-12-31,background,urban,in-house,WIELKOPOLSKIE,Wągrowiec,ul. Krótka 4,-999.0,-999.0,
1052,WpWagrowLipo,PL0533A,"Wągrowiec, ul. Lipowa",,2010-01-01,,background,urban,dust collector,WIELKOPOLSKIE,Wągrowiec,ul. Lipowa,52.815539,17.208060999999997,powiat wągrowiecki
1053,WpWKP003,PL0246A,WKPMscigniew,WpWKP003,2005-01-01,2010-10-31,background,nonurban,container,WIELKOPOLSKIE,Mścigniew,,51.894721999999994,16.296944,powiat leszczyński
1054,WpWKP008,,WKPKalisz-Nowy Swiat,WpWKP008,2004-04-01,2009-12-31,background,urban,container,WIELKOPOLSKIE,Kalisz,ul. Nowy Swiat,-999.0,-999.0,
1055,WpWKP009,,WKPPiotrkowice09,WpWKP009,2009-01-01,2014-01-01,background,nonurban,container,WIELKOPOLSKIE,Piotrkowice,,52.353806,18.345576,powiat koniński
1056,WpWKP010,,WpWKPAdamów10,WpWKP010,2009-01-01,2014-12-18,background,nonurban,container,WIELKOPOLSKIE,Adamów,,52.153849,18.362573,powiat koniński
1057,WpWrzesnia63346,,"Września, ul. Legii Wrzesińskiej 22",WpWrzesnia63346,2003-01-01,2005-12-31,background,urban,in-house,WIELKOPOLSKIE,Września,ul. Legii Wrzesińskiej,-999.0,-999.0,
1058,ZpGolGoleniowWSSE,,Goleniów,ZpGolGoleniowWSSE,1992-01-01,2005-01-01,background,urban,in-house,ZACHODNIOPOMORSKIE,Goleniów,ul. Pocztowa 36,53.5635,14.833255,powiat goleniowski
1059,ZpGryfGryfinoDO,PL0469A,Gryfino,ZpGryfGryfinoDO,2004-01-01,2012-01-01,background,urban,container,ZACHODNIOPOMORSKIE,Gryfino,ul. Słowackiego,53.248332999999995,14.493610999999998,powiat gryfiński
1060,ZpGryficeWSSE,,Gryfice,ZpGryficeWSSE,1992-01-01,2003-12-31,background,urban,in-house,ZACHODNIOPOMORSKIE,Gryfice,ul. 11 Listopada,53.912569999999995,15.1929,powiat gryficki
1061,ZpGryfinoWSSE,,Gryfino_Flisacza,ZpGryfinoWSSE,1992-01-01,2003-12-31,background,urban,in-house,ZACHODNIOPOMORSKIE,Gryfino,ul. Flisacza 6,53.26189599999999,14.493203,powiat gryfiński
1062,ZpGryfMarwiceDO,PL0314A,Marwice,ZpGryfMarwiceDO,2008-01-01,2012-01-01,background,nonurban,container,ZACHODNIOPOMORSKIE,Marwice,,53.165,14.413889000000001,powiat gryfiński
1063,ZpGryfStokiDO,PL0470A,Stoki,ZpGryfStokiDO,2004-01-01,2012-01-01,background,nonurban,container,ZACHODNIOPOMORSKIE,Stoki,,52.946943999999995,14.342222,powiat gryfiński
1064,ZpKamKamienPWSSE,PL0471A,Kamień Pomorski,ZpKamKamienPWSSE,1992-01-01,2010-01-01,background,urban,in-house,ZACHODNIOPOMORSKIE,Kamień Pomorski,ul. Wolińska 7,53.961890000000004,14.775139999999999,powiat kamieński
1065,ZpKolKasprowMOB,PL0802A,Kołobrzeg_KasprowiczaMOB,,2021-01-12,2021-12-21,background,urban,mobile,ZACHODNIOPOMORSKIE,Kołobrzeg,ul. Jana Kasprowicza,54.182603,15.579935999999998,powiat kołobrzeski
1066,ZpKolKolobrzegWSSE,PL0472A,KołobrzegWSSE,ZpKolKolobrzegWSSE,2004-02-24,2010-01-01,background,urban,in-house,ZACHODNIOPOMORSKIE,Kołobrzeg,ul. Zdrojowa 3,54.183299,15.568399,powiat kołobrzeski
1067,ZpKolobrzegWSSE_1,,KołobrzegWSSE_1,ZpKolobrzegWSSE_1,1992-01-01,2003-09-18,background,urban,in-house,ZACHODNIOPOMORSKIE,Kołobrzeg,ul. Rodziewiczówny 13a,54.184861,15.562999,powiat kołobrzeski
1068,ZpKolobrzegWSSE_2,,KołobrzegWar,ZpKolobrzegWSSE_2,1992-01-01,2003-12-31,background,urban,in-house,ZACHODNIOPOMORSKIE,Kołobrzeg,ul. Waryńskiego,54.180105000000005,15.572320999999999,powiat kołobrzeski
1069,ZpKolZolkiew,PL0702A,"Kołobrzeg, ul. Żółkiewskiego",,2018-01-01,,background,urban,dust collector,ZACHODNIOPOMORSKIE,Kołobrzeg,ul. Żółkiewskiego,54.179324,15.596342000000002,powiat kołobrzeski
1070,ZpKoszalinWSSE,PL0299A,Koszalin_Żwirowa,ZpKoszalinWSSE,2004-01-01,2010-01-01,background,urban,in-house,ZACHODNIOPOMORSKIE,Koszalin,ul. Zwycięstwa 136,54.19025799999999,16.196066000000002,
1071,ZpKoszArKraj,PL0298A,"Koszalin, ul. Armii Krajowej",,2006-10-05,,communication,urban,container,ZACHODNIOPOMORSKIE,Koszalin,ul. Armii Krajowej,54.193985999999995,16.172544,
1072,ZpKoszChopin,PL0756A,"Koszalin, ul. Chopina",,2019-01-01,,background,urban,container,ZACHODNIOPOMORSKIE,Koszalin,ul. Chopina 42,54.194114,16.211672,
1073,ZpKoszSpasow,PL0500A,"Koszalin, ul. Spasowskiego",,2009-12-22,,background,urban,dust collector,ZACHODNIOPOMORSKIE,Koszalin,ul. Spasowskiego 2f,54.207151,16.193236,
1074,ZpKoszWSSEMors,,KoszalinMorska,ZpKoszWSSEMors,1992-01-01,2004-01-01,background,urban,in-house,ZACHODNIOPOMORSKIE,Koszalin,ul. Morska 43,54.199585,16.162706,
1075,ZpKoszWSSEMtCas,,KoszalinMonteCasino,ZpKoszWSSEMtCas,1992-01-01,2003-10-31,background,urban,in-house,ZACHODNIOPOMORSKIE,Koszalin,ul. Monte Casino 9,54.197191000000004,16.188195,
1076,ZpMysDebnoWSSE,,Dębno,ZpMysDebnoWSSE,1992-01-01,2007-01-01,background,urban,in-house,ZACHODNIOPOMORSKIE,Dębno,ul. Gorzowska 3,52.740653,14.713149,powiat myśliborski
1077,ZpMyslMWSSE,,Myślibórz_Rynek,ZpMyslMWSSE,1992-01-01,2003-12-31,background,urban,in-house,ZACHODNIOPOMORSKIE,Myślibórz,ul. Rynek im. Jana Pawła II 1,52.924613,14.865751000000001,powiat myśliborski
1078,ZpMyslZaBram,PL0534A,"Myślibórz, ul. Za Bramką",,2010-04-20,,background,urban,dust collector,ZACHODNIOPOMORSKIE,Myślibórz,ul. Za Bramką 8,52.926283,14.862809,powiat myśliborski
1079,ZpMysMysliborzWSSE,,Myślibórz,ZpMysMysliborzWSSE,2004-01-01,2007-01-01,communication,urban,in-house,ZACHODNIOPOMORSKIE,Myślibórz,ul. Piłsudskiego 12,52.916003,14.857194,powiat myśliborski
1080,ZpPolczSolanMOB,PL0774A,Uzdrowisko_Połczyn-Zdrój,ZpPolczSolanMOB,2020-01-07,2020-12-31,background,urban,mobile,ZACHODNIOPOMORSKIE,Połczyn-Zdrój,ul. Solankowa 8,53.755652000000005,16.089278,powiat świdwiński
1081,ZpPolczynZdrWSSE,,Połczyn,ZpPolczynZdrWSSE,1992-01-01,2003-09-27,background,urban,in-house,ZACHODNIOPOMORSKIE,Połczyn-Zdrój,ul. Solankowa,53.766389000000004,16.0975,powiat świdwiński
1082,ZpPolPoliceWSSE,,Police,ZpPolPoliceWSSE,1992-01-01,2007-01-01,background,urban,in-house,ZACHODNIOPOMORSKIE,Police,ul. Siedlecka 2,53.546878,14.561364000000001,powiat policki
1083,ZpStarLipnikDO,PL0473A,Lipnik,ZpStarLipnikDO,2004-01-01,2012-01-01,background,nonurban,container,ZACHODNIOPOMORSKIE,Lipnik,,53.341667,14.963889000000002,powiat stargardzki
1084,ZpStarStargardWSSE,PL0474A,Stargard Szczeciński,ZpStarStargardWSSE,1992-01-01,2010-01-01,communication,urban,in-house,ZACHODNIOPOMORSKIE,Stargard Szczeciński,ul. Czarnieckiego 34,53.337415,15.039209,powiat stargardzki
1085,ZpSwinoujscieWSSE,PL0475A,Świnoujście,ZpSwinoujscieWSSE,1992-01-01,2009-06-29,background,urban,container,ZACHODNIOPOMORSKIE,Świnoujście,ul. Żeromskiego 27,53.921851000000004,14.23995,
1086,ZpSzcStorkowoDO,PL0313A,Storkowo,ZpSzcStorkowoDO,2008-01-01,2012-01-01,background,nonurban,container,ZACHODNIOPOMORSKIE,Storkowo,ul. Storkowo,53.779722,16.497222,powiat szczecinecki
1087,ZpSzcSzczecinek009,PL0536A,Szczecinek_Artyleryjska,ZpSzcSzczecinek009,2010-01-01,2015-01-01,background,urban,dust collector,ZACHODNIOPOMORSKIE,Szczecinek,ul. Artyleryjska 9,53.701978000000004,16.707069,powiat szczecinecki
1088,ZpSzcSzczecinekPSSE,PL0300A,Szczecinek_PSSE,ZpSzcSzczecinekPSSE,2007-01-01,2010-01-01,background,urban,container,ZACHODNIOPOMORSKIE,Szczecinek,ul. Artyleryjska 9,53.701978000000004,16.706069,powiat szczecinecki
