DATE,NO2,O3,PM10,PM25,powiat_voivod
2022-01-01,11.554347826086957,47.20326086956521,15.333540372670809,5.933913043478261,"powiat warszawa, mazowieckie"
2022-01-02,14.889583333333333,40.46041666666667,11.352976190476188,11.816666666666666,"powiat warszawa, mazowieckie"
2022-01-03,20.019791666666666,43.171875,10.525595238095239,8.278333333333332,"powiat warszawa, mazowieckie"
2022-01-04,31.255027173913046,27.6,14.016071428571427,12.991666666666669,"powiat warszawa, mazowieckie"
2022-01-05,25.6625,41.594791666666666,11.95297619047619,12.261666666666667,"powiat warszawa, mazowieckie"
2022-01-06,10.954166666666667,45.95208333333333,9.894047619047617,7.2091666666666665,"powiat warszawa, mazowieckie"
2022-01-07,29.429166666666667,32.08125,16.448214285714283,14.628333333333334,"powiat warszawa, mazowieckie"
2022-01-08,28.546875,28.990625,34.2047619047619,27.325833333333332,"powiat warszawa, mazowieckie"
2022-01-09,27.955208333333335,22.671875,45.62559523809524,36.961666666666666,"powiat warszawa, mazowieckie"
2022-01-10,31.674999999999997,21.429166666666667,40.85936853002071,26.807753623188404,"powiat warszawa, mazowieckie"
2022-01-11,34.78333333333333,17.590625,42.49479813664596,31.450833333333332,"powiat warszawa, mazowieckie"
2022-01-12,31.48482142857143,29.471920289855074,35.48149585921325,29.094166666666666,"powiat warszawa, mazowieckie"
2022-01-13,19.8125,24.152083333333334,30.751682194616972,18.211666666666666,"powiat warszawa, mazowieckie"
2022-01-14,16.93958333333333,50.67395833333333,16.00714285714286,9.459166666666667,"powiat warszawa, mazowieckie"
2022-01-15,17.645833333333336,48.559374999999996,12.970833333333333,12.556666666666667,"powiat warszawa, mazowieckie"
2022-01-16,19.00625,34.07604166666667,36.00178571428571,27.40416666666667,"powiat warszawa, mazowieckie"
2022-01-17,15.385416666666668,52.68541666666667,14.94345238095238,9.2625,"powiat warszawa, mazowieckie"
2022-01-18,23.788541666666667,43.72291666666666,11.792857142857144,10.954166666666666,"powiat warszawa, mazowieckie"
2022-01-19,26.74583333333333,36.26354166666667,28.20892857142857,22.0725,"powiat warszawa, mazowieckie"
2022-01-20,17.446875,53.05520833333333,20.7797619047619,10.900833333333335,"powiat warszawa, mazowieckie"
2022-01-21,15.189492753623188,55.82537878787878,9.718452380952382,5.71,"powiat warszawa, mazowieckie"
2022-01-22,16.773958333333333,55.026041666666664,13.348809523809523,8.257499999999999,"powiat warszawa, mazowieckie"
2022-01-23,24.609375,43.70625,16.15892857142857,14.421666666666667,"powiat warszawa, mazowieckie"
2022-01-24,38.790625000000006,20.754166666666663,49.25297619047619,35.79416666666667,"powiat warszawa, mazowieckie"
2022-01-25,28.891666666666666,24.813632246376812,36.16845238095238,22.186666666666667,"powiat warszawa, mazowieckie"
2022-01-26,26.769791666666666,33.17395833333333,19.985714285714284,15.670000000000002,"powiat warszawa, mazowieckie"
2022-01-27,19.4125,26.371874999999996,16.821428571428573,14.760833333333334,"powiat warszawa, mazowieckie"
