SOUID,DATE,HU,STAID,SOUNAME,CN,LAT,LON,HGHT,ELEI,BEGIN,END,PARID,PARNAME
240061,2019,72.19125683060109,25134,TARNOW,PL,+50:01:48,+020:59:04,207, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240061,2020,72.8360655737705,25134,TARNOW,PL,+50:01:48,+020:59:04,207, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240061,2021,76.1256830601093,25134,TARNOW,PL,+50:01:48,+020:59:04,207, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240073,2017,73.60655737704919,25135,SANDOMIERZ,PL,+50:41:48,+021:42:57,143, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240073,2018,74.9672131147541,25135,SANDOMIERZ,PL,+50:41:48,+021:42:57,143, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240073,2019,75.5934065934066,25135,SANDOMIERZ,PL,+50:41:48,+021:42:57,143, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240073,2020,76.375,25135,SANDOMIERZ,PL,+50:41:48,+021:42:57,143, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240073,2021,76.77595628415301,25135,SANDOMIERZ,PL,+50:41:48,+021:42:57,143, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240085,2017,79.5524861878453,25136,ZAMOSC,PL,+50:41:52,+023:12:23,258, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240085,2018,78.10382513661202,25136,ZAMOSC,PL,+50:41:52,+023:12:23,258, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240085,2019,76.51912568306011,25136,ZAMOSC,PL,+50:41:52,+023:12:23,258, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240085,2020,77.24043715846994,25136,ZAMOSC,PL,+50:41:52,+023:12:23,258, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240085,2021,79.33879781420765,25136,ZAMOSC,PL,+50:41:52,+023:12:23,258, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240109,2017,76.39344262295081,25138,LEGNICA,PL,+51:11:33,+016:12:27,134, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240109,2018,71.68131868131869,25138,LEGNICA,PL,+51:11:33,+016:12:27,134, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240109,2019,73.0,25138,LEGNICA,PL,+51:11:33,+016:12:27,134, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240109,2020,73.40983606557377,25138,LEGNICA,PL,+51:11:33,+016:12:27,134, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240109,2021,76.10928961748634,25138,LEGNICA,PL,+51:11:33,+016:12:27,134, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240121,2017,78.92896174863388,25139,LUBLIN-RADAWIEC,PL,+51:13:01,+022:23:37,228, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240121,2018,76.26229508196721,25139,LUBLIN-RADAWIEC,PL,+51:13:01,+022:23:37,228, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240121,2019,76.34972677595628,25139,LUBLIN-RADAWIEC,PL,+51:13:01,+022:23:37,228, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240121,2020,77.63387978142076,25139,LUBLIN-RADAWIEC,PL,+51:13:01,+022:23:37,228, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240121,2021,79.08196721311475,25139,LUBLIN-RADAWIEC,PL,+51:13:01,+022:23:37,228, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240133,2017,71.1044776119403,25140,KOLO,PL,+52:12:01,+018:39:41,113, HU2,1951-01-01,2020-12-31,26,Miroslaw Mietus
240133,2017,71.1044776119403,206,KOLO,PL,+52:12:01,+018:39:41,113, HU2,1951-01-01,2020-12-31,26,Miroslaw Mietus
240133,2018,70.05882352941177,25140,KOLO,PL,+52:12:01,+018:39:41,113, HU2,1951-01-01,2020-12-31,26,Miroslaw Mietus
240133,2018,70.05882352941177,206,KOLO,PL,+52:12:01,+018:39:41,113, HU2,1951-01-01,2020-12-31,26,Miroslaw Mietus
240133,2019,74.22404371584699,25140,KOLO,PL,+52:12:01,+018:39:41,113, HU2,1951-01-01,2020-12-31,26,Miroslaw Mietus
240133,2019,74.22404371584699,206,KOLO,PL,+52:12:01,+018:39:41,113, HU2,1951-01-01,2020-12-31,26,Miroslaw Mietus
240133,2020,72.49732620320856,25140,KOLO,PL,+52:12:01,+018:39:41,113, HU2,1951-01-01,2020-12-31,26,Miroslaw Mietus
240133,2020,72.49732620320856,206,KOLO,PL,+52:12:01,+018:39:41,113, HU2,1951-01-01,2020-12-31,26,Miroslaw Mietus
240145,2017,78.92349726775956,25141,PLOCK,PL,+52:35:18,+019:43:33,87, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240145,2018,74.21739130434783,25141,PLOCK,PL,+52:35:18,+019:43:33,87, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240145,2019,74.18681318681318,25141,PLOCK,PL,+52:35:18,+019:43:33,87, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240145,2020,74.2568306010929,25141,PLOCK,PL,+52:35:18,+019:43:33,87, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240145,2021,77.8415300546448,25141,PLOCK,PL,+52:35:18,+019:43:33,87, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240157,2018,84.35897435897436,25142,RESKO-SMOLSKO,PL,+53:46:18,+015:24:53,66, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240157,2019,75.72972972972973,25142,RESKO-SMOLSKO,PL,+53:46:18,+015:24:53,66, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240157,2020,76.8360655737705,25142,RESKO-SMOLSKO,PL,+53:46:18,+015:24:53,66, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240157,2021,79.7513812154696,25142,RESKO-SMOLSKO,PL,+53:46:18,+015:24:53,66, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240193,2017,80.03825136612022,25145,MIKOLAJKI,PL,+53:47:22,+021:35:19,144, HU2,1952-01-01,2022-09-30,26,Miroslaw Mietus
240193,2018,78.11475409836065,25145,MIKOLAJKI,PL,+53:47:22,+021:35:19,144, HU2,1952-01-01,2022-09-30,26,Miroslaw Mietus
240193,2019,77.02185792349727,25145,MIKOLAJKI,PL,+53:47:22,+021:35:19,144, HU2,1952-01-01,2022-09-30,26,Miroslaw Mietus
240193,2020,76.94535519125684,25145,MIKOLAJKI,PL,+53:47:22,+021:35:19,144, HU2,1952-01-01,2022-09-30,26,Miroslaw Mietus
240193,2021,79.1639344262295,25145,MIKOLAJKI,PL,+53:47:22,+021:35:19,144, HU2,1952-01-01,2022-09-30,26,Miroslaw Mietus
240217,2017,79.89071038251366,25147,KOLOBRZEG-DZWIRZYNO,PL,+54:09:30,+015:23:20,1, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240217,2018,79.62295081967213,25147,KOLOBRZEG-DZWIRZYNO,PL,+54:09:30,+015:23:20,1, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240217,2019,81.70491803278688,25147,KOLOBRZEG-DZWIRZYNO,PL,+54:09:30,+015:23:20,1, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240217,2020,81.11475409836065,25147,KOLOBRZEG-DZWIRZYNO,PL,+54:09:30,+015:23:20,1, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240217,2021,82.14754098360656,25147,KOLOBRZEG-DZWIRZYNO,PL,+54:09:30,+015:23:20,1, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240229,2017,81.24043715846994,25148,USTKA,PL,+54:35:18,+016:51:15,18, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240229,2018,78.97267759562841,25148,USTKA,PL,+54:35:18,+016:51:15,18, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240229,2019,78.23497267759562,25148,USTKA,PL,+54:35:18,+016:51:15,18, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240229,2020,80.1256830601093,25148,USTKA,PL,+54:35:18,+016:51:15,18, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240229,2021,79.78688524590164,25148,USTKA,PL,+54:35:18,+016:51:15,18, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240241,2017,81.32786885245902,25149,LEBORK,PL,+54:33:11,+017:43:25,45, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240241,2018,77.39344262295081,25149,LEBORK,PL,+54:33:11,+017:43:25,45, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240241,2019,79.16939890710383,25149,LEBORK,PL,+54:33:11,+017:43:25,45, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240241,2020,77.22950819672131,25149,LEBORK,PL,+54:33:11,+017:43:25,45, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240241,2021,80.36813186813187,25149,LEBORK,PL,+54:33:11,+017:43:25,45, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240265,2017,84.00546448087432,25151,ELBLAG-MILEJEWO,PL,+54:13:23,+019:32:37,151, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240265,2018,77.81420765027322,25151,ELBLAG-MILEJEWO,PL,+54:13:23,+019:32:37,151, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240265,2019,78.40437158469945,25151,ELBLAG-MILEJEWO,PL,+54:13:23,+019:32:37,151, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240265,2020,79.51912568306011,25151,ELBLAG-MILEJEWO,PL,+54:13:23,+019:32:37,151, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240265,2021,80.81967213114754,25151,ELBLAG-MILEJEWO,PL,+54:13:23,+019:32:37,151, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240288,2017,79.66666666666667,2022,KOSZALIN,PL,+54:12:16,+016:09:19,33, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240288,2018,76.74863387978142,2022,KOSZALIN,PL,+54:12:16,+016:09:19,33, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240288,2019,77.43715846994536,2022,KOSZALIN,PL,+54:12:16,+016:09:19,33, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240288,2020,78.12021857923497,2022,KOSZALIN,PL,+54:12:16,+016:09:19,33, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240288,2021,79.38251366120218,2022,KOSZALIN,PL,+54:12:16,+016:09:19,33, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240348,2017,79.15760869565217,25076,PILA,PL,+53:07:48,+016:45:00,72, HU2,1970-10-13,2022-09-30,26,Miroslaw Mietus
240348,2017,79.15760869565217,8943,PILA,PL,+53:07:48,+016:45:00,72, HU2,1970-10-13,2022-09-30,26,Miroslaw Mietus
240348,2018,73.58695652173913,25076,PILA,PL,+53:07:48,+016:45:00,72, HU2,1970-10-13,2022-09-30,26,Miroslaw Mietus
240348,2018,73.58695652173913,8943,PILA,PL,+53:07:48,+016:45:00,72, HU2,1970-10-13,2022-09-30,26,Miroslaw Mietus
240348,2019,74.23497267759562,25076,PILA,PL,+53:07:48,+016:45:00,72, HU2,1970-10-13,2022-09-30,26,Miroslaw Mietus
240348,2019,74.23497267759562,8943,PILA,PL,+53:07:48,+016:45:00,72, HU2,1970-10-13,2022-09-30,26,Miroslaw Mietus
240348,2020,75.31147540983606,25076,PILA,PL,+53:07:48,+016:45:00,72, HU2,1970-10-13,2022-09-30,26,Miroslaw Mietus
240348,2020,75.31147540983606,8943,PILA,PL,+53:07:48,+016:45:00,72, HU2,1970-10-13,2022-09-30,26,Miroslaw Mietus
240348,2021,77.16939890710383,25076,PILA,PL,+53:07:48,+016:45:00,72, HU2,1970-10-13,2022-09-30,26,Miroslaw Mietus
240348,2021,77.16939890710383,8943,PILA,PL,+53:07:48,+016:45:00,72, HU2,1970-10-13,2022-09-30,26,Miroslaw Mietus
240360,2017,80.92307692307692,2023,KETRZYN,PL,+54:04:12,+021:22:12,108, HU2,1966-01-02,2022-09-30,26,Miroslaw Mietus
240360,2018,76.91256830601093,2023,KETRZYN,PL,+54:04:12,+021:22:12,108, HU2,1966-01-02,2022-09-30,26,Miroslaw Mietus
240360,2019,76.71584699453553,2023,KETRZYN,PL,+54:04:12,+021:22:12,108, HU2,1966-01-02,2022-09-30,26,Miroslaw Mietus
240360,2020,77.79234972677595,2023,KETRZYN,PL,+54:04:12,+021:22:12,108, HU2,1966-01-02,2022-09-30,26,Miroslaw Mietus
240360,2021,79.12021857923497,2023,KETRZYN,PL,+54:04:12,+021:22:12,108, HU2,1966-01-02,2022-09-30,26,Miroslaw Mietus
240392,2017,77.66666666666667,8959,KOZIENCE,PL,+51:33:53,+021:32:34,123, HU2,1977-01-02,2022-09-30,26,Miroslaw Mietus
240392,2018,75.99453551912568,8959,KOZIENCE,PL,+51:33:53,+021:32:34,123, HU2,1977-01-02,2022-09-30,26,Miroslaw Mietus
240392,2019,74.21311475409836,8959,KOZIENCE,PL,+51:33:53,+021:32:34,123, HU2,1977-01-02,2022-09-30,26,Miroslaw Mietus
240392,2020,74.63387978142076,8959,KOZIENCE,PL,+51:33:53,+021:32:34,123, HU2,1977-01-02,2022-09-30,26,Miroslaw Mietus
240392,2021,77.36612021857924,8959,KOZIENCE,PL,+51:33:53,+021:32:34,123, HU2,1977-01-02,2022-09-30,26,Miroslaw Mietus
240404,2017,78.0,25156,KROSNO,PL,+49:42:25,+021:46:09,326, HU2,1985-01-02,2022-09-30,26,Miroslaw Mietus
240404,2017,78.0,8969,KROSNO,PL,+49:42:25,+021:46:09,326, HU2,1985-01-02,2022-09-30,26,Miroslaw Mietus
240404,2018,76.39890710382514,25156,KROSNO,PL,+49:42:25,+021:46:09,326, HU2,1985-01-02,2022-09-30,26,Miroslaw Mietus
240404,2018,76.39890710382514,8969,KROSNO,PL,+49:42:25,+021:46:09,326, HU2,1985-01-02,2022-09-30,26,Miroslaw Mietus
240404,2019,74.78688524590164,25156,KROSNO,PL,+49:42:25,+021:46:09,326, HU2,1985-01-02,2022-09-30,26,Miroslaw Mietus
240404,2019,74.78688524590164,8969,KROSNO,PL,+49:42:25,+021:46:09,326, HU2,1985-01-02,2022-09-30,26,Miroslaw Mietus
240404,2020,75.09289617486338,25156,KROSNO,PL,+49:42:25,+021:46:09,326, HU2,1985-01-02,2022-09-30,26,Miroslaw Mietus
240404,2020,75.09289617486338,8969,KROSNO,PL,+49:42:25,+021:46:09,326, HU2,1985-01-02,2022-09-30,26,Miroslaw Mietus
240404,2021,76.44808743169399,25156,KROSNO,PL,+49:42:25,+021:46:09,326, HU2,1985-01-02,2022-09-30,26,Miroslaw Mietus
240404,2021,76.44808743169399,8969,KROSNO,PL,+49:42:25,+021:46:09,326, HU2,1985-01-02,2022-09-30,26,Miroslaw Mietus
240630,2017,74.24383561643836,24974,KRAKOW OBS. ASTRONOMICZNE,PL,+50:04:12,+019:58:12,206, HU2,1951-01-01,2022-08-31,26,Miroslaw Mietus
240630,2017,74.24383561643836,9113,KRAKOW OBS. ASTRONOMICZNE,PL,+50:04:12,+019:58:12,206, HU2,1951-01-01,2022-08-31,26,Miroslaw Mietus
240630,2018,74.12328767123287,24974,KRAKOW OBS. ASTRONOMICZNE,PL,+50:04:12,+019:58:12,206, HU2,1951-01-01,2022-08-31,26,Miroslaw Mietus
240630,2018,74.12328767123287,9113,KRAKOW OBS. ASTRONOMICZNE,PL,+50:04:12,+019:58:12,206, HU2,1951-01-01,2022-08-31,26,Miroslaw Mietus
240630,2019,73.17260273972603,24974,KRAKOW OBS. ASTRONOMICZNE,PL,+50:04:12,+019:58:12,206, HU2,1951-01-01,2022-08-31,26,Miroslaw Mietus
240630,2019,73.17260273972603,9113,KRAKOW OBS. ASTRONOMICZNE,PL,+50:04:12,+019:58:12,206, HU2,1951-01-01,2022-08-31,26,Miroslaw Mietus
240630,2020,73.36612021857924,24974,KRAKOW OBS. ASTRONOMICZNE,PL,+50:04:12,+019:58:12,206, HU2,1951-01-01,2022-08-31,26,Miroslaw Mietus
240630,2020,73.36612021857924,9113,KRAKOW OBS. ASTRONOMICZNE,PL,+50:04:12,+019:58:12,206, HU2,1951-01-01,2022-08-31,26,Miroslaw Mietus
240630,2021,76.82191780821918,24974,KRAKOW OBS. ASTRONOMICZNE,PL,+50:04:12,+019:58:12,206, HU2,1951-01-01,2022-08-31,26,Miroslaw Mietus
240630,2021,76.82191780821918,9113,KRAKOW OBS. ASTRONOMICZNE,PL,+50:04:12,+019:58:12,206, HU2,1951-01-01,2022-08-31,26,Miroslaw Mietus
240631,2017,78.01643835616439,1207,PULAWY,PL,+51:25:00,+021:58:00,142, HU2,1951-01-01,2022-08-31,26,Miroslaw Mietus
240631,2018,76.12328767123287,1207,PULAWY,PL,+51:25:00,+021:58:00,142, HU2,1951-01-01,2022-08-31,26,Miroslaw Mietus
240631,2019,75.8054794520548,1207,PULAWY,PL,+51:25:00,+021:58:00,142, HU2,1951-01-01,2022-08-31,26,Miroslaw Mietus
240631,2020,84.02185792349727,1207,PULAWY,PL,+51:25:00,+021:58:00,142, HU2,1951-01-01,2022-08-31,26,Miroslaw Mietus
240631,2021,84.8027397260274,1207,PULAWY,PL,+51:25:00,+021:58:00,142, HU2,1951-01-01,2022-08-31,26,Miroslaw Mietus
240634,2017,74.4535519125683,930,BIELSKO-BIALA,PL,+49:48:26,+019:00:01,396, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240634,2018,73.6775956284153,930,BIELSKO-BIALA,PL,+49:48:26,+019:00:01,396, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240634,2019,70.59562841530055,930,BIELSKO-BIALA,PL,+49:48:26,+019:00:01,396, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240634,2020,72.72131147540983,930,BIELSKO-BIALA,PL,+49:48:26,+019:00:01,396, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240634,2021,75.27322404371584,930,BIELSKO-BIALA,PL,+49:48:26,+019:00:01,396, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240635,2017,75.87978142076503,24880,ZAKOPANE,PL,+49:18:00,+019:57:00,857, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240635,2017,75.87978142076503,24881,ZAKOPANE,PL,+49:18:00,+019:57:00,857, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240635,2017,75.87978142076503,24903,ZAKOPANE,PL,+49:18:00,+019:57:00,857, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240635,2017,75.87978142076503,1383,ZAKOPANE,PL,+49:18:00,+019:57:00,857, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240635,2018,76.85245901639344,24880,ZAKOPANE,PL,+49:18:00,+019:57:00,857, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240635,2018,76.85245901639344,24881,ZAKOPANE,PL,+49:18:00,+019:57:00,857, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240635,2018,76.85245901639344,24903,ZAKOPANE,PL,+49:18:00,+019:57:00,857, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240635,2018,76.85245901639344,1383,ZAKOPANE,PL,+49:18:00,+019:57:00,857, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240635,2019,75.57377049180327,24880,ZAKOPANE,PL,+49:18:00,+019:57:00,857, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240635,2019,75.57377049180327,24881,ZAKOPANE,PL,+49:18:00,+019:57:00,857, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240635,2019,75.57377049180327,24903,ZAKOPANE,PL,+49:18:00,+019:57:00,857, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240635,2019,75.57377049180327,1383,ZAKOPANE,PL,+49:18:00,+019:57:00,857, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240635,2020,75.49180327868852,24880,ZAKOPANE,PL,+49:18:00,+019:57:00,857, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240635,2020,75.49180327868852,24881,ZAKOPANE,PL,+49:18:00,+019:57:00,857, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240635,2020,75.49180327868852,24903,ZAKOPANE,PL,+49:18:00,+019:57:00,857, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240635,2020,75.49180327868852,1383,ZAKOPANE,PL,+49:18:00,+019:57:00,857, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240635,2021,76.98907103825137,24880,ZAKOPANE,PL,+49:18:00,+019:57:00,857, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240635,2021,76.98907103825137,24881,ZAKOPANE,PL,+49:18:00,+019:57:00,857, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240635,2021,76.98907103825137,24903,ZAKOPANE,PL,+49:18:00,+019:57:00,857, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240635,2021,76.98907103825137,1383,ZAKOPANE,PL,+49:18:00,+019:57:00,857, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240636,2017,75.58791208791209,24909,NOWY SACZ,PL,+49:37:38,+020:41:19,292, HU2,1954-01-01,2022-09-30,26,Miroslaw Mietus
240636,2017,75.58791208791209,932,NOWY SACZ,PL,+49:37:38,+020:41:19,292, HU2,1954-01-01,2022-09-30,26,Miroslaw Mietus
240636,2018,75.4010989010989,24909,NOWY SACZ,PL,+49:37:38,+020:41:19,292, HU2,1954-01-01,2022-09-30,26,Miroslaw Mietus
240636,2018,75.4010989010989,932,NOWY SACZ,PL,+49:37:38,+020:41:19,292, HU2,1954-01-01,2022-09-30,26,Miroslaw Mietus
240636,2019,72.92896174863388,24909,NOWY SACZ,PL,+49:37:38,+020:41:19,292, HU2,1954-01-01,2022-09-30,26,Miroslaw Mietus
240636,2019,72.92896174863388,932,NOWY SACZ,PL,+49:37:38,+020:41:19,292, HU2,1954-01-01,2022-09-30,26,Miroslaw Mietus
240636,2020,75.85792349726776,24909,NOWY SACZ,PL,+49:37:38,+020:41:19,292, HU2,1954-01-01,2022-09-30,26,Miroslaw Mietus
240636,2020,75.85792349726776,932,NOWY SACZ,PL,+49:37:38,+020:41:19,292, HU2,1954-01-01,2022-09-30,26,Miroslaw Mietus
240636,2021,77.55191256830601,24909,NOWY SACZ,PL,+49:37:38,+020:41:19,292, HU2,1954-01-01,2022-09-30,26,Miroslaw Mietus
240636,2021,77.55191256830601,932,NOWY SACZ,PL,+49:37:38,+020:41:19,292, HU2,1954-01-01,2022-09-30,26,Miroslaw Mietus
240637,2017,77.69945355191257,24921,LESKO,PL,+49:27:59,+022:20:30,420, HU2,1954-06-17,2022-09-30,26,Miroslaw Mietus
240637,2017,77.69945355191257,933,LESKO,PL,+49:27:59,+022:20:30,420, HU2,1954-06-17,2022-09-30,26,Miroslaw Mietus
240637,2018,78.74863387978142,24921,LESKO,PL,+49:27:59,+022:20:30,420, HU2,1954-06-17,2022-09-30,26,Miroslaw Mietus
240637,2018,78.74863387978142,933,LESKO,PL,+49:27:59,+022:20:30,420, HU2,1954-06-17,2022-09-30,26,Miroslaw Mietus
240637,2019,74.95081967213115,24921,LESKO,PL,+49:27:59,+022:20:30,420, HU2,1954-06-17,2022-09-30,26,Miroslaw Mietus
240637,2019,74.95081967213115,933,LESKO,PL,+49:27:59,+022:20:30,420, HU2,1954-06-17,2022-09-30,26,Miroslaw Mietus
240637,2020,75.85245901639344,24921,LESKO,PL,+49:27:59,+022:20:30,420, HU2,1954-06-17,2022-09-30,26,Miroslaw Mietus
240637,2020,75.85245901639344,933,LESKO,PL,+49:27:59,+022:20:30,420, HU2,1954-06-17,2022-09-30,26,Miroslaw Mietus
240637,2021,77.34426229508196,24921,LESKO,PL,+49:27:59,+022:20:30,420, HU2,1954-06-17,2022-09-30,26,Miroslaw Mietus
240637,2021,77.34426229508196,933,LESKO,PL,+49:27:59,+022:20:30,420, HU2,1954-06-17,2022-09-30,26,Miroslaw Mietus
240638,2017,78.8743169398907,2036,KLODZKO,PL,+50:26:13,+016:36:51,356, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240638,2018,75.8415300546448,2036,KLODZKO,PL,+50:26:13,+016:36:51,356, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240638,2019,76.66666666666667,2036,KLODZKO,PL,+50:26:13,+016:36:51,356, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240638,2020,78.66120218579235,2036,KLODZKO,PL,+50:26:13,+016:36:51,356, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240638,2021,78.73770491803279,2036,KLODZKO,PL,+50:26:13,+016:36:51,356, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240639,2017,77.02197802197803,928,RACIBORZ,PL,+50:03:40,+018:11:27,206, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240639,2018,74.47540983606558,928,RACIBORZ,PL,+50:03:40,+018:11:27,206, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240639,2019,74.29508196721312,928,RACIBORZ,PL,+50:03:40,+018:11:27,206, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240639,2020,76.66120218579235,928,RACIBORZ,PL,+50:03:40,+018:11:27,206, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240639,2021,77.57377049180327,928,RACIBORZ,PL,+50:03:40,+018:11:27,206, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240640,2017,77.95081967213115,2038,KIELCE,PL,+50:48:38,+020:41:32,260, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240640,2018,76.37704918032787,2038,KIELCE,PL,+50:48:38,+020:41:32,260, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240640,2019,77.50273224043715,2038,KIELCE,PL,+50:48:38,+020:41:32,260, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240640,2020,77.33333333333333,2038,KIELCE,PL,+50:48:38,+020:41:32,260, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240640,2021,78.50819672131148,2038,KIELCE,PL,+50:48:38,+020:41:32,260, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240641,2017,77.81420765027322,207,RZESZOW JASIONKA,PL,+50:06:39,+022:02:32,206, HU2,1952-01-01,2022-09-30,26,Miroslaw Mietus
240641,2018,76.66120218579235,207,RZESZOW JASIONKA,PL,+50:06:39,+022:02:32,206, HU2,1952-01-01,2022-09-30,26,Miroslaw Mietus
240641,2019,76.66666666666667,207,RZESZOW JASIONKA,PL,+50:06:39,+022:02:32,206, HU2,1952-01-01,2022-09-30,26,Miroslaw Mietus
240641,2020,75.31693989071039,207,RZESZOW JASIONKA,PL,+50:06:39,+022:02:32,206, HU2,1952-01-01,2022-09-30,26,Miroslaw Mietus
240641,2021,77.50819672131148,207,RZESZOW JASIONKA,PL,+50:06:39,+022:02:32,206, HU2,1952-01-01,2022-09-30,26,Miroslaw Mietus
240642,2017,79.02185792349727,2031,ZIELONA GORA,PL,+51:55:48,+015:31:29,192, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240642,2018,70.14754098360656,2031,ZIELONA GORA,PL,+51:55:48,+015:31:29,192, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240642,2019,72.08743169398907,2031,ZIELONA GORA,PL,+51:55:48,+015:31:29,192, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
