SOUID,DATE,RR,STAID,SOUNAME,CN,LAT,LON,HGHT,ELEI,BEGIN,END,PARID,PARNAME
100639,2017,11.96986301369863,204,BIALYSTOK,PL,+53:06:26,+023:09:44,148, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
100639,2018,7.057534246575343,204,BIALYSTOK,PL,+53:06:26,+023:09:44,148, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
100639,2019,10.443835616438356,204,BIALYSTOK,PL,+53:06:26,+023:09:44,148, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
100639,2020,8.502732240437158,204,BIALYSTOK,PL,+53:06:26,+023:09:44,148, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
100639,2021,9.92876712328767,204,BIALYSTOK,PL,+53:06:26,+023:09:44,148, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
100643,2017,9.052054794520547,205,HEL,PL,+54:36:13,+018:48:43,1, RR9,1920-12-01,2022-09-30,26,Miroslaw Mietus
100643,2018,7.2465753424657535,205,HEL,PL,+54:36:13,+018:48:43,1, RR9,1920-12-01,2022-09-30,26,Miroslaw Mietus
100643,2019,7.934246575342466,205,HEL,PL,+54:36:13,+018:48:43,1, RR9,1920-12-01,2022-09-30,26,Miroslaw Mietus
100643,2020,6.191256830601093,205,HEL,PL,+54:36:13,+018:48:43,1, RR9,1920-12-01,2022-09-30,26,Miroslaw Mietus
100643,2021,7.608219178082192,205,HEL,PL,+54:36:13,+018:48:43,1, RR9,1920-12-01,2022-09-30,26,Miroslaw Mietus
100647,2017,8.04109589041096,206,POZNAN,PL,+52:11:59,+018:39:37,115, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
100647,2017,8.04109589041096,25140,POZNAN,PL,+52:11:59,+018:39:37,115, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
100647,2018,6.487671232876712,206,POZNAN,PL,+52:11:59,+018:39:37,115, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
100647,2018,6.487671232876712,25140,POZNAN,PL,+52:11:59,+018:39:37,115, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
100647,2019,4.986301369863014,206,POZNAN,PL,+52:11:59,+018:39:37,115, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
100647,2019,4.986301369863014,25140,POZNAN,PL,+52:11:59,+018:39:37,115, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
100647,2020,6.8743169398907105,206,POZNAN,PL,+52:11:59,+018:39:37,115, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
100647,2020,6.8743169398907105,25140,POZNAN,PL,+52:11:59,+018:39:37,115, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
100647,2021,6.271232876712329,206,POZNAN,PL,+52:11:59,+018:39:37,115, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
100647,2021,6.271232876712329,25140,POZNAN,PL,+52:11:59,+018:39:37,115, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
100651,2017,7.098630136986301,207,RZESZOW JASIONKA,PL,+50:06:39,+022:02:32,206, RR9,1952-01-01,2022-09-30,26,Miroslaw Mietus
100651,2018,5.624657534246575,207,RZESZOW JASIONKA,PL,+50:06:39,+022:02:32,206, RR9,1952-01-01,2022-09-30,26,Miroslaw Mietus
100651,2019,6.964383561643835,207,RZESZOW JASIONKA,PL,+50:06:39,+022:02:32,206, RR9,1952-01-01,2022-09-30,26,Miroslaw Mietus
100651,2020,9.21311475409836,207,RZESZOW JASIONKA,PL,+50:06:39,+022:02:32,206, RR9,1952-01-01,2022-09-30,26,Miroslaw Mietus
100651,2021,12.726027397260275,207,RZESZOW JASIONKA,PL,+50:06:39,+022:02:32,206, RR9,1952-01-01,2022-09-30,26,Miroslaw Mietus
100655,2017,11.917808219178083,208,SZCZECIN,PL,+53:23:43,+014:37:22,1, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
100655,2018,5.6136986301369864,208,SZCZECIN,PL,+53:23:43,+014:37:22,1, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
100655,2019,7.005479452054795,208,SZCZECIN,PL,+53:23:43,+014:37:22,1, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
100655,2020,5.890710382513661,208,SZCZECIN,PL,+53:23:43,+014:37:22,1, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
100655,2021,7.720547945205479,208,SZCZECIN,PL,+53:23:43,+014:37:22,1, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
100659,2017,10.378082191780821,209,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
100659,2017,10.378082191780821,25054,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
100659,2017,10.378082191780821,25055,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
100659,2017,10.378082191780821,25060,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
100659,2017,10.378082191780821,25152,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
100659,2018,7.112328767123287,209,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
100659,2018,7.112328767123287,25054,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
100659,2018,7.112328767123287,25055,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
100659,2018,7.112328767123287,25060,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
100659,2018,7.112328767123287,25152,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
100659,2019,5.468493150684932,209,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
100659,2019,5.468493150684932,25054,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
100659,2019,5.468493150684932,25055,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
100659,2019,5.468493150684932,25060,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
100659,2019,5.468493150684932,25152,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
100659,2020,9.639344262295081,209,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
100659,2020,9.639344262295081,25054,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
100659,2020,9.639344262295081,25055,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
100659,2020,9.639344262295081,25060,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
100659,2020,9.639344262295081,25152,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
100659,2021,9.038356164383561,209,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
100659,2021,9.038356164383561,25054,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
100659,2021,9.038356164383561,25055,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
100659,2021,9.038356164383561,25060,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
100659,2021,9.038356164383561,25152,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
100663,2017,7.810958904109589,210,WROCLAW,PL,+51:06:12,+016:54:00,120, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
100663,2017,7.810958904109589,25004,WROCLAW,PL,+51:06:12,+016:54:00,120, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
100663,2018,5.821917808219178,210,WROCLAW,PL,+51:06:12,+016:54:00,120, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
100663,2018,5.821917808219178,25004,WROCLAW,PL,+51:06:12,+016:54:00,120, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
100663,2019,7.668493150684932,210,WROCLAW,PL,+51:06:12,+016:54:00,120, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
100663,2019,7.668493150684932,25004,WROCLAW,PL,+51:06:12,+016:54:00,120, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
100663,2020,10.3551912568306,210,WROCLAW,PL,+51:06:12,+016:54:00,120, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
100663,2020,10.3551912568306,25004,WROCLAW,PL,+51:06:12,+016:54:00,120, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
100663,2021,6.397260273972603,210,WROCLAW,PL,+51:06:12,+016:54:00,120, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
100663,2021,6.397260273972603,25004,WROCLAW,PL,+51:06:12,+016:54:00,120, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
106612,2017,10.331506849315069,2022,KOSZALIN,PL,+54:12:16,+016:09:19,33, RR9,1920-12-01,2022-09-30,26,Miroslaw Mietus
106612,2018,6.832876712328767,2022,KOSZALIN,PL,+54:12:16,+016:09:19,33, RR9,1920-12-01,2022-09-30,26,Miroslaw Mietus
106612,2019,10.241095890410959,2022,KOSZALIN,PL,+54:12:16,+016:09:19,33, RR9,1920-12-01,2022-09-30,26,Miroslaw Mietus
106612,2020,9.475409836065573,2022,KOSZALIN,PL,+54:12:16,+016:09:19,33, RR9,1920-12-01,2022-09-30,26,Miroslaw Mietus
106612,2021,9.421917808219177,2022,KOSZALIN,PL,+54:12:16,+016:09:19,33, RR9,1920-12-01,2022-09-30,26,Miroslaw Mietus
107200,2017,9.780821917808218,332,LEBA,PL,+54:45:13,+017:32:05,2, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
107200,2018,7.016438356164383,332,LEBA,PL,+54:45:13,+017:32:05,2, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
107200,2019,10.241095890410959,332,LEBA,PL,+54:45:13,+017:32:05,2, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
107200,2020,7.079234972677596,332,LEBA,PL,+54:45:13,+017:32:05,2, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
107200,2021,7.164383561643835,332,LEBA,PL,+54:45:13,+017:32:05,2, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
107242,2017,12.098630136986301,396,ELBLAG,PL,+54:13:24,+019:32:37,189, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
107242,2018,7.101369863013699,396,ELBLAG,PL,+54:13:24,+019:32:37,189, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
107242,2019,6.186301369863013,396,ELBLAG,PL,+54:13:24,+019:32:37,189, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
107242,2020,7.040983606557377,396,ELBLAG,PL,+54:13:24,+019:32:37,189, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
107242,2021,11.621917808219179,396,ELBLAG,PL,+54:13:24,+019:32:37,189, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
107295,2017,10.753424657534246,696,SWINOUJSCIE,PL,+53:55:24,+014:14:32,5, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
107295,2018,4.895890410958904,696,SWINOUJSCIE,PL,+53:55:24,+014:14:32,5, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
107295,2019,7.917808219178082,696,SWINOUJSCIE,PL,+53:55:24,+014:14:32,5, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
107295,2020,7.502732240437158,696,SWINOUJSCIE,PL,+53:55:24,+014:14:32,5, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
107295,2021,8.76986301369863,696,SWINOUJSCIE,PL,+53:55:24,+014:14:32,5, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
107301,2017,8.898630136986302,2026,CHOJNICE,PL,+53:42:55,+017:31:57,164, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
107301,2018,8.293150684931506,2026,CHOJNICE,PL,+53:42:55,+017:31:57,164, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
107301,2019,8.917808219178083,2026,CHOJNICE,PL,+53:42:55,+017:31:57,164, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
107301,2020,8.300546448087431,2026,CHOJNICE,PL,+53:42:55,+017:31:57,164, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
107301,2021,7.221917808219178,2026,CHOJNICE,PL,+53:42:55,+017:31:57,164, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
107302,2017,10.334246575342465,2027,TORUN,PL,+53:02:31,+018:35:44,69, RR9,1920-12-01,2022-09-30,26,Miroslaw Mietus
107302,2018,5.882191780821918,2027,TORUN,PL,+53:02:31,+018:35:44,69, RR9,1920-12-01,2022-09-30,26,Miroslaw Mietus
107302,2019,7.906849315068493,2027,TORUN,PL,+53:02:31,+018:35:44,69, RR9,1920-12-01,2022-09-30,26,Miroslaw Mietus
107302,2020,8.442622950819672,2027,TORUN,PL,+53:02:31,+018:35:44,69, RR9,1920-12-01,2022-09-30,26,Miroslaw Mietus
107302,2021,8.452054794520548,2027,TORUN,PL,+53:02:31,+018:35:44,69, RR9,1920-12-01,2022-09-30,26,Miroslaw Mietus
107309,2017,12.756164383561643,2028,MLAWA,PL,+53:06:15,+020:21:40,147, RR9,1961-01-01,2022-09-30,26,Miroslaw Mietus
107309,2018,8.093150684931507,2028,MLAWA,PL,+53:06:15,+020:21:40,147, RR9,1961-01-01,2022-09-30,26,Miroslaw Mietus
107309,2019,7.005479452054795,2028,MLAWA,PL,+53:06:15,+020:21:40,147, RR9,1961-01-01,2022-09-30,26,Miroslaw Mietus
107309,2020,8.595628415300547,2028,MLAWA,PL,+53:06:15,+020:21:40,147, RR9,1961-01-01,2022-09-30,26,Miroslaw Mietus
107309,2021,9.03013698630137,2028,MLAWA,PL,+53:06:15,+020:21:40,147, RR9,1961-01-01,2022-09-30,26,Miroslaw Mietus
107315,2017,14.128767123287671,752,OLSZTYN,PL,+53:46:07,+020:25:17,133, RR9,1920-12-01,2022-09-30,26,Miroslaw Mietus
107315,2018,9.065753424657535,752,OLSZTYN,PL,+53:46:07,+020:25:17,133, RR9,1920-12-01,2022-09-30,26,Miroslaw Mietus
107315,2019,11.605479452054794,752,OLSZTYN,PL,+53:46:07,+020:25:17,133, RR9,1920-12-01,2022-09-30,26,Miroslaw Mietus
107315,2020,10.150273224043715,752,OLSZTYN,PL,+53:46:07,+020:25:17,133, RR9,1920-12-01,2022-09-30,26,Miroslaw Mietus
107315,2021,11.819178082191781,752,OLSZTYN,PL,+53:46:07,+020:25:17,133, RR9,1920-12-01,2022-09-30,26,Miroslaw Mietus
107316,2017,11.26849315068493,2029,GORZOW WLKP,PL,+52:44:28,+015:16:38,71, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
107316,2018,6.073972602739726,2029,GORZOW WLKP,PL,+52:44:28,+015:16:38,71, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
107316,2019,6.424657534246576,2029,GORZOW WLKP,PL,+52:44:28,+015:16:38,71, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
107316,2020,6.461748633879782,2029,GORZOW WLKP,PL,+52:44:28,+015:16:38,71, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
107316,2021,8.01095890410959,2029,GORZOW WLKP,PL,+52:44:28,+015:16:38,71, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
107317,2017,7.936986301369863,779,SLUBICE,PL,+52:20:55,+014:37:11,53, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
107317,2018,4.534246575342466,779,SLUBICE,PL,+52:20:55,+014:37:11,53, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
107317,2019,5.049315068493151,779,SLUBICE,PL,+52:20:55,+014:37:11,53, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
107317,2020,5.46448087431694,779,SLUBICE,PL,+52:20:55,+014:37:11,53, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
107317,2021,9.465753424657533,779,SLUBICE,PL,+52:20:55,+014:37:11,53, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
107318,2017,9.863013698630137,333,SIEDLCE,PL,+52:10:52,+022:14:41,152, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
107318,2018,7.742465753424658,333,SIEDLCE,PL,+52:10:52,+022:14:41,152, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
107318,2019,7.673972602739726,333,SIEDLCE,PL,+52:10:52,+022:14:41,152, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
107318,2020,7.975409836065574,333,SIEDLCE,PL,+52:10:52,+022:14:41,152, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
107318,2021,8.345205479452055,333,SIEDLCE,PL,+52:10:52,+022:14:41,152, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
107319,2017,9.772602739726027,922,TERESPOL,PL,+52:04:43,+023:37:19,133, RR9,1955-01-01,2022-09-30,26,Miroslaw Mietus
107319,2018,7.254794520547946,922,TERESPOL,PL,+52:04:43,+023:37:19,133, RR9,1955-01-01,2022-09-30,26,Miroslaw Mietus
107319,2019,7.317808219178082,922,TERESPOL,PL,+52:04:43,+023:37:19,133, RR9,1955-01-01,2022-09-30,26,Miroslaw Mietus
107319,2020,6.456284153005464,922,TERESPOL,PL,+52:04:43,+023:37:19,133, RR9,1955-01-01,2022-09-30,26,Miroslaw Mietus
107319,2021,9.054794520547945,922,TERESPOL,PL,+52:04:43,+023:37:19,133, RR9,1955-01-01,2022-09-30,26,Miroslaw Mietus
107320,2017,8.789041095890411,2031,ZIELONA GORA,PL,+51:55:48,+015:31:29,192, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
107320,2018,6.186301369863013,2031,ZIELONA GORA,PL,+51:55:48,+015:31:29,192, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
107320,2019,6.841095890410959,2031,ZIELONA GORA,PL,+51:55:48,+015:31:29,192, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
107320,2020,7.251366120218579,2031,ZIELONA GORA,PL,+51:55:48,+015:31:29,192, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
107320,2021,9.545205479452054,2031,ZIELONA GORA,PL,+51:55:48,+015:31:29,192, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
107321,2017,7.7972602739726025,923,LESZNO,PL,+51:50:08,+016:32:05,91, RR9,1958-01-01,2022-09-30,26,Miroslaw Mietus
107321,2018,6.928767123287671,923,LESZNO,PL,+51:50:08,+016:32:05,91, RR9,1958-01-01,2022-09-30,26,Miroslaw Mietus
107321,2019,5.810958904109589,923,LESZNO,PL,+51:50:08,+016:32:05,91, RR9,1958-01-01,2022-09-30,26,Miroslaw Mietus
107321,2020,6.532786885245901,923,LESZNO,PL,+51:50:08,+016:32:05,91, RR9,1958-01-01,2022-09-30,26,Miroslaw Mietus
107321,2021,6.873972602739726,923,LESZNO,PL,+51:50:08,+016:32:05,91, RR9,1958-01-01,2022-09-30,26,Miroslaw Mietus
107322,2017,8.405479452054795,924,WIELUN,PL,+51:12:37,+018:33:24,199, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
107322,2018,5.750684931506849,924,WIELUN,PL,+51:12:37,+018:33:24,199, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
107322,2019,6.101369863013699,924,WIELUN,PL,+51:12:37,+018:33:24,199, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
107322,2020,8.729508196721312,924,WIELUN,PL,+51:12:37,+018:33:24,199, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
107322,2021,6.605479452054794,924,WIELUN,PL,+51:12:37,+018:33:24,199, RR9,1951-01-01,2022-09-30,26,Miroslaw Mietus
107323,2017,10.128767123287671,926,SULEJOW,PL,+51:21:12,+019:51:59,188, RR9,1961-05-01,2022-09-30,26,Miroslaw Mietus
