SOUID,DATE,SD,STAID,SOUNAME,CN,LAT,LON,HGHT,ELEI,BEGIN,END,PARID,PARNAME
239172,2019,0.273972602739726,25060,PULTUSK,PL,+52:04:04,+021:00:06,109, SD2,1951-01-01,2022-08-31,26,Miroslaw Mietus
239172,2020,0.00546448087431694,25060,PULTUSK,PL,+52:04:04,+021:00:06,109, SD2,1951-01-01,2022-08-31,26,Miroslaw Mietus
239172,2021,0.810958904109589,25060,PULTUSK,PL,+52:04:04,+021:00:06,109, SD2,1951-01-01,2022-08-31,26,Miroslaw Mietus
239220,2017,1.1424657534246576,25064,SZEPIETOWO,PL,+52:51:00,+022:33:00,152, SD2,1952-03-01,2022-08-31,26,Miroslaw Mietus
239220,2018,0.6657534246575343,25064,SZEPIETOWO,PL,+52:51:00,+022:33:00,152, SD2,1952-03-01,2022-08-31,26,Miroslaw Mietus
239220,2019,0.3698630136986301,25064,SZEPIETOWO,PL,+52:51:00,+022:33:00,152, SD2,1952-03-01,2022-08-31,26,Miroslaw Mietus
239220,2020,0.03278688524590164,25064,SZEPIETOWO,PL,+52:51:00,+022:33:00,152, SD2,1952-03-01,2022-08-31,26,Miroslaw Mietus
239220,2021,2.4383561643835616,25064,SZEPIETOWO,PL,+52:51:00,+022:33:00,152, SD2,1952-03-01,2022-08-31,26,Miroslaw Mietus
239244,2017,2.4657534246575343,25066,BIALOWIEZA,PL,+52:42:00,+023:51:00,170, SD2,1951-01-01,2022-08-31,26,Miroslaw Mietus
239244,2018,1.263013698630137,25066,BIALOWIEZA,PL,+52:42:00,+023:51:00,170, SD2,1951-01-01,2022-08-31,26,Miroslaw Mietus
239244,2019,1.6821917808219178,25066,BIALOWIEZA,PL,+52:42:00,+023:51:00,170, SD2,1951-01-01,2022-08-31,26,Miroslaw Mietus
239244,2020,0.1510989010989011,25066,BIALOWIEZA,PL,+52:42:00,+023:51:00,170, SD2,1951-01-01,2022-08-31,26,Miroslaw Mietus
239244,2021,3.5315068493150683,25066,BIALOWIEZA,PL,+52:42:00,+023:51:00,170, SD2,1951-01-01,2022-08-31,26,Miroslaw Mietus
239592,2017,1.2767123287671234,25095,BIEBRZA-PIENCZYKOWEK,PL,+53:39:00,+022:36:00,128, SD2,1956-01-01,2022-08-31,26,Miroslaw Mietus
239592,2018,0.5315068493150685,25095,BIEBRZA-PIENCZYKOWEK,PL,+53:39:00,+022:36:00,128, SD2,1956-01-01,2022-08-31,26,Miroslaw Mietus
239592,2019,0.8958904109589041,25095,BIEBRZA-PIENCZYKOWEK,PL,+53:39:00,+022:36:00,128, SD2,1956-01-01,2022-08-31,26,Miroslaw Mietus
239592,2020,0.1092896174863388,25095,BIEBRZA-PIENCZYKOWEK,PL,+53:39:00,+022:36:00,128, SD2,1956-01-01,2022-08-31,26,Miroslaw Mietus
239592,2021,4.221917808219178,25095,BIEBRZA-PIENCZYKOWEK,PL,+53:39:00,+022:36:00,128, SD2,1956-01-01,2022-08-31,26,Miroslaw Mietus
239664,2017,1.821917808219178,25101,ROZANYSTOK,PL,+53:38:00,+023:24:00,152, SD2,1961-01-01,2022-08-31,26,Miroslaw Mietus
239664,2018,1.5178082191780822,25101,ROZANYSTOK,PL,+53:38:00,+023:24:00,152, SD2,1961-01-01,2022-08-31,26,Miroslaw Mietus
239664,2019,0.9041095890410958,25101,ROZANYSTOK,PL,+53:38:00,+023:24:00,152, SD2,1961-01-01,2022-08-31,26,Miroslaw Mietus
239664,2020,0.00546448087431694,25101,ROZANYSTOK,PL,+53:38:00,+023:24:00,152, SD2,1961-01-01,2022-08-31,26,Miroslaw Mietus
239664,2021,4.2027397260273975,25101,ROZANYSTOK,PL,+53:38:00,+023:24:00,152, SD2,1961-01-01,2022-08-31,26,Miroslaw Mietus
239832,2017,1.0246575342465754,25115,GDANSK-REBIECHOWO,PL,+54:23:00,+018:28:00,145, SD2,1991-01-01,2022-08-31,26,Miroslaw Mietus
239832,2017,1.0246575342465754,25150,GDANSK-REBIECHOWO,PL,+54:23:00,+018:28:00,145, SD2,1991-01-01,2022-08-31,26,Miroslaw Mietus
239832,2018,1.3643835616438356,25115,GDANSK-REBIECHOWO,PL,+54:23:00,+018:28:00,145, SD2,1991-01-01,2022-08-31,26,Miroslaw Mietus
239832,2018,1.3643835616438356,25150,GDANSK-REBIECHOWO,PL,+54:23:00,+018:28:00,145, SD2,1991-01-01,2022-08-31,26,Miroslaw Mietus
239832,2019,0.33972602739726027,25115,GDANSK-REBIECHOWO,PL,+54:23:00,+018:28:00,145, SD2,1991-01-01,2022-08-31,26,Miroslaw Mietus
239832,2019,0.33972602739726027,25150,GDANSK-REBIECHOWO,PL,+54:23:00,+018:28:00,145, SD2,1991-01-01,2022-08-31,26,Miroslaw Mietus
239832,2020,0.03278688524590164,25115,GDANSK-REBIECHOWO,PL,+54:23:00,+018:28:00,145, SD2,1991-01-01,2022-08-31,26,Miroslaw Mietus
239832,2020,0.03278688524590164,25150,GDANSK-REBIECHOWO,PL,+54:23:00,+018:28:00,145, SD2,1991-01-01,2022-08-31,26,Miroslaw Mietus
239832,2021,3.66027397260274,25115,GDANSK-REBIECHOWO,PL,+54:23:00,+018:28:00,145, SD2,1991-01-01,2022-08-31,26,Miroslaw Mietus
239832,2021,3.66027397260274,25150,GDANSK-REBIECHOWO,PL,+54:23:00,+018:28:00,145, SD2,1991-01-01,2022-08-31,26,Miroslaw Mietus
239844,2017,0.473972602739726,25116,GDANSK-SWIBNO,PL,+54:20:00,+018:56:00,0, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
239844,2018,0.5041095890410959,25116,GDANSK-SWIBNO,PL,+54:20:00,+018:56:00,0, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
239844,2019,0.14794520547945206,25116,GDANSK-SWIBNO,PL,+54:20:00,+018:56:00,0, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
239844,2020,0.00819672131147541,25116,GDANSK-SWIBNO,PL,+54:20:00,+018:56:00,0, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
239844,2021,1.9452054794520548,25116,GDANSK-SWIBNO,PL,+54:20:00,+018:56:00,0, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
239916,2017,1.4931506849315068,25122,LIDZBARK WARMINSKI,PL,+54:08:00,+020:36:00,99, SD2,1951-01-01,2022-08-31,26,Miroslaw Mietus
239916,2018,0.38904109589041097,25122,LIDZBARK WARMINSKI,PL,+54:08:00,+020:36:00,99, SD2,1951-01-01,2022-08-31,26,Miroslaw Mietus
239916,2019,0.7506849315068493,25122,LIDZBARK WARMINSKI,PL,+54:08:00,+020:36:00,99, SD2,1951-01-01,2022-08-31,26,Miroslaw Mietus
239916,2020,0.15300546448087432,25122,LIDZBARK WARMINSKI,PL,+54:08:00,+020:36:00,99, SD2,1951-01-01,2022-08-31,26,Miroslaw Mietus
239916,2021,2.717808219178082,25122,LIDZBARK WARMINSKI,PL,+54:08:00,+020:36:00,99, SD2,1951-01-01,2022-08-31,26,Miroslaw Mietus
239952,2017,1.5424657534246575,25125,OLECKO,PL,+54:03:00,+022:29:00,173, SD2,1961-01-01,2022-08-31,26,Miroslaw Mietus
239952,2018,0.6657534246575343,25125,OLECKO,PL,+54:03:00,+022:29:00,173, SD2,1961-01-01,2022-08-31,26,Miroslaw Mietus
239952,2019,1.7534246575342465,25125,OLECKO,PL,+54:03:00,+022:29:00,173, SD2,1961-01-01,2022-08-31,26,Miroslaw Mietus
239952,2020,0.0273224043715847,25125,OLECKO,PL,+54:03:00,+022:29:00,173, SD2,1961-01-01,2022-08-31,26,Miroslaw Mietus
239952,2021,3.778082191780822,25125,OLECKO,PL,+54:03:00,+022:29:00,173, SD2,1961-01-01,2022-08-31,26,Miroslaw Mietus
239964,2017,70.30410958904109,25126,KASPROWY WIERCH,PL,+49:13:57,+019:58:55,1348, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
239964,2018,72.21369863013699,25126,KASPROWY WIERCH,PL,+49:13:57,+019:58:55,1348, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
239964,2019,67.93972602739726,25126,KASPROWY WIERCH,PL,+49:13:57,+019:58:55,1348, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
239964,2020,51.14754098360656,25126,KASPROWY WIERCH,PL,+49:13:57,+019:58:55,1348, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
239964,2021,54.45753424657534,25126,KASPROWY WIERCH,PL,+49:13:57,+019:58:55,1348, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
239988,2017,1.8602739726027397,25128,JELENIA GORA,PL,+50:54:01,+015:47:20,427, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
239988,2018,0.3178082191780822,25128,JELENIA GORA,PL,+50:54:01,+015:47:20,427, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
239988,2019,0.5561643835616439,25128,JELENIA GORA,PL,+50:54:01,+015:47:20,427, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
239988,2020,0.06284153005464481,25128,JELENIA GORA,PL,+50:54:01,+015:47:20,427, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
239988,2021,1.4712328767123288,25128,JELENIA GORA,PL,+50:54:01,+015:47:20,427, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240000,2017,29.797260273972604,24932,SNIEZKA,PL,+50:44:10,+015:44:22,958, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240000,2017,29.797260273972604,25129,SNIEZKA,PL,+50:44:10,+015:44:22,958, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240000,2018,32.23013698630137,24932,SNIEZKA,PL,+50:44:10,+015:44:22,958, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240000,2018,32.23013698630137,25129,SNIEZKA,PL,+50:44:10,+015:44:22,958, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240000,2019,60.863013698630134,24932,SNIEZKA,PL,+50:44:10,+015:44:22,958, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240000,2019,60.863013698630134,25129,SNIEZKA,PL,+50:44:10,+015:44:22,958, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240000,2020,26.55464480874317,24932,SNIEZKA,PL,+50:44:10,+015:44:22,958, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240000,2020,26.55464480874317,25129,SNIEZKA,PL,+50:44:10,+015:44:22,958, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240000,2021,41.42191780821918,24932,SNIEZKA,PL,+50:44:10,+015:44:22,958, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240000,2021,41.42191780821918,25129,SNIEZKA,PL,+50:44:10,+015:44:22,958, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240012,2017,0.726027397260274,25130,OPOLE,PL,+50:37:37,+017:58:08,163, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240012,2018,0.06575342465753424,25130,OPOLE,PL,+50:37:37,+017:58:08,163, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240012,2019,0.30684931506849317,25130,OPOLE,PL,+50:37:37,+017:58:08,163, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240012,2020,0.01366120218579235,25130,OPOLE,PL,+50:37:37,+017:58:08,163, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240012,2021,1.0273972602739727,25130,OPOLE,PL,+50:37:37,+017:58:08,163, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240036,2017,1.8904109589041096,25132,KATOWICE-MUCHOWIEC,PL,+50:14:26,+019:01:58,281, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240036,2018,0.3506849315068493,25132,KATOWICE-MUCHOWIEC,PL,+50:14:26,+019:01:58,281, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240036,2019,0.7643835616438356,25132,KATOWICE-MUCHOWIEC,PL,+50:14:26,+019:01:58,281, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240036,2020,0.04371584699453552,25132,KATOWICE-MUCHOWIEC,PL,+50:14:26,+019:01:58,281, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240036,2021,1.010958904109589,25132,KATOWICE-MUCHOWIEC,PL,+50:14:26,+019:01:58,281, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240048,2017,0.7013698630136986,25133,KRAKOW-BALICE,PL,+50:04:49,+019:48:07,234, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240048,2018,0.32054794520547947,25133,KRAKOW-BALICE,PL,+50:04:49,+019:48:07,234, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240048,2019,0.34794520547945207,25133,KRAKOW-BALICE,PL,+50:04:49,+019:48:07,234, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240048,2020,0.02459016393442623,25133,KRAKOW-BALICE,PL,+50:04:49,+019:48:07,234, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240048,2021,1.1095890410958904,25133,KRAKOW-BALICE,PL,+50:04:49,+019:48:07,234, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240084,2018,1.5778443113772456,25136,ZAMOSC,PL,+50:41:52,+023:12:23,258, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240084,2019,0.4958904109589041,25136,ZAMOSC,PL,+50:41:52,+023:12:23,258, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240084,2020,0.00546448087431694,25136,ZAMOSC,PL,+50:41:52,+023:12:23,258, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240084,2021,2.3013698630136985,25136,ZAMOSC,PL,+50:41:52,+023:12:23,258, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240108,2017,0.07526881720430108,25138,LEGNICA,PL,+51:11:33,+016:12:27,134, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240108,2018,0.09315068493150686,25138,LEGNICA,PL,+51:11:33,+016:12:27,134, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240108,2019,0.12602739726027398,25138,LEGNICA,PL,+51:11:33,+016:12:27,134, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240108,2020,0.005970149253731343,25138,LEGNICA,PL,+51:11:33,+016:12:27,134, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240108,2021,0.7123893805309734,25138,LEGNICA,PL,+51:11:33,+016:12:27,134, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240120,2017,1.8630136986301369,25139,LUBLIN-RADAWIEC,PL,+51:13:01,+022:23:37,228, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240120,2018,1.0986301369863014,25139,LUBLIN-RADAWIEC,PL,+51:13:01,+022:23:37,228, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240120,2019,1.16986301369863,25139,LUBLIN-RADAWIEC,PL,+51:13:01,+022:23:37,228, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240120,2020,0.02459016393442623,25139,LUBLIN-RADAWIEC,PL,+51:13:01,+022:23:37,228, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240120,2021,1.906849315068493,25139,LUBLIN-RADAWIEC,PL,+51:13:01,+022:23:37,228, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240192,2017,1.16986301369863,25145,MIKOLAJKI,PL,+53:47:22,+021:35:19,144, SD2,1952-01-01,2022-09-30,26,Miroslaw Mietus
240192,2018,0.663013698630137,25145,MIKOLAJKI,PL,+53:47:22,+021:35:19,144, SD2,1952-01-01,2022-09-30,26,Miroslaw Mietus
240192,2019,0.9041095890410958,25145,MIKOLAJKI,PL,+53:47:22,+021:35:19,144, SD2,1952-01-01,2022-09-30,26,Miroslaw Mietus
240192,2020,0.05191256830601093,25145,MIKOLAJKI,PL,+53:47:22,+021:35:19,144, SD2,1952-01-01,2022-09-30,26,Miroslaw Mietus
240192,2021,2.76986301369863,25145,MIKOLAJKI,PL,+53:47:22,+021:35:19,144, SD2,1952-01-01,2022-09-30,26,Miroslaw Mietus
240216,2017,0.40821917808219177,25147,KOLOBRZEG-DZWIRZYNO,PL,+54:09:30,+015:23:20,1, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240216,2018,0.4054794520547945,25147,KOLOBRZEG-DZWIRZYNO,PL,+54:09:30,+015:23:20,1, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240216,2019,0.052054794520547946,25147,KOLOBRZEG-DZWIRZYNO,PL,+54:09:30,+015:23:20,1, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240216,2020,0.0,25147,KOLOBRZEG-DZWIRZYNO,PL,+54:09:30,+015:23:20,1, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240216,2021,0.6493150684931507,25147,KOLOBRZEG-DZWIRZYNO,PL,+54:09:30,+015:23:20,1, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240228,2017,0.14246575342465753,25148,USTKA,PL,+54:35:18,+016:51:15,18, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240228,2018,0.3013698630136986,25148,USTKA,PL,+54:35:18,+016:51:15,18, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240228,2019,0.030136986301369864,25148,USTKA,PL,+54:35:18,+016:51:15,18, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240228,2020,0.00273224043715847,25148,USTKA,PL,+54:35:18,+016:51:15,18, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240228,2021,1.0301369863013699,25148,USTKA,PL,+54:35:18,+016:51:15,18, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240264,2017,1.6547945205479453,25151,ELBLAG-MILEJEWO,PL,+54:13:23,+019:32:37,151, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240264,2018,1.6986301369863013,25151,ELBLAG-MILEJEWO,PL,+54:13:23,+019:32:37,151, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240264,2019,1.0273972602739727,25151,ELBLAG-MILEJEWO,PL,+54:13:23,+019:32:37,151, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240264,2020,0.1885245901639344,25151,ELBLAG-MILEJEWO,PL,+54:13:23,+019:32:37,151, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240264,2021,3.356164383561644,25151,ELBLAG-MILEJEWO,PL,+54:13:23,+019:32:37,151, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240287,2017,0.3835616438356164,2022,KOSZALIN,PL,+54:12:16,+016:09:19,33, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240287,2018,0.32602739726027397,2022,KOSZALIN,PL,+54:12:16,+016:09:19,33, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240287,2019,0.038356164383561646,2022,KOSZALIN,PL,+54:12:16,+016:09:19,33, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240287,2020,0.01639344262295082,2022,KOSZALIN,PL,+54:12:16,+016:09:19,33, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240287,2021,1.2575342465753425,2022,KOSZALIN,PL,+54:12:16,+016:09:19,33, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240347,2018,0.2958904109589041,25076,PILA,PL,+53:07:48,+016:45:00,72, SD2,1970-10-12,2022-09-30,26,Miroslaw Mietus
240347,2018,0.2958904109589041,8943,PILA,PL,+53:07:48,+016:45:00,72, SD2,1970-10-12,2022-09-30,26,Miroslaw Mietus
240347,2019,0.01643835616438356,25076,PILA,PL,+53:07:48,+016:45:00,72, SD2,1970-10-12,2022-09-30,26,Miroslaw Mietus
240347,2019,0.01643835616438356,8943,PILA,PL,+53:07:48,+016:45:00,72, SD2,1970-10-12,2022-09-30,26,Miroslaw Mietus
240347,2020,0.00819672131147541,25076,PILA,PL,+53:07:48,+016:45:00,72, SD2,1970-10-12,2022-09-30,26,Miroslaw Mietus
240347,2020,0.00819672131147541,8943,PILA,PL,+53:07:48,+016:45:00,72, SD2,1970-10-12,2022-09-30,26,Miroslaw Mietus
240347,2021,1.3205479452054794,25076,PILA,PL,+53:07:48,+016:45:00,72, SD2,1970-10-12,2022-09-30,26,Miroslaw Mietus
240347,2021,1.3205479452054794,8943,PILA,PL,+53:07:48,+016:45:00,72, SD2,1970-10-12,2022-09-30,26,Miroslaw Mietus
240359,2017,0.16393442622950818,2023,KETRZYN,PL,+54:04:12,+021:22:12,108, SD2,1966-01-01,2022-09-30,26,Miroslaw Mietus
240359,2018,0.7315068493150685,2023,KETRZYN,PL,+54:04:12,+021:22:12,108, SD2,1966-01-01,2022-09-30,26,Miroslaw Mietus
240359,2019,0.5753424657534246,2023,KETRZYN,PL,+54:04:12,+021:22:12,108, SD2,1966-01-01,2022-09-30,26,Miroslaw Mietus
240359,2020,0.03825136612021858,2023,KETRZYN,PL,+54:04:12,+021:22:12,108, SD2,1966-01-01,2022-09-30,26,Miroslaw Mietus
240359,2021,2.1342465753424658,2023,KETRZYN,PL,+54:04:12,+021:22:12,108, SD2,1966-01-01,2022-09-30,26,Miroslaw Mietus
240391,2017,0.8821917808219178,8959,KOZIENCE,PL,+51:33:53,+021:32:34,123, SD2,1977-01-01,2022-09-30,26,Miroslaw Mietus
240391,2018,0.6547945205479452,8959,KOZIENCE,PL,+51:33:53,+021:32:34,123, SD2,1977-01-01,2022-09-30,26,Miroslaw Mietus
240391,2019,0.3232876712328767,8959,KOZIENCE,PL,+51:33:53,+021:32:34,123, SD2,1977-01-01,2022-09-30,26,Miroslaw Mietus
240391,2020,0.01366120218579235,8959,KOZIENCE,PL,+51:33:53,+021:32:34,123, SD2,1977-01-01,2022-09-30,26,Miroslaw Mietus
240391,2021,0.9780821917808219,8959,KOZIENCE,PL,+51:33:53,+021:32:34,123, SD2,1977-01-01,2022-09-30,26,Miroslaw Mietus
240403,2017,0.34782608695652173,25156,KROSNO,PL,+49:42:25,+021:46:09,326, SD2,1985-01-01,2022-09-30,26,Miroslaw Mietus
240403,2017,0.34782608695652173,8969,KROSNO,PL,+49:42:25,+021:46:09,326, SD2,1985-01-01,2022-09-30,26,Miroslaw Mietus
240403,2018,1.5863013698630137,25156,KROSNO,PL,+49:42:25,+021:46:09,326, SD2,1985-01-01,2022-09-30,26,Miroslaw Mietus
240403,2018,1.5863013698630137,8969,KROSNO,PL,+49:42:25,+021:46:09,326, SD2,1985-01-01,2022-09-30,26,Miroslaw Mietus
240403,2019,1.0602739726027397,25156,KROSNO,PL,+49:42:25,+021:46:09,326, SD2,1985-01-01,2022-09-30,26,Miroslaw Mietus
240403,2019,1.0602739726027397,8969,KROSNO,PL,+49:42:25,+021:46:09,326, SD2,1985-01-01,2022-09-30,26,Miroslaw Mietus
240403,2020,0.1721311475409836,25156,KROSNO,PL,+49:42:25,+021:46:09,326, SD2,1985-01-01,2022-09-30,26,Miroslaw Mietus
240403,2020,0.1721311475409836,8969,KROSNO,PL,+49:42:25,+021:46:09,326, SD2,1985-01-01,2022-09-30,26,Miroslaw Mietus
240403,2021,2.3808219178082193,25156,KROSNO,PL,+49:42:25,+021:46:09,326, SD2,1985-01-01,2022-09-30,26,Miroslaw Mietus
240403,2021,2.3808219178082193,8969,KROSNO,PL,+49:42:25,+021:46:09,326, SD2,1985-01-01,2022-09-30,26,Miroslaw Mietus
240583,2017,1.8547945205479452,9161,KROSCIENKO,PL,+49:27:00,+020:25:48,452, SD2,1957-01-01,2022-08-31,26,Miroslaw Mietus
240583,2018,2.4356164383561643,9161,KROSCIENKO,PL,+49:27:00,+020:25:48,452, SD2,1957-01-01,2022-08-31,26,Miroslaw Mietus
240583,2019,3.3315068493150686,9161,KROSCIENKO,PL,+49:27:00,+020:25:48,452, SD2,1957-01-01,2022-08-31,26,Miroslaw Mietus
240583,2020,0.3251366120218579,9161,KROSCIENKO,PL,+49:27:00,+020:25:48,452, SD2,1957-01-01,2022-08-31,26,Miroslaw Mietus
240583,2021,2.315068493150685,9161,KROSCIENKO,PL,+49:27:00,+020:25:48,452, SD2,1957-01-01,2022-08-31,26,Miroslaw Mietus
240588,2017,0.5753424657534246,24974,KRAKOW OBS. ASTRONOMICZNE,PL,+50:04:12,+019:58:12,206, SD2,1951-01-01,2022-08-31,26,Miroslaw Mietus
240588,2017,0.5753424657534246,9113,KRAKOW OBS. ASTRONOMICZNE,PL,+50:04:12,+019:58:12,206, SD2,1951-01-01,2022-08-31,26,Miroslaw Mietus
240588,2018,0.2328767123287671,24974,KRAKOW OBS. ASTRONOMICZNE,PL,+50:04:12,+019:58:12,206, SD2,1951-01-01,2022-08-31,26,Miroslaw Mietus
240588,2018,0.2328767123287671,9113,KRAKOW OBS. ASTRONOMICZNE,PL,+50:04:12,+019:58:12,206, SD2,1951-01-01,2022-08-31,26,Miroslaw Mietus
240588,2019,0.30684931506849317,24974,KRAKOW OBS. ASTRONOMICZNE,PL,+50:04:12,+019:58:12,206, SD2,1951-01-01,2022-08-31,26,Miroslaw Mietus
240588,2019,0.30684931506849317,9113,KRAKOW OBS. ASTRONOMICZNE,PL,+50:04:12,+019:58:12,206, SD2,1951-01-01,2022-08-31,26,Miroslaw Mietus
240588,2020,0.02459016393442623,24974,KRAKOW OBS. ASTRONOMICZNE,PL,+50:04:12,+019:58:12,206, SD2,1951-01-01,2022-08-31,26,Miroslaw Mietus
240588,2020,0.02459016393442623,9113,KRAKOW OBS. ASTRONOMICZNE,PL,+50:04:12,+019:58:12,206, SD2,1951-01-01,2022-08-31,26,Miroslaw Mietus
240588,2021,0.821917808219178,24974,KRAKOW OBS. ASTRONOMICZNE,PL,+50:04:12,+019:58:12,206, SD2,1951-01-01,2022-08-31,26,Miroslaw Mietus
240588,2021,0.821917808219178,9113,KRAKOW OBS. ASTRONOMICZNE,PL,+50:04:12,+019:58:12,206, SD2,1951-01-01,2022-08-31,26,Miroslaw Mietus
240589,2017,0.8493150684931506,1207,PULAWY,PL,+51:25:00,+021:58:00,142, SD2,1951-01-01,2022-08-31,26,Miroslaw Mietus
240589,2018,0.7643835616438356,1207,PULAWY,PL,+51:25:00,+021:58:00,142, SD2,1951-01-01,2022-08-31,26,Miroslaw Mietus
240589,2019,0.8438356164383561,1207,PULAWY,PL,+51:25:00,+021:58:00,142, SD2,1951-01-01,2022-08-31,26,Miroslaw Mietus
240589,2020,0.01366120218579235,1207,PULAWY,PL,+51:25:00,+021:58:00,142, SD2,1951-01-01,2022-08-31,26,Miroslaw Mietus
240589,2021,1.5178082191780822,1207,PULAWY,PL,+51:25:00,+021:58:00,142, SD2,1951-01-01,2022-08-31,26,Miroslaw Mietus
240592,2017,0.8657534246575342,930,BIELSKO-BIALA,PL,+49:48:26,+019:00:01,396, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240592,2018,1.515068493150685,930,BIELSKO-BIALA,PL,+49:48:26,+019:00:01,396, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240592,2019,0.726027397260274,930,BIELSKO-BIALA,PL,+49:48:26,+019:00:01,396, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240592,2020,0.22950819672131148,930,BIELSKO-BIALA,PL,+49:48:26,+019:00:01,396, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240592,2021,1.7013698630136986,930,BIELSKO-BIALA,PL,+49:48:26,+019:00:01,396, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240593,2017,6.534246575342466,24880,ZAKOPANE,PL,+49:18:00,+019:57:00,857, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
240593,2017,6.534246575342466,24881,ZAKOPANE,PL,+49:18:00,+019:57:00,857, SD2,1951-01-01,2022-09-30,26,Miroslaw Mietus
