SOUID,DATE,CC,STAID,SOUNAME,CN,LAT,LON,HGHT,ELEI,BEGIN,END,PARID,PARNAME
239103,2021,5.208219178082191,25053,WARSZAWA-FILTRY,PL,+52:13:10,+020:59:57,91, CC3,2004-01-01,2022-08-31,26,Miroslaw Mietus
239103,2021,5.208219178082191,25054,WARSZAWA-FILTRY,PL,+52:13:10,+020:59:57,91, CC3,2004-01-01,2022-08-31,26,Miroslaw Mietus
239103,2021,5.208219178082191,25152,WARSZAWA-FILTRY,PL,+52:13:10,+020:59:57,91, CC3,2004-01-01,2022-08-31,26,Miroslaw Mietus
239103,2021,5.208219178082191,9040,WARSZAWA-FILTRY,PL,+52:13:10,+020:59:57,91, CC3,2004-01-01,2022-08-31,26,Miroslaw Mietus
239103,2021,5.208219178082191,209,WARSZAWA-FILTRY,PL,+52:13:10,+020:59:57,91, CC3,2004-01-01,2022-08-31,26,Miroslaw Mietus
239175,2017,6.778082191780822,25060,PULTUSK,PL,+52:04:04,+021:00:06,109, CC3,1951-01-01,2022-08-31,26,Miroslaw Mietus
239175,2018,5.967123287671233,25060,PULTUSK,PL,+52:04:04,+021:00:06,109, CC3,1951-01-01,2022-08-31,26,Miroslaw Mietus
239175,2019,5.994520547945205,25060,PULTUSK,PL,+52:04:04,+021:00:06,109, CC3,1951-01-01,2022-08-31,26,Miroslaw Mietus
239175,2020,5.743169398907104,25060,PULTUSK,PL,+52:04:04,+021:00:06,109, CC3,1951-01-01,2022-08-31,26,Miroslaw Mietus
239175,2021,5.942465753424657,25060,PULTUSK,PL,+52:04:04,+021:00:06,109, CC3,1951-01-01,2022-08-31,26,Miroslaw Mietus
239223,2017,5.835616438356165,25064,SZEPIETOWO,PL,+52:51:00,+022:33:00,152, CC3,1951-01-01,2022-08-31,26,Miroslaw Mietus
239223,2018,5.101369863013699,25064,SZEPIETOWO,PL,+52:51:00,+022:33:00,152, CC3,1951-01-01,2022-08-31,26,Miroslaw Mietus
239223,2019,5.126027397260274,25064,SZEPIETOWO,PL,+52:51:00,+022:33:00,152, CC3,1951-01-01,2022-08-31,26,Miroslaw Mietus
239223,2020,5.437158469945355,25064,SZEPIETOWO,PL,+52:51:00,+022:33:00,152, CC3,1951-01-01,2022-08-31,26,Miroslaw Mietus
239223,2021,5.498630136986302,25064,SZEPIETOWO,PL,+52:51:00,+022:33:00,152, CC3,1951-01-01,2022-08-31,26,Miroslaw Mietus
239595,2017,5.46027397260274,25095,BIEBRZA-PIENCZYKOWEK,PL,+53:39:00,+022:36:00,128, CC3,1956-01-01,2022-08-31,26,Miroslaw Mietus
239595,2018,4.468493150684932,25095,BIEBRZA-PIENCZYKOWEK,PL,+53:39:00,+022:36:00,128, CC3,1956-01-01,2022-08-31,26,Miroslaw Mietus
239595,2019,4.576923076923077,25095,BIEBRZA-PIENCZYKOWEK,PL,+53:39:00,+022:36:00,128, CC3,1956-01-01,2022-08-31,26,Miroslaw Mietus
239595,2020,4.314207650273224,25095,BIEBRZA-PIENCZYKOWEK,PL,+53:39:00,+022:36:00,128, CC3,1956-01-01,2022-08-31,26,Miroslaw Mietus
239595,2021,4.482191780821918,25095,BIEBRZA-PIENCZYKOWEK,PL,+53:39:00,+022:36:00,128, CC3,1956-01-01,2022-08-31,26,Miroslaw Mietus
239667,2017,5.227397260273973,25101,ROZANYSTOK,PL,+53:38:00,+023:24:00,152, CC3,1961-01-01,2022-08-31,26,Miroslaw Mietus
239667,2018,4.435616438356164,25101,ROZANYSTOK,PL,+53:38:00,+023:24:00,152, CC3,1961-01-01,2022-08-31,26,Miroslaw Mietus
239667,2019,4.392265193370166,25101,ROZANYSTOK,PL,+53:38:00,+023:24:00,152, CC3,1961-01-01,2022-08-31,26,Miroslaw Mietus
239835,2017,5.671232876712328,25115,GDANSK-REBIECHOWO,PL,+54:23:00,+018:28:00,145, CC3,1991-01-01,2022-08-31,26,Miroslaw Mietus
239835,2017,5.671232876712328,25150,GDANSK-REBIECHOWO,PL,+54:23:00,+018:28:00,145, CC3,1991-01-01,2022-08-31,26,Miroslaw Mietus
239835,2018,5.073972602739726,25115,GDANSK-REBIECHOWO,PL,+54:23:00,+018:28:00,145, CC3,1991-01-01,2022-08-31,26,Miroslaw Mietus
239835,2018,5.073972602739726,25150,GDANSK-REBIECHOWO,PL,+54:23:00,+018:28:00,145, CC3,1991-01-01,2022-08-31,26,Miroslaw Mietus
239835,2019,5.265753424657534,25115,GDANSK-REBIECHOWO,PL,+54:23:00,+018:28:00,145, CC3,1991-01-01,2022-08-31,26,Miroslaw Mietus
239835,2019,5.265753424657534,25150,GDANSK-REBIECHOWO,PL,+54:23:00,+018:28:00,145, CC3,1991-01-01,2022-08-31,26,Miroslaw Mietus
239835,2020,5.245901639344262,25115,GDANSK-REBIECHOWO,PL,+54:23:00,+018:28:00,145, CC3,1991-01-01,2022-08-31,26,Miroslaw Mietus
239835,2020,5.245901639344262,25150,GDANSK-REBIECHOWO,PL,+54:23:00,+018:28:00,145, CC3,1991-01-01,2022-08-31,26,Miroslaw Mietus
239835,2021,5.279452054794521,25115,GDANSK-REBIECHOWO,PL,+54:23:00,+018:28:00,145, CC3,1991-01-01,2022-08-31,26,Miroslaw Mietus
239835,2021,5.279452054794521,25150,GDANSK-REBIECHOWO,PL,+54:23:00,+018:28:00,145, CC3,1991-01-01,2022-08-31,26,Miroslaw Mietus
239847,2017,4.879452054794521,25116,GDANSK-SWIBNO,PL,+54:20:00,+018:56:00,0, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
239847,2018,4.331506849315068,25116,GDANSK-SWIBNO,PL,+54:20:00,+018:56:00,0, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
239847,2019,4.580821917808219,25116,GDANSK-SWIBNO,PL,+54:20:00,+018:56:00,0, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
239847,2020,4.64207650273224,25116,GDANSK-SWIBNO,PL,+54:20:00,+018:56:00,0, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
239847,2021,3.0,25116,GDANSK-SWIBNO,PL,+54:20:00,+018:56:00,0, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
239919,2017,5.482191780821918,25122,LIDZBARK WARMINSKI,PL,+54:08:00,+020:36:00,99, CC3,1951-01-01,2022-08-31,26,Miroslaw Mietus
239919,2018,4.706849315068493,25122,LIDZBARK WARMINSKI,PL,+54:08:00,+020:36:00,99, CC3,1951-01-01,2022-08-31,26,Miroslaw Mietus
239919,2019,4.758904109589041,25122,LIDZBARK WARMINSKI,PL,+54:08:00,+020:36:00,99, CC3,1951-01-01,2022-08-31,26,Miroslaw Mietus
239919,2020,4.98087431693989,25122,LIDZBARK WARMINSKI,PL,+54:08:00,+020:36:00,99, CC3,1951-01-01,2022-08-31,26,Miroslaw Mietus
239919,2021,5.03013698630137,25122,LIDZBARK WARMINSKI,PL,+54:08:00,+020:36:00,99, CC3,1951-01-01,2022-08-31,26,Miroslaw Mietus
239955,2017,5.961643835616439,25125,OLECKO,PL,+54:03:00,+022:29:00,173, CC3,1961-01-01,2022-08-31,26,Miroslaw Mietus
239955,2018,5.276712328767124,25125,OLECKO,PL,+54:03:00,+022:29:00,173, CC3,1961-01-01,2022-08-31,26,Miroslaw Mietus
239955,2019,5.473972602739726,25125,OLECKO,PL,+54:03:00,+022:29:00,173, CC3,1961-01-01,2022-08-31,26,Miroslaw Mietus
239955,2020,5.614754098360656,25125,OLECKO,PL,+54:03:00,+022:29:00,173, CC3,1961-01-01,2022-08-31,26,Miroslaw Mietus
239955,2021,5.816438356164384,25125,OLECKO,PL,+54:03:00,+022:29:00,173, CC3,1961-01-01,2022-08-31,26,Miroslaw Mietus
239967,2017,5.468493150684932,25126,KASPROWY WIERCH,PL,+49:13:57,+019:58:55,1348, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
239967,2018,5.421917808219178,25126,KASPROWY WIERCH,PL,+49:13:57,+019:58:55,1348, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
239967,2019,5.506849315068493,25126,KASPROWY WIERCH,PL,+49:13:57,+019:58:55,1348, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
239967,2020,5.032786885245901,25126,KASPROWY WIERCH,PL,+49:13:57,+019:58:55,1348, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
239967,2021,5.421917808219178,25126,KASPROWY WIERCH,PL,+49:13:57,+019:58:55,1348, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
239991,2017,5.3988919667590025,25128,JELENIA GORA,PL,+50:54:01,+015:47:20,427, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
239991,2018,4.751381215469613,25128,JELENIA GORA,PL,+50:54:01,+015:47:20,427, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
239991,2019,4.8402203856749315,25128,JELENIA GORA,PL,+50:54:01,+015:47:20,427, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
239991,2020,4.6464088397790055,25128,JELENIA GORA,PL,+50:54:01,+015:47:20,427, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
239991,2021,0.013888888888888888,25128,JELENIA GORA,PL,+50:54:01,+015:47:20,427, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240003,2017,5.813698630136987,24932,SNIEZKA,PL,+50:44:10,+015:44:22,958, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240003,2017,5.813698630136987,25129,SNIEZKA,PL,+50:44:10,+015:44:22,958, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240003,2018,5.394520547945206,24932,SNIEZKA,PL,+50:44:10,+015:44:22,958, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240003,2018,5.394520547945206,25129,SNIEZKA,PL,+50:44:10,+015:44:22,958, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240003,2019,5.6438356164383565,24932,SNIEZKA,PL,+50:44:10,+015:44:22,958, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240003,2019,5.6438356164383565,25129,SNIEZKA,PL,+50:44:10,+015:44:22,958, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240003,2020,5.398907103825136,24932,SNIEZKA,PL,+50:44:10,+015:44:22,958, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240003,2020,5.398907103825136,25129,SNIEZKA,PL,+50:44:10,+015:44:22,958, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240003,2021,5.7315068493150685,24932,SNIEZKA,PL,+50:44:10,+015:44:22,958, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240003,2021,5.7315068493150685,25129,SNIEZKA,PL,+50:44:10,+015:44:22,958, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240015,2017,5.263013698630137,25130,OPOLE,PL,+50:37:37,+017:58:08,163, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240015,2018,4.642857142857143,25130,OPOLE,PL,+50:37:37,+017:58:08,163, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240015,2019,4.824657534246575,25130,OPOLE,PL,+50:37:37,+017:58:08,163, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240015,2020,4.73224043715847,25130,OPOLE,PL,+50:37:37,+017:58:08,163, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240015,2021,5.019178082191781,25130,OPOLE,PL,+50:37:37,+017:58:08,163, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240027,2017,0.0,25131,CZOSTOCHOWA,PL,+50:48:45,+019:05:33,266, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240027,2018,0.0,25131,CZOSTOCHOWA,PL,+50:48:45,+019:05:33,266, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240027,2019,0.0,25131,CZOSTOCHOWA,PL,+50:48:45,+019:05:33,266, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240027,2020,0.0,25131,CZOSTOCHOWA,PL,+50:48:45,+019:05:33,266, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240027,2021,0.0,25131,CZOSTOCHOWA,PL,+50:48:45,+019:05:33,266, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240039,2017,5.181318681318682,25132,KATOWICE-MUCHOWIEC,PL,+50:14:26,+019:01:58,281, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240039,2018,4.9088397790055245,25132,KATOWICE-MUCHOWIEC,PL,+50:14:26,+019:01:58,281, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240039,2019,4.980716253443526,25132,KATOWICE-MUCHOWIEC,PL,+50:14:26,+019:01:58,281, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240039,2020,4.904109589041096,25132,KATOWICE-MUCHOWIEC,PL,+50:14:26,+019:01:58,281, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240039,2021,0.02197802197802198,25132,KATOWICE-MUCHOWIEC,PL,+50:14:26,+019:01:58,281, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240051,2017,4.9393939393939394,25133,KRAKOW-BALICE,PL,+50:04:49,+019:48:07,234, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240051,2018,4.56353591160221,25133,KRAKOW-BALICE,PL,+50:04:49,+019:48:07,234, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240051,2019,4.643646408839779,25133,KRAKOW-BALICE,PL,+50:04:49,+019:48:07,234, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240051,2020,4.560109289617486,25133,KRAKOW-BALICE,PL,+50:04:49,+019:48:07,234, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240051,2021,4.769230769230769,25133,KRAKOW-BALICE,PL,+50:04:49,+019:48:07,234, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240063,2017,0.0,25134,TARNOW,PL,+50:01:48,+020:59:04,207, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240063,2018,0.0,25134,TARNOW,PL,+50:01:48,+020:59:04,207, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240063,2019,0.0,25134,TARNOW,PL,+50:01:48,+020:59:04,207, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240063,2020,0.0,25134,TARNOW,PL,+50:01:48,+020:59:04,207, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240063,2021,0.0,25134,TARNOW,PL,+50:01:48,+020:59:04,207, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240075,2017,0.0,25135,SANDOMIERZ,PL,+50:41:48,+021:42:57,143, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240075,2018,0.0,25135,SANDOMIERZ,PL,+50:41:48,+021:42:57,143, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240075,2019,0.0,25135,SANDOMIERZ,PL,+50:41:48,+021:42:57,143, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240075,2020,0.0,25135,SANDOMIERZ,PL,+50:41:48,+021:42:57,143, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240075,2021,0.0,25135,SANDOMIERZ,PL,+50:41:48,+021:42:57,143, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240087,2017,0.0,25136,ZAMOSC,PL,+50:41:52,+023:12:23,258, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240087,2018,0.0,25136,ZAMOSC,PL,+50:41:52,+023:12:23,258, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240087,2019,0.0,25136,ZAMOSC,PL,+50:41:52,+023:12:23,258, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240087,2020,0.0,25136,ZAMOSC,PL,+50:41:52,+023:12:23,258, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240087,2021,0.0,25136,ZAMOSC,PL,+50:41:52,+023:12:23,258, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240111,2017,0.0,25138,LEGNICA,PL,+51:11:33,+016:12:27,134, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240111,2018,0.0,25138,LEGNICA,PL,+51:11:33,+016:12:27,134, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240111,2019,0.0,25138,LEGNICA,PL,+51:11:33,+016:12:27,134, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240111,2020,0.0,25138,LEGNICA,PL,+51:11:33,+016:12:27,134, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240111,2021,0.0,25138,LEGNICA,PL,+51:11:33,+016:12:27,134, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240123,2017,5.123287671232877,25139,LUBLIN-RADAWIEC,PL,+51:13:01,+022:23:37,228, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240123,2018,4.515068493150685,25139,LUBLIN-RADAWIEC,PL,+51:13:01,+022:23:37,228, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240123,2019,4.8076923076923075,25139,LUBLIN-RADAWIEC,PL,+51:13:01,+022:23:37,228, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240123,2020,4.825136612021858,25139,LUBLIN-RADAWIEC,PL,+51:13:01,+022:23:37,228, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240123,2021,4.358904109589041,25139,LUBLIN-RADAWIEC,PL,+51:13:01,+022:23:37,228, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240135,2017,0.0,25140,KOLO,PL,+52:12:01,+018:39:41,113, CC3,1951-01-01,2020-12-31,26,Miroslaw Mietus
240135,2017,0.0,206,KOLO,PL,+52:12:01,+018:39:41,113, CC3,1951-01-01,2020-12-31,26,Miroslaw Mietus
240135,2018,0.0,25140,KOLO,PL,+52:12:01,+018:39:41,113, CC3,1951-01-01,2020-12-31,26,Miroslaw Mietus
240135,2018,0.0,206,KOLO,PL,+52:12:01,+018:39:41,113, CC3,1951-01-01,2020-12-31,26,Miroslaw Mietus
240135,2019,0.0,25140,KOLO,PL,+52:12:01,+018:39:41,113, CC3,1951-01-01,2020-12-31,26,Miroslaw Mietus
240135,2019,0.0,206,KOLO,PL,+52:12:01,+018:39:41,113, CC3,1951-01-01,2020-12-31,26,Miroslaw Mietus
240135,2020,0.0,25140,KOLO,PL,+52:12:01,+018:39:41,113, CC3,1951-01-01,2020-12-31,26,Miroslaw Mietus
240135,2020,0.0,206,KOLO,PL,+52:12:01,+018:39:41,113, CC3,1951-01-01,2020-12-31,26,Miroslaw Mietus
240147,2017,0.0,25141,PLOCK,PL,+52:35:18,+019:43:33,87, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240147,2018,0.0,25141,PLOCK,PL,+52:35:18,+019:43:33,87, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240147,2019,0.0,25141,PLOCK,PL,+52:35:18,+019:43:33,87, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240147,2020,0.0,25141,PLOCK,PL,+52:35:18,+019:43:33,87, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240147,2021,0.0,25141,PLOCK,PL,+52:35:18,+019:43:33,87, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240159,2018,0.0,25142,RESKO-SMOLSKO,PL,+53:46:18,+015:24:53,66, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240159,2019,0.0,25142,RESKO-SMOLSKO,PL,+53:46:18,+015:24:53,66, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240159,2020,0.0,25142,RESKO-SMOLSKO,PL,+53:46:18,+015:24:53,66, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240159,2021,0.0,25142,RESKO-SMOLSKO,PL,+53:46:18,+015:24:53,66, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240195,2017,5.35068493150685,25145,MIKOLAJKI,PL,+53:47:22,+021:35:19,144, CC3,1952-01-01,2022-09-30,26,Miroslaw Mietus
240195,2018,4.512328767123288,25145,MIKOLAJKI,PL,+53:47:22,+021:35:19,144, CC3,1952-01-01,2022-09-30,26,Miroslaw Mietus
240195,2019,4.695890410958904,25145,MIKOLAJKI,PL,+53:47:22,+021:35:19,144, CC3,1952-01-01,2022-09-30,26,Miroslaw Mietus
240195,2020,4.898907103825136,25145,MIKOLAJKI,PL,+53:47:22,+021:35:19,144, CC3,1952-01-01,2022-09-30,26,Miroslaw Mietus
240195,2021,3.9753424657534246,25145,MIKOLAJKI,PL,+53:47:22,+021:35:19,144, CC3,1952-01-01,2022-09-30,26,Miroslaw Mietus
240219,2017,0.0,25147,KOLOBRZEG-DZWIRZYNO,PL,+54:09:30,+015:23:20,1, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240219,2018,2.8328767123287673,25147,KOLOBRZEG-DZWIRZYNO,PL,+54:09:30,+015:23:20,1, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240219,2019,4.693150684931507,25147,KOLOBRZEG-DZWIRZYNO,PL,+54:09:30,+015:23:20,1, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240219,2020,4.680327868852459,25147,KOLOBRZEG-DZWIRZYNO,PL,+54:09:30,+015:23:20,1, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240219,2021,4.997260273972603,25147,KOLOBRZEG-DZWIRZYNO,PL,+54:09:30,+015:23:20,1, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240231,2017,5.101369863013699,25148,USTKA,PL,+54:35:18,+016:51:15,18, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240231,2018,4.3561643835616435,25148,USTKA,PL,+54:35:18,+016:51:15,18, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240231,2019,4.717808219178083,25148,USTKA,PL,+54:35:18,+016:51:15,18, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240231,2020,4.628415300546448,25148,USTKA,PL,+54:35:18,+016:51:15,18, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240231,2021,0.019178082191780823,25148,USTKA,PL,+54:35:18,+016:51:15,18, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240243,2017,0.0,25149,LEBORK,PL,+54:33:11,+017:43:25,45, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240243,2018,0.0,25149,LEBORK,PL,+54:33:11,+017:43:25,45, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240243,2019,0.0,25149,LEBORK,PL,+54:33:11,+017:43:25,45, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240243,2020,0.0,25149,LEBORK,PL,+54:33:11,+017:43:25,45, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240243,2021,0.0,25149,LEBORK,PL,+54:33:11,+017:43:25,45, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240267,2017,5.534246575342466,25151,ELBLAG-MILEJEWO,PL,+54:13:23,+019:32:37,151, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240267,2018,4.789041095890411,25151,ELBLAG-MILEJEWO,PL,+54:13:23,+019:32:37,151, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240267,2019,5.1068493150684935,25151,ELBLAG-MILEJEWO,PL,+54:13:23,+019:32:37,151, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240267,2020,5.0683060109289615,25151,ELBLAG-MILEJEWO,PL,+54:13:23,+019:32:37,151, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240267,2021,5.178082191780822,25151,ELBLAG-MILEJEWO,PL,+54:13:23,+019:32:37,151, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240290,2017,5.454794520547945,2022,KOSZALIN,PL,+54:12:16,+016:09:19,33, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240290,2018,4.536986301369863,2022,KOSZALIN,PL,+54:12:16,+016:09:19,33, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240290,2019,5.027397260273973,2022,KOSZALIN,PL,+54:12:16,+016:09:19,33, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240290,2020,4.9863387978142075,2022,KOSZALIN,PL,+54:12:16,+016:09:19,33, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240290,2021,5.2904109589041095,2022,KOSZALIN,PL,+54:12:16,+016:09:19,33, CC3,1951-01-01,2022-09-30,26,Miroslaw Mietus
240350,2017,0.0,25076,PILA,PL,+53:07:48,+016:45:00,72, CC3,1970-10-12,2022-09-30,26,Miroslaw Mietus
240350,2017,0.0,8943,PILA,PL,+53:07:48,+016:45:00,72, CC3,1970-10-12,2022-09-30,26,Miroslaw Mietus
240350,2018,0.0,25076,PILA,PL,+53:07:48,+016:45:00,72, CC3,1970-10-12,2022-09-30,26,Miroslaw Mietus
240350,2018,0.0,8943,PILA,PL,+53:07:48,+016:45:00,72, CC3,1970-10-12,2022-09-30,26,Miroslaw Mietus
240350,2019,0.0,25076,PILA,PL,+53:07:48,+016:45:00,72, CC3,1970-10-12,2022-09-30,26,Miroslaw Mietus
240350,2019,0.0,8943,PILA,PL,+53:07:48,+016:45:00,72, CC3,1970-10-12,2022-09-30,26,Miroslaw Mietus
240350,2020,0.0,25076,PILA,PL,+53:07:48,+016:45:00,72, CC3,1970-10-12,2022-09-30,26,Miroslaw Mietus
240350,2020,0.0,8943,PILA,PL,+53:07:48,+016:45:00,72, CC3,1970-10-12,2022-09-30,26,Miroslaw Mietus
240350,2021,0.0,25076,PILA,PL,+53:07:48,+016:45:00,72, CC3,1970-10-12,2022-09-30,26,Miroslaw Mietus
240350,2021,0.0,8943,PILA,PL,+53:07:48,+016:45:00,72, CC3,1970-10-12,2022-09-30,26,Miroslaw Mietus
240362,2017,0.0,2023,KETRZYN,PL,+54:04:12,+021:22:12,108, CC3,1966-01-01,2022-09-30,26,Miroslaw Mietus
240362,2018,0.0,2023,KETRZYN,PL,+54:04:12,+021:22:12,108, CC3,1966-01-01,2022-09-30,26,Miroslaw Mietus
240362,2019,0.0,2023,KETRZYN,PL,+54:04:12,+021:22:12,108, CC3,1966-01-01,2022-09-30,26,Miroslaw Mietus
240362,2020,0.0,2023,KETRZYN,PL,+54:04:12,+021:22:12,108, CC3,1966-01-01,2022-09-30,26,Miroslaw Mietus
240362,2021,0.0,2023,KETRZYN,PL,+54:04:12,+021:22:12,108, CC3,1966-01-01,2022-09-30,26,Miroslaw Mietus
240394,2017,5.3123287671232875,8959,KOZIENCE,PL,+51:33:53,+021:32:34,123, CC3,1977-01-01,2022-09-30,26,Miroslaw Mietus
240394,2018,4.681318681318682,8959,KOZIENCE,PL,+51:33:53,+021:32:34,123, CC3,1977-01-01,2022-09-30,26,Miroslaw Mietus
240394,2019,4.892857142857143,8959,KOZIENCE,PL,+51:33:53,+021:32:34,123, CC3,1977-01-01,2022-09-30,26,Miroslaw Mietus
240394,2020,4.8931506849315065,8959,KOZIENCE,PL,+51:33:53,+021:32:34,123, CC3,1977-01-01,2022-09-30,26,Miroslaw Mietus
240394,2021,5.0054945054945055,8959,KOZIENCE,PL,+51:33:53,+021:32:34,123, CC3,1977-01-01,2022-09-30,26,Miroslaw Mietus
240406,2017,1.8684931506849316,25156,KROSNO,PL,+49:42:25,+021:46:09,326, CC3,1985-01-01,2022-09-30,26,Miroslaw Mietus
240406,2017,1.8684931506849316,8969,KROSNO,PL,+49:42:25,+021:46:09,326, CC3,1985-01-01,2022-09-30,26,Miroslaw Mietus
240406,2018,4.810958904109589,25156,KROSNO,PL,+49:42:25,+021:46:09,326, CC3,1985-01-01,2022-09-30,26,Miroslaw Mietus
240406,2018,4.810958904109589,8969,KROSNO,PL,+49:42:25,+021:46:09,326, CC3,1985-01-01,2022-09-30,26,Miroslaw Mietus
