SOUID,DATE,TG,STAID,SOUNAME,CN,LAT,LON,HGHT,ELEI,BEGIN,END,PARID,PARNAME
239170,2018,94.41643835616438,25060,PULTUSK,PL,+52:04:04,+021:00:06,109, TG7,1951-01-01,2022-08-31,26,Miroslaw Mietus
239170,2019,98.81369863013698,25060,PULTUSK,PL,+52:04:04,+021:00:06,109, TG7,1951-01-01,2022-08-31,26,Miroslaw Mietus
239170,2020,95.22404371584699,25060,PULTUSK,PL,+52:04:04,+021:00:06,109, TG7,1951-01-01,2022-08-31,26,Miroslaw Mietus
239170,2021,83.4876712328767,25060,PULTUSK,PL,+52:04:04,+021:00:06,109, TG7,1951-01-01,2022-08-31,26,Miroslaw Mietus
239218,2017,79.36712328767123,25064,SZEPIETOWO,PL,+52:51:00,+022:33:00,152, TG7,1951-01-01,2022-08-31,26,Miroslaw Mietus
239218,2018,88.08219178082192,25064,SZEPIETOWO,PL,+52:51:00,+022:33:00,152, TG7,1951-01-01,2022-08-31,26,Miroslaw Mietus
239218,2019,94.97260273972603,25064,SZEPIETOWO,PL,+52:51:00,+022:33:00,152, TG7,1951-01-01,2022-08-31,26,Miroslaw Mietus
239218,2020,94.87158469945355,25064,SZEPIETOWO,PL,+52:51:00,+022:33:00,152, TG7,1951-01-01,2022-08-31,26,Miroslaw Mietus
239218,2021,76.6,25064,SZEPIETOWO,PL,+52:51:00,+022:33:00,152, TG7,1951-01-01,2022-08-31,26,Miroslaw Mietus
239242,2017,77.42465753424658,25066,BIALOWIEZA,PL,+52:42:00,+023:51:00,170, TG7,1951-01-01,2022-08-31,26,Miroslaw Mietus
239242,2018,83.08767123287672,25066,BIALOWIEZA,PL,+52:42:00,+023:51:00,170, TG7,1951-01-01,2022-08-31,26,Miroslaw Mietus
239242,2019,90.18904109589042,25066,BIALOWIEZA,PL,+52:42:00,+023:51:00,170, TG7,1951-01-01,2022-08-31,26,Miroslaw Mietus
239242,2020,90.0358126721763,25066,BIALOWIEZA,PL,+52:42:00,+023:51:00,170, TG7,1951-01-01,2022-08-31,26,Miroslaw Mietus
239242,2021,75.725,25066,BIALOWIEZA,PL,+52:42:00,+023:51:00,170, TG7,1951-01-01,2022-08-31,26,Miroslaw Mietus
239590,2017,76.76712328767124,25095,BIEBRZA-PIENCZYKOWEK,PL,+53:39:00,+022:36:00,128, TG7,1956-01-01,2022-08-31,26,Miroslaw Mietus
239590,2018,82.63835616438357,25095,BIEBRZA-PIENCZYKOWEK,PL,+53:39:00,+022:36:00,128, TG7,1956-01-01,2022-08-31,26,Miroslaw Mietus
239590,2019,87.08767123287672,25095,BIEBRZA-PIENCZYKOWEK,PL,+53:39:00,+022:36:00,128, TG7,1956-01-01,2022-08-31,26,Miroslaw Mietus
239590,2020,87.12295081967213,25095,BIEBRZA-PIENCZYKOWEK,PL,+53:39:00,+022:36:00,128, TG7,1956-01-01,2022-08-31,26,Miroslaw Mietus
239590,2021,70.6986301369863,25095,BIEBRZA-PIENCZYKOWEK,PL,+53:39:00,+022:36:00,128, TG7,1956-01-01,2022-08-31,26,Miroslaw Mietus
239662,2017,77.53698630136986,25101,ROZANYSTOK,PL,+53:38:00,+023:24:00,152, TG7,1961-01-01,2022-08-31,26,Miroslaw Mietus
239662,2018,83.81917808219178,25101,ROZANYSTOK,PL,+53:38:00,+023:24:00,152, TG7,1961-01-01,2022-08-31,26,Miroslaw Mietus
239662,2019,89.13150684931507,25101,ROZANYSTOK,PL,+53:38:00,+023:24:00,152, TG7,1961-01-01,2022-08-31,26,Miroslaw Mietus
239662,2020,90.56284153005464,25101,ROZANYSTOK,PL,+53:38:00,+023:24:00,152, TG7,1961-01-01,2022-08-31,26,Miroslaw Mietus
239662,2021,73.40273972602739,25101,ROZANYSTOK,PL,+53:38:00,+023:24:00,152, TG7,1961-01-01,2022-08-31,26,Miroslaw Mietus
239830,2017,80.01095890410959,25115,GDANSK-REBIECHOWO,PL,+54:23:00,+018:28:00,145, TG7,1991-01-01,2022-08-31,26,Miroslaw Mietus
239830,2017,80.01095890410959,25150,GDANSK-REBIECHOWO,PL,+54:23:00,+018:28:00,145, TG7,1991-01-01,2022-08-31,26,Miroslaw Mietus
239830,2018,88.0931506849315,25115,GDANSK-REBIECHOWO,PL,+54:23:00,+018:28:00,145, TG7,1991-01-01,2022-08-31,26,Miroslaw Mietus
239830,2018,88.0931506849315,25150,GDANSK-REBIECHOWO,PL,+54:23:00,+018:28:00,145, TG7,1991-01-01,2022-08-31,26,Miroslaw Mietus
239830,2019,91.13698630136986,25115,GDANSK-REBIECHOWO,PL,+54:23:00,+018:28:00,145, TG7,1991-01-01,2022-08-31,26,Miroslaw Mietus
239830,2019,91.13698630136986,25150,GDANSK-REBIECHOWO,PL,+54:23:00,+018:28:00,145, TG7,1991-01-01,2022-08-31,26,Miroslaw Mietus
239830,2020,92.37978142076503,25115,GDANSK-REBIECHOWO,PL,+54:23:00,+018:28:00,145, TG7,1991-01-01,2022-08-31,26,Miroslaw Mietus
239830,2020,92.37978142076503,25150,GDANSK-REBIECHOWO,PL,+54:23:00,+018:28:00,145, TG7,1991-01-01,2022-08-31,26,Miroslaw Mietus
239830,2021,80.2986301369863,25115,GDANSK-REBIECHOWO,PL,+54:23:00,+018:28:00,145, TG7,1991-01-01,2022-08-31,26,Miroslaw Mietus
239830,2021,80.2986301369863,25150,GDANSK-REBIECHOWO,PL,+54:23:00,+018:28:00,145, TG7,1991-01-01,2022-08-31,26,Miroslaw Mietus
239842,2017,88.02465753424657,25116,GDANSK-SWIBNO,PL,+54:20:00,+018:56:00,0, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
239842,2018,96.71780821917808,25116,GDANSK-SWIBNO,PL,+54:20:00,+018:56:00,0, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
239842,2019,99.67945205479452,25116,GDANSK-SWIBNO,PL,+54:20:00,+018:56:00,0, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
239842,2020,99.77868852459017,25116,GDANSK-SWIBNO,PL,+54:20:00,+018:56:00,0, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
239842,2021,87.47123287671234,25116,GDANSK-SWIBNO,PL,+54:20:00,+018:56:00,0, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
239914,2017,82.54246575342465,25122,LIDZBARK WARMINSKI,PL,+54:08:00,+020:36:00,99, TG7,1951-01-02,2022-08-31,26,Miroslaw Mietus
239914,2018,88.96438356164384,25122,LIDZBARK WARMINSKI,PL,+54:08:00,+020:36:00,99, TG7,1951-01-02,2022-08-31,26,Miroslaw Mietus
239914,2019,91.22739726027397,25122,LIDZBARK WARMINSKI,PL,+54:08:00,+020:36:00,99, TG7,1951-01-02,2022-08-31,26,Miroslaw Mietus
239914,2020,92.07103825136612,25122,LIDZBARK WARMINSKI,PL,+54:08:00,+020:36:00,99, TG7,1951-01-02,2022-08-31,26,Miroslaw Mietus
239914,2021,78.52602739726028,25122,LIDZBARK WARMINSKI,PL,+54:08:00,+020:36:00,99, TG7,1951-01-02,2022-08-31,26,Miroslaw Mietus
239950,2017,77.0027397260274,25125,OLECKO,PL,+54:03:00,+022:29:00,173, TG7,1961-01-01,2022-08-31,26,Miroslaw Mietus
239950,2018,86.40821917808219,25125,OLECKO,PL,+54:03:00,+022:29:00,173, TG7,1961-01-01,2022-08-31,26,Miroslaw Mietus
239950,2019,90.7095890410959,25125,OLECKO,PL,+54:03:00,+022:29:00,173, TG7,1961-01-01,2022-08-31,26,Miroslaw Mietus
239950,2020,90.81967213114754,25125,OLECKO,PL,+54:03:00,+022:29:00,173, TG7,1961-01-01,2022-08-31,26,Miroslaw Mietus
239950,2021,73.22739726027397,25125,OLECKO,PL,+54:03:00,+022:29:00,173, TG7,1961-01-01,2022-08-31,26,Miroslaw Mietus
239962,2017,1.978082191780822,25126,KASPROWY WIERCH,PL,+49:13:57,+019:58:55,1348, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
239962,2018,13.112328767123287,25126,KASPROWY WIERCH,PL,+49:13:57,+019:58:55,1348, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
239962,2019,12.126027397260273,25126,KASPROWY WIERCH,PL,+49:13:57,+019:58:55,1348, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
239962,2020,13.524590163934427,25126,KASPROWY WIERCH,PL,+49:13:57,+019:58:55,1348, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
239962,2021,-1.3232876712328767,25126,KASPROWY WIERCH,PL,+49:13:57,+019:58:55,1348, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
239986,2017,83.98076923076923,25128,JELENIA GORA,PL,+50:54:01,+015:47:20,427, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
239986,2018,93.62465753424658,25128,JELENIA GORA,PL,+50:54:01,+015:47:20,427, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
239986,2019,94.61917808219178,25128,JELENIA GORA,PL,+50:54:01,+015:47:20,427, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
239986,2020,89.39890710382514,25128,JELENIA GORA,PL,+50:54:01,+015:47:20,427, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
239986,2021,79.12876712328767,25128,JELENIA GORA,PL,+50:54:01,+015:47:20,427, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
239998,2017,14.397260273972602,24932,SNIEZKA,PL,+50:44:10,+015:44:22,958, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
239998,2017,14.397260273972602,25129,SNIEZKA,PL,+50:44:10,+015:44:22,958, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
239998,2018,22.542465753424658,24932,SNIEZKA,PL,+50:44:10,+015:44:22,958, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
239998,2018,22.542465753424658,25129,SNIEZKA,PL,+50:44:10,+015:44:22,958, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
239998,2019,23.04931506849315,24932,SNIEZKA,PL,+50:44:10,+015:44:22,958, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
239998,2019,23.04931506849315,25129,SNIEZKA,PL,+50:44:10,+015:44:22,958, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
239998,2020,22.7103825136612,24932,SNIEZKA,PL,+50:44:10,+015:44:22,958, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
239998,2020,22.7103825136612,25129,SNIEZKA,PL,+50:44:10,+015:44:22,958, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
239998,2021,9.405479452054795,24932,SNIEZKA,PL,+50:44:10,+015:44:22,958, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
239998,2021,9.405479452054795,25129,SNIEZKA,PL,+50:44:10,+015:44:22,958, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240010,2017,98.55342465753425,25130,OPOLE,PL,+50:37:37,+017:58:08,163, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240010,2018,110.32602739726028,25130,OPOLE,PL,+50:37:37,+017:58:08,163, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240010,2019,112.18630136986302,25130,OPOLE,PL,+50:37:37,+017:58:08,163, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240010,2020,106.10928961748634,25130,OPOLE,PL,+50:37:37,+017:58:08,163, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240010,2021,95.53698630136986,25130,OPOLE,PL,+50:37:37,+017:58:08,163, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240022,2017,90.41917808219178,25131,CZOSTOCHOWA,PL,+50:48:45,+019:05:33,266, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240022,2018,101.03333333333333,25131,CZOSTOCHOWA,PL,+50:48:45,+019:05:33,266, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240022,2019,105.13150684931507,25131,CZOSTOCHOWA,PL,+50:48:45,+019:05:33,266, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240022,2020,99.6584699453552,25131,CZOSTOCHOWA,PL,+50:48:45,+019:05:33,266, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240022,2021,87.4931506849315,25131,CZOSTOCHOWA,PL,+50:48:45,+019:05:33,266, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240034,2017,92.43561643835616,2037,KATOWICE-MUCHOWIEC,PL,+50:14:26,+019:01:58,281, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240034,2017,92.43561643835616,25132,KATOWICE-MUCHOWIEC,PL,+50:14:26,+019:01:58,281, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240034,2018,102.18904109589042,2037,KATOWICE-MUCHOWIEC,PL,+50:14:26,+019:01:58,281, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240034,2018,102.18904109589042,25132,KATOWICE-MUCHOWIEC,PL,+50:14:26,+019:01:58,281, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240034,2019,104.40547945205479,2037,KATOWICE-MUCHOWIEC,PL,+50:14:26,+019:01:58,281, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240034,2019,104.40547945205479,25132,KATOWICE-MUCHOWIEC,PL,+50:14:26,+019:01:58,281, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240034,2020,98.86065573770492,2037,KATOWICE-MUCHOWIEC,PL,+50:14:26,+019:01:58,281, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240034,2020,98.86065573770492,25132,KATOWICE-MUCHOWIEC,PL,+50:14:26,+019:01:58,281, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240034,2021,88.84383561643835,2037,KATOWICE-MUCHOWIEC,PL,+50:14:26,+019:01:58,281, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240034,2021,88.84383561643835,25132,KATOWICE-MUCHOWIEC,PL,+50:14:26,+019:01:58,281, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240046,2017,91.18904109589042,929,KRAKOW-BALICE,PL,+50:04:49,+019:48:07,234, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240046,2017,91.18904109589042,25133,KRAKOW-BALICE,PL,+50:04:49,+019:48:07,234, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240046,2018,101.2931506849315,929,KRAKOW-BALICE,PL,+50:04:49,+019:48:07,234, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240046,2018,101.2931506849315,25133,KRAKOW-BALICE,PL,+50:04:49,+019:48:07,234, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240046,2019,104.61643835616438,929,KRAKOW-BALICE,PL,+50:04:49,+019:48:07,234, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240046,2019,104.61643835616438,25133,KRAKOW-BALICE,PL,+50:04:49,+019:48:07,234, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240046,2020,99.54098360655738,929,KRAKOW-BALICE,PL,+50:04:49,+019:48:07,234, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240046,2020,99.54098360655738,25133,KRAKOW-BALICE,PL,+50:04:49,+019:48:07,234, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240046,2021,89.3013698630137,929,KRAKOW-BALICE,PL,+50:04:49,+019:48:07,234, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240046,2021,89.3013698630137,25133,KRAKOW-BALICE,PL,+50:04:49,+019:48:07,234, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240058,2017,96.46849315068494,25134,TARNOW,PL,+50:01:48,+020:59:04,207, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240058,2018,105.775,25134,TARNOW,PL,+50:01:48,+020:59:04,207, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240058,2019,110.62465753424658,25134,TARNOW,PL,+50:01:48,+020:59:04,207, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240058,2020,104.86065573770492,25134,TARNOW,PL,+50:01:48,+020:59:04,207, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240058,2021,93.72328767123288,25134,TARNOW,PL,+50:01:48,+020:59:04,207, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240070,2017,91.17728531855956,25135,SANDOMIERZ,PL,+50:41:48,+021:42:57,143, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240070,2018,99.98351648351648,25135,SANDOMIERZ,PL,+50:41:48,+021:42:57,143, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240070,2019,104.14835164835165,25135,SANDOMIERZ,PL,+50:41:48,+021:42:57,143, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240070,2020,99.6986301369863,25135,SANDOMIERZ,PL,+50:41:48,+021:42:57,143, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240070,2021,86.67217630853995,25135,SANDOMIERZ,PL,+50:41:48,+021:42:57,143, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240082,2017,87.92817679558011,25136,ZAMOSC,PL,+50:41:52,+023:12:23,258, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240082,2018,92.54246575342465,25136,ZAMOSC,PL,+50:41:52,+023:12:23,258, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240082,2019,99.6054794520548,25136,ZAMOSC,PL,+50:41:52,+023:12:23,258, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240082,2020,96.45901639344262,25136,ZAMOSC,PL,+50:41:52,+023:12:23,258, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240082,2021,81.84931506849315,25136,ZAMOSC,PL,+50:41:52,+023:12:23,258, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240106,2017,100.45479452054795,25138,LEGNICA,PL,+51:11:33,+016:12:27,134, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240106,2018,109.45753424657535,25138,LEGNICA,PL,+51:11:33,+016:12:27,134, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240106,2019,111.74246575342465,25138,LEGNICA,PL,+51:11:33,+016:12:27,134, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240106,2020,108.48087431693989,25138,LEGNICA,PL,+51:11:33,+016:12:27,134, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240106,2021,96.75342465753425,25138,LEGNICA,PL,+51:11:33,+016:12:27,134, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240118,2017,84.98356164383561,25139,LUBLIN-RADAWIEC,PL,+51:13:01,+022:23:37,228, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240118,2018,93.88767123287671,25139,LUBLIN-RADAWIEC,PL,+51:13:01,+022:23:37,228, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240118,2019,98.67123287671232,25139,LUBLIN-RADAWIEC,PL,+51:13:01,+022:23:37,228, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240118,2020,95.74246575342465,25139,LUBLIN-RADAWIEC,PL,+51:13:01,+022:23:37,228, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240118,2021,81.44931506849315,25139,LUBLIN-RADAWIEC,PL,+51:13:01,+022:23:37,228, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240130,2017,94.0,25140,KOLO,PL,+52:12:01,+018:39:41,113, TG7,1951-01-01,2020-12-31,26,Miroslaw Mietus
240130,2018,102.68926553672317,25140,KOLO,PL,+52:12:01,+018:39:41,113, TG7,1951-01-01,2020-12-31,26,Miroslaw Mietus
240130,2019,106.85205479452055,25140,KOLO,PL,+52:12:01,+018:39:41,113, TG7,1951-01-01,2020-12-31,26,Miroslaw Mietus
240130,2020,103.14404432132964,25140,KOLO,PL,+52:12:01,+018:39:41,113, TG7,1951-01-01,2020-12-31,26,Miroslaw Mietus
240142,2017,90.633608815427,25141,PLOCK,PL,+52:35:18,+019:43:33,87, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240142,2018,99.91758241758242,25141,PLOCK,PL,+52:35:18,+019:43:33,87, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240142,2019,103.16986301369863,25141,PLOCK,PL,+52:35:18,+019:43:33,87, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240142,2020,99.99453551912568,25141,PLOCK,PL,+52:35:18,+019:43:33,87, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240142,2021,86.20821917808219,25141,PLOCK,PL,+52:35:18,+019:43:33,87, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240154,2018,49.56578947368421,25142,RESKO-SMOLSKO,PL,+53:46:18,+015:24:53,66, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240154,2019,97.85470085470085,25142,RESKO-SMOLSKO,PL,+53:46:18,+015:24:53,66, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240154,2020,100.73611111111111,25142,RESKO-SMOLSKO,PL,+53:46:18,+015:24:53,66, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240154,2021,88.60606060606061,25142,RESKO-SMOLSKO,PL,+53:46:18,+015:24:53,66, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240190,2017,83.08767123287672,25145,MIKOLAJKI,PL,+53:47:22,+021:35:19,144, TG7,1952-01-01,2022-09-30,26,Miroslaw Mietus
240190,2018,90.32876712328768,25145,MIKOLAJKI,PL,+53:47:22,+021:35:19,144, TG7,1952-01-01,2022-09-30,26,Miroslaw Mietus
240190,2019,95.9041095890411,25145,MIKOLAJKI,PL,+53:47:22,+021:35:19,144, TG7,1952-01-01,2022-09-30,26,Miroslaw Mietus
240190,2020,96.26229508196721,25145,MIKOLAJKI,PL,+53:47:22,+021:35:19,144, TG7,1952-01-01,2022-09-30,26,Miroslaw Mietus
240190,2021,79.97808219178083,25145,MIKOLAJKI,PL,+53:47:22,+021:35:19,144, TG7,1952-01-01,2022-09-30,26,Miroslaw Mietus
240214,2017,94.94794520547946,25147,KOLOBRZEG-DZWIRZYNO,PL,+54:09:30,+015:23:20,1, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240214,2018,96.12602739726027,25147,KOLOBRZEG-DZWIRZYNO,PL,+54:09:30,+015:23:20,1, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240214,2019,102.88493150684931,25147,KOLOBRZEG-DZWIRZYNO,PL,+54:09:30,+015:23:20,1, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240214,2020,101.68306010928961,25147,KOLOBRZEG-DZWIRZYNO,PL,+54:09:30,+015:23:20,1, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240214,2021,93.78356164383561,25147,KOLOBRZEG-DZWIRZYNO,PL,+54:09:30,+015:23:20,1, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240226,2017,92.42191780821918,25148,USTKA,PL,+54:35:18,+016:51:15,18, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240226,2018,96.12328767123287,25148,USTKA,PL,+54:35:18,+016:51:15,18, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240226,2019,102.32876712328768,25148,USTKA,PL,+54:35:18,+016:51:15,18, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240226,2020,101.8415300546448,25148,USTKA,PL,+54:35:18,+016:51:15,18, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240226,2021,93.22465753424657,25148,USTKA,PL,+54:35:18,+016:51:15,18, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240238,2017,89.87671232876713,25149,LEBORK,PL,+54:33:11,+017:43:25,45, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240238,2018,98.3157894736842,25149,LEBORK,PL,+54:33:11,+017:43:25,45, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240238,2019,100.61643835616438,25149,LEBORK,PL,+54:33:11,+017:43:25,45, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240238,2020,100.36338797814207,25149,LEBORK,PL,+54:33:11,+017:43:25,45, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240238,2021,87.8448753462604,25149,LEBORK,PL,+54:33:11,+017:43:25,45, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240262,2017,77.35890410958905,25151,ELBLAG-MILEJEWO,PL,+54:13:23,+019:32:37,151, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240262,2018,88.0054794520548,25151,ELBLAG-MILEJEWO,PL,+54:13:23,+019:32:37,151, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240262,2019,89.33972602739726,25151,ELBLAG-MILEJEWO,PL,+54:13:23,+019:32:37,151, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240262,2020,90.5,25151,ELBLAG-MILEJEWO,PL,+54:13:23,+019:32:37,151, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240262,2021,77.2027397260274,25151,ELBLAG-MILEJEWO,PL,+54:13:23,+019:32:37,151, TG7,1951-01-01,2022-09-30,26,Miroslaw Mietus
240274,2017,91.88622754491018,25054,WARSZAWA-OBSERWATORIUM II,PL,+52:13:00,+021:02:00,110, TG7,2000-11-01,2022-08-31,26,Miroslaw Mietus
240274,2017,91.88622754491018,25152,WARSZAWA-OBSERWATORIUM II,PL,+52:13:00,+021:02:00,110, TG7,2000-11-01,2022-08-31,26,Miroslaw Mietus
240274,2018,92.84343434343434,25054,WARSZAWA-OBSERWATORIUM II,PL,+52:13:00,+021:02:00,110, TG7,2000-11-01,2022-08-31,26,Miroslaw Mietus
240274,2018,92.84343434343434,25152,WARSZAWA-OBSERWATORIUM II,PL,+52:13:00,+021:02:00,110, TG7,2000-11-01,2022-08-31,26,Miroslaw Mietus
240274,2019,105.16712328767123,25054,WARSZAWA-OBSERWATORIUM II,PL,+52:13:00,+021:02:00,110, TG7,2000-11-01,2022-08-31,26,Miroslaw Mietus
240274,2019,105.16712328767123,25152,WARSZAWA-OBSERWATORIUM II,PL,+52:13:00,+021:02:00,110, TG7,2000-11-01,2022-08-31,26,Miroslaw Mietus
240274,2020,102.7568306010929,25054,WARSZAWA-OBSERWATORIUM II,PL,+52:13:00,+021:02:00,110, TG7,2000-11-01,2022-08-31,26,Miroslaw Mietus
240274,2020,102.7568306010929,25152,WARSZAWA-OBSERWATORIUM II,PL,+52:13:00,+021:02:00,110, TG7,2000-11-01,2022-08-31,26,Miroslaw Mietus
240274,2021,87.25479452054795,25054,WARSZAWA-OBSERWATORIUM II,PL,+52:13:00,+021:02:00,110, TG7,2000-11-01,2022-08-31,26,Miroslaw Mietus
240274,2021,87.25479452054795,25152,WARSZAWA-OBSERWATORIUM II,PL,+52:13:00,+021:02:00,110, TG7,2000-11-01,2022-08-31,26,Miroslaw Mietus
240345,2017,90.08219178082192,25076,PILA,PL,+53:07:48,+016:45:00,72, TG7,1970-10-13,2022-09-30,26,Miroslaw Mietus
240345,2017,90.08219178082192,8943,PILA,PL,+53:07:48,+016:45:00,72, TG7,1970-10-13,2022-09-30,26,Miroslaw Mietus
240345,2018,100.69589041095891,25076,PILA,PL,+53:07:48,+016:45:00,72, TG7,1970-10-13,2022-09-30,26,Miroslaw Mietus
240345,2018,100.69589041095891,8943,PILA,PL,+53:07:48,+016:45:00,72, TG7,1970-10-13,2022-09-30,26,Miroslaw Mietus
240345,2019,104.23835616438356,25076,PILA,PL,+53:07:48,+016:45:00,72, TG7,1970-10-13,2022-09-30,26,Miroslaw Mietus
240345,2019,104.23835616438356,8943,PILA,PL,+53:07:48,+016:45:00,72, TG7,1970-10-13,2022-09-30,26,Miroslaw Mietus
