SOUID,DATE,FG,STAID,SOUNAME,CN,LAT,LON,HGHT,ELEI,BEGIN,END,PARID,PARNAME
222831,2020,32.74,2033,LUBLINEK,PL,+51:43:01,+019:24:00,184,FG17,2004-08-10,2021-11-23,83,GSOD
222831,2021,31.338809034907598,23829,LUBLINEK,PL,+51:43:01,+019:24:00,184,FG17,2004-08-10,2021-11-23,83,GSOD
222831,2021,31.338809034907598,2033,LUBLINEK,PL,+51:43:01,+019:24:00,184,FG17,2004-08-10,2021-11-23,83,GSOD
222866,2017,34.573388203017835,23864,KOLO,PL,+52:12:00,+018:40:01,117,FG17,1952-04-10,2021-11-23,83,GSOD
222866,2017,34.573388203017835,25140,KOLO,PL,+52:12:00,+018:40:01,117,FG17,1952-04-10,2021-11-23,83,GSOD
222866,2017,34.573388203017835,206,KOLO,PL,+52:12:00,+018:40:01,117,FG17,1952-04-10,2021-11-23,83,GSOD
222866,2018,33.58921161825726,23864,KOLO,PL,+52:12:00,+018:40:01,117,FG17,1952-04-10,2021-11-23,83,GSOD
222866,2018,33.58921161825726,25140,KOLO,PL,+52:12:00,+018:40:01,117,FG17,1952-04-10,2021-11-23,83,GSOD
222866,2018,33.58921161825726,206,KOLO,PL,+52:12:00,+018:40:01,117,FG17,1952-04-10,2021-11-23,83,GSOD
222866,2019,34.35928961748634,23864,KOLO,PL,+52:12:00,+018:40:01,117,FG17,1952-04-10,2021-11-23,83,GSOD
222866,2019,34.35928961748634,25140,KOLO,PL,+52:12:00,+018:40:01,117,FG17,1952-04-10,2021-11-23,83,GSOD
222866,2019,34.35928961748634,206,KOLO,PL,+52:12:00,+018:40:01,117,FG17,1952-04-10,2021-11-23,83,GSOD
222866,2020,32.792767732962446,23864,KOLO,PL,+52:12:00,+018:40:01,117,FG17,1952-04-10,2021-11-23,83,GSOD
222866,2020,32.792767732962446,25140,KOLO,PL,+52:12:00,+018:40:01,117,FG17,1952-04-10,2021-11-23,83,GSOD
222866,2020,32.792767732962446,206,KOLO,PL,+52:12:00,+018:40:01,117,FG17,1952-04-10,2021-11-23,83,GSOD
222866,2021,33.915514592933945,23864,KOLO,PL,+52:12:00,+018:40:01,117,FG17,1952-04-10,2021-11-23,83,GSOD
222866,2021,33.915514592933945,25140,KOLO,PL,+52:12:00,+018:40:01,117,FG17,1952-04-10,2021-11-23,83,GSOD
222866,2021,33.915514592933945,206,KOLO,PL,+52:12:00,+018:40:01,117,FG17,1952-04-10,2021-11-23,83,GSOD
223267,2017,35.076502732240435,2022,KOSZALIN,PL,+54:12:16,+016:09:19,33,FG17,1952-01-02,2021-11-16,83,GSOD
223267,2018,31.060109289617486,2022,KOSZALIN,PL,+54:12:16,+016:09:19,33,FG17,1952-01-02,2021-11-16,83,GSOD
223267,2019,33.84153005464481,2022,KOSZALIN,PL,+54:12:16,+016:09:19,33,FG17,1952-01-02,2021-11-16,83,GSOD
223267,2020,33.71508379888268,2022,KOSZALIN,PL,+54:12:16,+016:09:19,33,FG17,1952-01-02,2021-11-16,83,GSOD
223267,2021,28.185185185185187,2022,KOSZALIN,PL,+54:12:16,+016:09:19,33,FG17,1952-01-02,2021-11-16,83,GSOD
223273,2017,54.16483516483517,332,LEBA,PL,+54:45:13,+017:32:05,2,FG17,1973-01-01,2021-11-23,83,GSOD
223273,2018,45.23497267759563,332,LEBA,PL,+54:45:13,+017:32:05,2,FG17,1973-01-01,2021-11-23,83,GSOD
223273,2019,51.11290322580645,332,LEBA,PL,+54:45:13,+017:32:05,2,FG17,1973-01-01,2021-11-23,83,GSOD
223273,2020,54.01639344262295,332,LEBA,PL,+54:45:13,+017:32:05,2,FG17,1973-01-01,2021-11-23,83,GSOD
223273,2021,46.75308641975309,332,LEBA,PL,+54:45:13,+017:32:05,2,FG17,1973-01-01,2021-11-23,83,GSOD
223274,2017,35.47992700729927,8935,LEBORK,PL,+54:33:00,+017:45:00,38,FG17,1953-04-22,2021-11-16,83,GSOD
223274,2017,35.47992700729927,25149,LEBORK,PL,+54:33:00,+017:45:00,38,FG17,1953-04-22,2021-11-16,83,GSOD
223274,2018,30.691042047531994,8935,LEBORK,PL,+54:33:00,+017:45:00,38,FG17,1953-04-22,2021-11-16,83,GSOD
223274,2018,30.691042047531994,25149,LEBORK,PL,+54:33:00,+017:45:00,38,FG17,1953-04-22,2021-11-16,83,GSOD
223274,2019,33.89579524680073,8935,LEBORK,PL,+54:33:00,+017:45:00,38,FG17,1953-04-22,2021-11-16,83,GSOD
223274,2019,33.89579524680073,25149,LEBORK,PL,+54:33:00,+017:45:00,38,FG17,1953-04-22,2021-11-16,83,GSOD
223274,2020,34.10857142857143,8935,LEBORK,PL,+54:33:00,+017:45:00,38,FG17,1953-04-22,2021-11-16,83,GSOD
223274,2020,34.10857142857143,25149,LEBORK,PL,+54:33:00,+017:45:00,38,FG17,1953-04-22,2021-11-16,83,GSOD
223274,2021,27.77952755905512,8935,LEBORK,PL,+54:33:00,+017:45:00,38,FG17,1953-04-22,2021-11-16,83,GSOD
223274,2021,27.77952755905512,25149,LEBORK,PL,+54:33:00,+017:45:00,38,FG17,1953-04-22,2021-11-16,83,GSOD
223276,2017,45.01639344262295,205,HEL,PL,+54:36:13,+018:48:43,1,FG17,1955-07-01,2021-11-23,83,GSOD
223276,2018,41.09340659340659,205,HEL,PL,+54:36:13,+018:48:43,1,FG17,1955-07-01,2021-11-23,83,GSOD
223276,2019,43.67391304347826,205,HEL,PL,+54:36:13,+018:48:43,1,FG17,1955-07-01,2021-11-23,83,GSOD
223276,2020,44.36413043478261,205,HEL,PL,+54:36:13,+018:48:43,1,FG17,1955-07-01,2021-11-23,83,GSOD
223276,2021,40.2037037037037,205,HEL,PL,+54:36:13,+018:48:43,1,FG17,1955-07-01,2021-11-23,83,GSOD
223281,2018,37.91509433962264,8980,GDANSK-SWIBNO,PL,+54:19:48,+018:55:48,7,FG17,1982-09-01,2021-11-23,83,GSOD
223281,2018,37.91509433962264,25116,GDANSK-SWIBNO,PL,+54:19:48,+018:55:48,7,FG17,1982-09-01,2021-11-23,83,GSOD
223281,2019,41.19111969111969,8980,GDANSK-SWIBNO,PL,+54:19:48,+018:55:48,7,FG17,1982-09-01,2021-11-23,83,GSOD
223281,2019,41.19111969111969,25116,GDANSK-SWIBNO,PL,+54:19:48,+018:55:48,7,FG17,1982-09-01,2021-11-23,83,GSOD
223281,2020,42.10363636363636,8980,GDANSK-SWIBNO,PL,+54:19:48,+018:55:48,7,FG17,1982-09-01,2021-11-23,83,GSOD
223281,2020,42.10363636363636,25116,GDANSK-SWIBNO,PL,+54:19:48,+018:55:48,7,FG17,1982-09-01,2021-11-23,83,GSOD
223281,2021,39.29158110882957,8980,GDANSK-SWIBNO,PL,+54:19:48,+018:55:48,7,FG17,1982-09-01,2021-11-23,83,GSOD
223281,2021,39.29158110882957,25116,GDANSK-SWIBNO,PL,+54:19:48,+018:55:48,7,FG17,1982-09-01,2021-11-23,83,GSOD
223282,2017,37.595628415300546,2023,KETRZYN,PL,+54:04:12,+021:22:12,108,FG17,1952-01-02,2021-11-23,83,GSOD
223282,2018,33.7032967032967,2023,KETRZYN,PL,+54:04:12,+021:22:12,108,FG17,1952-01-02,2021-11-23,83,GSOD
223282,2019,38.79234972677595,2023,KETRZYN,PL,+54:04:12,+021:22:12,108,FG17,1952-01-02,2021-11-23,83,GSOD
223282,2020,38.060109289617486,2023,KETRZYN,PL,+54:04:12,+021:22:12,108,FG17,1952-01-02,2021-11-23,83,GSOD
223282,2021,33.84049079754601,2023,KETRZYN,PL,+54:04:12,+021:22:12,108,FG17,1952-01-02,2021-11-23,83,GSOD
223283,2017,34.131506849315066,8941,RESKO,PL,+53:46:12,+015:25:12,52,FG17,1973-01-01,2021-11-23,83,GSOD
223283,2017,34.131506849315066,25142,RESKO,PL,+53:46:12,+015:25:12,52,FG17,1973-01-01,2021-11-23,83,GSOD
223283,2018,30.728592162554428,8941,RESKO,PL,+53:46:12,+015:25:12,52,FG17,1973-01-01,2021-11-23,83,GSOD
223283,2018,30.728592162554428,25142,RESKO,PL,+53:46:12,+015:25:12,52,FG17,1973-01-01,2021-11-23,83,GSOD
223283,2019,33.84,8941,RESKO,PL,+53:46:12,+015:25:12,52,FG17,1973-01-01,2021-11-23,83,GSOD
223283,2019,33.84,25142,RESKO,PL,+53:46:12,+015:25:12,52,FG17,1973-01-01,2021-11-23,83,GSOD
223283,2020,34.82752293577982,8941,RESKO,PL,+53:46:12,+015:25:12,52,FG17,1973-01-01,2021-11-23,83,GSOD
223283,2020,34.82752293577982,25142,RESKO,PL,+53:46:12,+015:25:12,52,FG17,1973-01-01,2021-11-23,83,GSOD
223283,2021,32.03703703703704,8941,RESKO,PL,+53:46:12,+015:25:12,52,FG17,1973-01-01,2021-11-23,83,GSOD
223283,2021,32.03703703703704,25142,RESKO,PL,+53:46:12,+015:25:12,52,FG17,1973-01-01,2021-11-23,83,GSOD
223284,2017,30.93611111111111,8942,SZCZECINEK,PL,+53:43:12,+016:40:48,137,FG17,1973-01-01,2021-11-23,83,GSOD
223284,2017,30.93611111111111,25143,SZCZECINEK,PL,+53:43:12,+016:40:48,137,FG17,1973-01-01,2021-11-23,83,GSOD
223284,2018,30.03846153846154,8942,SZCZECINEK,PL,+53:43:12,+016:40:48,137,FG17,1973-01-01,2021-11-23,83,GSOD
223284,2018,30.03846153846154,25143,SZCZECINEK,PL,+53:43:12,+016:40:48,137,FG17,1973-01-01,2021-11-23,83,GSOD
223284,2019,31.183561643835617,8942,SZCZECINEK,PL,+53:43:12,+016:40:48,137,FG17,1973-01-01,2021-11-23,83,GSOD
223284,2019,31.183561643835617,25143,SZCZECINEK,PL,+53:43:12,+016:40:48,137,FG17,1973-01-01,2021-11-23,83,GSOD
223284,2020,31.133879781420767,8942,SZCZECINEK,PL,+53:43:12,+016:40:48,137,FG17,1973-01-01,2021-11-23,83,GSOD
223284,2020,31.133879781420767,25143,SZCZECINEK,PL,+53:43:12,+016:40:48,137,FG17,1973-01-01,2021-11-23,83,GSOD
223284,2021,27.892307692307693,8942,SZCZECINEK,PL,+53:43:12,+016:40:48,137,FG17,1973-01-01,2021-11-23,83,GSOD
223284,2021,27.892307692307693,25143,SZCZECINEK,PL,+53:43:12,+016:40:48,137,FG17,1973-01-01,2021-11-23,83,GSOD
223287,2017,34.39636363636364,8945,MIKOLAJKI,PL,+53:46:48,+021:34:48,127,FG17,1962-11-10,2021-11-23,83,GSOD
223287,2017,34.39636363636364,25145,MIKOLAJKI,PL,+53:46:48,+021:34:48,127,FG17,1962-11-10,2021-11-23,83,GSOD
223287,2018,31.864468864468865,8945,MIKOLAJKI,PL,+53:46:48,+021:34:48,127,FG17,1962-11-10,2021-11-23,83,GSOD
223287,2018,31.864468864468865,25145,MIKOLAJKI,PL,+53:46:48,+021:34:48,127,FG17,1962-11-10,2021-11-23,83,GSOD
223287,2019,37.131147540983605,8945,MIKOLAJKI,PL,+53:46:48,+021:34:48,127,FG17,1962-11-10,2021-11-23,83,GSOD
223287,2019,37.131147540983605,25145,MIKOLAJKI,PL,+53:46:48,+021:34:48,127,FG17,1962-11-10,2021-11-23,83,GSOD
223287,2020,37.35390199637023,8945,MIKOLAJKI,PL,+53:46:48,+021:34:48,127,FG17,1962-11-10,2021-11-23,83,GSOD
223287,2020,37.35390199637023,25145,MIKOLAJKI,PL,+53:46:48,+021:34:48,127,FG17,1962-11-10,2021-11-23,83,GSOD
223287,2021,34.5521472392638,8945,MIKOLAJKI,PL,+53:46:48,+021:34:48,127,FG17,1962-11-10,2021-11-23,83,GSOD
223287,2021,34.5521472392638,25145,MIKOLAJKI,PL,+53:46:48,+021:34:48,127,FG17,1962-11-10,2021-11-23,83,GSOD
223288,2017,26.85090909090909,8947,GOZOW WLKP.,PL,+52:45:00,+015:16:48,72,FG17,1952-01-02,2021-11-23,83,GSOD
223288,2017,26.85090909090909,2029,GOZOW WLKP.,PL,+52:45:00,+015:16:48,72,FG17,1952-01-02,2021-11-23,83,GSOD
223288,2018,26.483516483516482,8947,GOZOW WLKP.,PL,+52:45:00,+015:16:48,72,FG17,1952-01-02,2021-11-23,83,GSOD
223288,2018,26.483516483516482,2029,GOZOW WLKP.,PL,+52:45:00,+015:16:48,72,FG17,1952-01-02,2021-11-23,83,GSOD
223288,2019,26.719489981785063,8947,GOZOW WLKP.,PL,+52:45:00,+015:16:48,72,FG17,1952-01-02,2021-11-23,83,GSOD
223288,2019,26.719489981785063,2029,GOZOW WLKP.,PL,+52:45:00,+015:16:48,72,FG17,1952-01-02,2021-11-23,83,GSOD
223288,2020,26.615664845173043,8947,GOZOW WLKP.,PL,+52:45:00,+015:16:48,72,FG17,1952-01-02,2021-11-23,83,GSOD
223288,2020,26.615664845173043,2029,GOZOW WLKP.,PL,+52:45:00,+015:16:48,72,FG17,1952-01-02,2021-11-23,83,GSOD
223288,2021,27.247443762781185,8947,GOZOW WLKP.,PL,+52:45:00,+015:16:48,72,FG17,1952-01-02,2021-11-23,83,GSOD
223288,2021,27.247443762781185,2029,GOZOW WLKP.,PL,+52:45:00,+015:16:48,72,FG17,1952-01-02,2021-11-23,83,GSOD
223289,2017,32.01086956521739,4108,SLUBICE,PL,+52:20:55,+014:37:11,53,FG17,1952-04-13,2021-11-16,83,GSOD
223289,2017,32.01086956521739,779,SLUBICE,PL,+52:20:55,+014:37:11,53,FG17,1952-04-13,2021-11-16,83,GSOD
223289,2018,30.434065934065934,4108,SLUBICE,PL,+52:20:55,+014:37:11,53,FG17,1952-04-13,2021-11-16,83,GSOD
223289,2018,30.434065934065934,779,SLUBICE,PL,+52:20:55,+014:37:11,53,FG17,1952-04-13,2021-11-16,83,GSOD
223289,2019,31.0989010989011,4108,SLUBICE,PL,+52:20:55,+014:37:11,53,FG17,1952-04-13,2021-11-16,83,GSOD
223289,2019,31.0989010989011,779,SLUBICE,PL,+52:20:55,+014:37:11,53,FG17,1952-04-13,2021-11-16,83,GSOD
223289,2020,31.6448087431694,4108,SLUBICE,PL,+52:20:55,+014:37:11,53,FG17,1952-04-13,2021-11-16,83,GSOD
223289,2020,31.6448087431694,779,SLUBICE,PL,+52:20:55,+014:37:11,53,FG17,1952-04-13,2021-11-16,83,GSOD
223289,2021,28.270676691729324,4108,SLUBICE,PL,+52:20:55,+014:37:11,53,FG17,1952-04-13,2021-11-16,83,GSOD
223289,2021,28.270676691729324,779,SLUBICE,PL,+52:20:55,+014:37:11,53,FG17,1952-04-13,2021-11-16,83,GSOD
223292,2017,30.562841530054644,333,SIEDLCE,PL,+52:10:52,+022:14:41,152,FG17,1973-01-01,2021-11-23,83,GSOD
223292,2018,27.142857142857142,333,SIEDLCE,PL,+52:10:52,+022:14:41,152,FG17,1973-01-01,2021-11-23,83,GSOD
223292,2019,29.53804347826087,333,SIEDLCE,PL,+52:10:52,+022:14:41,152,FG17,1973-01-01,2021-11-23,83,GSOD
223292,2020,27.994565217391305,333,SIEDLCE,PL,+52:10:52,+022:14:41,152,FG17,1973-01-01,2021-11-23,83,GSOD
223292,2021,26.6890243902439,333,SIEDLCE,PL,+52:10:52,+022:14:41,152,FG17,1973-01-01,2021-11-23,83,GSOD
223294,2017,27.39344262295082,922,TERESPOL,PL,+52:04:43,+023:37:19,133,FG17,1973-01-08,2021-11-23,83,GSOD
223294,2018,25.570652173913043,922,TERESPOL,PL,+52:04:43,+023:37:19,133,FG17,1973-01-08,2021-11-23,83,GSOD
223294,2019,27.78688524590164,922,TERESPOL,PL,+52:04:43,+023:37:19,133,FG17,1973-01-08,2021-11-23,83,GSOD
223294,2020,27.11413043478261,922,TERESPOL,PL,+52:04:43,+023:37:19,133,FG17,1973-01-08,2021-11-23,83,GSOD
223294,2021,25.555555555555557,922,TERESPOL,PL,+52:04:43,+023:37:19,133,FG17,1973-01-08,2021-11-23,83,GSOD
223296,2017,39.430939226519335,2032,KALISZ,PL,+51:43:48,+018:04:48,140,FG17,1952-01-05,2021-11-23,83,GSOD
223296,2018,35.595628415300546,2032,KALISZ,PL,+51:43:48,+018:04:48,140,FG17,1952-01-05,2021-11-23,83,GSOD
223296,2019,37.42622950819672,2032,KALISZ,PL,+51:43:48,+018:04:48,140,FG17,1952-01-05,2021-11-23,83,GSOD
223296,2020,35.80978260869565,2032,KALISZ,PL,+51:43:48,+018:04:48,140,FG17,1952-01-05,2021-11-23,83,GSOD
223296,2021,34.32098765432099,2032,KALISZ,PL,+51:43:48,+018:04:48,140,FG17,1952-01-05,2021-11-23,83,GSOD
223298,2017,36.78142076502732,926,SULEJOW,PL,+51:21:12,+019:51:59,188,FG17,1973-01-08,2021-11-23,83,GSOD
223298,2018,30.775956284153004,926,SULEJOW,PL,+51:21:12,+019:51:59,188,FG17,1973-01-08,2021-11-23,83,GSOD
223298,2019,33.994535519125684,926,SULEJOW,PL,+51:21:12,+019:51:59,188,FG17,1973-01-08,2021-11-23,83,GSOD
223298,2020,33.0,926,SULEJOW,PL,+51:21:12,+019:51:59,188,FG17,1973-01-08,2021-11-23,83,GSOD
223298,2021,31.402439024390244,926,SULEJOW,PL,+51:21:12,+019:51:59,188,FG17,1973-01-08,2021-11-23,83,GSOD
223299,2017,27.207650273224044,8959,KOZIENCE,PL,+51:33:53,+021:32:34,123,FG17,1975-08-31,2021-11-23,83,GSOD
223299,2018,24.6448087431694,8959,KOZIENCE,PL,+51:33:53,+021:32:34,123,FG17,1975-08-31,2021-11-23,83,GSOD
223299,2019,26.842391304347824,8959,KOZIENCE,PL,+51:33:53,+021:32:34,123,FG17,1975-08-31,2021-11-23,83,GSOD
223299,2020,25.244565217391305,8959,KOZIENCE,PL,+51:33:53,+021:32:34,123,FG17,1975-08-31,2021-11-23,83,GSOD
223299,2021,23.932098765432098,8959,KOZIENCE,PL,+51:33:53,+021:32:34,123,FG17,1975-08-31,2021-11-23,83,GSOD
223300,2017,39.74863387978142,927,WLODAWA,PL,+51:33:12,+023:31:46,177,FG17,1973-01-01,2021-11-23,83,GSOD
223300,2018,35.082417582417584,927,WLODAWA,PL,+51:33:12,+023:31:46,177,FG17,1973-01-01,2021-11-23,83,GSOD
223300,2019,39.6448087431694,927,WLODAWA,PL,+51:33:12,+023:31:46,177,FG17,1973-01-01,2021-11-23,83,GSOD
223300,2020,37.57608695652174,927,WLODAWA,PL,+51:33:12,+023:31:46,177,FG17,1973-01-01,2021-11-23,83,GSOD
223300,2021,35.839506172839506,927,WLODAWA,PL,+51:33:12,+023:31:46,177,FG17,1973-01-01,2021-11-23,83,GSOD
223301,2017,118.53424657534246,2035,SNIEZKA,PL,+50:43:48,+015:43:48,1603,FG17,1952-01-02,2021-11-23,83,GSOD
223301,2018,105.52747252747253,2035,SNIEZKA,PL,+50:43:48,+015:43:48,1603,FG17,1952-01-02,2021-11-23,83,GSOD
223301,2019,117.45753424657535,2035,SNIEZKA,PL,+50:43:48,+015:43:48,1603,FG17,1952-01-02,2021-11-23,83,GSOD
223301,2020,113.23770491803279,2035,SNIEZKA,PL,+50:43:48,+015:43:48,1603,FG17,1952-01-02,2021-11-23,83,GSOD
223301,2021,102.90153846153846,2035,SNIEZKA,PL,+50:43:48,+015:43:48,1603,FG17,1952-01-02,2021-11-23,83,GSOD
223302,2017,30.73224043715847,2036,KLODZKO,PL,+50:26:13,+016:36:51,356,FG17,1952-05-21,2021-11-23,83,GSOD
223302,2018,31.082417582417584,2036,KLODZKO,PL,+50:26:13,+016:36:51,356,FG17,1952-05-21,2021-11-23,83,GSOD
223302,2019,32.627027027027026,2036,KLODZKO,PL,+50:26:13,+016:36:51,356,FG17,1952-05-21,2021-11-23,83,GSOD
223302,2020,31.524590163934427,2036,KLODZKO,PL,+50:26:13,+016:36:51,356,FG17,1952-05-21,2021-11-23,83,GSOD
223302,2021,30.37037037037037,2036,KLODZKO,PL,+50:26:13,+016:36:51,356,FG17,1952-05-21,2021-11-23,83,GSOD
223303,2017,25.813868613138688,8962,OPOLE,PL,+50:37:48,+017:58:12,165,FG17,1973-01-01,2021-11-23,83,GSOD
223303,2017,25.813868613138688,25130,OPOLE,PL,+50:37:48,+017:58:12,165,FG17,1973-01-01,2021-11-23,83,GSOD
223303,2018,26.014652014652015,8962,OPOLE,PL,+50:37:48,+017:58:12,165,FG17,1973-01-01,2021-11-23,83,GSOD
223303,2018,26.014652014652015,25130,OPOLE,PL,+50:37:48,+017:58:12,165,FG17,1973-01-01,2021-11-23,83,GSOD
223303,2019,26.95446265938069,8962,OPOLE,PL,+50:37:48,+017:58:12,165,FG17,1973-01-01,2021-11-23,83,GSOD
223303,2019,26.95446265938069,25130,OPOLE,PL,+50:37:48,+017:58:12,165,FG17,1973-01-01,2021-11-23,83,GSOD
223303,2020,25.77959927140255,8962,OPOLE,PL,+50:37:48,+017:58:12,165,FG17,1973-01-01,2021-11-23,83,GSOD
223303,2020,25.77959927140255,25130,OPOLE,PL,+50:37:48,+017:58:12,165,FG17,1973-01-01,2021-11-23,83,GSOD
223303,2021,24.129363449691994,8962,OPOLE,PL,+50:37:48,+017:58:12,165,FG17,1973-01-01,2021-11-23,83,GSOD
223303,2021,24.129363449691994,25130,OPOLE,PL,+50:37:48,+017:58:12,165,FG17,1973-01-01,2021-11-23,83,GSOD
223304,2017,35.032967032967036,928,RACIBORZ,PL,+50:03:40,+018:11:27,206,FG17,1953-04-08,2021-11-12,83,GSOD
223304,2018,32.950819672131146,928,RACIBORZ,PL,+50:03:40,+018:11:27,206,FG17,1953-04-08,2021-11-12,83,GSOD
223304,2019,34.08695652173913,928,RACIBORZ,PL,+50:03:40,+018:11:27,206,FG17,1953-04-08,2021-11-12,83,GSOD
223304,2020,34.73913043478261,928,RACIBORZ,PL,+50:03:40,+018:11:27,206,FG17,1953-04-08,2021-11-12,83,GSOD
223304,2021,31.31297709923664,928,RACIBORZ,PL,+50:03:40,+018:11:27,206,FG17,1953-04-08,2021-11-12,83,GSOD
223307,2017,44.22950819672131,207,RZESZOW JASIONKA,PL,+50:06:39,+022:02:32,206,FG17,1954-01-10,2021-11-23,83,GSOD
223307,2018,38.63934426229508,207,RZESZOW JASIONKA,PL,+50:06:39,+022:02:32,206,FG17,1954-01-10,2021-11-23,83,GSOD
223307,2019,42.36612021857923,207,RZESZOW JASIONKA,PL,+50:06:39,+022:02:32,206,FG17,1954-01-10,2021-11-23,83,GSOD
223307,2020,40.16847826086956,207,RZESZOW JASIONKA,PL,+50:06:39,+022:02:32,206,FG17,1954-01-10,2021-11-23,83,GSOD
223307,2021,38.45398773006135,207,RZESZOW JASIONKA,PL,+50:06:39,+022:02:32,206,FG17,1954-01-10,2021-11-23,83,GSOD
223308,2017,20.73446327683616,932,NOWY SACZ,PL,+49:37:38,+020:41:19,292,FG17,1973-01-01,2021-11-23,83,GSOD
