EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 30-12-2022
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 SS   : sunshine in 0.1 Hours
23-27 Q_SS : Quality code for SS (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station POLAND, WIELUN (STAID: 924).
Blended and updated with sources: 240772 912455 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   SS, Q_SS
240772,19790101,    0,    0
240772,19790102,    0,    0
240772,19790103,    0,    0
240772,19790104,    1,    0
240772,19790105,    4,    0
240772,19790106,   20,    0
240772,19790107,   32,    0
240772,19790108,    0,    0
240772,19790109,    0,    0
240772,19790110,    0,    0
240772,19790111,    0,    0
240772,19790112,   40,    0
240772,19790113,    5,    0
240772,19790114,    0,    0
240772,19790115,    0,    0
240772,19790116,    0,    0
240772,19790117,    0,    0
240772,19790118,    0,    0
240772,19790119,    0,    0
240772,19790120,    0,    0
240772,19790121,    0,    0
240772,19790122,    0,    0
240772,19790123,    0,    0
240772,19790124,    1,    0
240772,19790125,   55,    0
240772,19790126,   36,    0
240772,19790127,    0,    0
240772,19790128,    0,    0
240772,19790129,    0,    0
240772,19790130,    0,    0
240772,19790131,   10,    0
240772,19790201,    0,    0
240772,19790202,    2,    0
240772,19790203,   64,    0
240772,19790204,   42,    0
240772,19790205,    0,    0
240772,19790206,    0,    0
240772,19790207,   35,    0
240772,19790208,    0,    0
240772,19790209,   72,    0
240772,19790210,   28,    0
240772,19790211,   61,    0
240772,19790212,    0,    0
240772,19790213,    0,    0
240772,19790214,    6,    0
240772,19790215,    0,    0
240772,19790216,    0,    0
240772,19790217,    0,    0
240772,19790218,    0,    0
240772,19790219,   16,    0
240772,19790220,   64,    0
240772,19790221,   27,    0
240772,19790222,   77,    0
240772,19790223,   82,    0
240772,19790224,   58,    0
240772,19790225,    0,    0
240772,19790226,   76,    0
240772,19790227,   89,    0
240772,19790228,   58,    0
240772,19790301,   62,    0
240772,19790302,   65,    0
240772,19790303,    3,    0
240772,19790304,   32,    0
240772,19790305,    0,    0
240772,19790306,    0,    0
240772,19790307,   45,    0
240772,19790308,    0,    0
240772,19790309,   87,    0
240772,19790310,   10,    0
240772,19790311,   86,    0
240772,19790312,   14,    0
240772,19790313,    0,    0
240772,19790314,   18,    0
240772,19790315,   17,    0
240772,19790316,    0,    0
240772,19790317,    0,    0
240772,19790318,    0,    0
240772,19790319,    0,    0
240772,19790320,   36,    0
240772,19790321,   38,    0
240772,19790322,   83,    0
240772,19790323,   29,    0
240772,19790324,   78,    0
240772,19790325,   88,    0
240772,19790326,   11,    0
240772,19790327,   35,    0
240772,19790328,   32,    0
240772,19790329,   19,    0
240772,19790330,   81,    0
240772,19790331,    0,    0
240772,19790401,    0,    0
240772,19790402,   20,    0
240772,19790403,   83,    0
240772,19790404,   66,    0
240772,19790405,    0,    0
240772,19790406,    4,    0
240772,19790407,    0,    0
240772,19790408,    0,    0
240772,19790409,    0,    0
240772,19790410,  115,    0
240772,19790411,   36,    0
240772,19790412,  110,    0
240772,19790413,  121,    0
240772,19790414,  103,    0
240772,19790415,  101,    0
240772,19790416,  108,    0
240772,19790417,   30,    0
240772,19790418,   24,    0
240772,19790419,   73,    0
240772,19790420,   17,    0
240772,19790421,   39,    0
240772,19790422,   64,    0
240772,19790423,   19,    0
240772,19790424,   13,    0
240772,19790425,    0,    0
240772,19790426,   32,    0
240772,19790427,   84,    0
240772,19790428,   25,    0
240772,19790429,   20,    0
240772,19790430,   57,    0
240772,19790501,   83,    0
240772,19790502,   13,    0
240772,19790503,    3,    0
240772,19790504,   88,    0
240772,19790505,   55,    0
240772,19790506,   47,    0
240772,19790507,  101,    0
240772,19790508,  124,    0
240772,19790509,    7,    0
240772,19790510,   71,    0
240772,19790511,  125,    0
240772,19790512,   58,    0
240772,19790513,  131,    0
240772,19790514,  117,    0
240772,19790515,  132,    0
240772,19790516,  128,    0
240772,19790517,  125,    0
240772,19790518,  133,    0
240772,19790519,  108,    0
240772,19790520,  109,    0
240772,19790521,   96,    0
240772,19790522,   96,    0
240772,19790523,  124,    0
240772,19790524,  119,    0
240772,19790525,   99,    0
240772,19790526,   64,    0
240772,19790527,  110,    0
240772,19790528,   42,    0
240772,19790529,  125,    0
240772,19790530,  128,    0
240772,19790531,  129,    0
240772,19790601,  118,    0
240772,19790602,  111,    0
240772,19790603,  119,    0
240772,19790604,  137,    0
240772,19790605,  130,    0
240772,19790606,   64,    0
240772,19790607,   54,    0
240772,19790608,   34,    0
240772,19790609,   89,    0
240772,19790610,   96,    0
240772,19790611,  128,    0
240772,19790612,   52,    0
240772,19790613,   99,    0
240772,19790614,   18,    0
240772,19790615,   51,    0
240772,19790616,   13,    0
240772,19790617,   15,    0
240772,19790618,    0,    0
240772,19790619,   55,    0
240772,19790620,  124,    0
240772,19790621,  124,    0
240772,19790622,    0,    0
240772,19790623,   40,    0
240772,19790624,  125,    0
240772,19790625,   82,    0
240772,19790626,   42,    0
240772,19790627,  118,    0
240772,19790628,    0,    0
240772,19790629,   52,    0
240772,19790630,   66,    0
240772,19790701,   40,    0
240772,19790702,   43,    0
240772,19790703,  135,    0
240772,19790704,   47,    0
240772,19790705,   79,    0
240772,19790706,   68,    0
240772,19790707,   34,    0
240772,19790708,   27,    0
240772,19790709,   27,    0
240772,19790710,    2,    0
240772,19790711,   40,    0
240772,19790712,   85,    0
240772,19790713,  132,    0
240772,19790714,   97,    0
240772,19790715,   85,    0
240772,19790716,   28,    0
240772,19790717,    3,    0
240772,19790718,    7,    0
240772,19790719,   57,    0
240772,19790720,   11,    0
240772,19790721,   54,    0
240772,19790722,   31,    0
240772,19790723,    0,    0
240772,19790724,   18,    0
240772,19790725,   43,    0
240772,19790726,   51,    0
240772,19790727,   56,    0
240772,19790728,  111,    0
240772,19790729,  110,    0
240772,19790730,   66,    0
240772,19790731,   90,    0
240772,19790801,   53,    0
240772,19790802,  120,    0
240772,19790803,   35,    0
240772,19790804,    7,    0
240772,19790805,   77,    0
240772,19790806,   92,    0
240772,19790807,   76,    0
240772,19790808,   85,    0
240772,19790809,    0,    0
240772,19790810,   43,    0
240772,19790811,   88,    0
240772,19790812,   60,    0
240772,19790813,    0,    0
240772,19790814,   72,    0
240772,19790815,   93,    0
240772,19790816,  115,    0
240772,19790817,  124,    0
240772,19790818,   76,    0
240772,19790819,   23,    0
240772,19790820,   65,    0
240772,19790821,   83,    0
240772,19790822,   54,    0
240772,19790823,   25,    0
240772,19790824,    6,    0
240772,19790825,   19,    0
240772,19790826,  105,    0
240772,19790827,   57,    0
240772,19790828,    0,    0
240772,19790829,    0,    0
240772,19790830,    6,    0
240772,19790831,   94,    0
240772,19790901,   96,    0
240772,19790902,  107,    0
240772,19790903,   89,    0
240772,19790904,    0,    0
240772,19790905,   28,    0
240772,19790906,   63,    0
240772,19790907,    0,    0
240772,19790908,   74,    0
240772,19790909,   88,    0
240772,19790910,    5,    0
240772,19790911,   67,    0
240772,19790912,    1,    0
240772,19790913,   84,    0
240772,19790914,    0,    0
240772,19790915,   67,    0
240772,19790916,   90,    0
240772,19790917,    9,    0
240772,19790918,   38,    0
240772,19790919,   38,    0
240772,19790920,   87,    0
240772,19790921,    0,    0
240772,19790922,    0,    0
240772,19790923,    0,    0
240772,19790924,    0,    0
240772,19790925,    0,    0
240772,19790926,   59,    0
240772,19790927,   94,    0
240772,19790928,   37,    0
240772,19790929,   95,    0
240772,19790930,   63,    0
240772,19791001,   89,    0
240772,19791002,   86,    0
240772,19791003,   93,    0
240772,19791004,   45,    0
240772,19791005,   14,    0
240772,19791006,   91,    0
240772,19791007,   89,    0
240772,19791008,   89,    0
240772,19791009,   87,    0
240772,19791010,   88,    0
240772,19791011,   91,    0
240772,19791012,   85,    0
240772,19791013,   82,    0
240772,19791014,   64,    0
240772,19791015,   41,    0
240772,19791016,   78,    0
240772,19791017,    0,    0
240772,19791018,   21,    0
240772,19791019,    9,    0
240772,19791020,   36,    0
240772,19791021,   42,    0
240772,19791022,    0,    0
240772,19791023,   72,    0
240772,19791024,   42,    0
240772,19791025,   81,    0
240772,19791026,   81,    0
240772,19791027,   67,    0
240772,19791028,   73,    0
240772,19791029,    0,    0
240772,19791030,    0,    0
240772,19791031,    0,    0
240772,19791101,    0,    0
240772,19791102,    0,    0
240772,19791103,    0,    0
240772,19791104,    0,    0
240772,19791105,    0,    0
240772,19791106,   43,    0
240772,19791107,   14,    0
240772,19791108,    0,    0
240772,19791109,    3,    0
240772,19791110,    0,    0
240772,19791111,    2,    0
240772,19791112,    5,    0
240772,19791113,   15,    0
240772,19791114,    0,    0
240772,19791115,   11,    0
240772,19791116,    0,    0
240772,19791117,    0,    0
240772,19791118,    0,    0
240772,19791119,    0,    0
240772,19791120,    0,    0
240772,19791121,    0,    0
240772,19791122,    0,    0
240772,19791123,    0,    0
240772,19791124,    0,    0
240772,19791125,    0,    0
240772,19791126,    3,    0
240772,19791127,   19,    0
240772,19791128,    0,    0
240772,19791129,    0,    0
240772,19791130,    0,    0
240772,19791201,    0,    0
240772,19791202,    0,    0
240772,19791203,   24,    0
240772,19791204,    0,    0
240772,19791205,    0,    0
240772,19791206,   24,    0
240772,19791207,    0,    0
240772,19791208,    0,    0
240772,19791209,    0,    0
240772,19791210,    0,    0
240772,19791211,    1,    0
240772,19791212,   12,    0
240772,19791213,   29,    0
240772,19791214,    0,    0
240772,19791215,   22,    0
240772,19791216,    0,    0
240772,19791217,    0,    0
240772,19791218,    0,    0
240772,19791219,   26,    0
240772,19791220,    0,    0
240772,19791221,    0,    0
240772,19791222,    0,    0
240772,19791223,    0,    0
240772,19791224,    0,    0
240772,19791225,    0,    0
240772,19791226,    0,    0
240772,19791227,    0,    0
240772,19791228,   23,    0
240772,19791229,    0,    0
240772,19791230,    5,    0
240772,19791231,    0,    0
240772,19800101,    0,    0
240772,19800102,    0,    0
240772,19800103,   10,    0
240772,19800104,    8,    0
240772,19800105,    0,    0
240772,19800106,    0,    0
240772,19800107,    0,    0
240772,19800108,    0,    0
240772,19800109,    0,    0
240772,19800110,    0,    0
240772,19800111,    0,    0
240772,19800112,    0,    0
240772,19800113,   15,    0
240772,19800114,   44,    0
240772,19800115,   31,    0
240772,19800116,    0,    0
240772,19800117,   17,    0
240772,19800118,   30,    0
240772,19800119,   36,    0
240772,19800120,   31,    0
240772,19800121,   29,    0
240772,19800122,    9,    0
240772,19800123,    0,    0
240772,19800124,    4,    0
240772,19800125,    0,    0
240772,19800126,   10,    0
240772,19800127,    5,    0
240772,19800128,   59,    0
240772,19800129,   66,    0
240772,19800130,    0,    0
240772,19800131,    0,    0
240772,19800201,    8,    0
240772,19800202,   17,    0
240772,19800203,    0,    0
240772,19800204,    0,    0
240772,19800205,    0,    0
240772,19800206,    0,    0
240772,19800207,    0,    0
240772,19800208,    1,    0
240772,19800209,   15,    0
240772,19800210,    6,    0
240772,19800211,    9,    0
240772,19800212,    0,    0
240772,19800213,    0,    0
240772,19800214,   37,    0
240772,19800215,   56,    0
240772,19800216,   21,    0
240772,19800217,    0,    0
240772,19800218,    0,    0
240772,19800219,   27,    0
240772,19800220,   54,    0
240772,19800221,    0,    0
240772,19800222,   84,    0
240772,19800223,   26,    0
240772,19800224,   16,    0
240772,19800225,   26,    0
240772,19800226,    0,    0
240772,19800227,    0,    0
240772,19800228,    0,    0
240772,19800229,    0,    0
240772,19800301,    9,    0
240772,19800302,   27,    0
240772,19800303,   52,    0
240772,19800304,   85,    0
240772,19800305,   44,    0
240772,19800306,   80,    0
240772,19800307,   17,    0
240772,19800308,    0,    0
240772,19800309,    0,    0
240772,19800310,    0,    0
240772,19800311,    0,    0
240772,19800312,    2,    0
240772,19800313,   17,    0
240772,19800314,   77,    0
240772,19800315,   79,    0
240772,19800316,    0,    0
240772,19800317,   53,    0
240772,19800318,   24,    0
240772,19800319,   45,    0
240772,19800320,   87,    0
240772,19800321,   42,    0
240772,19800322,   88,    0
240772,19800323,   37,    0
240772,19800324,    0,    0
240772,19800325,    0,    0
240772,19800326,   29,    0
240772,19800327,   31,    0
240772,19800328,   24,    0
240772,19800329,   24,    0
240772,19800330,   19,    0
240772,19800331,   28,    0
240772,19800401,   71,    0
240772,19800402,    9,    0
240772,19800403,    0,    0
240772,19800404,    0,    0
240772,19800405,    0,    0
240772,19800406,    0,    0
240772,19800407,   56,    0
240772,19800408,    6,    0
240772,19800409,   56,    0
240772,19800410,   37,    0
240772,19800411,    1,    0
240772,19800412,   81,    0
240772,19800413,   81,    0
240772,19800414,  110,    0
240772,19800415,  105,    0
240772,19800416,  108,    0
240772,19800417,  114,    0
240772,19800418,   13,    0
240772,19800419,   32,    0
240772,19800420,   96,    0
240772,19800421,   68,    0
240772,19800422,    0,    0
240772,19800423,    0,    0
240772,19800424,   49,    0
240772,19800425,   76,    0
240772,19800426,   28,    0
240772,19800427,   63,    0
240772,19800428,   63,    0
240772,19800429,   66,    0
240772,19800430,   46,    0
240772,19800501,   59,    0
240772,19800502,    0,    0
240772,19800503,   59,    0
240772,19800504,   17,    0
240772,19800505,  129,    0
240772,19800506,  121,    0
240772,19800507,   46,    0
240772,19800508,   71,    0
240772,19800509,    8,    0
240772,19800510,  103,    0
240772,19800511,  125,    0
240772,19800512,  132,    0
240772,19800513,  132,    0
240772,19800514,   96,    0
240772,19800515,   77,    0
240772,19800516,   95,    0
240772,19800517,    0,    0
240772,19800518,   14,    0
240772,19800519,   57,    0
240772,19800520,   94,    0
240772,19800521,   89,    0
240772,19800522,   49,    0
240772,19800523,  127,    0
240772,19800524,   79,    0
240772,19800525,  130,    0
240772,19800526,   62,    0
240772,19800527,   90,    0
240772,19800528,   54,    0
240772,19800529,   66,    0
240772,19800530,  122,    0
240772,19800531,    0,    0
240772,19800601,    0,    0
240772,19800602,    0,    0
240772,19800603,    0,    0
240772,19800604,   14,    0
240772,19800605,   99,    0
240772,19800606,   17,    0
240772,19800607,   38,    0
240772,19800608,  127,    0
240772,19800609,  125,    0
240772,19800610,   70,    0
240772,19800611,   80,    0
240772,19800612,   17,    0
240772,19800613,   90,    0
240772,19800614,  115,    0
240772,19800615,   53,    0
240772,19800616,   52,    0
240772,19800617,   58,    0
240772,19800618,   32,    0
240772,19800619,   67,    0
240772,19800620,   27,    0
240772,19800621,   68,    0
240772,19800622,   10,    0
240772,19800623,   99,    0
240772,19800624,   61,    0
240772,19800625,   11,    0
240772,19800626,   89,    0
240772,19800627,   60,    0
240772,19800628,   88,    0
240772,19800629,   19,    0
240772,19800630,   36,    0
240772,19800701,   74,    0
240772,19800702,   13,    0
240772,19800703,   17,    0
240772,19800704,   21,    0
240772,19800705,   43,    0
240772,19800706,   66,    0
240772,19800707,  105,    0
240772,19800708,   35,    0
240772,19800709,    0,    0
240772,19800710,    0,    0
240772,19800711,    0,    0
240772,19800712,   15,    0
240772,19800713,   22,    0
240772,19800714,   81,    0
240772,19800715,   73,    0
240772,19800716,   32,    0
240772,19800717,   45,    0
240772,19800718,   62,    0
240772,19800719,   45,    0
240772,19800720,   67,    0
240772,19800721,    5,    0
