EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 30-12-2022
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 SS   : sunshine in 0.1 Hours
23-27 Q_SS : Quality code for SS (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station POLAND, NOWY SACZ (STAID: 932).
Blended and updated with sources: 240762 912660 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   SS, Q_SS
240762,19790101,    0,    0
240762,19790102,    0,    0
240762,19790103,    4,    0
240762,19790104,    3,    0
240762,19790105,    0,    0
240762,19790106,    1,    0
240762,19790107,   40,    0
240762,19790108,    6,    0
240762,19790109,    0,    0
240762,19790110,    0,    0
240762,19790111,   29,    0
240762,19790112,   38,    0
240762,19790113,   37,    0
240762,19790114,    0,    0
240762,19790115,    0,    0
240762,19790116,    0,    0
240762,19790117,   41,    0
240762,19790118,    0,    0
240762,19790119,    0,    0
240762,19790120,    0,    0
240762,19790121,    0,    0
240762,19790122,    0,    0
240762,19790123,    0,    0
240762,19790124,    0,    0
240762,19790125,    0,    0
240762,19790126,   44,    0
240762,19790127,    9,    0
240762,19790128,    0,    0
240762,19790129,    0,    0
240762,19790130,    0,    0
240762,19790131,   12,    0
240762,19790201,    0,    0
240762,19790202,   24,    0
240762,19790203,   33,    0
240762,19790204,   42,    0
240762,19790205,    0,    0
240762,19790206,   18,    0
240762,19790207,   67,    0
240762,19790208,    5,    0
240762,19790209,   76,    0
240762,19790210,   30,    0
240762,19790211,   48,    0
240762,19790212,    8,    0
240762,19790213,    0,    0
240762,19790214,   21,    0
240762,19790215,   18,    0
240762,19790216,    0,    0
240762,19790217,    0,    0
240762,19790218,    0,    0
240762,19790219,    0,    0
240762,19790220,   71,    0
240762,19790221,   85,    0
240762,19790222,   57,    0
240762,19790223,   78,    0
240762,19790224,   66,    0
240762,19790225,    0,    0
240762,19790226,   17,    0
240762,19790227,   69,    0
240762,19790228,   21,    0
240762,19790301,   73,    0
240762,19790302,    1,    0
240762,19790303,   58,    0
240762,19790304,   38,    0
240762,19790305,    0,    0
240762,19790306,    0,    0
240762,19790307,   27,    0
240762,19790308,    0,    0
240762,19790309,   57,    0
240762,19790310,    1,    0
240762,19790311,   91,    0
240762,19790312,    3,    0
240762,19790313,   22,    0
240762,19790314,    0,    0
240762,19790315,    0,    0
240762,19790316,    0,    0
240762,19790317,    0,    0
240762,19790318,   85,    0
240762,19790319,   63,    0
240762,19790320,   82,    0
240762,19790321,   60,    0
240762,19790322,   58,    0
240762,19790323,   26,    0
240762,19790324,   26,    0
240762,19790325,   88,    0
240762,19790326,    6,    0
240762,19790327,    0,    0
240762,19790328,   51,    0
240762,19790329,    7,    0
240762,19790330,   75,    0
240762,19790331,    0,    0
240762,19790401,   17,    0
240762,19790402,   47,    0
240762,19790403,   66,    0
240762,19790404,   49,    0
240762,19790405,    3,    0
240762,19790406,    0,    0
240762,19790407,    0,    0
240762,19790408,    0,    0
240762,19790409,    0,    0
240762,19790410,   57,    0
240762,19790411,    0,    0
240762,19790412,   90,    0
240762,19790413,  105,    0
240762,19790414,   98,    0
240762,19790415,   45,    0
240762,19790416,   59,    0
240762,19790417,   64,    0
240762,19790418,    4,    0
240762,19790419,   65,    0
240762,19790420,    9,    0
240762,19790421,   18,    0
240762,19790422,   32,    0
240762,19790423,   57,    0
240762,19790424,   56,    0
240762,19790425,    6,    0
240762,19790426,   46,    0
240762,19790427,    0,    0
240762,19790428,    0,    0
240762,19790429,    0,    0
240762,19790430,   66,    0
240762,19790501,    0,    0
240762,19790502,   24,    0
240762,19790503,    0,    0
240762,19790504,   89,    0
240762,19790505,   67,    0
240762,19790506,   42,    0
240762,19790507,   12,    0
240762,19790508,   69,    0
240762,19790509,    0,    0
240762,19790510,   26,    0
240762,19790511,   62,    0
240762,19790512,   94,    0
240762,19790513,  139,    0
240762,19790514,  107,    0
240762,19790515,  135,    0
240762,19790516,  135,    0
240762,19790517,  104,    0
240762,19790518,  141,    0
240762,19790519,  121,    0
240762,19790520,  119,    0
240762,19790521,  103,    0
240762,19790522,    0,    0
240762,19790523,   95,    0
240762,19790524,  100,    0
240762,19790525,   84,    0
240762,19790526,   14,    0
240762,19790527,  119,    0
240762,19790528,   25,    0
240762,19790529,  110,    0
240762,19790530,  115,    0
240762,19790531,   92,    0
240762,19790601,  106,    0
240762,19790602,  108,    0
240762,19790603,  132,    0
240762,19790604,  118,    0
240762,19790605,  110,    0
240762,19790606,   47,    0
240762,19790607,   21,    0
240762,19790608,   41,    0
240762,19790609,   78,    0
240762,19790610,   80,    0
240762,19790611,  128,    0
240762,19790612,   29,    0
240762,19790613,   78,    0
240762,19790614,   37,    0
240762,19790615,   33,    0
240762,19790616,   36,    0
240762,19790617,   56,    0
240762,19790618,    4,    0
240762,19790619,    0,    0
240762,19790620,    0,    0
240762,19790621,    0,    0
240762,19790622,    0,    0
240762,19790623,   83,    0
240762,19790624,   90,    0
240762,19790625,   92,    0
240762,19790626,   63,    0
240762,19790627,   64,    0
240762,19790628,   59,    0
240762,19790629,    0,    0
240762,19790630,   41,    0
240762,19790701,   16,    0
240762,19790702,   31,    0
240762,19790703,    0,    0
240762,19790704,    0,    0
240762,19790705,   51,    0
240762,19790706,   45,    0
240762,19790707,   12,    0
240762,19790708,    0,    0
240762,19790709,   17,    0
240762,19790710,    0,    0
240762,19790711,   60,    0
240762,19790712,   43,    0
240762,19790713,  115,    0
240762,19790714,  104,    0
240762,19790715,   57,    0
240762,19790716,    0,    0
240762,19790717,   33,    0
240762,19790718,   51,    0
240762,19790719,   54,    0
240762,19790720,   70,    0
240762,19790721,   88,    0
240762,19790722,   38,    0
240762,19790723,   65,    0
240762,19790724,   51,    0
240762,19790725,   45,    0
240762,19790726,   13,    0
240762,19790727,   50,    0
240762,19790728,   41,    0
240762,19790729,  113,    0
240762,19790730,   48,    0
240762,19790731,    0,    0
240762,19790801,   93,    0
240762,19790802,  109,    0
240762,19790803,   77,    0
240762,19790804,    0,    0
240762,19790805,  102,    0
240762,19790806,   83,    0
240762,19790807,   83,    0
240762,19790808,  115,    0
240762,19790809,   46,    0
240762,19790810,    0,    0
240762,19790811,    3,    0
240762,19790812,    7,    0
240762,19790813,    0,    0
240762,19790814,    6,    0
240762,19790815,   82,    0
240762,19790816,   81,    0
240762,19790817,  125,    0
240762,19790818,   71,    0
240762,19790819,   65,    0
240762,19790820,   11,    0
240762,19790821,   54,    0
240762,19790822,   80,    0
240762,19790823,  105,    0
240762,19790824,  103,    0
240762,19790825,    0,    0
240762,19790826,   94,    0
240762,19790827,   33,    0
240762,19790828,   58,    0
240762,19790829,    2,    0
240762,19790830,   35,    0
240762,19790831,   79,    0
240762,19790901,  107,    0
240762,19790902,  113,    0
240762,19790903,   93,    0
240762,19790904,    0,    0
240762,19790905,    0,    0
240762,19790906,   19,    0
240762,19790907,   28,    0
240762,19790908,   58,    0
240762,19790909,   90,    0
240762,19790910,    1,    0
240762,19790911,   61,    0
240762,19790912,   13,    0
240762,19790913,   81,    0
240762,19790914,   12,    0
240762,19790915,   24,    0
240762,19790916,   56,    0
240762,19790917,    8,    0
240762,19790918,   53,    0
240762,19790919,   25,    0
240762,19790920,   77,    0
240762,19790921,   52,    0
240762,19790922,   70,    0
240762,19790923,    0,    0
240762,19790924,    0,    0
240762,19790925,   21,    0
240762,19790926,    2,    0
240762,19790927,   87,    0
240762,19790928,   11,    0
240762,19790929,    8,    0
240762,19790930,   51,    0
240762,19791001,   36,    0
240762,19791002,   42,    0
240762,19791003,   86,    0
240762,19791004,   46,    0
240762,19791005,    1,    0
240762,19791006,   91,    0
240762,19791007,   83,    0
240762,19791008,   85,    0
240762,19791009,   84,    0
240762,19791010,   90,    0
240762,19791011,   94,    0
240762,19791012,   93,    0
240762,19791013,   84,    0
240762,19791014,   78,    0
240762,19791015,   30,    0
240762,19791016,   64,    0
240762,19791017,   21,    0
240762,19791018,    8,    0
240762,19791019,   16,    0
240762,19791020,   48,    0
240762,19791021,   30,    0
240762,19791022,    0,    0
240762,19791023,    0,    0
240762,19791024,    0,    0
240762,19791025,   85,    0
240762,19791026,   66,    0
240762,19791027,   54,    0
240762,19791028,   64,    0
240762,19791029,    0,    0
240762,19791030,    0,    0
240762,19791031,    0,    0
240762,19791101,    0,    0
240762,19791102,    0,    0
240762,19791103,    0,    0
240762,19791104,   64,    0
240762,19791105,   16,    0
240762,19791106,   65,    0
240762,19791107,   14,    0
240762,19791108,   11,    0
240762,19791109,    0,    0
240762,19791110,    0,    0
240762,19791111,    0,    0
240762,19791112,    0,    0
240762,19791113,   44,    0
240762,19791114,   40,    0
240762,19791115,   23,    0
240762,19791116,   36,    0
240762,19791117,    0,    0
240762,19791118,    2,    0
240762,19791119,    0,    0
240762,19791120,    0,    0
240762,19791121,    0,    0
240762,19791122,    0,    0
240762,19791123,    0,    0
240762,19791124,    5,    0
240762,19791125,    0,    0
240762,19791126,   58,    0
240762,19791127,   13,    0
240762,19791128,    4,    0
240762,19791129,    0,    0
240762,19791130,    0,    0
240762,19791201,    1,    0
240762,19791202,    0,    0
240762,19791203,   33,    0
240762,19791204,    4,    0
240762,19791205,   19,    0
240762,19791206,   31,    0
240762,19791207,    7,    0
240762,19791208,    0,    0
240762,19791209,   29,    0
240762,19791210,    1,    0
240762,19791211,    0,    0
240762,19791212,    0,    0
240762,19791213,   27,    0
240762,19791214,    0,    0
240762,19791215,   29,    0
240762,19791216,    6,    0
240762,19791217,   25,    0
240762,19791218,    0,    0
240762,19791219,   51,    0
240762,19791220,    2,    0
240762,19791221,    0,    0
240762,19791222,   45,    0
240762,19791223,    0,    0
240762,19791224,    4,    0
240762,19791225,    0,    0
240762,19791226,    0,    0
240762,19791227,    0,    0
240762,19791228,   64,    0
240762,19791229,    0,    0
240762,19791230,   14,    0
240762,19791231,   38,    0
240762,19800101,    0,    0
240762,19800102,   26,    0
240762,19800103,    2,    0
240762,19800104,    8,    0
240762,19800105,   36,    0
240762,19800106,   36,    0
240762,19800107,    0,    0
240762,19800108,    0,    0
240762,19800109,    0,    0
240762,19800110,    0,    0
240762,19800111,    0,    0
240762,19800112,    0,    0
240762,19800113,   16,    0
240762,19800114,   26,    0
240762,19800115,   31,    0
240762,19800116,    0,    0
240762,19800117,   42,    0
240762,19800118,   45,    0
240762,19800119,   53,    0
240762,19800120,   54,    0
240762,19800121,   51,    0
240762,19800122,   59,    0
240762,19800123,    0,    0
240762,19800124,   12,    0
240762,19800125,    0,    0
