EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 30-12-2022
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 SD   : snow depth in 1 cm
23-27 Q_SD : Quality code for SD (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station POLAND, TORUN (STAID: 2027).
Blended and updated with sources: 240617 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   SD, Q_SD
240617,19790101,   18,    0
240617,19790102,   21,    0
240617,19790103,   22,    0
240617,19790104,   21,    0
240617,19790105,   22,    0
240617,19790106,   22,    0
240617,19790107,   22,    0
240617,19790108,   20,    0
240617,19790109,   21,    0
240617,19790110,   21,    0
240617,19790111,   20,    0
240617,19790112,   26,    0
240617,19790113,   26,    0
240617,19790114,   26,    0
240617,19790115,   32,    0
240617,19790116,   31,    0
240617,19790117,   33,    0
240617,19790118,   35,    0
240617,19790119,   35,    0
240617,19790120,   32,    0
240617,19790121,   34,    0
240617,19790122,   34,    0
240617,19790123,   35,    0
240617,19790124,   35,    0
240617,19790125,   34,    0
240617,19790126,   33,    0
240617,19790127,   32,    0
240617,19790128,   33,    0
240617,19790129,   33,    0
240617,19790130,   34,    0
240617,19790131,   35,    0
240617,19790201,   36,    0
240617,19790202,   32,    0
240617,19790203,   31,    0
240617,19790204,   30,    0
240617,19790205,   29,    0
240617,19790206,   29,    0
240617,19790207,   29,    0
240617,19790208,   29,    0
240617,19790209,   34,    0
240617,19790210,   34,    0
240617,19790211,   33,    0
240617,19790212,   33,    0
240617,19790213,   35,    0
240617,19790214,   35,    0
240617,19790215,   40,    0
240617,19790216,   43,    0
240617,19790217,   41,    0
240617,19790218,   42,    0
240617,19790219,   42,    0
