EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 30-12-2022
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT:

  01- 05 ELEID: Element identifier
  07- 156 DESC: Description
 158- 172 UNIT: Unit

ELEID,DESC                                                                                                                                                  ,UNIT

  CC1,Mean daily cloud cover, 0-0 UT                                                                                                                        ,oktas          
  CC2,Mean daily cloud cover, mean of 7, 13, 18 UT current day                                                                                              ,oktas          
  CC3,Mean daily cloud cover, unknown interval                                                                                                              ,oktas          
  CC4,Mean daily cloud cover, mean of 7, 13, 20 UT current day                                                                                              ,oktas          
  CC5,Mean daily cloud cover, average of 07:30, 14:30 and 21:30 CET                                                                                         ,oktas          
  CC6,Mean daily cloud cover, mean of 7, 14 and 21 UTC                                                                                                      ,oktas          
  CC7,Mean daily cloud cover, 18-18 UT                                                                                                                      ,oktas          
  CC8,Mean daily cloud cover, average of 00, 13 and 18 UT                                                                                                   ,oktas          
  CC9,Mean daily cloud cover, average of 0, 6, 12 and 18 UTC                                                                                                ,oktas          
 CC10,Mean daily cloud cover, 23-23 UTC (24 values)                                                                                                         ,oktas          
 CC11,Mean daily cloud cover, average of 3-hourly values, 0-0 UTC                                                                                           ,oktas          
 CC12,Mean daily cloud cover, average of 7, 14 and 19 UT                                                                                                    ,oktas          
 CC13,Mean daily cloud cover, average of 6, 12 and 18 UTC                                                                                                   ,oktas          
 CC14,Mean daily cloud cover, mean of 7, 14, 21 CET                                                                                                         ,oktas          
 CC15,Mean daily cloud cover, mean of 8, 14 CET                                                                                                             ,oktas          
 CC16,Mean daily cloud cover, mean of 9, 15 CET                                                                                                             ,oktas          
 CC17,Mean daily cloud cover, average of 3,6,9,12,15,18,21,24 UT                                                                                            ,oktas          
 CC18,Mean daily cloud cover, average of 9, 15, 21 LT                                                                                                       ,oktas          
 CC19,Mean daily cloud cover, average of 8, 14, 19 LT                                                                                                       ,oktas          
 CC20,Cloud cover measured at 9 AM LT                                                                                                                       ,oktas          
 CC21,Mean daily cloud cover, 00-21 LT (8 values)                                                                                                           ,oktas          
 CC22,Mean daily cloud cover, 21 UT-18 UT (8 values)                                                                                                        ,oktas          
 CC23,Mean daily cloud cover, average of 7, 14 and 19 CET                                                                                                   ,oktas          
