STAID,SOUID,SOUNAME,CN,LAT,LON,HGHT,ELEI,BEGIN,END,PARID,PARNAME
24903,237289,PORONIN,PL,+49:19:49,+020:02:06,848, HU2,2010-01-01,2022-08-31,26,Miroslaw Mietus
24903,240635,ZAKOPANE,PL,+49:18:00,+019:57:00,857, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
24904,237301,MSZANA DOLNA,PL,+49:39:49,+020:03:16,537, HU2,2013-01-01,2022-08-31,26,Miroslaw Mietus
24904,237349,MSZANA DOLNA,PL,+49:40:00,+020:05:00,537, HU2,1974-03-01,1994-12-31,26,Miroslaw Mietus
24907,237205,KRYNICA,PL,+49:25:00,+020:58:00,702, HU2,1961-01-01,2022-08-31,26,Miroslaw Mietus
24907,237337,KRYNICA-GORA PARKOWA,PL,+49:25:00,+020:58:00,702, HU2,1984-01-01,1985-12-31,26,Miroslaw Mietus
24908,237301,MSZANA DOLNA,PL,+49:39:49,+020:03:16,537, HU2,2013-01-01,2022-08-31,26,Miroslaw Mietus
24908,237349,MSZANA DOLNA,PL,+49:40:00,+020:05:00,537, HU2,1974-03-01,1994-12-31,26,Miroslaw Mietus
24909,237361,ZBYSZYCE,PL,+49:42:00,+020:40:00,302, HU2,1991-01-01,1997-03-31,26,Miroslaw Mietus
24909,237373,ROZNOW,PL,+49:46:00,+020:41:00,302, HU2,1961-01-01,1975-05-31,26,Miroslaw Mietus
24909,240636,NOWY SACZ,PL,+49:37:38,+020:41:19,292, HU2,1954-01-01,2022-09-30,26,Miroslaw Mietus
24909,912660,NOWY SACZ,PL,+49:37:00,+020:42:00,295, HU6,1987-07-19,1989-07-09,,
24921,237505,SOLINA-JAWOR,PL,+49:24:00,+022:28:00,441, HU2,1981-01-01,1999-08-31,26,Miroslaw Mietus
24921,240637,LESKO,PL,+49:27:59,+022:20:30,420, HU2,1954-06-17,2022-09-30,26,Miroslaw Mietus
24922,237517,KOMANCZA,PL,+49:20:00,+022:04:00,569, HU2,1956-01-01,2022-08-31,26,Miroslaw Mietus
24932,237637,KARPACZ,PL,+50:47:00,+015:47:00,958, HU2,1951-01-01,2007-01-31,26,Miroslaw Mietus
24932,240001,SNIEZKA,PL,+50:44:10,+015:44:22,958, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
24952,237877,KOCHCICE,PL,+50:43:00,+018:41:00,257, HU2,1998-06-01,2003-10-31,26,Miroslaw Mietus
24952,237949,LUBLINIEC,PL,+50:41:00,+018:42:00,266, HU2,1976-04-30,1998-06-30,26,Miroslaw Mietus
24956,237925,DRONIOWICE,PL,+50:41:46,+018:48:32,284, HU2,2003-11-01,2022-08-31,26,Miroslaw Mietus
24956,237949,LUBLINIEC,PL,+50:41:00,+018:42:00,266, HU2,1976-04-30,1998-06-30,26,Miroslaw Mietus
24958,237877,KOCHCICE,PL,+50:43:00,+018:41:00,257, HU2,1998-06-01,2003-10-31,26,Miroslaw Mietus
24958,237925,DRONIOWICE,PL,+50:41:46,+018:48:32,284, HU2,2003-11-01,2022-08-31,26,Miroslaw Mietus
24958,237949,LUBLINIEC,PL,+50:41:00,+018:42:00,266, HU2,1976-04-30,1998-06-30,26,Miroslaw Mietus
24974,238141,WIELICZKA,PL,+50:00:00,+020:03:00,218, HU2,1974-02-05,1999-08-31,26,Miroslaw Mietus
24974,240630,KRAKOW OBS. ASTRONOMICZNE,PL,+50:04:12,+019:58:12,206, HU2,1951-01-01,2022-08-31,26,Miroslaw Mietus
24978,238189,CHORZELOW,PL,+50:21:00,+021:27:00,161, HU2,1974-02-21,2022-08-31,26,Miroslaw Mietus
24991,238345,NOWY LUBLINIEC,PL,+50:16:00,+023:06:00,231, HU2,1986-01-01,2002-06-17,26,Miroslaw Mietus
24991,238357,CIESZANOW,PL,+50:14:01,+023:07:05,231, HU2,2004-01-01,2022-08-31,26,Miroslaw Mietus
24992,238345,NOWY LUBLINIEC,PL,+50:16:00,+023:06:00,231, HU2,1986-01-01,2002-06-17,26,Miroslaw Mietus
24992,238357,CIESZANOW,PL,+50:14:01,+023:07:05,231, HU2,2004-01-01,2022-08-31,26,Miroslaw Mietus
24992,238369,LUBACZOW,PL,+50:09:00,+023:08:00,227, HU2,1961-01-01,1980-12-31,26,Miroslaw Mietus
24993,238357,CIESZANOW,PL,+50:14:01,+023:07:05,231, HU2,2004-01-01,2022-08-31,26,Miroslaw Mietus
24993,238369,LUBACZOW,PL,+50:09:00,+023:08:00,227, HU2,1961-01-01,1980-12-31,26,Miroslaw Mietus
25004,238501,ZYBISZOW,PL,+51:04:00,+016:55:00,121, HU2,1988-01-01,1992-04-30,26,Miroslaw Mietus
25004,240644,WROCLAW,PL,+51:06:12,+016:54:00,120, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
25015,238633,SKIERNIEWICE,PL,+51:58:00,+020:10:00,130, HU2,1951-01-01,2022-08-31,26,Miroslaw Mietus
25018,238669,JARCZEW,PL,+51:49:00,+021:59:00,181, HU2,1975-01-01,2022-08-31,26,Miroslaw Mietus
25031,238825,GORZYN,PL,+52:34:00,+015:54:00,79, HU2,1975-07-01,2022-08-31,26,Miroslaw Mietus
25053,239089,WARSZAWA-BIELANY,PL,+52:17:00,+020:58:00,91, HU2,1951-01-01,2022-08-31,26,Miroslaw Mietus
25060,239173,PULTUSK,PL,+52:04:04,+021:00:06,109, HU2,1951-01-01,2021-12-31,26,Miroslaw Mietus
25060,240653,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
25066,239245,BIALOWIEZA,PL,+52:42:00,+023:51:00,170, HU2,1951-01-01,2022-08-31,26,Miroslaw Mietus
25076,239365,NOWA WIES UJSKA,PL,+53:02:00,+016:45:00,74, HU2,1988-01-01,1992-04-30,26,Miroslaw Mietus
25076,240348,PILA,PL,+53:07:48,+016:45:00,72, HU2,1970-10-13,2022-09-30,26,Miroslaw Mietus
25095,239593,BIEBRZA-PIENCZYKOWEK,PL,+53:39:00,+022:36:00,128, HU2,1956-01-01,2022-08-31,26,Miroslaw Mietus
25116,239845,GDANSK-SWIBNO,PL,+54:20:00,+018:56:00,0, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
25122,239917,LIDZBARK WARMINSKI,PL,+54:08:00,+020:36:00,99, HU2,1951-01-01,2022-08-31,26,Miroslaw Mietus
25126,239965,KASPROWY WIERCH,PL,+49:13:57,+019:58:55,1348, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
25128,239989,JELENIA GORA,PL,+50:54:01,+015:47:20,427, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
25129,237637,KARPACZ,PL,+50:47:00,+015:47:00,958, HU2,1951-01-01,2007-01-31,26,Miroslaw Mietus
25129,240001,SNIEZKA,PL,+50:44:10,+015:44:22,958, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
25130,240013,OPOLE,PL,+50:37:37,+017:58:08,163, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
25131,240025,CZOSTOCHOWA,PL,+50:48:45,+019:05:33,266, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
25132,240037,KATOWICE-MUCHOWIEC,PL,+50:14:26,+019:01:58,281, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
25133,240049,KRAKOW-BALICE,PL,+50:04:49,+019:48:07,234, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
25133,912566,KRAKOW,PL,+50:05:00,+019:48:00,237, HU6,2017-12-09,2017-12-11,,
25134,240061,TARNOW,PL,+50:01:48,+020:59:04,207, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
25135,240073,SANDOMIERZ,PL,+50:41:48,+021:42:57,143, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
25136,240085,ZAMOSC,PL,+50:41:52,+023:12:23,258, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
25138,240109,LEGNICA,PL,+51:11:33,+016:12:27,134, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
25139,240121,LUBLIN-RADAWIEC,PL,+51:13:01,+022:23:37,228, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
25140,240133,KOLO,PL,+52:12:01,+018:39:41,113, HU2,1951-01-01,2020-12-31,26,Miroslaw Mietus
25140,240652,POZNAN,PL,+52:11:59,+018:39:37,115, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
25141,240145,PLOCK,PL,+52:35:18,+019:43:33,87, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
25141,912360,PLOCK,PL,+52:35:00,+019:44:00,109, HU6,1982-01-05,1987-01-30,,
25142,240157,RESKO-SMOLSKO,PL,+53:46:18,+015:24:53,66, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
25142,912210,RESKO,PL,+53:46:00,+015:25:00,56, HU6,2008-05-10,2008-05-10,,
25145,240193,MIKOLAJKI,PL,+53:47:22,+021:35:19,144, HU2,1952-01-01,2022-09-30,26,Miroslaw Mietus
25147,240217,KOLOBRZEG-DZWIRZYNO,PL,+54:09:30,+015:23:20,1, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
25148,240229,USTKA,PL,+54:35:18,+016:51:15,18, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
25149,240241,LEBORK,PL,+54:33:11,+017:43:25,45, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
25151,240265,ELBLAG-MILEJEWO,PL,+54:13:23,+019:32:37,151, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
25152,239089,WARSZAWA-BIELANY,PL,+52:17:00,+020:58:00,91, HU2,1951-01-01,2022-08-31,26,Miroslaw Mietus
25152,240277,WARSZAWA-OBSERWATORIUM II,PL,+52:13:00,+021:02:00,110, HU2,2000-11-01,2003-05-22,26,Miroslaw Mietus
25152,240632,WARSZAWA OBS.ASTR.,PL,+52:13:12,+021:01:48,110, HU2,1951-01-01,2002-06-30,26,Miroslaw Mietus
25152,240653,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
2022,240288,KOSZALIN,PL,+54:12:16,+016:09:19,33, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
8943,239365,NOWA WIES UJSKA,PL,+53:02:00,+016:45:00,74, HU2,1988-01-01,1992-04-30,26,Miroslaw Mietus
8943,240348,PILA,PL,+53:07:48,+016:45:00,72, HU2,1970-10-13,2022-09-30,26,Miroslaw Mietus
2023,240360,KETRZYN,PL,+54:04:12,+021:22:12,108, HU2,1966-01-02,2022-09-30,26,Miroslaw Mietus
8959,240392,KOZIENCE,PL,+51:33:53,+021:32:34,123, HU2,1977-01-02,2022-09-30,26,Miroslaw Mietus
8959,912488,KOZIENICE,PL,+51:34:00,+021:33:00,126, HU6,1988-07-24,1989-08-16,,
25156,240404,KROSNO,PL,+49:42:25,+021:46:09,326, HU2,1985-01-02,2022-09-30,26,Miroslaw Mietus
25156,240627,KROSNO,PL,+49:43:12,+021:46:12,326, HU2,1971-04-10,1984-12-31,26,Miroslaw Mietus
8969,240404,KROSNO,PL,+49:42:25,+021:46:09,326, HU2,1985-01-02,2022-09-30,26,Miroslaw Mietus
8969,240627,KROSNO,PL,+49:43:12,+021:46:12,326, HU2,1971-04-10,1984-12-31,26,Miroslaw Mietus
9113,240630,KRAKOW OBS. ASTRONOMICZNE,PL,+50:04:12,+019:58:12,206, HU2,1951-01-01,2022-08-31,26,Miroslaw Mietus
1207,240631,PULAWY,PL,+51:25:00,+021:58:00,142, HU2,1951-01-01,2022-08-31,26,Miroslaw Mietus
9040,239089,WARSZAWA-BIELANY,PL,+52:17:00,+020:58:00,91, HU2,1951-01-01,2022-08-31,26,Miroslaw Mietus
9040,240277,WARSZAWA-OBSERWATORIUM II,PL,+52:13:00,+021:02:00,110, HU2,2000-11-01,2003-05-22,26,Miroslaw Mietus
9040,240632,WARSZAWA OBS.ASTR.,PL,+52:13:12,+021:01:48,110, HU2,1951-01-01,2002-06-30,26,Miroslaw Mietus
9040,240653,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
930,240634,BIELSKO-BIALA,PL,+49:48:26,+019:00:01,396, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
1383,237013,GUBALOWKA,PL,+49:18:00,+019:56:00,856, HU2,1961-01-01,1985-12-31,26,Miroslaw Mietus
1383,237025,WITOW,PL,+49:20:00,+019:50:00,844, HU2,1977-11-29,1994-12-31,26,Miroslaw Mietus
1383,237289,PORONIN,PL,+49:19:49,+020:02:06,848, HU2,2010-01-01,2022-08-31,26,Miroslaw Mietus
1383,240635,ZAKOPANE,PL,+49:18:00,+019:57:00,857, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
932,237361,ZBYSZYCE,PL,+49:42:00,+020:40:00,302, HU2,1991-01-01,1997-03-31,26,Miroslaw Mietus
932,240636,NOWY SACZ,PL,+49:37:38,+020:41:19,292, HU2,1954-01-01,2022-09-30,26,Miroslaw Mietus
932,912660,NOWY SACZ,PL,+49:37:00,+020:42:00,295, HU6,1987-07-19,1989-07-09,,
933,237505,SOLINA-JAWOR,PL,+49:24:00,+022:28:00,441, HU2,1981-01-01,1999-08-31,26,Miroslaw Mietus
933,240637,LESKO,PL,+49:27:59,+022:20:30,420, HU2,1954-06-17,2022-09-30,26,Miroslaw Mietus
2036,240638,KLODZKO,PL,+50:26:13,+016:36:51,356, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
2036,912520,KLODZKO,PL,+50:26:00,+016:37:00,357, HU6,1994-01-23,1994-01-23,,
928,240639,RACIBORZ,PL,+50:03:40,+018:11:27,206, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
2038,240640,KIELCE,PL,+50:48:38,+020:41:32,260, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
2038,912570,KIELCE,PL,+50:49:00,+020:42:00,261, HU6,1987-01-14,1987-01-14,,
207,240641,RZESZOW JASIONKA,PL,+50:06:39,+022:02:32,206, HU2,1952-01-01,2022-09-30,26,Miroslaw Mietus
2031,240642,ZIELONA GORA,PL,+51:55:48,+015:31:29,192, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
2031,912400,ZIELONA GORA,PL,+51:56:00,+015:32:00,192, HU6,1989-07-08,1989-07-08,,
923,240643,LESZNO,PL,+51:50:08,+016:32:05,91, HU2,1958-01-01,2022-09-30,26,Miroslaw Mietus
210,238501,ZYBISZOW,PL,+51:04:00,+016:55:00,121, HU2,1988-01-01,1992-04-30,26,Miroslaw Mietus
210,240644,WROCLAW,PL,+51:06:12,+016:54:00,120, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
2032,240645,KALISZ,PL,+51:43:48,+018:04:48,140, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
924,240646,WIELUN,PL,+51:12:37,+018:33:24,199, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
924,912455,WIELUN,PL,+51:13:00,+018:34:00,201, HU6,1988-07-24,1989-08-16,,
2033,240647,LODZ,PL,+51:43:48,+019:24:00,187, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
2033,912465,LODZ,PL,+51:44:00,+019:24:00,190, HU6,1988-07-24,2017-12-11,,
926,240648,SULEJOW,PL,+51:21:12,+019:51:59,188, HU2,1966-01-01,2022-09-30,26,Miroslaw Mietus
926,912469,SULEJOW,PL,+51:21:00,+019:52:00,189, HU6,1989-08-17,1989-08-17,,
927,240649,WLODAWA,PL,+51:33:12,+023:31:46,177, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
779,122391,FRANKFURT/ODER,DE,+52:21:55,+014:32:16,48, HU3,1947-01-01,1984-12-31,11,National Climate Data Center (DWD)
779,240650,SLUBICE,PL,+52:20:55,+014:37:11,53, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
2029,240651,GORZOW WLKP,PL,+52:44:28,+015:16:38,71, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
206,240133,KOLO,PL,+52:12:01,+018:39:41,113, HU2,1951-01-01,2020-12-31,26,Miroslaw Mietus
206,240652,POZNAN,PL,+52:11:59,+018:39:37,115, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
209,239173,PULTUSK,PL,+52:04:04,+021:00:06,109, HU2,1951-01-01,2021-12-31,26,Miroslaw Mietus
209,240277,WARSZAWA-OBSERWATORIUM II,PL,+52:13:00,+021:02:00,110, HU2,2000-11-01,2003-05-22,26,Miroslaw Mietus
209,240632,WARSZAWA OBS.ASTR.,PL,+52:13:12,+021:01:48,110, HU2,1951-01-01,2002-06-30,26,Miroslaw Mietus
209,240653,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
333,240654,SIEDLCE,PL,+52:10:52,+022:14:41,152, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
333,912385,SIEDLCE,PL,+52:15:00,+022:15:00,155, HU6,1987-01-14,1987-01-30,,
922,240655,TERESPOL,PL,+52:04:43,+023:37:19,133, HU2,1955-01-01,2022-09-30,26,Miroslaw Mietus
696,240656,SWINOUJSCIE,PL,+53:55:24,+014:14:32,5, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
208,240657,SZCZECIN,PL,+53:23:43,+014:37:22,1, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
208,912205,SZCZECIN,PL,+53:24:00,+014:37:00,7, HU6,2017-12-09,2017-12-11,,
2026,240658,CHOJNICE,PL,+53:42:55,+017:31:57,164, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
2027,240659,TORUN,PL,+53:02:31,+018:35:44,69, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
2028,240660,MLAWA,PL,+53:06:15,+020:21:40,147, HU2,1961-01-01,2022-09-30,26,Miroslaw Mietus
2028,912270,MLAWA,PL,+53:06:00,+020:21:00,149, HU6,1987-01-30,2000-07-26,,
752,240661,OLSZTYN,PL,+53:46:07,+020:25:17,133, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
204,240662,BIALYSTOK,PL,+53:06:26,+023:09:44,148, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
332,240663,LEBA,PL,+54:45:13,+017:32:05,2, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
205,240664,HEL,PL,+54:36:13,+018:48:43,1, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
205,912135,HEL,PL,+54:36:00,+018:49:00,3, HU6,1997-07-24,1997-07-24,,
396,240665,ELBLAG,PL,+54:13:24,+019:32:37,189, HU2,1951-01-01,2022-09-30,26,Miroslaw Mietus
