STAID,SOUID,SOUNAME,CN,LAT,LON,HGHT,ELEI,BEGIN,END,PARID,PARNAME
8935,240242,LEBORK,PL,+54:33:11,+017:43:25,45,FG17,1954-11-18,2022-05-27,26,Miroslaw Mietus
8935,912125,LEBORK,PL,+54:33:00,+017:45:00,41, FG5,1980-01-22,2020-02-29,,
8934,223275,USTKA,PL,+54:34:48,+016:52:12,6,FG17,1986-01-01,2008-10-15,83,GSOD
8934,240230,USTKA,PL,+54:35:18,+016:51:15,18,FG17,1953-08-30,2021-12-29,26,Miroslaw Mietus
8934,912115,USTKA,PL,+54:35:00,+016:52:00,11, FG5,1980-01-22,2020-02-29,,
205,223276,HEL,PL,+54:36:13,+018:48:43,1,FG17,1955-07-01,2021-11-23,83,GSOD
205,240706,HEL,PL,+54:36:13,+018:48:43,1,FG17,1951-08-29,2021-12-29,26,Miroslaw Mietus
205,912135,HEL,PL,+54:36:00,+018:49:00,3, FG5,1980-01-01,2020-02-29,,
8980,223281,GDANSK-SWIBNO,PL,+54:19:48,+018:55:48,7,FG17,1982-09-01,2021-11-23,83,GSOD
8980,239846,GDANSK-SWIBNO,PL,+54:20:00,+018:56:00,0,FG17,1951-03-05,2022-07-04,26,Miroslaw Mietus
8980,912155,GDANSK-SWIBNO,PL,+54:20:01,+018:56:04,9, FG5,1983-02-01,2020-02-29,,
2023,223282,KETRZYN,PL,+54:04:12,+021:22:12,108,FG17,1952-01-02,2021-11-23,83,GSOD
2023,240361,KETRZYN,PL,+54:04:12,+021:22:12,108,FG17,1966-01-01,2022-06-16,26,Miroslaw Mietus
2023,912185,KETRZYN,PL,+54:04:00,+021:22:00,110, FG5,1980-01-01,2020-02-29,,
8941,223283,RESKO,PL,+53:46:12,+015:25:12,52,FG17,1973-01-01,2021-11-23,83,GSOD
8941,240158,RESKO-SMOLSKO,PL,+53:46:18,+015:24:53,66,FG17,1951-03-06,2022-09-17,26,Miroslaw Mietus
8941,912210,RESKO,PL,+53:46:00,+015:25:00,56, FG5,1980-01-13,2020-02-29,,
8942,223284,SZCZECINEK,PL,+53:43:12,+016:40:48,137,FG17,1973-01-01,2021-11-23,83,GSOD
8942,240170,SZCZECINEK,PL,+53:42:53,+016:44:48,138,FG17,1951-03-25,2000-04-29,26,Miroslaw Mietus
8942,912215,SZCZECINEK,PL,+53:43:00,+016:41:00,144, FG5,1980-01-22,2020-02-29,,
8943,223286,PILA,PL,+53:07:48,+016:45:00,72,FG17,1973-01-08,2004-12-31,83,GSOD
8943,240349,PILA,PL,+53:07:48,+016:45:00,72,FG17,1970-10-12,2022-03-18,26,Miroslaw Mietus
8943,912230,PILA,PL,+53:08:00,+016:45:00,73, FG5,1980-02-17,2020-02-29,,
8945,223287,MIKOLAJKI,PL,+53:46:48,+021:34:48,127,FG17,1962-11-10,2021-11-23,83,GSOD
8945,240194,MIKOLAJKI,PL,+53:47:22,+021:35:19,144,FG17,1952-12-30,2022-04-18,26,Miroslaw Mietus
8945,912280,MIKOLAJKI,PL,+53:47:00,+021:35:00,132, FG5,1980-01-22,2020-02-29,,
8947,223288,GOZOW WLKP.,PL,+52:45:00,+015:16:48,72,FG17,1952-01-02,2021-11-23,83,GSOD
8947,240693,GORZOW WLKP,PL,+52:44:28,+015:16:38,71,FG17,1953-01-14,2021-12-29,26,Miroslaw Mietus
8947,912300,GORZOW WLKP,PL,+52:45:00,+015:17:00,73, FG5,1980-01-01,2020-02-29,,
779,122392,FRANKFURT/ODER,DE,+52:21:55,+014:32:16,48, FG7,1964-01-01,1984-12-31,11,National Climate Data Center (DWD)
779,223289,SLUBICE,PL,+52:20:55,+014:37:11,53,FG17,1952-04-13,2021-11-16,83,GSOD
779,240692,SLUBICE,PL,+52:20:55,+014:37:11,53,FG17,1951-02-01,2022-06-25,26,Miroslaw Mietus
333,223292,SIEDLCE,PL,+52:10:52,+022:14:41,152,FG17,1973-01-01,2021-11-23,83,GSOD
333,240696,SIEDLCE,PL,+52:10:52,+022:14:41,152,FG17,1951-01-24,2021-12-29,26,Miroslaw Mietus
333,912385,SIEDLCE,PL,+52:15:00,+022:15:00,155, FG5,1980-01-01,2020-02-29,,
922,223294,TERESPOL,PL,+52:04:43,+023:37:19,133,FG17,1973-01-08,2021-11-23,83,GSOD
922,240697,TERESPOL,PL,+52:04:43,+023:37:19,133,FG17,1955-02-01,2022-04-02,26,Miroslaw Mietus
922,912399,TERESPOL,PL,+52:04:00,+023:37:00,137, FG5,1980-05-25,2020-02-29,,
922,933008,BREST,BY,+52:07:00,+023:41:00,146, FG5,1980-01-01,2020-02-29,,
923,223295,LESZNO,PL,+51:50:08,+016:32:05,91,FG17,1973-01-01,2004-12-31,83,GSOD
923,240685,LESZNO,PL,+51:50:08,+016:32:05,91,FG17,1958-01-01,2022-03-08,26,Miroslaw Mietus
923,912418,LESZNO,PL,+51:50:00,+016:32:00,92, FG5,1980-09-10,2020-02-29,,
2032,223296,KALISZ,PL,+51:43:48,+018:04:48,140,FG17,1952-01-05,2021-11-23,83,GSOD
2032,240687,KALISZ,PL,+51:43:48,+018:04:48,140,FG17,1951-02-16,2022-07-01,26,Miroslaw Mietus
2032,912435,KALISZ,PL,+51:47:00,+018:04:59,140, FG5,1980-01-01,2020-02-29,,
926,223298,SULEJOW,PL,+51:21:12,+019:51:59,188,FG17,1973-01-08,2021-11-23,83,GSOD
926,240690,SULEJOW,PL,+51:21:12,+019:51:59,188,FG17,1961-05-01,2021-12-29,26,Miroslaw Mietus
926,912469,SULEJOW,PL,+51:21:00,+019:52:00,189, FG5,1980-03-01,2020-02-29,,
8959,223299,KOZIENCE,PL,+51:33:53,+021:32:34,123,FG17,1975-08-31,2021-11-23,83,GSOD
8959,240393,KOZIENCE,PL,+51:33:53,+021:32:34,123,FG17,1977-01-01,2021-12-29,26,Miroslaw Mietus
8959,912488,KOZIENICE,PL,+51:34:00,+021:33:00,126, FG5,1980-09-10,2020-02-29,,
927,223300,WLODAWA,PL,+51:33:12,+023:31:46,177,FG17,1973-01-01,2021-11-23,83,GSOD
927,240691,WLODAWA,PL,+51:33:12,+023:31:46,177,FG17,1951-08-26,2022-09-22,26,Miroslaw Mietus
927,912497,WLODAWA,PL,+51:33:00,+023:32:00,179, FG5,1980-01-02,2020-02-29,,
2035,223301,SNIEZKA,PL,+50:43:48,+015:43:48,1603,FG17,1952-01-02,2021-11-23,83,GSOD
2035,912510,SNIEZKA,PL,+50:44:00,+015:44:00,1613, FG5,1980-01-01,2020-02-29,,
2036,223302,KLODZKO,PL,+50:26:13,+016:36:51,356,FG17,1952-05-21,2021-11-23,83,GSOD
2036,240680,KLODZKO,PL,+50:26:13,+016:36:51,356,FG17,1951-01-23,2021-12-29,26,Miroslaw Mietus
2036,912520,KLODZKO,PL,+50:26:00,+016:37:00,357, FG5,1980-01-01,2020-02-29,,
8962,223303,OPOLE,PL,+50:37:48,+017:58:12,165,FG17,1973-01-01,2021-11-23,83,GSOD
8962,240014,OPOLE,PL,+50:37:37,+017:58:08,163,FG17,1951-01-04,2021-12-29,26,Miroslaw Mietus
928,223304,RACIBORZ,PL,+50:03:40,+018:11:27,206,FG17,1953-04-08,2021-11-12,83,GSOD
928,240681,RACIBORZ,PL,+50:03:40,+018:11:27,206,FG17,1951-01-29,2021-12-29,26,Miroslaw Mietus
928,912540,RACIBORZ,PL,+50:03:00,+018:12:00,206, FG5,1980-09-10,2020-02-29,,
929,223306,KRAKOW,PL,+50:04:40,+019:47:42,237,FG17,2002-06-01,2016-04-04,83,GSOD
929,240050,KRAKOW-BALICE,PL,+50:04:49,+019:48:07,234,FG17,1951-06-18,2021-12-29,26,Miroslaw Mietus
929,912566,KRAKOW,PL,+50:05:00,+019:48:00,237, FG5,1980-01-01,2020-02-29,,
207,223307,RZESZOW JASIONKA,PL,+50:06:39,+022:02:32,206,FG17,1954-01-10,2021-11-23,83,GSOD
207,240683,RZESZOW JASIONKA,PL,+50:06:39,+022:02:32,206,FG17,1952-08-25,2021-12-29,26,Miroslaw Mietus
207,912580,RZESZOW-JASIONKA,PL,+50:06:00,+022:03:00,201, FG5,1980-02-11,2020-02-29,,
932,223308,NOWY SACZ,PL,+49:37:38,+020:41:19,292,FG17,1973-01-01,2021-11-23,83,GSOD
932,240678,NOWY SACZ,PL,+49:37:38,+020:41:19,292,FG17,1954-01-02,2022-03-12,26,Miroslaw Mietus
932,912660,NOWY SACZ,PL,+49:37:00,+020:42:00,295, FG5,1980-01-22,2020-02-29,,
8969,223309,KROSNO,PL,+49:43:12,+021:46:12,326,FG17,1985-04-01,2021-11-23,83,GSOD
8969,240405,KROSNO,PL,+49:42:25,+021:46:09,326,FG17,1985-01-01,2021-12-29,26,Miroslaw Mietus
8969,240669,KROSNO,PL,+49:43:12,+021:46:12,326,FG17,1961-02-20,1984-12-28,26,Miroslaw Mietus
8969,912670,KROSNO,PL,+49:42:25,+021:46:09,331, FG5,2012-10-31,2020-02-29,,
933,223310,LESKO,PL,+49:27:59,+022:20:30,420,FG17,1973-01-01,2021-11-23,83,GSOD
933,237506,SOLINA-JAWOR,PL,+49:24:00,+022:28:00,441,FG17,1981-01-09,2022-01-25,26,Miroslaw Mietus
933,240679,LESKO,PL,+49:27:59,+022:20:30,420,FG17,1954-12-06,2021-12-29,26,Miroslaw Mietus
933,912690,LESKO,PL,+49:28:00,+022:21:00,422, FG5,1980-09-10,2020-02-29,,
24860,236774,PSZCZYNA,PL,+50:00:00,+018:55:00,261,FG17,1956-11-04,2022-08-31,26,Miroslaw Mietus
24876,236966,JABLONKA,PL,+49:28:00,+019:42:00,671,FG17,1961-01-01,2022-07-30,26,Miroslaw Mietus
24876,911918,LIESEK,SK,+49:22:00,+019:41:00,693, FG5,1989-09-28,2020-02-29,,
24880,237014,GUBALOWKA,PL,+49:18:00,+019:56:00,856,FG17,1962-03-17,1979-12-29,26,Miroslaw Mietus
24880,237026,WITOW,PL,+49:20:00,+019:50:00,844,FG17,1961-01-01,1994-12-26,26,Miroslaw Mietus
24880,237290,PORONIN,PL,+49:19:49,+020:02:06,848,FG17,2013-02-06,2022-08-29,26,Miroslaw Mietus
24880,240677,ZAKOPANE,PL,+49:18:00,+019:57:00,857,FG17,1951-01-01,2021-12-29,26,Miroslaw Mietus
24880,912625,ZAKOPANE,PL,+49:18:00,+019:58:00,857, FG5,1980-03-03,2020-02-29,,
24881,237014,GUBALOWKA,PL,+49:18:00,+019:56:00,856,FG17,1962-03-17,1979-12-29,26,Miroslaw Mietus
24881,237026,WITOW,PL,+49:20:00,+019:50:00,844,FG17,1961-01-01,1994-12-26,26,Miroslaw Mietus
24881,240677,ZAKOPANE,PL,+49:18:00,+019:57:00,857,FG17,1951-01-01,2021-12-29,26,Miroslaw Mietus
24881,912625,ZAKOPANE,PL,+49:18:00,+019:58:00,857, FG5,1980-03-03,2020-02-29,,
24885,237074,LAZY,PL,+49:58:00,+020:30:00,251,FG17,1989-01-02,2022-06-08,26,Miroslaw Mietus
24885,237386,BOCHNIA,PL,+49:59:00,+020:24:00,255,FG17,1983-01-13,1988-07-31,26,Miroslaw Mietus
24889,237122,LIMANOWA,PL,+49:41:00,+020:26:00,587,FG17,1952-12-03,2014-03-24,26,Miroslaw Mietus
24891,237146,LACKO,PL,+49:33:34,+020:26:22,516,FG17,1956-02-16,2022-08-31,26,Miroslaw Mietus
24894,237182,PIWNICZNA,PL,+49:26:00,+020:42:00,684,FG17,1971-01-05,1999-08-31,26,Miroslaw Mietus
24894,237278,PIWNICZNA,PL,+49:25:31,+020:43:23,684,FG17,2015-09-09,2022-07-23,26,Miroslaw Mietus
24896,237206,KRYNICA,PL,+49:25:00,+020:58:00,702,FG17,1961-01-27,2020-12-11,26,Miroslaw Mietus
24896,237338,KRYNICA-GORA PARKOWA,PL,+49:25:00,+020:58:00,702,FG17,1955-01-06,1955-01-08,26,Miroslaw Mietus
24897,237218,BUKOWINA TATRZANSKA,PL,+49:21:00,+020:07:00,848,FG17,1991-01-02,2022-08-31,26,Miroslaw Mietus
24897,237290,PORONIN,PL,+49:19:49,+020:02:06,848,FG17,2013-02-06,2022-08-29,26,Miroslaw Mietus
24897,912625,ZAKOPANE,PL,+49:18:00,+019:58:00,857, FG5,1980-03-03,2020-02-29,,
24902,237182,PIWNICZNA,PL,+49:26:00,+020:42:00,684,FG17,1971-01-05,1999-08-31,26,Miroslaw Mietus
24902,237278,PIWNICZNA,PL,+49:25:31,+020:43:23,684,FG17,2015-09-09,2022-07-23,26,Miroslaw Mietus
24903,237014,GUBALOWKA,PL,+49:18:00,+019:56:00,856,FG17,1962-03-17,1979-12-29,26,Miroslaw Mietus
24903,237218,BUKOWINA TATRZANSKA,PL,+49:21:00,+020:07:00,848,FG17,1991-01-02,2022-08-31,26,Miroslaw Mietus
24903,237290,PORONIN,PL,+49:19:49,+020:02:06,848,FG17,2013-02-06,2022-08-29,26,Miroslaw Mietus
24903,240677,ZAKOPANE,PL,+49:18:00,+019:57:00,857,FG17,1951-01-01,2021-12-29,26,Miroslaw Mietus
24903,912625,ZAKOPANE,PL,+49:18:00,+019:58:00,857, FG5,1980-03-03,2020-02-29,,
24904,237302,MSZANA DOLNA,PL,+49:39:49,+020:03:16,537,FG17,2015-01-25,2021-12-14,26,Miroslaw Mietus
24904,237350,MSZANA DOLNA,PL,+49:40:00,+020:05:00,537,FG17,1961-01-02,1994-12-25,26,Miroslaw Mietus
24907,237206,KRYNICA,PL,+49:25:00,+020:58:00,702,FG17,1961-01-27,2020-12-11,26,Miroslaw Mietus
24907,237338,KRYNICA-GORA PARKOWA,PL,+49:25:00,+020:58:00,702,FG17,1955-01-06,1955-01-08,26,Miroslaw Mietus
24908,237302,MSZANA DOLNA,PL,+49:39:49,+020:03:16,537,FG17,2015-01-25,2021-12-14,26,Miroslaw Mietus
24908,237350,MSZANA DOLNA,PL,+49:40:00,+020:05:00,537,FG17,1961-01-02,1994-12-25,26,Miroslaw Mietus
24909,223308,NOWY SACZ,PL,+49:37:38,+020:41:19,292,FG17,1973-01-01,2021-11-23,83,GSOD
24909,237362,ZBYSZYCE,PL,+49:42:00,+020:40:00,302,FG17,1991-02-02,1996-09-25,26,Miroslaw Mietus
24909,237374,ROZNOW,PL,+49:46:00,+020:41:00,302,FG17,1961-01-15,1975-05-25,26,Miroslaw Mietus
24909,240678,NOWY SACZ,PL,+49:37:38,+020:41:19,292,FG17,1954-01-02,2022-03-12,26,Miroslaw Mietus
24909,912660,NOWY SACZ,PL,+49:37:00,+020:42:00,295, FG5,1980-01-22,2020-02-29,,
24911,237074,LAZY,PL,+49:58:00,+020:30:00,251,FG17,1989-01-02,2022-06-08,26,Miroslaw Mietus
24911,237386,BOCHNIA,PL,+49:59:00,+020:24:00,255,FG17,1983-01-13,1988-07-31,26,Miroslaw Mietus
24918,237470,DYNOW,PL,+49:50:00,+022:14:00,284,FG17,1951-06-13,2022-08-17,26,Miroslaw Mietus
24921,223310,LESKO,PL,+49:27:59,+022:20:30,420,FG17,1973-01-01,2021-11-23,83,GSOD
24921,237506,SOLINA-JAWOR,PL,+49:24:00,+022:28:00,441,FG17,1981-01-09,2022-01-25,26,Miroslaw Mietus
24921,240679,LESKO,PL,+49:27:59,+022:20:30,420,FG17,1954-12-06,2021-12-29,26,Miroslaw Mietus
24921,912690,LESKO,PL,+49:28:00,+022:21:00,422, FG5,1980-09-10,2020-02-29,,
24922,237518,KOMANCZA,PL,+49:20:00,+022:04:00,569,FG17,1956-01-04,2021-12-27,26,Miroslaw Mietus
24932,237638,KARPACZ,PL,+50:47:00,+015:47:00,958,FG17,1951-01-13,2009-09-30,26,Miroslaw Mietus
24932,240002,SNIEZKA,PL,+50:44:10,+015:44:22,958,FG17,1955-01-08,2021-12-29,26,Miroslaw Mietus
24956,237926,DRONIOWICE,PL,+50:41:46,+018:48:32,284,FG17,2004-09-02,2021-09-12,26,Miroslaw Mietus
24956,237950,LUBLINIEC,PL,+50:41:00,+018:42:00,266,FG17,1961-01-24,1993-02-01,26,Miroslaw Mietus
24958,237926,DRONIOWICE,PL,+50:41:46,+018:48:32,284,FG17,2004-09-02,2021-09-12,26,Miroslaw Mietus
24958,237950,LUBLINIEC,PL,+50:41:00,+018:42:00,266,FG17,1961-01-24,1993-02-01,26,Miroslaw Mietus
24972,238118,BORUSOWA,PL,+50:17:00,+020:48:00,176,FG17,1961-01-01,2022-06-23,26,Miroslaw Mietus
24974,238142,WIELICZKA,PL,+50:00:00,+020:03:00,218,FG17,1961-12-10,1999-11-30,26,Miroslaw Mietus
24974,240672,KRAKOW OBS. ASTRONOMICZNE,PL,+50:04:12,+019:58:12,206,FG17,1951-01-05,2021-01-21,26,Miroslaw Mietus
24977,238178,STASZOW,PL,+50:36:00,+021:11:00,249,FG17,1961-01-01,2022-08-31,26,Miroslaw Mietus
24978,238190,CHORZELOW,PL,+50:21:00,+021:27:00,161,FG17,1961-01-01,2022-08-24,26,Miroslaw Mietus
24991,238346,NOWY LUBLINIEC,PL,+50:16:00,+023:06:00,231,FG17,1987-12-16,1994-07-30,26,Miroslaw Mietus
24991,238358,CIESZANOW,PL,+50:14:01,+023:07:05,231,FG17,2011-03-31,2022-03-29,26,Miroslaw Mietus
24992,238346,NOWY LUBLINIEC,PL,+50:16:00,+023:06:00,231,FG17,1987-12-16,1994-07-30,26,Miroslaw Mietus
24992,238358,CIESZANOW,PL,+50:14:01,+023:07:05,231,FG17,2011-03-31,2022-03-29,26,Miroslaw Mietus
24992,238370,LUBACZOW,PL,+50:09:00,+023:08:00,227,FG17,1963-01-19,1979-02-07,26,Miroslaw Mietus
24993,238358,CIESZANOW,PL,+50:14:01,+023:07:05,231,FG17,2011-03-31,2022-03-29,26,Miroslaw Mietus
24993,238370,LUBACZOW,PL,+50:09:00,+023:08:00,227,FG17,1963-01-19,1979-02-07,26,Miroslaw Mietus
25004,238502,ZYBISZOW,PL,+51:04:00,+016:55:00,121,FG17,1988-04-18,1992-04-25,26,Miroslaw Mietus
25004,240686,WROCLAW,PL,+51:06:12,+016:54:00,120,FG17,1951-12-19,2021-12-29,26,Miroslaw Mietus
25004,912424,WROCLAW II,PL,+51:06:00,+016:53:00,124, FG5,1980-01-01,2020-02-29,,
25012,238598,PUCZNIEW,PL,+51:47:00,+019:05:00,148,FG17,1952-02-25,2022-08-31,26,Miroslaw Mietus
25015,238634,SKIERNIEWICE,PL,+51:58:00,+020:10:00,130,FG17,1952-07-09,2011-12-20,26,Miroslaw Mietus
25018,238670,JARCZEW,PL,+51:49:00,+021:59:00,181,FG17,1976-11-17,2021-11-22,26,Miroslaw Mietus
25031,238826,GORZYN,PL,+52:34:00,+015:54:00,79,FG17,1961-01-24,2022-08-30,26,Miroslaw Mietus
25038,238910,WIELICHOWO,PL,+52:07:00,+016:21:00,72,FG17,1951-07-13,2022-08-31,26,Miroslaw Mietus
25044,238982,KOLUDA WIELKA,PL,+52:44:00,+018:09:00,76,FG17,1951-02-16,2022-08-31,26,Miroslaw Mietus
25052,239078,LEGIONOWO,PL,+52:24:00,+020:58:00,71,FG17,1951-10-08,2015-01-18,26,Miroslaw Mietus
25052,912374,LEGIONOWO,PL,+52:24:00,+020:58:00,96, FG5,1982-08-31,2005-09-10,,
25053,222810,BABICE,PL,+52:16:04,+020:54:39,107,FG17,2004-09-07,2021-11-23,83,GSOD
25053,239090,WARSZAWA-BIELANY,PL,+52:17:00,+020:58:00,91,FG17,1951-03-26,2022-07-26,26,Miroslaw Mietus
25053,239102,WARSZAWA-FILTRY,PL,+52:13:10,+020:59:57,91,FG17,2013-11-23,2022-08-10,26,Miroslaw Mietus
25053,240278,WARSZAWA-OBSERWATORIUM II,PL,+52:13:00,+021:02:00,110,FG17,2022-01-01,2022-08-31,26,Miroslaw Mietus
25053,240674,WARSZAWA OBS.ASTR.,PL,+52:13:12,+021:01:48,110,FG17,1951-01-24,1998-09-27,26,Miroslaw Mietus
25054,222810,BABICE,PL,+52:16:04,+020:54:39,107,FG17,2004-09-07,2021-11-23,83,GSOD
25054,239090,WARSZAWA-BIELANY,PL,+52:17:00,+020:58:00,91,FG17,1951-03-26,2022-07-26,26,Miroslaw Mietus
25054,239102,WARSZAWA-FILTRY,PL,+52:13:10,+020:59:57,91,FG17,2013-11-23,2022-08-10,26,Miroslaw Mietus
25054,240278,WARSZAWA-OBSERWATORIUM II,PL,+52:13:00,+021:02:00,110,FG17,2022-01-01,2022-08-31,26,Miroslaw Mietus
25054,240674,WARSZAWA OBS.ASTR.,PL,+52:13:12,+021:01:48,110,FG17,1951-01-24,1998-09-27,26,Miroslaw Mietus
25054,240695,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107,FG17,1951-03-26,2021-12-29,26,Miroslaw Mietus
25054,912375,WARSZAWA-OKECIE,PL,+52:10:00,+020:58:00,106, FG5,1980-01-01,2020-02-29,,
25055,222810,BABICE,PL,+52:16:04,+020:54:39,107,FG17,2004-09-07,2021-11-23,83,GSOD
25055,239090,WARSZAWA-BIELANY,PL,+52:17:00,+020:58:00,91,FG17,1951-03-26,2022-07-26,26,Miroslaw Mietus
25055,239102,WARSZAWA-FILTRY,PL,+52:13:10,+020:59:57,91,FG17,2013-11-23,2022-08-10,26,Miroslaw Mietus
25055,239114,WARSZAWA-BABICE,PL,+52:16:01,+020:54:21,91,FG17,2014-01-16,2014-01-18,26,Miroslaw Mietus
25055,240278,WARSZAWA-OBSERWATORIUM II,PL,+52:13:00,+021:02:00,110,FG17,2022-01-01,2022-08-31,26,Miroslaw Mietus
25055,240674,WARSZAWA OBS.ASTR.,PL,+52:13:12,+021:01:48,110,FG17,1951-01-24,1998-09-27,26,Miroslaw Mietus
25055,240695,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107,FG17,1951-03-26,2021-12-29,26,Miroslaw Mietus
25055,912375,WARSZAWA-OKECIE,PL,+52:10:00,+020:58:00,106, FG5,1980-01-01,2020-02-29,,
25060,239174,PULTUSK,PL,+52:04:04,+021:00:06,109,FG17,1951-04-24,2022-08-22,26,Miroslaw Mietus
25060,240695,WARSZAWA-OKECIE,PL,+52:09:46,+020:57:40,107,FG17,1951-03-26,2021-12-29,26,Miroslaw Mietus
25060,912375,WARSZAWA-OKECIE,PL,+52:10:00,+020:58:00,106, FG5,1980-01-01,2020-02-29,,
25064,239222,SZEPIETOWO,PL,+52:51:00,+022:33:00,152,FG17,1951-03-11,2022-08-31,26,Miroslaw Mietus
25066,239246,BIALOWIEZA,PL,+52:42:00,+023:51:00,170,FG17,1951-03-07,2014-11-22,26,Miroslaw Mietus
25095,239594,BIEBRZA-PIENCZYKOWEK,PL,+53:39:00,+022:36:00,128,FG17,1956-09-21,2022-08-21,26,Miroslaw Mietus
25101,239666,ROZANYSTOK,PL,+53:38:00,+023:24:00,152,FG17,1963-01-01,2022-08-31,26,Miroslaw Mietus
25115,239834,GDANSK-REBIECHOWO,PL,+54:23:00,+018:28:00,145,FG17,1991-08-15,2010-11-01,26,Miroslaw Mietus
25115,240254,GDANSK-REBIECHOWO_OLD,PL,+54:23:00,+018:28:00,145,FG17,1951-02-12,1999-01-02,26,Miroslaw Mietus
25115,912150,GDANSK-REBIECHOWO,PL,+54:23:00,+018:28:00,138, FG5,1980-01-01,2009-05-06,,
25116,223281,GDANSK-SWIBNO,PL,+54:19:48,+018:55:48,7,FG17,1982-09-01,2021-11-23,83,GSOD
25116,239846,GDANSK-SWIBNO,PL,+54:20:00,+018:56:00,0,FG17,1951-03-05,2022-07-04,26,Miroslaw Mietus
25116,912155,GDANSK-SWIBNO,PL,+54:20:01,+018:56:04,9, FG5,1983-02-01,2020-02-29,,
25122,239918,LIDZBARK WARMINSKI,PL,+54:08:00,+020:36:00,99,FG17,1951-01-23,2022-03-02,26,Miroslaw Mietus
25125,239954,OLECKO,PL,+54:03:00,+022:29:00,173,FG17,1990-08-04,2022-08-31,26,Miroslaw Mietus
25126,239966,KASPROWY WIERCH,PL,+49:13:57,+019:58:55,1348,FG17,1951-09-05,2021-12-29,26,Miroslaw Mietus
25128,239990,JELENIA GORA,PL,+50:54:01,+015:47:20,427,FG17,1951-01-13,2022-03-01,26,Miroslaw Mietus
25129,237638,KARPACZ,PL,+50:47:00,+015:47:00,958,FG17,1951-01-13,2009-09-30,26,Miroslaw Mietus
25129,240002,SNIEZKA,PL,+50:44:10,+015:44:22,958,FG17,1955-01-08,2021-12-29,26,Miroslaw Mietus
25130,223303,OPOLE,PL,+50:37:48,+017:58:12,165,FG17,1973-01-01,2021-11-23,83,GSOD
25130,240014,OPOLE,PL,+50:37:37,+017:58:08,163,FG17,1951-01-04,2021-12-29,26,Miroslaw Mietus
