STAID,SOUID,SOUNAME,CN,LAT,LON,HGHT,ELEI,BEGIN,END,PARID,PARNAME
25138,240113,LEGNICA,PL,+51:11:33,+016:12:27,134, QQ6,1976-06-01,2022-09-30,26,Miroslaw Mietus
25139,240125,LUBLIN-RADAWIEC,PL,+51:13:01,+022:23:37,228, QQ6,1976-06-01,2022-09-30,26,Miroslaw Mietus
25140,240137,KOLO,PL,+52:12:01,+018:39:41,113, QQ6,1972-06-01,2020-12-28,26,Miroslaw Mietus
25140,240820,POZNAN,PL,+52:11:59,+018:39:37,115, QQ6,1961-01-01,2022-09-30,26,Miroslaw Mietus
25141,240149,PLOCK,PL,+52:35:18,+019:43:33,87, QQ6,1978-11-01,2022-09-30,26,Miroslaw Mietus
25142,240161,RESKO-SMOLSKO,PL,+53:46:18,+015:24:53,66, QQ6,1966-01-04,2022-09-30,26,Miroslaw Mietus
25145,190977,MIKOLAJKI,PL,+53:46:48,+021:34:48,127, QQ5,1966-01-01,1978-12-31,72,Anatoly V. Tsvetkov
25145,240197,MIKOLAJKI,PL,+53:47:22,+021:35:19,144, QQ6,1966-01-01,2022-09-30,26,Miroslaw Mietus
25147,240221,KOLOBRZEG-DZWIRZYNO,PL,+54:09:30,+015:23:20,1, QQ6,1961-01-02,2022-09-30,26,Miroslaw Mietus
25148,240233,USTKA,PL,+54:35:18,+016:51:15,18, QQ6,1972-06-01,2022-09-30,26,Miroslaw Mietus
25149,240245,LEBORK,PL,+54:33:11,+017:43:25,45, QQ6,1966-01-05,2022-09-30,26,Miroslaw Mietus
25151,240269,ELBLAG-MILEJEWO,PL,+54:13:23,+019:32:37,151, QQ6,1973-04-01,2022-09-30,26,Miroslaw Mietus
8943,240352,PILA,PL,+53:07:48,+016:45:00,72, QQ6,1972-10-01,2022-09-30,26,Miroslaw Mietus
2023,240364,KETRZYN,PL,+54:04:12,+021:22:12,108, QQ6,1972-07-01,2022-09-30,26,Miroslaw Mietus
8959,240396,KOZIENCE,PL,+51:33:53,+021:32:34,123, QQ6,1977-01-01,2022-09-30,26,Miroslaw Mietus
930,240802,BIELSKO-BIALA,PL,+49:48:26,+019:00:01,396, QQ6,1966-01-01,2022-09-30,26,Miroslaw Mietus
932,240804,NOWY SACZ,PL,+49:37:38,+020:41:19,292, QQ6,1966-01-01,2022-09-30,26,Miroslaw Mietus
933,240805,LESKO,PL,+49:27:59,+022:20:30,420, QQ6,1966-01-01,2022-09-30,26,Miroslaw Mietus
2036,240806,KLODZKO,PL,+50:26:13,+016:36:51,356, QQ6,1969-02-01,2022-09-30,26,Miroslaw Mietus
928,240807,RACIBORZ,PL,+50:03:40,+018:11:27,206, QQ6,1966-01-01,2022-09-30,26,Miroslaw Mietus
2038,240808,KIELCE,PL,+50:48:38,+020:41:32,260, QQ6,1966-03-14,2022-09-30,26,Miroslaw Mietus
207,240809,RZESZOW JASIONKA,PL,+50:06:39,+022:02:32,206, QQ6,1966-01-01,2022-09-30,26,Miroslaw Mietus
2031,240810,ZIELONA GORA,PL,+51:55:48,+015:31:29,192, QQ6,1966-04-01,2022-09-30,26,Miroslaw Mietus
923,240811,LESZNO,PL,+51:50:08,+016:32:05,91, QQ6,1966-01-01,2022-09-30,26,Miroslaw Mietus
210,240812,WROCLAW,PL,+51:06:12,+016:54:00,120, QQ6,1973-07-05,2022-09-30,26,Miroslaw Mietus
2032,240813,KALISZ,PL,+51:43:48,+018:04:48,140, QQ6,1966-01-01,2022-09-30,26,Miroslaw Mietus
924,240814,WIELUN,PL,+51:12:37,+018:33:24,199, QQ6,1966-01-01,2022-09-30,26,Miroslaw Mietus
2033,240815,LODZ,PL,+51:43:48,+019:24:00,187, QQ6,1966-01-01,2022-09-30,26,Miroslaw Mietus
2033,912465,LODZ,PL,+51:44:00,+019:24:00,190, QQ1,2019-09-01,2020-02-29,,
926,240816,SULEJOW,PL,+51:21:12,+019:51:59,188, QQ6,1974-08-01,2022-09-30,26,Miroslaw Mietus
927,240817,WLODAWA,PL,+51:33:12,+023:31:46,177, QQ6,1966-01-01,2022-09-30,26,Miroslaw Mietus
779,210510,FRANKFURT/ODER,DE,+52:21:55,+014:32:16,48, QQ6,1963-05-01,1977-04-30,11,National Climate Data Center (DWD)
779,240818,SLUBICE,PL,+52:20:55,+014:37:11,53, QQ6,2015-05-01,2022-09-30,26,Miroslaw Mietus
2029,240819,GORZOW WLKP,PL,+52:44:28,+015:16:38,71, QQ6,1966-01-01,2022-09-30,26,Miroslaw Mietus
206,240137,KOLO,PL,+52:12:01,+018:39:41,113, QQ6,1972-06-01,2020-12-28,26,Miroslaw Mietus
206,240820,POZNAN,PL,+52:11:59,+018:39:37,115, QQ6,1961-01-01,2022-09-30,26,Miroslaw Mietus
922,240823,TERESPOL,PL,+52:04:43,+023:37:19,133, QQ6,1966-01-01,2022-09-30,26,Miroslaw Mietus
208,240825,SZCZECIN,PL,+53:23:43,+014:37:22,1, QQ6,1966-01-02,2022-09-30,26,Miroslaw Mietus
2026,240826,CHOJNICE,PL,+53:42:55,+017:31:57,164, QQ6,1966-01-02,2022-09-30,26,Miroslaw Mietus
2027,240827,TORUN,PL,+53:02:31,+018:35:44,69, QQ6,1966-01-01,2022-09-30,26,Miroslaw Mietus
2028,240828,MLAWA,PL,+53:06:15,+020:21:40,147, QQ6,1972-12-01,2022-09-30,26,Miroslaw Mietus
204,240830,BIALYSTOK,PL,+53:06:26,+023:09:44,148, QQ6,1966-01-01,2022-09-30,26,Miroslaw Mietus
205,240832,HEL,PL,+54:36:13,+018:48:43,1, QQ6,1966-01-01,2022-09-30,26,Miroslaw Mietus
396,240833,ELBLAG,PL,+54:13:24,+019:32:37,189, QQ6,1961-01-04,2022-09-30,26,Miroslaw Mietus
