EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 30-12-2022
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 SD   : snow depth in 1 cm
23-27 Q_SD : Quality code for SD (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station POLAND, GDANSK-SWIBNO (STAID: 25116).
Blended and updated with sources: 239844 912155 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   SD, Q_SD
239844,19790101,   15,    0
239844,19790102,   18,    0
239844,19790103,   40,    0
239844,19790104,   42,    0
239844,19790105,   45,    0
239844,19790106,   48,    0
239844,19790107,   48,    0
239844,19790108,   46,    0
239844,19790109,   42,    0
239844,19790110,   46,    0
239844,19790111,   44,    0
239844,19790112,   48,    0
239844,19790113,   48,    0
239844,19790114,   48,    0
239844,19790115,   49,    0
239844,19790116,   49,    0
239844,19790117,   45,    0
239844,19790118,   45,    0
239844,19790119,   42,    0
239844,19790120,   42,    0
239844,19790121,   42,    0
239844,19790122,   42,    0
239844,19790123,   43,    0
239844,19790124,   44,    0
239844,19790125,   44,    0
239844,19790126,   44,    0
239844,19790127,   44,    0
239844,19790128,   44,    0
239844,19790129,   44,    0
239844,19790130,   43,    0
239844,19790131,   44,    0
239844,19790201,   48,    0
239844,19790202,   48,    0
239844,19790203,   47,    0
239844,19790204,   47,    0
239844,19790205,   47,    0
239844,19790206,   47,    0
239844,19790207,   47,    0
239844,19790208,   47,    0
239844,19790209,   48,    0
239844,19790210,   50,    0
239844,19790211,   50,    0
239844,19790212,   50,    0
239844,19790213,   49,    0
239844,19790214,   50,    0
239844,19790215,   50,    0
239844,19790216,   50,    0
239844,19790217,   50,    0
239844,19790218,   51,    0
239844,19790219,   50,    0
239844,19790220,   50,    0
239844,19790221,   49,    0
239844,19790222,   48,    0
