EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 30-12-2022
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 SD   : snow depth in 1 cm
23-27 Q_SD : Quality code for SD (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station POLAND, USTKA (STAID: 25148).
Blended and updated with sources: 240228 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   SD, Q_SD
240228,19790101,   15,    0
240228,19790102,   21,    0
240228,19790103,   22,    0
240228,19790104,   30,    0
240228,19790105,   29,    0
240228,19790106,   28,    0
240228,19790107,   26,    0
240228,19790108,   19,    0
240228,19790109,   19,    0
240228,19790110,   20,    0
240228,19790111,   20,    0
240228,19790112,   24,    0
240228,19790113,   25,    0
240228,19790114,   26,    0
240228,19790115,   26,    0
240228,19790116,   27,    0
240228,19790117,   26,    0
240228,19790118,   26,    0
240228,19790119,   26,    0
240228,19790120,   26,    0
240228,19790121,   26,    0
240228,19790122,   28,    0
240228,19790123,   28,    0
240228,19790124,   28,    0
240228,19790125,   29,    0
240228,19790126,   30,    0
240228,19790127,   28,    0
240228,19790128,   28,    0
240228,19790129,   28,    0
240228,19790130,   28,    0
240228,19790131,   28,    0
240228,19790201,   34,    0
240228,19790202,   28,    0
240228,19790203,   28,    0
240228,19790204,   30,    0
240228,19790205,   30,    0
240228,19790206,   30,    0
240228,19790207,   30,    0
240228,19790208,   30,    0
240228,19790209,   31,    0
240228,19790210,   33,    0
240228,19790211,   30,    0
240228,19790212,   30,    0
240228,19790213,   30,    0
240228,19790214,   32,    0
240228,19790215,   33,    0
240228,19790216,   32,    0
240228,19790217,   30,    0
240228,19790218,   32,    0
240228,19790219,   36,    0
240228,19790220,   34,    0
240228,19790221,   34,    0
240228,19790222,   33,    0
240228,19790223,   33,    0
240228,19790224,   31,    0
240228,19790225,   38,    0
240228,19790226,   34,    0
240228,19790227,   34,    0
240228,19790228,   33,    0
240228,19790301,   32,    0
240228,19790302,   32,    0
240228,19790303,   31,    0
240228,19790304,   25,    0
240228,19790305,   12,    0
240228,19790306,   11,    0
240228,19790307,    9,    0
240228,19790308,    4,    0
