EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 30-12-2022
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 RR   : precipitation amount in 0.1 mm
23-27 Q_RR : Quality code for RR (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station POLAND, PULTUSK (STAID: 25060).
Blended and updated with sources: 100659 239171 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   RR, Q_RR
239171,19790101,    0,    0
239171,19790102,    5,    0
239171,19790103,    3,    0
239171,19790104,    3,    0
239171,19790105,    6,    0
239171,19790106,    1,    0
239171,19790107,    6,    0
239171,19790108,   10,    0
239171,19790109,   15,    0
239171,19790110,    1,    0
239171,19790111,   31,    0
239171,19790112,    0,    0
239171,19790113,    0,    0
239171,19790114,   66,    0
239171,19790115,   25,    0
239171,19790116,   21,    0
239171,19790117,   40,    0
239171,19790118,    0,    0
239171,19790119,    0,    0
239171,19790120,    0,    0
239171,19790121,   12,    0
239171,19790122,   10,    0
239171,19790123,    0,    0
239171,19790124,    1,    0
239171,19790125,    2,    0
239171,19790126,    0,    0
239171,19790127,   30,    0
239171,19790128,   30,    0
239171,19790129,   28,    0
239171,19790130,  161,    0
239171,19790131,   35,    0
239171,19790201,    5,    0
239171,19790202,   29,    0
239171,19790203,    1,    0
239171,19790204,    3,    0
239171,19790205,    0,    0
239171,19790206,    0,    0
239171,19790207,    0,    0
239171,19790208,   38,    0
239171,19790209,    0,    0
239171,19790210,    0,    0
239171,19790211,    0,    0
239171,19790212,   18,    0
239171,19790213,    0,    0
239171,19790214,  113,    0
239171,19790215,   56,    0
239171,19790216,    0,    0
239171,19790217,    0,    0
239171,19790218,    2,    0
239171,19790219,    0,    0
239171,19790220,    0,    0
239171,19790221,    0,    0
239171,19790222,    0,    0
239171,19790223,    0,    0
239171,19790224,   15,    0
239171,19790225,    1,    0
239171,19790226,    0,    0
239171,19790227,    0,    0
239171,19790228,    0,    0
239171,19790301,    2,    0
239171,19790302,    0,    0
239171,19790303,   48,    0
239171,19790304,   36,    0
239171,19790305,    0,    0
239171,19790306,    0,    0
239171,19790307,    1,    0
239171,19790308,    0,    0
239171,19790309,    0,    0
239171,19790310,   45,    0
239171,19790311,    0,    0
239171,19790312,    6,    0
239171,19790313,    2,    0
239171,19790314,    0,    0
239171,19790315,    0,    0
239171,19790316,   10,    0
239171,19790317,   50,    0
239171,19790318,   21,    0
239171,19790319,   42,    0
239171,19790320,    2,    0
239171,19790321,    0,    0
239171,19790322,    0,    0
239171,19790323,    1,    0
239171,19790324,    0,    0
239171,19790325,    0,    0
239171,19790326,    9,    0
239171,19790327,    0,    0
239171,19790328,   11,    0
239171,19790329,   38,    0
239171,19790330,    0,    0
239171,19790331,   45,    0
239171,19790401,   30,    0
239171,19790402,    2,    0
239171,19790403,    0,    0
239171,19790404,    0,    0
239171,19790405,    0,    0
239171,19790406,    0,    0
239171,19790407,    2,    0
239171,19790408,    1,    0
239171,19790409,    0,    0
239171,19790410,    0,    0
239171,19790411,    0,    0
239171,19790412,    0,    0
239171,19790413,    0,    0
239171,19790414,    0,    0
239171,19790415,    0,    0
239171,19790416,    0,    0
239171,19790417,    0,    0
239171,19790418,    0,    0
239171,19790419,    0,    0
239171,19790420,    0,    0
239171,19790421,    0,    0
239171,19790422,   11,    0
239171,19790423,   11,    0
239171,19790424,    0,    0
239171,19790425,   13,    0
239171,19790426,   15,    0
239171,19790427,    5,    0
239171,19790428,    0,    0
239171,19790429,    0,    0
239171,19790430,   42,    0
239171,19790501,    0,    0
239171,19790502,  162,    0
239171,19790503,    0,    0
239171,19790504,   20,    0
239171,19790505,    0,    0
239171,19790506,    0,    0
239171,19790507,    1,    0
239171,19790508,    0,    0
239171,19790509,   38,    0
239171,19790510,   18,    0
239171,19790511,    0,    0
239171,19790512,    0,    0
239171,19790513,    0,    0
239171,19790514,    0,    0
239171,19790515,    0,    0
239171,19790516,    0,    0
239171,19790517,    0,    0
239171,19790518,    0,    0
239171,19790519,    5,    0
239171,19790520,    0,    0
239171,19790521,    0,    0
239171,19790522,    0,    0
239171,19790523,    0,    0
239171,19790524,    0,    0
239171,19790525,    0,    0
239171,19790526,    0,    0
239171,19790527,    0,    0
239171,19790528,    1,    0
239171,19790529,    0,    0
239171,19790530,    0,    0
239171,19790531,    0,    0
239171,19790601,    0,    0
239171,19790602,    0,    0
239171,19790603,    0,    0
239171,19790604,    0,    0
239171,19790605,    0,    0
239171,19790606,    0,    0
239171,19790607,    0,    0
239171,19790608,   48,    0
239171,19790609,    0,    0
239171,19790610,    0,    0
239171,19790611,    0,    0
239171,19790612,   18,    0
239171,19790613,    5,    0
239171,19790614,  103,    0
239171,19790615,    0,    0
239171,19790616,  145,    0
239171,19790617,    0,    0
239171,19790618,    0,    0
239171,19790619,    0,    0
239171,19790620,    0,    0
239171,19790621,    0,    0
239171,19790622,    0,    0
239171,19790623,    0,    0
239171,19790624,    0,    0
239171,19790625,  113,    0
239171,19790626,    0,    0
239171,19790627,   95,    0
239171,19790628,    0,    0
239171,19790629,    0,    0
239171,19790630,    7,    0
239171,19790701,    0,    0
239171,19790702,    0,    0
239171,19790703,    0,    0
239171,19790704,    0,    0
239171,19790705,    1,    0
239171,19790706,   71,    0
239171,19790707,   62,    0
239171,19790708,   20,    0
239171,19790709,   28,    0
239171,19790710,   24,    0
239171,19790711,    0,    0
239171,19790712,    0,    0
239171,19790713,    0,    0
239171,19790714,    0,    0
239171,19790715,    0,    0
239171,19790716,    0,    0
239171,19790717,    0,    0
239171,19790718,  105,    0
239171,19790719,    0,    0
239171,19790720,    0,    0
239171,19790721,    0,    0
239171,19790722,   15,    0
239171,19790723,    4,    0
239171,19790724,    0,    0
239171,19790725,   22,    0
239171,19790726,   35,    0
239171,19790727,    0,    0
239171,19790728,    0,    0
239171,19790729,    0,    0
239171,19790730,  186,    0
239171,19790731,    0,    0
239171,19790801,    0,    0
239171,19790802,    5,    0
239171,19790803,    0,    0
239171,19790804,  253,    0
239171,19790805,    0,    0
239171,19790806,    0,    0
239171,19790807,    0,    0
239171,19790808,    0,    0
239171,19790809,   63,    0
239171,19790810,    2,    0
239171,19790811,    0,    0
239171,19790812,   76,    0
239171,19790813,   60,    0
239171,19790814,    0,    0
239171,19790815,    0,    0
239171,19790816,    0,    0
239171,19790817,    0,    0
239171,19790818,    1,    0
239171,19790819,   20,    0
239171,19790820,   35,    0
239171,19790821,   22,    0
239171,19790822,    2,    0
239171,19790823,    2,    0
239171,19790824,   20,    0
239171,19790825,    5,    0
239171,19790826,    1,    0
239171,19790827,    0,    0
239171,19790828,   12,    0
239171,19790829,    0,    0
239171,19790830,    0,    0
239171,19790831,    0,    0
239171,19790901,    0,    0
239171,19790902,    0,    0
239171,19790903,   17,    0
239171,19790904,   10,    0
239171,19790905,    0,    0
239171,19790906,    0,    0
239171,19790907,    0,    0
239171,19790908,    0,    0
239171,19790909,    1,    0
239171,19790910,    0,    0
239171,19790911,    3,    0
239171,19790912,    0,    0
239171,19790913,    0,    0
239171,19790914,    0,    0
239171,19790915,   30,    0
239171,19790916,   17,    0
239171,19790917,    2,    0
239171,19790918,    1,    0
239171,19790919,    0,    0
239171,19790920,    0,    0
239171,19790921,   46,    0
239171,19790922,    0,    0
239171,19790923,    0,    0
239171,19790924,   76,    0
239171,19790925,   92,    0
239171,19790926,    0,    0
239171,19790927,    9,    0
239171,19790928,    0,    0
239171,19790929,    0,    0
239171,19790930,    0,    0
239171,19791001,    0,    0
239171,19791002,    0,    0
239171,19791003,    0,    0
239171,19791004,    0,    0
239171,19791005,    0,    0
239171,19791006,    0,    0
239171,19791007,    0,    0
239171,19791008,    0,    0
239171,19791009,    0,    0
239171,19791010,    0,    0
239171,19791011,    0,    0
239171,19791012,    0,    0
239171,19791013,    0,    0
239171,19791014,    0,    0
239171,19791015,    0,    0
239171,19791016,   66,    0
239171,19791017,    9,    0
239171,19791018,   10,    0
