EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 30-12-2022
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 PP   : sea level pressure in 0.1 hPa
23-27 Q_PP : Quality code for PP (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station POLAND, TORUN (STAID: 2027).
Blended and updated with sources: 107341 912250 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   PP, Q_PP
107341,19790101,    0,    1
107341,19790102,10071,    0
107341,19790103,    0,    1
107341,19790104,10098,    0
107341,19790105,    0,    1
107341,19790106,10288,    0
107341,19790107,    0,    1
107341,19790108,10188,    0
107341,19790109,    0,    1
107341,19790110,10023,    0
107341,19790111,    0,    1
107341,19790112, 9925,    0
107341,19790113,    0,    1
107341,19790114,10176,    0
107341,19790115,    0,    1
107341,19790116,10268,    0
107341,19790117,    0,    1
107341,19790118,10342,    0
107341,19790119,    0,    1
107341,19790120,10317,    0
107341,19790121,    0,    1
107341,19790122,10253,    0
107341,19790123,    0,    1
107341,19790124,10022,    0
107341,19790125,    0,    1
107341,19790126,10014,    0
107341,19790127,    0,    1
107341,19790128, 9998,    0
107341,19790129,    0,    1
107341,19790130,10004,    0
107341,19790131,    0,    1
107341,19790201,10035,    0
107341,19790202,    0,    1
107341,19790203, 9996,    0
107341,19790204,    0,    1
107341,19790205,10030,    0
107341,19790206,    0,    1
107341,19790207,10144,    0
107341,19790208,    0,    1
107341,19790209,10019,    0
107341,19790210,    0,    1
107341,19790211,10112,    0
107341,19790212,    0,    1
107341,19790213, 9959,    0
107341,19790214,    0,    1
107341,19790215,10148,    0
107341,19790216,    0,    1
107341,19790217,10327,    0
107341,19790218,    0,    1
107341,19790219,10314,    0
107341,19790220,    0,    1
107341,19790221,10367,    0
107341,19790222,    0,    1
107341,19790223,10275,    0
107341,19790224,    0,    1
107341,19790225,10338,    0
107341,19790226,    0,    1
107341,19790227,10242,    0
107341,19790228,    0,    1
107341,19790301,10142,    0
107341,19790302,    0,    1
107341,19790303,10232,    0
107341,19790304,    0,    1
107341,19790305,10291,    0
107341,19790306,    0,    1
107341,19790307,10166,    0
107341,19790308,    0,    1
107341,19790309,10157,    0
107341,19790310,    0,    1
107341,19790311,10096,    0
107341,19790312,    0,    1
107341,19790313,10021,    0
107341,19790314,    0,    1
107341,19790315,10122,    0
107341,19790316,    0,    1
107341,19790317, 9929,    0
107341,19790318,    0,    1
107341,19790319,10067,    0
107341,19790320,    0,    1
107341,19790321,10018,    0
107341,19790322,    0,    1
107341,19790323,10125,    0
107341,19790324,    0,    1
107341,19790325,10193,    0
107341,19790326,    0,    1
107341,19790327,10008,    0
107341,19790328,    0,    1
107341,19790329, 9965,    0
107341,19790330,    0,    1
107341,19790331, 9984,    0
107341,19790401,    0,    1
107341,19790402,10046,    0
107341,19790403,    0,    1
107341,19790404,10062,    0
107341,19790405,    0,    1
107341,19790406,10128,    0
107341,19790407,    0,    1
107341,19790408,10187,    0
