STAID,SOUID,SOUNAME,CN,LAT,LON,HGHT,ELEI,BEGIN,END,PARID,PARNAME
209,912375,WARSZAWA-OKECIE,PL,+52:10:00,+020:58:00,106,PP11,1980-01-01,2020-02-29,,
333,107349,SIEDLCE,PL,+52:10:52,+022:14:41,152, PP2,1965-11-02,2022-09-30,26,Miroslaw Mietus
333,912385,SIEDLCE,PL,+52:15:00,+022:15:00,155,PP11,1980-01-01,2020-02-29,,
922,107350,TERESPOL,PL,+52:04:43,+023:37:19,133, PP2,1966-01-02,2022-09-30,26,Miroslaw Mietus
922,912399,TERESPOL,PL,+52:04:00,+023:37:00,137,PP11,1980-05-25,2020-02-29,,
922,933008,BREST,BY,+52:07:00,+023:41:00,146,PP11,1980-01-01,2020-02-29,,
2031,107351,ZIELONA GORA,PL,+51:55:48,+015:31:29,192, PP2,1966-01-02,2022-09-30,26,Miroslaw Mietus
2031,912400,ZIELONA GORA,PL,+51:56:00,+015:32:00,192,PP11,1980-01-01,2020-02-29,,
923,107352,LESZNO,PL,+51:50:08,+016:32:05,91, PP2,1966-01-02,2022-09-30,26,Miroslaw Mietus
923,912418,LESZNO,PL,+51:50:00,+016:32:00,92,PP11,1980-09-10,2020-02-29,,
210,107353,WROCLAW,PL,+51:06:12,+016:54:00,120, PP2,1966-01-02,2022-09-30,26,Miroslaw Mietus
210,912424,WROCLAW II,PL,+51:06:00,+016:53:00,124,PP11,1980-01-01,2020-02-29,,
924,107354,WIELUN,PL,+51:12:37,+018:33:24,199, PP2,1965-11-02,2022-09-30,26,Miroslaw Mietus
924,912455,WIELUN,PL,+51:13:00,+018:34:00,201,PP11,1980-01-22,2020-02-29,,
926,107355,SULEJOW,PL,+51:21:12,+019:51:59,188, PP2,1966-01-06,2022-09-30,26,Miroslaw Mietus
926,912469,SULEJOW,PL,+51:21:00,+019:52:00,189,PP11,1980-03-01,2020-02-29,,
927,107356,WLODAWA,PL,+51:33:12,+023:31:46,177, PP2,1966-01-02,2022-09-30,26,Miroslaw Mietus
927,912497,WLODAWA,PL,+51:33:00,+023:32:00,179,PP11,1980-01-02,2020-02-29,,
2036,107357,KLODZKO,PL,+50:26:13,+016:36:51,356, PP2,1966-01-02,2022-09-30,26,Miroslaw Mietus
2036,912520,KLODZKO,PL,+50:26:00,+016:37:00,357,PP11,1980-01-01,2020-02-29,,
928,107358,RACIBORZ,PL,+50:03:40,+018:11:27,206, PP2,1966-01-02,2022-09-30,26,Miroslaw Mietus
928,912540,RACIBORZ,PL,+50:03:00,+018:12:00,206,PP11,1980-09-10,2020-02-29,,
2037,107359,KATOWICE,PL,+50:14:26,+019:01:58,278, PP2,1966-01-01,2016-12-31,26,Miroslaw Mietus
2037,240043,KATOWICE-MUCHOWIEC,PL,+50:14:26,+019:01:58,281, PP2,1966-01-02,2022-09-30,26,Miroslaw Mietus
2037,912560,KATOWICE,PL,+50:14:00,+019:02:00,284,PP11,1980-01-01,2020-02-29,,
929,107360,KRAKOW,PL,+50:04:40,+019:47:42,237, PP2,1966-01-01,2016-12-31,26,Miroslaw Mietus
929,240055,KRAKOW-BALICE,PL,+50:04:49,+019:48:07,234, PP2,1961-01-02,2022-09-30,26,Miroslaw Mietus
929,912566,KRAKOW,PL,+50:05:00,+019:48:00,237,PP11,1980-01-01,2020-02-29,,
2038,107361,KIELCE,PL,+50:48:38,+020:41:32,260, PP2,1966-01-02,2022-09-30,26,Miroslaw Mietus
2038,912570,KIELCE,PL,+50:49:00,+020:42:00,261,PP11,1980-01-01,2020-02-29,,
207,107362,RZESZOW JASIONKA,PL,+50:06:39,+022:02:32,206, PP2,1966-01-02,2022-09-30,26,Miroslaw Mietus
207,912580,RZESZOW-JASIONKA,PL,+50:06:00,+022:03:00,201,PP11,1980-02-11,2020-02-29,,
930,107363,BIELSKO-BIALA,PL,+49:48:26,+019:00:01,396, PP2,1966-01-02,2022-09-30,26,Miroslaw Mietus
930,912600,BIELSKO-BIALA,PL,+49:48:00,+019:00:00,399,PP11,1980-01-22,2020-02-29,,
932,107364,NOWY SACZ,PL,+49:37:38,+020:41:19,292, PP2,1966-01-02,2022-09-30,26,Miroslaw Mietus
932,912660,NOWY SACZ,PL,+49:37:00,+020:42:00,295,PP11,1980-01-22,2020-02-29,,
933,107365,LESKO,PL,+49:27:59,+022:20:30,420, PP2,1966-01-02,2022-09-30,26,Miroslaw Mietus
933,912690,LESKO,PL,+49:28:00,+022:21:00,422,PP11,1980-09-10,2020-02-29,,
4108,107346,SLUBICE,PL,+52:20:55,+014:37:11,53, PP2,1966-01-02,2022-09-30,26,Miroslaw Mietus
4108,122385,FRANKFURT/ODER,DE,+52:21:55,+014:32:16,48, PP2,1975-07-01,1985-11-30,11,National Climate Data Center (DWD)
4108,912310,SLUBICE,PL,+52:21:00,+014:36:00,24,PP11,1980-01-01,2020-02-29,,
25128,239995,JELENIA GORA,PL,+50:54:01,+015:47:20,427, PP2,1966-01-02,2022-09-30,26,Miroslaw Mietus
25130,240019,OPOLE,PL,+50:37:37,+017:58:08,163, PP2,1966-01-02,2022-09-30,26,Miroslaw Mietus
25131,240031,CZOSTOCHOWA,PL,+50:48:45,+019:05:33,266, PP2,1966-01-02,2022-09-30,26,Miroslaw Mietus
25132,107359,KATOWICE,PL,+50:14:26,+019:01:58,278, PP2,1966-01-01,2016-12-31,26,Miroslaw Mietus
25132,240043,KATOWICE-MUCHOWIEC,PL,+50:14:26,+019:01:58,281, PP2,1966-01-02,2022-09-30,26,Miroslaw Mietus
25132,912560,KATOWICE,PL,+50:14:00,+019:02:00,284,PP11,1980-01-01,2020-02-29,,
25133,107360,KRAKOW,PL,+50:04:40,+019:47:42,237, PP2,1966-01-01,2016-12-31,26,Miroslaw Mietus
25133,240055,KRAKOW-BALICE,PL,+50:04:49,+019:48:07,234, PP2,1961-01-02,2022-09-30,26,Miroslaw Mietus
25133,912566,KRAKOW,PL,+50:05:00,+019:48:00,237,PP11,1980-01-01,2020-02-29,,
25134,240067,TARNOW,PL,+50:01:48,+020:59:04,207, PP2,1966-01-02,2022-09-30,26,Miroslaw Mietus
25134,912575,TARNOW,PL,+50:02:00,+020:59:00,209,PP11,1980-01-01,2020-02-29,,
25135,240079,SANDOMIERZ,PL,+50:41:48,+021:42:57,143, PP2,1966-01-02,2022-09-30,26,Miroslaw Mietus
25136,240091,ZAMOSC,PL,+50:41:52,+023:12:23,258, PP2,1965-11-02,2022-09-30,26,Miroslaw Mietus
25138,240115,LEGNICA,PL,+51:11:33,+016:12:27,134, PP2,1966-01-02,2022-09-30,26,Miroslaw Mietus
25138,912415,LEGNICA,PL,+51:12:00,+016:12:00,124,PP11,1980-01-22,2020-02-29,,
25139,240127,LUBLIN-RADAWIEC,PL,+51:13:01,+022:23:37,228, PP2,1966-01-02,2022-09-30,26,Miroslaw Mietus
25139,912495,LUBLIN RADAWIEC,PL,+51:13:00,+022:24:00,240,PP11,1980-01-01,2020-02-29,,
25140,107347,POZNAN,PL,+52:11:59,+018:39:37,115, PP2,1966-01-02,2022-09-30,26,Miroslaw Mietus
25140,240139,KOLO,PL,+52:12:01,+018:39:41,113, PP2,1966-01-02,2020-12-27,26,Miroslaw Mietus
25140,912345,KOLO,PL,+52:12:00,+018:40:00,117,PP11,1980-01-22,2020-02-29,,
25141,240151,PLOCK,PL,+52:35:18,+019:43:33,87, PP2,1966-01-02,2022-09-30,26,Miroslaw Mietus
25141,912360,PLOCK,PL,+52:35:00,+019:44:00,109,PP11,1980-01-01,2020-02-29,,
25142,240163,RESKO-SMOLSKO,PL,+53:46:18,+015:24:53,66, PP2,1966-01-02,2022-09-30,26,Miroslaw Mietus
25142,912210,RESKO,PL,+53:46:00,+015:25:00,56,PP11,1980-01-13,2020-02-29,,
25145,240199,MIKOLAJKI,PL,+53:47:22,+021:35:19,144, PP2,1966-01-02,2022-09-30,26,Miroslaw Mietus
25145,912280,MIKOLAJKI,PL,+53:47:00,+021:35:00,132,PP11,1980-01-22,2020-02-29,,
25147,240223,KOLOBRZEG-DZWIRZYNO,PL,+54:09:30,+015:23:20,1, PP2,1960-01-02,2022-09-30,26,Miroslaw Mietus
25148,240235,USTKA,PL,+54:35:18,+016:51:15,18, PP2,1960-01-02,2022-09-30,26,Miroslaw Mietus
25148,912115,USTKA,PL,+54:35:00,+016:52:00,11,PP11,1980-01-22,2020-02-29,,
25149,240247,LEBORK,PL,+54:33:11,+017:43:25,45, PP2,1966-01-02,2022-09-30,26,Miroslaw Mietus
25149,912125,LEBORK,PL,+54:33:00,+017:45:00,41,PP11,1980-01-22,2020-02-29,,
25151,240271,ELBLAG-MILEJEWO,PL,+54:13:23,+019:32:37,151, PP2,1960-01-02,2022-09-30,26,Miroslaw Mietus
8943,240354,PILA,PL,+53:07:48,+016:45:00,72, PP2,1970-10-17,2022-09-30,26,Miroslaw Mietus
8943,912230,PILA,PL,+53:08:00,+016:45:00,73,PP11,1980-02-17,2020-02-29,,
2023,240366,KETRZYN,PL,+54:04:12,+021:22:12,108, PP2,1966-01-02,2022-09-30,26,Miroslaw Mietus
2023,912185,KETRZYN,PL,+54:04:00,+021:22:00,110,PP11,1980-01-01,2020-02-29,,
8959,240398,KOZIENCE,PL,+51:33:53,+021:32:34,123, PP2,1977-01-02,2022-09-30,26,Miroslaw Mietus
8959,912488,KOZIENICE,PL,+51:34:00,+021:33:00,126,PP11,1980-09-10,2020-02-29,,
2032,240897,KALISZ,PL,+51:43:48,+018:04:48,140, PP2,1966-01-02,2022-09-30,26,Miroslaw Mietus
2032,912435,KALISZ,PL,+51:47:00,+018:04:59,140,PP11,1980-01-01,2020-02-29,,
2033,240899,LODZ,PL,+51:43:48,+019:24:00,187, PP2,1965-11-02,2022-09-30,26,Miroslaw Mietus
2033,912465,LODZ,PL,+51:44:00,+019:24:00,190,PP11,1980-01-01,2020-02-29,,
