No,Station code,International code,Station name,Old station code,Launching date,Closing date,Station type,Region type,Station model,Voivodeship,City,Address,WGS84 φ N,WGS84 λ E,county,STANAME,matched_LAT,matched_LON,matched_STANAME
856,SkMalogCemen2,PL0525A,"Małogoszcz, ul. 11 Listopada_cem2",SkMalogCemen2,01-01-2010,31-12-2012,background,urban,in-house,ŚWIĘTOKRZYSKIE,Małogoszcz,ul. 11 Listopada,50.808311,20.271165,powiat jędrzejowski,MALOGOSZCZ,50.81055556,20.69222222,KIELCE                                  
857,SkMaloSlonec,PL0698A,"Małogoszcz, ul. Słoneczna",SkMaloSlonec,01-10-2017,,background,urban,container,ŚWIĘTOKRZYSKIE,Małogoszcz,ul. Słoneczna 18,50.809563,20.266099,powiat jędrzejowski,MALOGOSZCZ,50.81055556,20.69222222,KIELCE                                  
858,SKNowinyCemen,PL0284A,Nowiny,SKNowinyCemen,11-02-2004,01-03-2009,industrial,nonurban,container,ŚWIĘTOKRZYSKIE,Sitkówka Nowiny,ul. Przemysłowa 32,50.803894,20.543278,powiat kielecki,SITKOWKA NOWINY,50.81055556,20.69222222,KIELCE                                  
859,SkNowiParkow,PL0563A,"Nowiny, ul. Parkowa",,01-01-2010,,background,suburban,container,ŚWIĘTOKRZYSKIE,Nowiny,ul. Parkowa,50.823108,20.533506,powiat kielecki,NOWINY,50.81055556,20.69222222,KIELCE                                  
860,SkOpatPartyz,PL0794A,"Opatów, ul. Partyzantów",,01-01-2021,,background,urban,mobile,ŚWIĘTOKRZYSKIE,Opatów,ul. Partyzantów 13 b,50.798077,21.425467,powiat opatowski,OPATOW,50.69666667,21.71583333,SANDOMIERZ                              
861,SkOstrOsSlonMOB,PL0724A,"Ostrowiec Świętokrzyski, MOBILNA",SkOstrOsSlonMOB,01-01-2020,31-12-2020,background,urban,mobile,ŚWIĘTOKRZYSKIE,Ostrowiec Świętokrzyski,Osiedle Słoneczne 28,50.946703,21.394492,powiat ostrowiecki,OSTROWIEC SWIETOKRZYSKI,50.69666667,21.71583333,SANDOMIERZ                              
862,SkOstrowKatD,,Ostrowiec Św. Kąty Denkowskie,SkOstrowKatD,01-07-1999,31-12-2005,industrial,suburban,in-house,ŚWIĘTOKRZYSKIE,Ostrowiec Świętokrzyski,ul. Kąty Denkowskie,50.945917,21.462007,powiat ostrowiecki,OSTROWIEC SWIETOKRZYSKI,50.69666667,21.71583333,SANDOMIERZ                              
863,SkOstrowOsSl,,WSSE Ostrowiec Świętokrzyski Os. Słoneczne,SkOstrowOsSl,03-01-1994,31-12-2007,background,urban,in-house,ŚWIĘTOKRZYSKIE,Ostrowiec Świętokrzyski,os. Słoneczne 43,50.945938,21.389985,powiat ostrowiecki,OSTROWIEC SWIETOKRZYSKI,50.69666667,21.71583333,SANDOMIERZ                              
864,SkOstrowSams,PL0285A,Ostrowiec Świętokrzyski ul. Samsonowicza,SkOstrowSams,01-07-1999,01-02-2009,industrial,suburban,in-house,ŚWIĘTOKRZYSKIE,Ostrowiec Świętokrzyski,ul. Samsonowicza 2,50.948629,21.433543,powiat ostrowiecki,OSTROWIEC SWIETOKRZYSKI,50.69666667,21.71583333,SANDOMIERZ                              
865,SkOstrowWios,,"WIOŚ Ostrowiec Świętokrzyski, os. Słoneczne",SkOstrowWios,14-12-2004,31-12-2007,background,urban,in-house,ŚWIĘTOKRZYSKIE,Ostrowiec Świętokrzyski,os. Słoneczne 43,50.945942,21.390117,powiat ostrowiecki,OSTROWIEC SWIETOKRZYSKI,50.69666667,21.71583333,SANDOMIERZ                              
866,SkOzarOsWzgo,PL0564A,"Ożarów, os. Wzgórze",,01-01-2012,,background,urban,dust collector,ŚWIĘTOKRZYSKIE,Ożarów,os. Wzgórze 52,50.887132,21.660726,powiat opatowski,OZAROW,50.69666667,21.71583333,SANDOMIERZ                              
867,SkOzarowMiec,PL0286A,Mieczysławów,SkOzarowMiec,01-01-1993,31-12-2011,background,nonurban,in-house,ŚWIĘTOKRZYSKIE,Mieczysławów,ul. Mieczysławów 14,50.947775,21.729241,powiat opatowski,MIECZYSLAWOW,50.69666667,21.71583333,SANDOMIERZ                              
868,SkOzarowOsWz,PL0287A,Ożarów Os. Wzgórze,SkOzarowOsWz,01-01-1993,31-12-2011,background,suburban,container,ŚWIĘTOKRZYSKIE,Ożarów,ul. Leśna 26,50.893171,21.655157,powiat opatowski,OZAROW,50.69666667,21.71583333,SANDOMIERZ                              
869,SkPolaRuszcz,PL0565A,"Połaniec, ul. Ruszczańska",,01-01-2012,,background,urban,container,ŚWIĘTOKRZYSKIE,Połaniec,ul. Ruszczańska 23,50.429014,21.277367,powiat staszowski,POLANIEC,50.35,21.45,CHORZELOW                               
870,SkSandomMac,PL0440A,WSSE Sandomierz ul. Maciejowskiego,SkSandomMac,03-01-2000,31-12-2009,background,urban,in-house,ŚWIĘTOKRZYSKIE,Sandomierz,ul. Maciejowskiego 17,50.685,21.729167,powiat sandomierski,SANDOMIERZ,50.69666667,21.71583333,SANDOMIERZ                              
871,SkSandZielnaMOB,PL0795A,"Sandomierz, MOBILNA",,01-01-2021,31-12-2021,background,urban,mobile,ŚWIĘTOKRZYSKIE,Sandomierz,ul. Zielna 7,50.686423,21.7291,powiat sandomierski,SANDOMIERZ,50.69666667,21.71583333,SANDOMIERZ                              
872,SkSkarZielnaMOB,PL0731A,"Skarżysko-Kamienna, MOBILNA",SkSkarZielnaMOB,01-01-2019,31-12-2019,background,urban,mobile,ŚWIĘTOKRZYSKIE,Skarżysko-Kamienna,ul. Zielna 27,51.1211,20.880631,powiat skarżyski,SKARZYSKO-KAMIENNA,50.81055556,20.69222222,KIELCE                                  
873,SkSkarzSlow,PL0441A,WSSE Skarżysko-Kamienna ul. Słowackiego,SkSkarzSlow,03-01-1994,31-12-2009,background,urban,in-house,ŚWIĘTOKRZYSKIE,Skarżysko-Kamienna,ul. Słowackiego 25,51.114444,20.866111,powiat skarżyski,SKARZYSKO-KAMIENNA,50.81055556,20.69222222,KIELCE                                  
874,SkSolecZdroj,PL0680A,Solec-Zdrój,,01-01-2017,,background,suburban,dust collector,ŚWIĘTOKRZYSKIE,Solec Zdrój,,50.358659,20.886184,powiat buski,SOLEC ZDROJ,50.28333333,20.8,BORUSOWA                                
875,SkStaracMur,PL0442A,WSSE Starachowice ul. Murarska,SkStaracMur,03-01-1994,31-12-2009,background,urban,in-house,ŚWIĘTOKRZYSKIE,Starachowice,ul. Murarska 14,51.050517,21.092158,powiat starachowicki,STARACHOWICE,50.81055556,20.69222222,KIELCE                                  
876,SkStaracZlota,,"WIOŚ Starachowice, ul. Złota",SkStaracZlota,14-12-2004,31-12-2007,background,urban,in-house,ŚWIĘTOKRZYSKIE,Starachowice,ul. Złota 6,51.05048,21.084699,powiat starachowicki,STARACHOWICE,50.81055556,20.69222222,KIELCE                                  
877,SkStaraZlota,PL0566A,"Starachowice, ul. Złota",,01-01-2012,,background,urban,container,ŚWIĘTOKRZYSKIE,Starachowice,ul. Złota,51.050611,21.084175,powiat starachowicki,STARACHOWICE,50.81055556,20.69222222,KIELCE                                  
878,SkSwietKrzyz,PL0443A,Stacja ZMŚP UJK w Kielcach,SkSwKrzyzZM,01-01-2003,01-01-2021,background,nonurban,container,ŚWIĘTOKRZYSKIE,Święty Krzyż,,50.86225,21.053006,powiat kielecki,SWIETY KRZYZ,50.81055556,20.69222222,KIELCE                                  
879,SkTrzciOsiek,PL0288A,Trzcianka,SkPolanTrzc,01-01-1997,09-09-2016,background,nonurban,dust collector,ŚWIĘTOKRZYSKIE,Trzcianka,Trzcianka 7,50.486298,21.394103,powiat staszowski,TRZCIANKA,50.35,21.45,CHORZELOW                               
880,SlBedziBedz_kosci,,Będzin_kosci-WSSE,SlBedziBedz_kosci,01-01-1992,31-12-2004,background,urban,container,ŚLĄSKIE,Będzin,ul. Kościuszki 58,-999.0,-999.0,Powiat będziński,BEDZIN,,,
881,SlBielbBiel_broni,,BielskoB_broniew-WSSE,SlBielbBiel_broni,01-01-1992,31-12-2007,background,urban,container,ŚLĄSKIE,Bielsko-Biała,ul. Broniewskiego 21,-999.0,-999.0,Bielsko-Biała County,BIELSKO-BIALA,,,
882,SlBielbBiel_langi,,BielskoB_langiew-WIOŚ,SlBielbBiel_langi,01-01-1992,30-06-2004,background,urban,container,ŚLĄSKIE,Bielsko-Biała,ul. Langiewicza 28,-999.0,-999.0,Bielsko-Biała County,BIELSKO-BIALA,,,
883,SlBielKossak,PL0234A,"Bielsko-Biała, ul. Kossak-Szczuckiej",,01-01-2005,,background,urban,container,ŚLĄSKIE,Bielsko-Biała,ul. Kossak-Szczuckiej 19,49.813464,19.027318,Bielsko-Biała County,BIELSKO-BIALA,49.80722222,19.00027778,BIELSKO-BIALA                           
884,SlBielPartyz,PL0705A,"Bielsko-Biała, ul.Partyzantów",,01-01-2018,,communication,urban,container,ŚLĄSKIE,Bielsko-Biała,ul. Partyzantów,49.802075,19.04861,Bielsko-Biała County,BIELSKO-BIALA,49.80722222,19.00027778,BIELSKO-BIALA                           
885,SlBielSterni,PL0499A,"Bielsko-Biała, ul. Sternicza",,30-12-2009,,background,urban,container,ŚLĄSKIE,Bielsko-Biała,ul. Sternicza 4,49.806389,19.023194,Bielsko-Biała County,BIELSKO-BIALA,49.80722222,19.00027778,BIELSKO-BIALA                           
886,SlBytomByto_modrz,PL0020A,Bytom_modrz-WIOŚ,SlBytomByto_modrz,01-01-1994,31-12-2010,background,urban,container,ŚLĄSKIE,Bytom,ul. Modrzewskiego 5,50.333333,18.896111,Powiat nowosolski,BYTOM,50.24055556,19.03277778,KATOWICE-MUCHOWIEC                      
887,SlBytomByto_parko,,Bytom_park-WSSE,SlBytomByto_parko,01-01-1992,31-12-2007,background,urban,NO DATA,ŚLĄSKIE,Bytom,ul. Parkowa 2,-999.0,-999.0,Powiat nowosolski,BYTOM,,,
888,SlChorzChor_bator,PL0235A,Chorzów_batory-WIOŚ,SlChorzChor_bator,01-01-2005,31-12-2010,communication,urban,container,ŚLĄSKIE,Chorzów,ul. Trasa A4 Dz.Batory,50.254167,18.936944,Chorzów,CHORZOW,50.24055556,19.03277778,KATOWICE-MUCHOWIEC                      
889,SlCiesChopin,PL0796A,"Cieszyn, ul. Chopina",,01-12-2020,,background,urban,container,ŚLĄSKIE,Cieszyn,ul. Chopina 37,49.755989,18.634075,powiat cieszyński,CIESZYN,49.80722222,19.00027778,BIELSKO-BIALA                           
890,SlCiesMickie,PL0236A,"Cieszyn, ul. Mickiewicza 13",SlCieszCies_13mic,01-01-2005,31-12-2019,background,urban,container,ŚLĄSKIE,Cieszyn,ul. Mickiewicza 13,49.738136,18.639069,powiat cieszyński,CIESZYN,49.80722222,19.00027778,BIELSKO-BIALA                           
891,SlCieszCies_dojaz,PL0289A,Cieszyn-dojazdowa-WSSE,SlCieszCies_dojaz,01-01-2005,31-12-2009,background,urban,container,ŚLĄSKIE,Cieszyn,ul. Dojazdowa 2,49.751667,18.6275,powiat cieszyński,CIESZYN,49.80722222,19.00027778,BIELSKO-BIALA                           
892,SlCieszCies_rynek,,Cieszyn_rynek-WSSE,SlCieszCies_rynek,01-01-1992,31-03-2004,background,urban,container,ŚLĄSKIE,Cieszyn,ul. Górny Rynek 6,-999.0,-999.0,Powiat cieszyński,CIESZYN,,,
893,SlCzerKopaln,PL0597A,"Czerwionka-Leszczyny, ul. Kopalniana",,22-12-2013,,background,urban,container,ŚLĄSKIE,Czerwionka-Leszczyny,ul. Kopalniana,50.16385,18.659977,powiat rybnicki,CZERWIONKA-LESZCZYNY,50.0,18.91666667,PSZCZYNA                                
894,SlCzestCzes_arkra,PL0174A,Częstochowa_ak - WIOŚ,SlCzestCzes_arkra,01-01-1992,31-12-2009,communication,urban,container,ŚLĄSKIE,Częstochowa,ul. Armii Krajowej 2,50.817778,19.1175,Częstochowa,CZESTOCHOWA,50.8125,19.0925,CZOSTOCHOWA                             
895,SlCzestCzes_biega,,Częstochowa_biegan-WSSE,SlCzestCzes_biega,01-01-1992,30-04-2004,background,urban,container,ŚLĄSKIE,Częstochowa,ul. Biegańskiego 45,-999.0,-999.0,Częstochowa,CZESTOCHOWA,,,
896,SlCzestCzes_boyaz,,Częstochowa_boya-WSSE,SlCzestCzes_boyaz,01-01-1992,31-12-2007,background,urban,container,ŚLĄSKIE,Częstochowa,ul. Boya Żeleńskiego 4a,-999.0,-999.0,Częstochowa,CZESTOCHOWA,,,
897,SlCzestCzes_rzasa,,Częstochowa_rząsawska-WIOŚ,SlCzestCzes_rzasa,01-01-2005,31-12-2005,background,urban,container,ŚLĄSKIE,Częstochowa,ul. Rząsawska 24/28,-999.0,-999.0,Częstochowa,CZESTOCHOWA,,,
898,SlCzestoArmK,PL0526A,"Częstochowa, ul. AK/Jana Pawła II",,01-01-2010,,communication,urban,container,ŚLĄSKIE,Częstochowa,ul. Armii Krajowej 2,50.817217,19.118997,Częstochowa,CZESTOCHOWA,50.8125,19.0925,CZOSTOCHOWA                             
899,SlCzestoBacz,PL0184A,"Częstochowa, ul. Baczyńskiego",,01-01-1992,,background,urban,container,ŚLĄSKIE,Częstochowa,ul. Baczyńskiego 2,50.836389,19.130111,Częstochowa,CZESTOCHOWA,50.8125,19.0925,CZOSTOCHOWA                             
900,SlCzestoZana,PL0498A,"Częstochowa, ul. Zana",,01-01-2010,,background,urban,container,ŚLĄSKIE,Częstochowa,ul. Zana 6,50.801918,19.106961,Częstochowa,CZESTOCHOWA,50.8125,19.0925,CZOSTOCHOWA                             
901,SlDabro1000L,PL0237A,"Dąbrowa Górnicza, ul. Tysiąclecia 25a",SlDabroDabr_1000L,01-01-2005,,background,urban,container,ŚLĄSKIE,Dąbrowa Górnicza,ul. 1000-lecia 25 a,50.329111,19.231222,Powiat bydgoski,DABROWA GORNICZA,50.24055556,19.03277778,KATOWICE-MUCHOWIEC                      
902,SlDabroDabr_legio,,DąbrGór_leg-WSSE,SlDabroDabr_legio,01-01-1992,31-12-2003,background,urban,NO DATA,ŚLĄSKIE,Dąbrowa Górnicza,ul. Legionów Polskich 69,-999.0,-999.0,Powiat bydgoski,DABROWA GORNICZA,,,
903,SlDabroDabr_ziolo,,DąbGór_zioł-WIOŚ,SlDabroDabr_ziolo,01-01-1992,31-12-2004,background,urban,container,ŚLĄSKIE,Dąbrowa Górnicza,ul. Ziołowa (Okradzionów),-999.0,-999.0,Powiat bydgoski,DABROWA GORNICZA,,,
904,SlDabroTysia,PL0237A,"Dąbrowa Górnicza, ul. Tysiąclecia",,01-01-2005,,background,urban,container,ŚLĄSKIE,Dąbrowa Górnicza,ul. Tysiąclecia 25 a,50.329111,19.231222,Powiat bydgoski,DABROWA GORNICZA,50.24055556,19.03277778,KATOWICE-MUCHOWIEC                      
905,SlGliwicMewy,PL0238A,"Gliwice, ul. Mewy",,01-01-2005,,background,urban,container,ŚLĄSKIE,Gliwice,ul. Mewy 34,50.279481,18.655736,Gliwice,GLIWICE,50.24055556,19.03277778,KATOWICE-MUCHOWIEC                      
906,SlGliwiGliw_kujaw,,Gliwice_kujaw-WIOŚ/WSSE,SlGliwiGliw_kujaw,01-01-1992,30-09-2004,background,urban,container,ŚLĄSKIE,Gliwice,ul. Kujawska,-999.0,-999.0,Gliwice,GLIWICE,,,
907,SlGoczaUzdroMOB,PL0742A,"Goczałkowice Zdrój, ul. Parkowa",,22-04-2019,,background,suburban,mobile,ŚLĄSKIE,Goczałkowice-Zdrój,ul. Parkowa,49.93785,18.975594,powiat pszczyński,GOCZALKOWICE-ZDROJ,50.0,18.91666667,PSZCZYNA                                
908,SlGodGliniki,PL0527A,"Godów, ul. Gliniki",,07-09-2009,,background,nonurban,container,ŚLĄSKIE,Godów,ul. Gliniki,49.921875,18.471278,powiat wodzisławski,GODOW,50.06111111,18.19083333,RACIBORZ                                
909,SlJastrJast_harce,PL0444A,Jastrzębie_harcer-WSSE,SlJastrJast_harce,01-01-1992,31-12-2009,background,urban,container,ŚLĄSKIE,Jastrzębie-Zdrój,ul. Harcerska 14b,49.952222,18.610278,Jastrzębie-Zdrój,JASTRZEBIE-ZDROJ,50.0,18.91666667,PSZCZYNA                                
910,SlJaworJawo_poczt,PL0445A,Jaworzno_pocztowa-WSSE,SlJaworJawo_poczt,01-01-2005,31-12-2009,background,urban,container,ŚLĄSKIE,Jaworzno,ul. Pocztowa 7,50.202222,19.277222,Jaworzno,JAWORZNO,50.24055556,19.03277778,KATOWICE-MUCHOWIEC                      
911,SlKatoKossut,PL0008A,"Katowice, ul. Kossutha",,01-01-1992,,background,urban,container,ŚLĄSKIE,Katowice,ul. Kossutha 6,50.264611,18.975028,Katowice,KATOWICE,50.24055556,19.03277778,KATOWICE-MUCHOWIEC                      
912,SlKatoPlebA4,PL0567A,"Katowice, ul. Plebiscytowa/A4",,01-01-2011,,communication,urban,container,ŚLĄSKIE,Katowice,Al. Górnośląska,50.246795,19.019469,Katowice,KATOWICE,50.24055556,19.03277778,KATOWICE-MUCHOWIEC                      
913,SlKatowKato_racib,PL0022A,Katowice_raciborska-WSSE,SlKatowKato_racib,01-01-2005,31-12-2009,background,urban,container,ŚLĄSKIE,Katowice,ul. Raciborska 39,50.255278,19.004167,Katowice,KATOWICE,50.24055556,19.03277778,KATOWICE-MUCHOWIEC                      
914,SlKatowKato_weste,,Katowice_wester-WSSE,SlKatowKato_weste,01-01-1992,31-12-2007,background,urban,NO DATA,ŚLĄSKIE,Katowice,ul. Obrońców Westerplatte 51,-999.0,-999.0,Katowice,KATOWICE,,,
915,SlKlobuKlob_zamko,,Kłobuck_zamkowa-WSSE,SlKlobuKlob_zamko,01-01-1992,30-09-2003,background,urban,container,ŚLĄSKIE,Kłobuck,ul. Zamkowa 12,-999.0,-999.0,Powiat kłobucki,KLOBUCK,,,
916,SlKnurJedNar,PL0483A,"Knurów, ul. Jedności Narodowej",,29-04-2009,,background,urban,container,ŚLĄSKIE,Knurów,ul. Jedności Narodowej 5,50.233167,18.655722,powiat gliwicki,KNUROW,50.24055556,19.03277778,KATOWICE-MUCHOWIEC                      
917,SlKuzniGliw_wiejs,,Kuźnia Nieb_gliwic-WIOŚ,SlKuzniGliw_wiejs,01-01-1992,31-12-2004,background,nonurban,container,ŚLĄSKIE,Kuźnia Nieborowicka,ul. Wiejska 12,-999.0,-999.0,Powiat raciborski,KUZNIA NIEBOROWICKA,,,
918,SlLubliLubl_dworc,,Lubliniec_dworcowa-WSSE,SlLubliLubl_dworc,01-01-1992,30-09-2003,background,urban,container,ŚLĄSKIE,Lubliniec,ul. Dworcowa 17,-999.0,-999.0,Powiat lubliniecki,LUBLINIEC,,,
919,SlLublPiasko,PL0290A,"Lubliniec, ul. Piaskowa",SlLubliLubl_piask,01-01-2005,31-12-2018,background,urban,container,ŚLĄSKIE,Lubliniec,ul. Piaskowa 56,50.658357,18.69622,powiat lubliniecki,LUBLINIEC,50.68333333,18.7,LUBLINIEC                               
920,SlLublSzymal,PL0707A,"Lubliniec, ul. ks. Szymały",,01-09-2018,,background,urban,container,ŚLĄSKIE,Lubliniec,ul. Ks. Płk. Jana Szymały 3,50.675693,18.682065,powiat lubliniecki,LUBLINIEC,50.68333333,18.7,LUBLINIEC                               
921,SlMiastMias_norwi,PL0447A,Miasteczko ŚL._norwida-WSSE,SlMiastMias_norwi,01-01-2005,31-12-2009,background,urban,container,ŚLĄSKIE,Miasteczko Śląskie,ul. Norwida,50.489722,18.918333,powiat tarnogórski,MIASTECZKO SLASKIE,50.69611111,18.80888889,DRONIOWICE                              
922,SlMiastMias_wycis,,Miasteczko Śl_wycislika-WSSE,SlMiastMias_wycis,01-01-1992,31-12-2004,background,urban,container,ŚLĄSKIE,Miasteczko Śląskie,ul. Wyciślika 52,-999.0,-999.0,Powiat nowosolski,MIASTECZKO SLASKIE,,,
923,SlMiastMias_zygli,,Miasteczko Śl._Zyglinek-WSSE,SlMiastMias_zygli,01-01-2005,31-12-2006,background,urban,container,ŚLĄSKIE,Miasteczko Śląskie,ul. Żyglinek,-999.0,-999.0,Powiat nowosolski,MIASTECZKO SLASKIE,,,
924,SlMyszkMysz_straz,,Myszków_strazacka-WSSE,SlMyszkMysz_straz,01-01-1992,30-09-2003,background,urban,container,ŚLĄSKIE,Myszków,ul. Strażacka 45,-999.0,-999.0,Powiat myszkowski,MYSZKOW,,,
925,SlMyszMiedzi,PL0484A,"Myszków, ul. Miedziana",,01-01-2008,,background,urban,container,ŚLĄSKIE,Myszków,ul. Miedziana 3,50.579733,19.3267,powiat myszkowski,MYSZKOW,50.8125,19.0925,CZOSTOCHOWA                             
926,SlPiekaPiek_darwi,,PiekaryŚl-darw-WIOŚ,SlPiekaPiek_darwi,01-01-1992,31-12-2004,background,urban,container,ŚLĄSKIE,Piekary Śląskie,ul. Darwina,-999.0,-999.0,Piekary Śląskie,PIEKARY SLASKIE,,,
927,SlPiekaPiek_party,,PiekaryŚl_part-WSSE,SlPiekaPiek_party,01-01-1992,31-12-2006,background,urban,NO DATA,ŚLĄSKIE,Piekary Śląskie,ul. Partyzantów,-999.0,-999.0,Piekary Śląskie,PIEKARY SLASKIE,,,
928,SlPszczBoged,PL0528A,"Pszczyna, ul. Bogedaina",,30-12-2009,,background,urban,container,ŚLĄSKIE,Pszczyna,ul. Bogedaina,49.972177,18.947218,powiat pszczyński,PSZCZYNA,50.0,18.91666667,PSZCZYNA                                
929,SlRaciborzWPMOB,PL0759A,"Racibórz, Wojska Polskiego",,01-06-2019,,background,urban,mobile,ŚLĄSKIE,Racibórz,ul. Wojska Polskiego 8,50.091142,18.216261,powiat raciborski,RACIBORZ,50.06111111,18.19083333,RACIBORZ                                
930,SlRacibRaci_boruc,,Racibórz_borucin-WSSE,SlRacibRaci_boruc,01-01-2005,31-12-2007,background,urban,container,ŚLĄSKIE,Borucin,St.Uzd.Wody,-999.0,-999.0,,BORUCIN,,,
931,SlRacibRaci_studz,PL0291A,Racibórz_studzienna-WIOŚ,SlRacibRaci_studz,01-01-2005,31-12-2010,background,urban,container,ŚLĄSKIE,Racibórz,ul. Studzienna St. IMGW,50.060833,18.191111,powiat raciborski,RACIBORZ,50.06111111,18.19083333,RACIBORZ                                
932,SlRacibRaci_towar,,Racibórz_towarzy-WSSE,SlRacibRaci_towar,01-01-1992,31-12-2004,background,urban,container,ŚLĄSKIE,Racibórz,"ul. Tow.Gimnastycznego""Sokół""",-999.0,-999.0,Powiat raciborski,RACIBORZ,,,
933,SlRudasRuda_1maja,,RudaŚl_1maja_WIOŚ,SlRudasRuda_1maja,01-01-1992,31-12-2013,background,urban,NO DATA,ŚLĄSKIE,Ruda Śląska,ul. 1 Maja 318,50.271944,18.863056,Kłodzko County,RUDA SLASKA,50.24055556,19.03277778,KATOWICE-MUCHOWIEC                      
934,SlRybniBorki,PL0239A,"Rybnik, ul. Borki",,01-01-2005,,background,urban,container,ŚLĄSKIE,Rybnik,ul. Borki 37 d,50.111181,18.516139,Rybnik,RYBNIK,50.06111111,18.19083333,RACIBORZ                                
935,SlRybniRybn_janie,,Rybnik_janie-WSSE,SlRybniRybn_janie,01-01-1992,30-06-2004,background,urban,container,ŚLĄSKIE,Rybnik,ul. Kpt. Janiego (Wawok),-999.0,-999.0,Rybnik,RYBNIK,,,
936,SlRybniRybn_szafr,PL0448A,Rybnik_szafr-WSSE,SlRybniRybn_szafr,01-01-1992,31-12-2009,background,urban,container,ŚLĄSKIE,Rybnik,ul. Szafranka 7,50.095556,18.5475,Rybnik,RYBNIK,50.06111111,18.19083333,RACIBORZ                                
937,SlSosnoLubel,PL0529A,"Sosnowiec, ul. Lubelska",,01-04-2010,,background,urban,container,ŚLĄSKIE,Sosnowiec,ul. Lubelska 51,50.285956,19.184399,Sosnowiec,SOSNOWIEC,50.24055556,19.03277778,KATOWICE-MUCHOWIEC                      
938,SlSosnoSosn_narut,PL0041A,Sosnowiec_narut-WIOŚ/WSSE,SlSosnoSosn_narut,01-01-1992,29-02-2008,background,urban,container,ŚLĄSKIE,Sosnowiec,ul. Narutowicza,50.273889,19.146956,Sosnowiec,SOSNOWIEC,50.24055556,19.03277778,KATOWICE-MUCHOWIEC                      
939,SlTarnoLitew,PL0530A,"Tarnowskie Góry, ul. Litewska",,01-01-2010,,background,urban,container,ŚLĄSKIE,Tarnowskie Góry,ul. Litewska 6,50.444736,18.829639,powiat tarnogórski,TARNOWSKIE GORY,50.24055556,19.03277778,KATOWICE-MUCHOWIEC                      
940,SlTychyTolst,PL0240A,"Tychy, ul. Tołstoja",,01-01-2005,,background,urban,container,ŚLĄSKIE,Tychy,ul. Tołstoja 1,50.099903,18.990236,Tychy,TYCHY,50.0,18.91666667,PSZCZYNA                                
941,SlUstroCies_sanat,PL0029A,Ustroń_sanat-WIOŚ,SlUstroCies_sanat,01-03-1996,31-12-2009,background,urban,in-house,ŚLĄSKIE,Ustroń,ul. Sanatoryjna 1,49.724722,18.825,powiat cieszyński,USTRON,49.80722222,19.00027778,BIELSKO-BIALA                           
942,SlUstronSana,PL0568A,"Ustroń, ul. Sanatoryjna",,01-01-2012,,background,suburban,container,ŚLĄSKIE,Ustroń,ul. Sanatoryjna 7,49.719731,18.826722,powiat cieszyński,USTRON,49.80722222,19.00027778,BIELSKO-BIALA                           
943,SlWodzGalczy,PL0241A,"Wodzisław Śląski, ul. Gałczyńskiego",,01-01-2005,,background,urban,container,ŚLĄSKIE,Wodzisław Śląski,ul. Gałczyńskiego 1,50.007629,18.455548,powiat wodzisławski,WODZISLAW SLASKI,50.06111111,18.19083333,RACIBORZ                                
944,SlWodziWodz_bogum,PL0292A,Wodzisław_boguminska-WSSE,SlWodziWodz_bogum,01-01-1992,31-12-2009,background,urban,container,ŚLĄSKIE,Wodzisław Śląski,ul. Bogumińska 3,50.000556,18.458333,powiat wodzisławski,WODZISLAW SLASKI,50.06111111,18.19083333,RACIBORZ                                
945,SlWojkoBedz_pader,,Wojkowice_pader-WIOŚ,SlWojkoBedz_pader,01-01-1992,31-12-2004,background,urban,container,ŚLĄSKIE,Wojkowice,ul. Paderewskiego 88,-999.0,-999.0,Powiat będziński,WOJKOWICE,,,
946,SlZabrzZabr_3maja,,Zabrze_3maja-WSSE,SlZabrzZabr_3maja,01-01-1992,31-12-2007,background,urban,NO DATA,ŚLĄSKIE,Zabrze,ul. 3 Maja 64,-999.0,-999.0,Zabrze,ZABRZE,,,
947,SlZabrzZabr_wolno,,Zabrze_wolno-WIOS,SlZabrzZabr_wolno,01-01-1992,31-12-2004,background,urban,container,ŚLĄSKIE,Zabrze,ul. Wolności,-999.0,-999.0,Zabrze,ZABRZE,,,
948,SlZabSkloCur,PL0242A,"Zabrze, ul. M. Curie-Skłodowskiej",,01-01-2001,,background,urban,container,ŚLĄSKIE,Zabrze,ul. M. Skłodowskiej-Curie 34,50.3165,18.772375,Zabrze,ZABRZE,50.24055556,19.03277778,KATOWICE-MUCHOWIEC                      
949,SlZawGalczyn,PL0746A,"Zawiercie, ul. K.I.Gałczyńskiego",,12-08-2019,,background,urban,container,ŚLĄSKIE,Zawiercie,ul. K.I.Gałczyńskiego 3,50.493045,19.439012,powiat zawierciański,ZAWIERCIE,50.24055556,19.03277778,KATOWICE-MUCHOWIEC                      
950,SlZawieZawi_listo,,Zawiercie-11listop-WSSE,SlZawieZawi_listo,01-01-1992,31-12-2004,background,urban,container,ŚLĄSKIE,Zawiercie,ul. 11 Listopada 15,-999.0,-999.0,Powiat zawierciański,ZAWIERCIE,,,
951,SlZawieZawi_pilsu,,Zawiercie_piłsuds-WSSE,SlZawieZawi_pilsu,01-01-1992,31-12-2007,background,urban,container,ŚLĄSKIE,Zawiercie,ul. Piłsudskiego 47,-999.0,-999.0,Powiat zawierciański,ZAWIERCIE,,,
