Year,Voivodeship,Zone code,Zone name,Station code,Indicator,Averaging Time,Mean [µg/m3],Min [µg/m3],Max [µg/m3],Number of measurements,Completeness [%],Summer/Winter Number
2017,kujawsko-pomorskie,PL0403,miasto Włocławek,KpWloclGnia2,PM2.5,24g,20.710899446,4.2,139.0237,361,98.9,1.03
2017,kujawsko-pomorskie,PL0403,miasto Włocławek,KpWloclGniaz,PM2.5,24g,15.68586406,4.2,71.65550044,275,75.34,1.96
2017,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpGrudSienki,PM2.5,24g,20.710258697,1.14298155,162.71589731,327,89.58,1.1
2017,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpZielBoryTu,PM2.5,24g,11.719976428,1.59293607,83.33437257,336,92.05,0.86
2017,lubelskie,PL0601,Aglomeracja Lubelska,LbLubObywate,PM2.5,1g,22.035117682,0.2,438,8455,96.51,0.99
2017,lubelskie,PL0601,Aglomeracja Lubelska,LbLubSliwins,PM2.5,24g,20.74109589,4.2,142.9,365,100,1.01
2017,lubelskie,PL0602,strefa lubelska,LbBiaPodOrze,PM2.5,24g,24.619726027,5.9,131.9,365,100,1.01
2017,lubelskie,PL0602,strefa lubelska,LbChelJagiel,PM2.5,24g,25.236712329,5.7,174.7,365,100,1.01
2017,lubelskie,PL0602,strefa lubelska,LbZamoHrubie,PM2.5,24g,23.135890411,4.1,135.2,365,100,1.01
2017,lubuskie,PL0801,miasto Gorzów Wielkopolski,LuGorzPilsud,PM2.5,24g,19.057227139,3.3,126,339,92.87,0.92
2017,lubuskie,PL0802,miasto Zielona Góra,LuZielKrotka,PM2.5,1g,19.799838778,0.02017,153.553,6945,79.28,0.63
2017,lubuskie,PL0802,miasto Zielona Góra,LuZielKrotka,PM2.5,24g,19.104132231,3.8,92.1,363,99.45,0.99
2017,lubuskie,PL0803,strefa lubuska,LuZarySzyman,PM2.5,24g,21.56739726,5.1,131.1,365,100,1.01
2017,łódzkie,PL1001,Aglomeracja Łódzka,LdLodzCzerni,PM2.5,1g,24.550857913,1,296,6679,76.24,0.61
2017,łódzkie,PL1001,Aglomeracja Łódzka,LdLodzCzerni,PM2.5,24g,22.938306351,3,170,365,100,1.01
2017,łódzkie,PL1001,Aglomeracja Łódzka,LdLodzGdansk,PM2.5,1g,27.270151686,1,291,7977,91.06,0.87
2017,łódzkie,PL1001,Aglomeracja Łódzka,LdLodzLegion,PM2.5,24g,32.207992008,7,195,364,99.72,1
2017,łódzkie,PL1001,Aglomeracja Łódzka,LdZgieMielcz,PM2.5,1g,20.881112985,1,272,8302,94.77,1
2017,łódzkie,PL1002,strefa łódzka,LdPioTrKraPr,PM2.5,24g,31.92132964,5.09090909,292,361,98.9,1.02
2017,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakAlKras,PM2.5,1g,40.100783038,3,341.088,8742,99.79,1
2017,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakBujaka,PM2.5,1g,30.991272952,3,399.271,8503,97.06,0.97
2017,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakBujaka,PM2.5,24g,31.850538244,5,279.3,353,96.71,1.01
2017,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakBulwar,PM2.5,1g,28.360733042,2.997,329.693,8675,99.02,1
2017,małopolskie,PL1202,miasto Tarnów,MpTarBitStud,PM2.5,24g,25.785069638,5,181.62,359,98.35,0.99
2017,małopolskie,PL1202,miasto Tarnów,MpTarRoSitko,PM2.5,1g,29.028322738,3,387.366,8754,99.93,1.01
2017,małopolskie,PL1203,strefa małopolska,MpBochKonfed,PM2.5,24g,30.617355372,5.03,253.4,363,99.45,1.01
2017,małopolskie,PL1203,strefa małopolska,MpNoSaczNadb,PM2.5,24g,34.095168539,5.03,176.9,356,97.53,1.05
2017,małopolskie,PL1203,strefa małopolska,MpTrzebOsZWM,PM2.5,24g,27.554344023,5,194.2,343,93.97,1.12
2017,małopolskie,PL1203,strefa małopolska,MpZakopaSien,PM2.5,24g,24.684089636,3.22,138.8,357,97.8,1.04
2017,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarAlNiepo,PM2.5,1g,27.565821378,3.28994621,187.93014667,8698,99.29,1.02
2017,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarKondrat,PM2.5,24g,21.373287671,3.08,149.89,365,100,1.01
2017,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarMarszal,PM2.5,1g,27.580385514,3.01654018,202.05612449,8591,98.07,1
2017,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarWokalna,PM2.5,1g,20.920046469,3.6,155.36543432,8571,97.84,1.02
2017,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarWokalna,PM2.5,24g,21.13365651,2.72,131.72,361,98.9,0.98
2017,mazowieckie,PL1402,miasto Płock,MzPlocKroJad,PM2.5,24g,21.396363636,4.9,136.8,341,93.42,1.13
2017,mazowieckie,PL1402,miasto Płock,MzPlocMiReja,PM2.5,1g,21.911922615,3.28,167.6,8722,99.56,1.01
2017,mazowieckie,PL1403,miasto Radom,MzRadHallera,PM2.5,24g,24.505840456,5.08,152.22,351,96.16,1.09
2017,mazowieckie,PL1403,miasto Radom,MzRadTochter,PM2.5,1g,26.778737087,1.16982882,302.3032097,8488,96.89,0.96
2017,mazowieckie,PL1404,strefa mazowiecka,MzKonJezMos,PM2.5,1g,21.945619996,-0.02949358,257.17321683,8078,92.21,1.04
2017,mazowieckie,PL1404,strefa mazowiecka,MzLegZegrzyn,PM2.5,1g,23.05573444,0.46790234,624.22787014,8517,97.22,0.99
2017,mazowieckie,PL1404,strefa mazowiecka,MzOtwoBrzozo,PM2.5,1g,27.140442778,1.48214425,410.0322665,8486,96.87,0.98
2017,mazowieckie,PL1404,strefa mazowiecka,MzPiasPulask,PM2.5,1g,25.07455454,0.3027,338.9231,8645,98.68,0.99
2017,mazowieckie,PL1404,strefa mazowiecka,MzSiedKonars,PM2.5,1g,22.980934498,2.98008215,328.68927289,8523,97.29,1.05
2017,mazowieckie,PL1404,strefa mazowiecka,MzZyraRoosev,PM2.5,1g,24.329769661,3.11,297.74691645,8489,96.9,1.03
2017,opolskie,PL1601,miasto Opole,OpOpoleOsAKr,PM2.5,24g,23.731944444,2.5,238,360,98.63,0.98
2017,opolskie,PL1602,strefa opolska,OpKKozBSmial,PM2.5,1g,28.453592122,0.16751,435.547,7546,86.14,0.75
2017,opolskie,PL1602,strefa opolska,OpKluczMicki,PM2.5,24g,18.278996865,2.5,73,319,87.39,1.1
2017,podkarpackie,PL1801,miasto Rzeszów,PkRzeszRejta,PM2.5,24g,24.128991597,4.2,190,357,97.8,0.98
2017,podkarpackie,PL1802,strefa podkarpacka,PkJasloSikor,PM2.5,24g,24.543416667,3.2,188,360,98.63,1.02
2017,podkarpackie,PL1802,strefa podkarpacka,PkKrosKletow,PM2.5,24g,26.421831832,6.02,175,333,91.23,1.13
2017,podkarpackie,PL1802,strefa podkarpacka,PkMielBierna,PM2.5,1g,25.322268068,0.10522,318.082,8622,98.42,1.01
2017,podkarpackie,PL1802,strefa podkarpacka,PkNiskoSzkla,PM2.5,24g,24.518956044,5.42,150,364,99.72,1
2017,podkarpackie,PL1802,strefa podkarpacka,PkPrzemGrunw,PM2.5,1g,25.704301252,0.02787,242.478,7675,87.61,0.77
2017,podkarpackie,PL1802,strefa podkarpacka,PkRymZdrPark,PM2.5,1g,18.186347538,0.04486,263.555,8584,97.99,0.98
2017,podlaskie,PL2001,Aglomeracja Białostocka,PdBialWarsza,PM2.5,24g,17.629698895,1.16288577,134.1675079,338,92.6,0.92
2017,podlaskie,PL2001,Aglomeracja Białostocka,PdBialWaszyn,PM2.5,1g,16.881411149,0,200.64,8413,96.03,0.97
2017,podlaskie,PL2002,strefa podlaska,PdAugustoZdrMOB,PM2.5,1g,10.79532967,0,170,5096,58.17,1.43
2017,podlaskie,PL2002,strefa podlaska,PdLomSikorsk,PM2.5,24g,25.581121536,4.4135516,171.306307,336,92.05,0.95
2017,podlaskie,PL2002,strefa podlaska,PdSuwPulaski,PM2.5,1g,11.457265952,0,176,8588,98.03,0.99
2017,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaLeczk08,PM2.5,1g,9.682078872,0.2428,103.773,8614,98.33,1
2017,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaPowWiel,PM2.5,24g,13.862745098,1,104,357,97.8,0.98
2017,pomorskie,PL2202,strefa pomorska,PmKosTargo12,PM2.5,1g,28.359119494,0.42285,324.54,4050,46.23,0.64
2017,pomorskie,PL2202,strefa pomorska,PmKosTargo12,PM2.5,24g,20.490196078,1,126,357,97.8,1.03
2017,pomorskie,PL2202,strefa pomorska,PmSlupKniazi,PM2.5,24g,14.918128655,1,96,342,93.69,0.95
2017,śląskie,PL2401,Aglomeracja Górnośląska,SlGliwicMewy,PM2.5,1g,33.261455884,0.0608,644.2,8689,99.18,1.01
2017,śląskie,PL2401,Aglomeracja Górnośląska,SlGliwicMewy,PM2.5,24g,30.665730337,6.4,191,356,97.53,1.06
2017,śląskie,PL2401,Aglomeracja Górnośląska,SlKatoKossut,PM2.5,1g,32.550857862,3.52963,512.891,8189,93.48,0.9
2017,śląskie,PL2401,Aglomeracja Górnośląska,SlKatoKossut,PM2.5,24g,31.205571031,4.1,264.3,359,98.35,0.99
2017,śląskie,PL2401,Aglomeracja Górnośląska,SlKatoPlebA4,PM2.5,24g,39.257827476,8,283.4,313,85.75,0.74
2017,śląskie,PL2402,Aglomeracja Rybnicko-Jastrzębska,SlZorySikor2,PM2.5,24g,29.367134831,1,286.8,356,97.53,1.03
2017,śląskie,PL2403,miasto Bielsko-Biała,SlBielSterni,PM2.5,24g,31.557925072,7.6,280.3,347,95.06,0.91
2017,śląskie,PL2404,miasto Częstochowa,SlCzestoZana,PM2.5,24g,27.773109244,4.5,277.7,357,97.8,0.98
2017,śląskie,PL2405,strefa śląska,SlGodGliniki,PM2.5,24g,29.653846154,4.6,164.4,338,92.6,1.13
2017,śląskie,PL2405,strefa śląska,SlTarnoLitew,PM2.5,24g,28.739554318,7.1,204.9,359,98.35,1.03
2017,śląskie,PL2405,strefa śląska,SlZlotPotLes,PM2.5,1g,19.746884975,4.21113,188.205,8432,96.25,0.99
2017,śląskie,PL2405,strefa śląska,SlZlotPotLes,PM2.5,24g,19.949709302,6.5,118.6,344,94.24,0.99
2017,świętokrzyskie,PL2601,miasto Kielce,SkKielJagiel,PM2.5,1g,25.042100239,0,560.5,8380,95.66,1
2017,świętokrzyskie,PL2601,miasto Kielce,SkKielJagiel,PM2.5,24g,26.55894512,3.41120753,203.32503669,365,100,1.01
2017,świętokrzyskie,PL2601,miasto Kielce,SkKielWarsza,PM2.5,24g,17.35148334,2.99650016,81.15681951,349,95.61,1.1
2017,świętokrzyskie,PL2602,strefa świętokrzyska,SkBuskRokosz,PM2.5,24g,19.231272141,2.33786162,111.87874719,341,93.42,1.16
2017,świętokrzyskie,PL2602,strefa świętokrzyska,SkMalo11List,PM2.5,1g,29.26862159,1.69,423.88,3446,39.33,0.62
2017,świętokrzyskie,PL2602,strefa świętokrzyska,SkPolaRuszcz,PM2.5,1g,25.335775814,0,364,7128,81.36,0.84
2017,świętokrzyskie,PL2602,strefa świętokrzyska,SkSolecZdrojMOB,PM2.5,24g,20.976903488,3.89929,124.7741267,355,97.26,1.06
2017,świętokrzyskie,PL2602,strefa świętokrzyska,SkStaraZlota,PM2.5,24g,22.672361364,4.35813591,144.81102112,365,100,1.01
2017,warmińsko-mazurskie,PL2801,miasto Olsztyn,WmOlsPuszkin,PM2.5,1g,16.815062281,1.38236,172.902,8616,98.35,1.02
2017,warmińsko-mazurskie,PL2801,miasto Olsztyn,WmOlsPuszkin,PM2.5,24g,16.940804598,2.2,92.5,348,95.34,1.1
2017,warmińsko-mazurskie,PL2802,miasto Elbląg,WmElbBazynsk,PM2.5,24g,17.91971831,2.8,129.9,355,97.26,1.03
2017,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmOstrPilsud,PM2.5,24g,17.818062507,1.9,107.4,347,95.06,1.04
2017,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmPuszczaBor,PM2.5,24g,11.784045584,2.38,74.48,351,96.16,1.06
2017,wielkopolskie,PL3001,Aglomeracja Poznańska,WpPoznPolank,PM2.5,1g,21.991742228,0.32394,220.6,8717,99.5,1
2017,wielkopolskie,PL3001,Aglomeracja Poznańska,WpPoznPolank,PM2.5,24g,22.357443182,3.27,168.25,352,96.43,1.07
2017,wielkopolskie,PL3002,miasto Kalisz,WpKaliSawick,PM2.5,1g,26.443351282,0,266.685,7949,90.74,1.18
2017,wielkopolskie,PL3002,miasto Kalisz,WpKaliSawick,PM2.5,24g,24.472438356,3.2,196.31,365,100,1.01
2017,wielkopolskie,PL3003,strefa wielkopolska,WpPleszAlMic,PM2.5,24g,31.137760252,4.3,206.2,317,86.84,1.17
2017,zachodniopomorskie,PL3201,Aglomeracja Szczecińska,ZpSzczAndr01,PM2.5,1g,20.001884587,0.10305,181.54,8707,99.39,1.01
2017,zachodniopomorskie,PL3201,Aglomeracja Szczecińska,ZpSzczAndr01,PM2.5,24g,15.046794521,2.7,105.55,365,100,1.01
2017,zachodniopomorskie,PL3201,Aglomeracja Szczecińska,ZpSzczPils02,PM2.5,1g,18.443484518,-2.06207,205.583,8725,99.6,1.01
2017,zachodniopomorskie,PL3202,miasto Koszalin,ZpKoszSpasow,PM2.5,24g,14.176164384,2.88,79.68,365,100,1.01
2017,zachodniopomorskie,PL3203,strefa zachodniopomorska,ZpMyslZaBram,PM2.5,24g,20.448383562,3.86,138.62,365,100,1.01
2017,zachodniopomorskie,PL3203,strefa zachodniopomorska,ZpSzczec1Maj,PM2.5,24g,15.494581006,2.53,99.19,358,98.08,0.98
2018,dolnośląskie,PL0201,Aglomeracja Wrocławska,DsWrocAlWisn,PM2.5,1g,23.288221711,0.57783,184.77,8714,99.47,1
2018,dolnośląskie,PL0201,Aglomeracja Wrocławska,DsWrocNaGrob,PM2.5,24g,21.503983516,3.01,104.25,364,99.72,1.01
2018,dolnośląskie,PL0201,Aglomeracja Wrocławska,DsWrocWybCon,PM2.5,1g,22.197524674,0,182.346,8570,97.83,0.97
2018,dolnośląskie,PL0202,miasto Legnica,DsLegAlRzecz,PM2.5,24g,24.981593407,3.94,129.62,364,99.72,1.01
2018,dolnośląskie,PL0203,miasto Wałbrzych,DsWalbrzWyso,PM2.5,24g,21.57601108,3.2,118.26,361,98.9,1.02
2018,dolnośląskie,PL0204,strefa dolnośląska,DsJelGorOgin,PM2.5,1g,21.26442745,0.1,252.999,8730,99.65,1
2018,dolnośląskie,PL0204,strefa dolnośląska,DsOsieczow21,PM2.5,24g,17.05675,2.51,90.66,360,98.63,0.99
2018,dolnośląskie,PL0204,strefa dolnośląska,DsZgorBohGet,PM2.5,24g,21.301181319,3.52,86.18,364,99.72,1.01
2018,kujawsko-pomorskie,PL0401,Aglomeracja Bydgoska,KpBydBerling,PM2.5,24g,18.696882911,2.09876878,84.29478013,365,100,1.01
2018,kujawsko-pomorskie,PL0401,Aglomeracja Bydgoska,KpBydPlPozna,PM2.5,1g,27.705129748,0.9916,447.5816,8422,96.14,0.96
2018,kujawsko-pomorskie,PL0401,Aglomeracja Bydgoska,KpBydWarszaw,PM2.5,1g,27.8356965,1,290.6801,7228,82.51,1.1
2018,kujawsko-pomorskie,PL0402,miasto Toruń,KpToruDziewu,PM2.5,1g,21.086593301,1.0155,149.4155,6605,75.39,1.28
2018,kujawsko-pomorskie,PL0402,miasto Toruń,KpToruDziewu,PM2.5,24g,20.058142041,1.95237922,78.62755527,356,97.53,1.06
2018,kujawsko-pomorskie,PL0403,miasto Włocławek,KpWloclGniaz,PM2.5,24g,23.391685112,2.25576767,109.47849452,361,98.9,1.03
2018,kujawsko-pomorskie,PL0403,miasto Włocławek,KpWloclOkrze,PM2.5,1g,20.845649198,1.036,160.8792,5797,66.17,1.64
2018,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpGrudSienki,PM2.5,24g,25.471545425,1.96600059,120.23333333,365,100,1.01
2018,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpZielBoryTu,PM2.5,24g,13.948360216,0.59581888,62.48797821,363,99.45,0.99
2018,lubelskie,PL0601,Aglomeracja Lubelska,LbLubObywate,PM2.5,1g,24.444838999,0,355.2,8673,99,1
2018,lubelskie,PL0601,Aglomeracja Lubelska,LbLubSliwins,PM2.5,24g,19.007042254,3.7,87.7,355,97.26,0.99
2018,lubelskie,PL0602,strefa lubelska,LbBiaPodOrze,PM2.5,24g,23.017451524,3.7,160.4,361,98.9,1.03
2018,lubelskie,PL0602,strefa lubelska,LbChelJagiel,PM2.5,24g,23.354246575,4.1,138.5,365,100,1.01
2018,lubelskie,PL0602,strefa lubelska,LbZamoHrubie,PM2.5,24g,22.679178082,3.8,162.9,365,100,1.01
2018,lubuskie,PL0801,miasto Gorzów Wielkopolski,LuGorzPilsud,PM2.5,24g,16.959779614,2.7,86.5,363,99.45,1.01
2018,lubuskie,PL0802,miasto Zielona Góra,LuZielKrotka,PM2.5,1g,17.093050781,0.20761,134.424,8191,93.5,1.09
2018,lubuskie,PL0802,miasto Zielona Góra,LuZielKrotka,PM2.5,24g,17.471780822,3.1,88.6,365,100,1.01
2018,lubuskie,PL0803,strefa lubuska,LuWsKaziWiel,PM2.5,1g,22.205688315,1.48028,180.669,5496,62.73,1.5
2018,lubuskie,PL0803,strefa lubuska,LuZarySzyman,PM2.5,1g,23.29525655,0.1,271.959,1907,21.76,0
2018,lubuskie,PL0803,strefa lubuska,LuZarySzyman,PM2.5,24g,20.200621118,3.6,93.9,322,88.21,1.32
2018,łódzkie,PL1001,Aglomeracja Łódzka,LdLodzCzerni,PM2.5,1g,21.127661035,0.637,113.659,8641,98.64,1.01
2018,łódzkie,PL1001,Aglomeracja Łódzka,LdLodzCzerni,PM2.5,24g,21.566978982,3.63636364,74.36363636,359,98.35,1.04
2018,łódzkie,PL1001,Aglomeracja Łódzka,LdLodzGdansk,PM2.5,1g,25.811,1.149,205.899,8400,95.89,0.97
2018,łódzkie,PL1001,Aglomeracja Łódzka,LdLodzLegion,PM2.5,24g,27.157633873,5.18181818,94.63636364,365,100,1.01
2018,łódzkie,PL1001,Aglomeracja Łódzka,LdZgieMielcz,PM2.5,1g,30.196548556,0.557,385.307,8207,93.68,0.94
2018,łódzkie,PL1002,strefa łódzka,LdPioTrKraPr,PM2.5,24g,28.163736816,4.54545455,139.3636364,362,99.17,0.99
2018,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakAlKras,PM2.5,1g,39.374650921,3,201.927,8587,98.02,0.98
2018,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakBujaka,PM2.5,1g,29.437348817,0.03,256.333,8442,96.36,0.99
2018,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakBujaka,PM2.5,24g,30.840250696,5.17,157.47,359,98.35,0.98
2018,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakBulwar,PM2.5,1g,26.650793714,2.96991,252.8,8619,98.39,0.98
2018,małopolskie,PL1202,miasto Tarnów,MpTarBitStud,PM2.5,24g,24.775068871,5.34,131.4,363,99.45,1.01
2018,małopolskie,PL1202,miasto Tarnów,MpTarRoSitko,PM2.5,1g,25.146379583,3,264.376,8728,99.63,1
2018,małopolskie,PL1203,strefa małopolska,MpBochKonfed,PM2.5,24g,28.833681319,6.59,169.87,364,99.72,1
2018,małopolskie,PL1203,strefa małopolska,MpNoSaczNadb,PM2.5,24g,32.539305136,6.54,132.64,331,90.68,1.02
2018,małopolskie,PL1203,strefa małopolska,MpTrzebOsZWM,PM2.5,24g,23.967265193,5.03,111.33,362,99.17,0.99
2018,małopolskie,PL1203,strefa małopolska,MpZakopaSien,PM2.5,24g,24.373659218,5,113.61,358,98.08,1.02
2018,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarAlNiepo,PM2.5,1g,24.855434113,0.87701786,136.482375,8700,99.31,1.02
2018,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarKondrat,PM2.5,1g,22.478208441,1.03139515,256.02897004,8587,98.02,1.02
2018,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarKondrat,PM2.5,24g,20.440744048,2.9,92.7,336,92.05,1.2
2018,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarTolstoj,PM2.5,1g,23.327789359,0.86,142.96,8251,94.18,0.96
2018,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarWokalna,PM2.5,1g,22.002740914,3.28,118.89,8530,97.37,0.97
2018,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarWokalna,PM2.5,24g,21.013276836,3.45,86.54,354,96.98,0.95
2018,mazowieckie,PL1402,miasto Płock,MzPlocKroJad,PM2.5,24g,23.933293051,2.36,85.1,331,90.68,0.85
2018,mazowieckie,PL1402,miasto Płock,MzPlocMiReja,PM2.5,1g,20.1776396,1.01536947,114.17956348,8126,92.76,1.06
2018,mazowieckie,PL1403,miasto Radom,MzRadHallera,PM2.5,24g,24.944289694,3.63,84.91,359,98.35,1.02
2018,mazowieckie,PL1403,miasto Radom,MzRadTochter,PM2.5,1g,24.549937932,2.78848387,236.91854839,8711,99.44,1
2018,mazowieckie,PL1404,strefa mazowiecka,MzKonJezMos,PM2.5,1g,21.666478576,2.59310556,138.88640086,8126,92.76,1.06
2018,mazowieckie,PL1404,strefa mazowiecka,MzLegZegrzyn,PM2.5,1g,24.770863309,0,411.6,8618,98.37,1.01
2018,mazowieckie,PL1404,strefa mazowiecka,MzOtwoBrzozo,PM2.5,1g,26.643778595,-3.35227634,473.04955573,8746,99.84,1.01
2018,mazowieckie,PL1404,strefa mazowiecka,MzPiasPulask,PM2.5,1g,25.010153887,0.37,390.4,8310,94.86,1.03
2018,mazowieckie,PL1404,strefa mazowiecka,MzSiedKonars,PM2.5,1g,22.303256231,2.9,273.56,8254,94.22,0.96
2018,mazowieckie,PL1404,strefa mazowiecka,MzZyraRoosev,PM2.5,1g,26.040112987,1.20143795,309.73324964,8595,98.11,0.99
2018,opolskie,PL1601,miasto Opole,OpOpoleOsAKr,PM2.5,24g,20.373900293,2.5,120,341,93.42,0.98
2018,opolskie,PL1602,strefa opolska,OpKKozBSmial,PM2.5,1g,28.867122429,0.675,264.103,8657,98.82,1.02
2018,opolskie,PL1602,strefa opolska,OpKluczMicki,PM2.5,24g,19.998563218,2.5,94,348,95.34,1.07
2018,podkarpackie,PL1801,miasto Rzeszów,PkRzeszRejta,PM2.5,24g,22.852719547,4.69,128,353,96.71,1.05
2018,podkarpackie,PL1802,strefa podkarpacka,PkJasloSikor,PM2.5,24g,22.995308642,5.26,90.7,324,88.76,1.17
2018,podkarpackie,PL1802,strefa podkarpacka,PkKrosKletow,PM2.5,24g,25.080581717,5.17,118,361,98.9,0.99
2018,podkarpackie,PL1802,strefa podkarpacka,PkMielBierna,PM2.5,1g,25.270878301,0.18156,368.458,8693,99.23,1.01
2018,podkarpackie,PL1802,strefa podkarpacka,PkNiskoSzkla,PM2.5,24g,24.084356164,5.19,126,365,100,1.01
2018,podkarpackie,PL1802,strefa podkarpacka,PkPrzemGrunw,PM2.5,1g,24.831150018,1.44139,172.755,8753,99.92,1.01
2018,podkarpackie,PL1802,strefa podkarpacka,PkRymZdrPark,PM2.5,1g,19.053837869,2.409,176.773,8722,99.56,1
2018,podlaskie,PL2001,Aglomeracja Białostocka,PdBialWarsza,PM2.5,24g,19.010580924,2.83829368,91.50036982,363,99.45,1.01
2018,podlaskie,PL2001,Aglomeracja Białostocka,PdBialWaszyn,PM2.5,1g,16.362818051,0,226,8332,95.11,1.08
2018,podlaskie,PL2002,strefa podlaska,PdAugustoZdrMOB,PM2.5,1g,15.028712675,0,174.7,5057,57.72,1.11
2018,podlaskie,PL2002,strefa podlaska,PdLomSikorsk,PM2.5,24g,28.888059598,3.58606464,123.1328513,319,87.39,0.75
2018,podlaskie,PL2002,strefa podlaska,PdSuwPulaskp,PM2.5,1g,15.453204729,0,150.5,1607,18.34,0
2018,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaLeczk08,PM2.5,1g,16.390161371,0.815,134.959,8706,99.38,1.02
2018,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaPowWiel,PM2.5,24g,15.052785924,1,68,341,93.42,1.12
2018,pomorskie,PL2202,strefa pomorska,PmKosTargo12,PM2.5,1g,24.196877008,-2.22379,257.877,6277,71.65,1.68
2018,pomorskie,PL2202,strefa pomorska,PmKosTargo12,PM2.5,24g,22.824657534,4,134,365,100,1.01
2018,pomorskie,PL2202,strefa pomorska,PmSlupKniazi,PM2.5,24g,16.888217523,1,83,331,90.68,0.86
2018,śląskie,PL2401,Aglomeracja Górnośląska,SlGliwicMewy,PM2.5,24g,32.928055556,4.4,179.7,360,98.63,1.01
2018,śląskie,PL2401,Aglomeracja Górnośląska,SlKatoKossut,PM2.5,1g,30.220111379,2.34237,243.735,8712,99.45,1
2018,śląskie,PL2401,Aglomeracja Górnośląska,SlKatoKossut,PM2.5,24g,29.989970501,7.9,142.4,339,92.87,1.05
2018,śląskie,PL2401,Aglomeracja Górnośląska,SlKatoPlebA4,PM2.5,24g,35.279369628,8.4,147.6,349,95.61,0.93
2018,śląskie,PL2402,Aglomeracja Rybnicko-Jastrzębska,SlZorySikor2,PM2.5,24g,30.818285714,6.7,203.8,350,95.89,1.06
2018,śląskie,PL2403,miasto Bielsko-Biała,SlBielPartyz,PM2.5,1g,35.635702143,6.8965,453.249,8423,96.15,1.07
2018,śląskie,PL2403,miasto Bielsko-Biała,SlBielSterni,PM2.5,24g,29.151666667,7.3,124.1,360,98.63,0.99
