Year,Voivodeship,Zone code,Zone name,Station code,Indicator,Averaging Time,Mean [µg/m3],Min [µg/m3],Max [µg/m3],L>50 (S24),36 max (S24) [µg/m3],Perc. 90.4 (S24) [µg/m3],Max (S24) [µg/m3],Number of measurements,Completeness [%],Summer/Winter number
2019,podlaskie,PL2001,Aglomeracja Białostocka,PdBialWarsza,PM10,1g,21.139993039,0,421.9,8,35.554166667,36.091666667,104.3625,8619,98.39,1.01
2019,podlaskie,PL2001,Aglomeracja Białostocka,PdBialWaszyn,PM10,24g,19.01607133,2.9,64.35194426,3,31.2840241,31.2840241,64.35194426,362,99.17,1.01
2019,podlaskie,PL2002,strefa podlaska,PdBorsukowiz,PM10,1g,12.708485475,0,126.7,0,23.291666667,23.291666667,42.9,8709,99.41,1
2019,podlaskie,PL2002,strefa podlaska,PdLomSikorsk,PM10,1g,23.870642978,0,273.6,15,39.05,39.820833333,74.3875,8274,94.45,0.92
2019,podlaskie,PL2002,strefa podlaska,PdSuwPulaskp,PM10,24g,19.773452252,2.73312861,72.51903545,7,33.90150587,33.90150587,72.51903545,363,99.45,1.02
2019,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaKacze02,PM10,1g,20.091364009,1,177.784,4,31.468951667,31.468951667,82.0787875,8703,99.34,1.01
2019,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaLecz08m,PM10,24g,19.472491909,3,76,12,33,35,76,309,84.65,1.32
2019,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaLeczk08,PM10,1g,20.328755364,1,219.534,9,37.2543875,37.684929167,62.866352174,8649,98.73,1.01
2019,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaPoWie01,PM10,1g,27.216077511,1,216.035,23,46.511010833,46.511010833,106.832995833,8742,99.79,1
2019,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdaWyzwo03,PM10,1g,22.548890019,1,213.601,18,44.379851667,44.4935375,66.440945833,8628,98.49,1.01
2019,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdyJozBema,PM10,24g,17.604395604,2,64,7,33,33,64,364,99.72,1.01
2019,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdyPoreb04,PM10,1g,19.160727279,1,194.987,5,37.0367625,37.0367625,59.223089583,8678,99.06,1
2019,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdySzaf09N,PM10,1g,14.405729153,1,153.233,0,25.904169167,26.152545,49.545245833,8521,97.27,1.05
2019,pomorskie,PL2201,Aglomeracja Trójmiejska,PmSopBitPl06,PM10,1g,18.515015428,1,133.589,1,33.423895417,33.739983333,53.005458333,8576,97.89,0.99
2019,pomorskie,PL2202,strefa pomorska,PmKosTargo12,PM10,1g,28.169465042,1,203.397,27,45.2355375,51.812404167,84.727079167,6002,68.51,0.41
2019,pomorskie,PL2202,strefa pomorska,PmKosTargo12,PM10,24g,22.216666667,6,112,18,39,39,112,360,98.63,0.98
2019,pomorskie,PL2202,strefa pomorska,PmKwiSportow,PM10,24g,20.811940299,3,75,10,33,35,75,335,91.78,0.91
2019,pomorskie,PL2202,strefa pomorska,PmLebMalcz16,PM10,1g,28.249009895,1,254.882,30,47.731708696,51.334425,104.0064375,7238,82.62,1
2019,pomorskie,PL2202,strefa pomorska,PmLebMalcz16,PM10,24g,27.809917355,6,205,35,50,50,205,363,99.45,1.01
2019,pomorskie,PL2202,strefa pomorska,PmMalMicki15,PM10,1g,20.226442235,1,279.606,11,37.483579167,37.549691667,115.3544,8471,96.7,0.98
2019,pomorskie,PL2202,strefa pomorska,PmMalMicki15,PM10,24g,20.002857143,5,72,9,35,36,72,350,95.89,0.94
2019,pomorskie,PL2202,strefa pomorska,PmSlupKniazi,PM10,1g,17.890013343,1,415.795,3,30.38903,33.719445417,145.783083333,7298,83.31,1.03
2019,pomorskie,PL2202,strefa pomorska,PmSlupKniazi,PM10,24g,18,5,83,3,32,33,83,320,87.67,1
2019,śląskie,PL2401,Aglomeracja Górnośląska,SlDabro1000L,PM10,1g,32.791255407,1.97187,271.276,55,65.709166667,65.709166667,129.644841667,8688,99.17,0.99
2019,śląskie,PL2401,Aglomeracja Górnośląska,SlDabro1000L,PM10,24g,32.913675214,8.8,130.9,52,65.2,66.9,130.9,351,96.16,0.97
2019,śląskie,PL2401,Aglomeracja Górnośląska,SlGliwicMewy,PM10,1g,33.340349368,2.5243,369.245,59,61.501641667,61.501641667,190.334566667,8731,99.66,1.01
2019,śląskie,PL2401,Aglomeracja Górnośląska,SlKatoKossut,PM10,1g,32.162513322,2.83919,220.235,52,59.064325,59.356583333,120.645591667,8191,93.5,1.16
2019,śląskie,PL2401,Aglomeracja Górnośląska,SlKatoKossut,PM10,24g,33.004775281,12.1,162.9,57,60.6,60.7,162.9,356,97.53,1.02
2019,śląskie,PL2401,Aglomeracja Górnośląska,SlKatoPlebA4,PM10,24g,40.549717514,15.2,188.1,75,70.2,71.1,188.1,354,96.98,1
2019,śląskie,PL2401,Aglomeracja Górnośląska,SlSosnoLubel,PM10,1g,29.45117975,4.01975,268.024,45,54.219441667,54.219441667,127.362983333,8719,99.53,1.01
2019,śląskie,PL2401,Aglomeracja Górnośląska,SlTychyTolst,PM10,1g,31.611592132,3.51569,346.443,50,55.936391667,55.936391667,203.736166667,8744,99.81,1.01
2019,śląskie,PL2401,Aglomeracja Górnośląska,SlZabSkloCur,PM10,1g,38.930336352,1.98899,554.7,83,80.432908333,80.432908333,205.003675,8712,99.45,1
2019,śląskie,PL2401,Aglomeracja Górnośląska,SlZabSkloCur,PM10,24g,38.699157303,7.8,212.7,77,79.2,80.1,212.7,356,97.53,1.02
2019,śląskie,PL2402,Aglomeracja Rybnicko-Jastrzębska,SlRybniBorki,PM10,1g,44.075427009,1.98016,1019.7,89,92.275858333,92.275858333,268.036020833,8653,98.77,0.99
2019,śląskie,PL2402,Aglomeracja Rybnicko-Jastrzębska,SlRybniBorki,PM10,24g,42.967696629,9.1,271.8,87,90.2,93.4,271.8,356,97.53,1.03
2019,śląskie,PL2402,Aglomeracja Rybnicko-Jastrzębska,SlZorySikor2,PM10,24g,35.901404494,10.5,186.6,58,63.7,64.7,186.6,356,97.53,1.06
2019,śląskie,PL2403,miasto Bielsko-Biała,SlBielKossak,PM10,1g,27.229135784,3.16264,367.16,30,48.918254167,48.918254167,201.2405,8669,98.96,1.02
2019,śląskie,PL2403,miasto Bielsko-Biała,SlBielKossak,PM10,24g,27.536676218,4,216,30,47.3,47.4,216,349,95.61,0.99
2019,śląskie,PL2404,miasto Częstochowa,SlCzestoArmK,PM10,1g,34.470469672,2.74184,613.991,63,61.307830435,61.307830435,201.1810875,8710,99.42,1
2019,śląskie,PL2404,miasto Częstochowa,SlCzestoBacz,PM10,1g,26.204873458,3.94,244.37,24,45.365308333,45.365308333,119.744895833,8661,98.86,1.02
2019,śląskie,PL2404,miasto Częstochowa,SlCzestoBacz,PM10,24g,26.316253444,12.4,126.6,28,45.7,45.7,126.6,363,99.45,1.02
2019,śląskie,PL2405,strefa śląska,SlCiesMickie,PM10,1g,23.746076838,2.08642,270.498,22,41.973380417,41.973380417,190.241791667,8694,99.24,1
2019,śląskie,PL2405,strefa śląska,SlCiesMickie,PM10,24g,24.111356467,7.3,186,19,41.7,43.4,186,317,86.84,1.14
2019,śląskie,PL2405,strefa śląska,SlGodGliniki,PM10,24g,38.025294118,9.7,211.8,79,77.6,79.8,211.8,340,93.15,1.01
2019,śląskie,PL2405,strefa śląska,SlKnurJedNar,PM10,24g,35.042406877,8.5,180.3,62,68.4,68.5,180.3,349,95.61,0.98
2019,śląskie,PL2405,strefa śląska,SlLublSzymal,PM10,1g,36.179463882,3.16369,339.084,68,66.538125,66.538125,163.223917391,8741,99.78,1.01
2019,śląskie,PL2405,strefa śląska,SlMyszMiedzi,PM10,24g,40.262773723,9.6,248.1,62,70.3,78.8,248.1,274,75.06,0.75
2019,śląskie,PL2405,strefa śląska,SlPszczBoged,PM10,24g,44.293575419,10.1,248.8,106,91.9,93.2,248.8,358,98.08,1.03
2019,śląskie,PL2405,strefa śląska,SlTarnoLitew,PM10,24g,33.956824513,14.4,211,58,59.6,60.4,211,359,98.35,1.03
2019,śląskie,PL2405,strefa śląska,SlUstronSana,PM10,1g,17.658826601,2.35732,253.447,6,29.199820833,29.199820833,149.621954167,8691,99.21,1.01
2019,śląskie,PL2405,strefa śląska,SlWodzGalczy,PM10,1g,40.416567532,2.33288,498.375,86,78.61355,78.61355,220.178304348,8714,99.47,1
2019,śląskie,PL2405,strefa śląska,SlZawGalczyn,PM10,1g,37.719359624,1.17662,412.25,27,45.048480417,69.189091667,153.734057083,3401,38.82,0.54
2019,śląskie,PL2405,strefa śląska,SlZlotPotLes,PM10,1g,21.747142005,3.59677,130.919,8,34.880804167,34.880804167,90.342975,8717,99.5,1
2019,śląskie,PL2405,strefa śląska,SlZywieKoper,PM10,1g,34.3660944,2.57733,568.905,67,69.380546667,71.244742917,237.566966667,8564,97.76,0.97
2019,śląskie,PL2405,strefa śląska,SlZywieKoper,PM10,24g,32.569208211,8.3,129.4,62,65.1,67.2,129.4,341,93.42,1.03
2019,świętokrzyskie,PL2601,miasto Kielce,SkKielKusoci,PM10,24g,24.973401221,7.07311308,100.76906294,19,42.51972799,43.59328691,100.76906294,347,95.06,0.92
2019,świętokrzyskie,PL2601,miasto Kielce,SkKielTargow,PM10,1g,32.033475161,1,298,49,57.583333333,57.833333333,129.416666667,8555,97.65,1.04
2019,świętokrzyskie,PL2601,miasto Kielce,SkKielTargow,PM10,24g,29.432954993,3.80831368,136.61147941,40,52,52.78271102,136.61147941,344,94.24,1.06
2019,świętokrzyskie,PL2602,strefa świętokrzyska,SkBuskRokosz,PM10,24g,25.699434956,7.62555545,101.0317095,31,46.59562256,48.73496662,101.0317095,347,95.06,0.94
2019,świętokrzyskie,PL2602,strefa świętokrzyska,SkMaloSlonec,PM10,1g,33.304975262,1.48,310.22,50,57.541666667,57.541666667,104.638333333,8691,99.21,1.01
2019,świętokrzyskie,PL2602,strefa świętokrzyska,SkNowiParkow,PM10,1g,30.383945998,0,262.06,46,55.367916667,56.945833333,131.472083333,8259,94.28,0.96
2019,świętokrzyskie,PL2602,strefa świętokrzyska,SkOzarOsWzgo,PM10,24g,23.75147929,3,100,18,45,46,100,338,92.6,0.94
2019,świętokrzyskie,PL2602,strefa świętokrzyska,SkPolaRuszcz,PM10,1g,26.319708345,0,366.79,20,43.622916667,46.899583333,132.893913043,7406,84.54,0.86
2019,świętokrzyskie,PL2602,strefa świętokrzyska,SkSkarZielnaMOB,PM10,1g,25.014398643,1,293.2,19,42.266666667,42.933333333,114.891666667,7957,90.83,0.87
2019,świętokrzyskie,PL2602,strefa świętokrzyska,SkSkarZielnaMOB,PM10,24g,24.352777521,4.89105226,125.09723869,20,43.39130874,43.39130874,125.09723869,361,98.9,1.02
2019,świętokrzyskie,PL2602,strefa świętokrzyska,SkSolecZdroj,PM10,24g,23.292120123,5.73899799,91.86234744,18,42.06031153,42.06031153,91.86234744,362,99.17,1.01
2019,świętokrzyskie,PL2602,strefa świętokrzyska,SkStaraZlota,PM10,1g,26.651817745,1.2992,387.82,28,48.453333333,48.453333333,137.066615,8717,99.5,1
2019,świętokrzyskie,PL2602,strefa świętokrzyska,SkStaraZlota,PM10,24g,25.295385634,6.98169124,131.72,20,43.98261787,44.84194827,131.72,359,98.35,1.03
2019,warmińsko-mazurskie,PL2801,miasto Olsztyn,WmOlsPuszkin,PM10,1g,19.934180853,2.2631,251.021,4,34.124858333,34.124858333,93.606395833,8758,99.97,1.01
2019,warmińsko-mazurskie,PL2801,miasto Olsztyn,WmOlsPuszkin,PM10,24g,20.184273973,3.67,79.42,7,36.95,36.95,79.42,365,100,1.01
2019,warmińsko-mazurskie,PL2802,miasto Elbląg,WmElbBazynsk,PM10,1g,20.108458344,-0.10878,142.462,8,35.11015,35.775716667,60.776958333,8564,97.76,1.03
2019,warmińsko-mazurskie,PL2802,miasto Elbląg,WmElbBazynsk,PM10,24g,20.940730337,6.7,61.02,10,36.55,37.51,61.02,356,97.53,0.99
2019,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmElkStadion,PM10,1g,19.690779142,-0.15926,285.348,13,39.0980375,39.0980375,79.390283333,8760,100,1.01
2019,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmGlitajn,PM10,24g,18.455406162,2.79,64.08,4,30.99,31.71,64.08,357,97.8,1.05
2019,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmGoldJacwie,PM10,1g,23.151357491,1.31066,305.389,22,41.153633333,41.153633333,108.3892875,8738,99.74,1
2019,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmGoldUzdrowMOB,PM10,1g,14.761497223,0.84158,177.149,1,25.712545833,26.639845833,65.889179167,8153,93.07,1.17
2019,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmGoldUzdrowMOB,PM10,24g,14.637315634,1.87,67.56,1,25.95,26.37,67.56,339,92.87,1.17
2019,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmIlawAnders,PM10,24g,23.974093407,7.32,143.77,16,42.16,42.16,143.77,364,99.72,1.01
2019,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmNiTraugutt,PM10,24g,24.864175824,5.39,124.86,16,42.88,42.88,124.86,364,99.72,1.01
2019,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmOstrPilsud,PM10,1g,19.427790049,2.62871,192.559,3,30.905541667,30.905541667,85.922725,8758,99.97,1.01
2019,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmOstrPilsud,PM10,24g,19.733255814,1.92,71.99,4,31.84,33.05,71.99,344,94.24,1.01
2019,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmPuszczaBor,PM10,24g,16.065170455,2.9,61.9,2,28.49,29.04,61.9,352,96.43,1.02
2019,wielkopolskie,PL3001,Aglomeracja Poznańska,WpPoznChwial,PM10,24g,27.515361111,5.17,126.09,34,49.76,49.76,126.09,360,98.63,1.02
2019,wielkopolskie,PL3001,Aglomeracja Poznańska,WpPoznDabrow,PM10,1g,28.853467082,1.42,187.816,46,55.611133333,55.645725,110.0836125,8474,96.73,0.95
2019,wielkopolskie,PL3001,Aglomeracja Poznańska,WpPoznRatajeMOB,PM10,1g,25.822135094,2.88879,204.324,27,43.708216667,44.370945833,118.30035,7843,89.53,1.27
2019,wielkopolskie,PL3001,Aglomeracja Poznańska,WpPoznSzyman,PM10,24g,24.640027548,6.46,107.16,23,45.09,45.09,107.16,363,99.45,0.99
2019,wielkopolskie,PL3002,miasto Kalisz,WpKaliSawick,PM10,24g,26.857070423,6.81,120.12,22,45.14,45.31,120.12,355,97.26,1.01
2019,wielkopolskie,PL3003,strefa wielkopolska,WpBoroDrapal,PM10,1g,21.561974404,0.10696,359.544,17,38.416408333,38.416408333,123.442604167,8622,98.42,1.01
2019,wielkopolskie,PL3003,strefa wielkopolska,WpGniePaczko,PM10,24g,27.301759777,6.07,107.13,35,48.17,50.91,107.13,358,98.08,1
2019,wielkopolskie,PL3003,strefa wielkopolska,WpKoniWyszyn,PM10,1g,23.316733659,0.57643,213.625,17,41.869654167,41.869654167,91.000233333,8719,99.53,1
2019,wielkopolskie,PL3003,strefa wielkopolska,WpKozieosLes,PM10,1g,24.030748754,0.55424,182.875,14,41.227370833,41.227370833,90.0272375,8707,99.39,1
2019,wielkopolskie,PL3003,strefa wielkopolska,WpLeszKiepur,PM10,24g,25.929778481,8.55,102.01,30,46.37,50.49,102.01,316,86.57,0.92
2019,wielkopolskie,PL3003,strefa wielkopolska,WpNoTomSzpit,PM10,24g,29.845972222,6.85,118.49,46,55,55,118.49,360,98.63,1.01
2019,wielkopolskie,PL3003,strefa wielkopolska,WpOstWieWyso,PM10,24g,31.335327635,6.61,133.84,47,54.92,55.76,133.84,351,96.16,0.93
2019,wielkopolskie,PL3003,strefa wielkopolska,WpPilaKusoci,PM10,24g,24.521104972,5.97,163.92,24,44.67,44.67,163.92,362,99.17,1
2019,wielkopolskie,PL3003,strefa wielkopolska,WpPleszAlMic,PM10,24g,32.503854749,10.31,125.5,46,56.87,57.16,125.5,358,98.08,1.03
2019,wielkopolskie,PL3003,strefa wielkopolska,WpTarPodZach,PM10,24g,22.606208791,4.79,99.22,12,41.95,41.95,99.22,364,99.72,1.01
2019,wielkopolskie,PL3003,strefa wielkopolska,WpWagrowLipo,PM10,24g,28.267692308,6.77,125.33,39,51.35,51.51,125.33,351,96.16,1.04
2019,zachodniopomorskie,PL3201,Aglomeracja Szczecińska,ZpSzczAndr01,PM10,1g,19.817867635,1.07836,306.579,7,34.361745833,34.361745833,98.0450625,8712,99.45,1.01
2019,zachodniopomorskie,PL3201,Aglomeracja Szczecińska,ZpSzczAndr01,PM10,24g,20.305961003,3.84,99.05,9,36.1,36.1,99.05,359,98.35,1.03
2019,zachodniopomorskie,PL3201,Aglomeracja Szczecińska,ZpSzczBudzWosMOB,PM10,1g,18.433546982,1.32145,207.922,4,29.852054167,33.2377625,78.106808333,7140,81.5,1.49
2019,zachodniopomorskie,PL3201,Aglomeracja Szczecińska,ZpSzczBudzWosMOB,PM10,24g,18.6773,5.82,68.18,3,29.09,30.55,68.18,300,82.19,1.54
2019,zachodniopomorskie,PL3201,Aglomeracja Szczecińska,ZpSzczPils02,PM10,1g,22.510509778,0.58111,309.138,11,40.864741667,40.864741667,105.1340375,8735,99.71,1.01
2019,zachodniopomorskie,PL3201,Aglomeracja Szczecińska,ZpSzczPils02,PM10,24g,23.645939227,5.7,71.47,11,40.84,40.84,71.47,362,99.17,0.99
2019,zachodniopomorskie,PL3202,miasto Koszalin,ZpKoszArKraj,PM10,1g,20.402888022,0.31723,581.05,6,35.628541667,35.628541667,156.564729167,8640,98.63,1.03
2019,zachodniopomorskie,PL3202,miasto Koszalin,ZpKoszArKraj,PM10,24g,21.513093923,5.12,116.9,6,37.14,37.14,116.9,362,99.17,0.99
2019,zachodniopomorskie,PL3202,miasto Koszalin,ZpKoszSpasow,PM10,24g,19.107178082,3.28,129.51,7,34.93,34.93,129.51,365,100,1.01
2019,zachodniopomorskie,PL3203,strefa zachodniopomorska,ZpKolZolkiew,PM10,24g,17.595877437,2,104.23,4,32.38,32.74,104.23,359,98.35,1.03
2019,zachodniopomorskie,PL3203,strefa zachodniopomorska,ZpMyslZaBram,PM10,24g,21.752952646,4.73,77.64,17,40.18,40.76,77.64,359,98.35,0.97
2019,zachodniopomorskie,PL3203,strefa zachodniopomorska,ZpSzczec1Maj,PM10,24g,21.86698895,3.72,149.93,14,41,41,149.93,362,99.17,1.01
2019,zachodniopomorskie,PL3203,strefa zachodniopomorska,ZpSzczecPrze,PM10,1g,22.384660113,0.09839,920.194,11,38.878245833,38.878245833,279.988895833,8675,99.02,1
2019,zachodniopomorskie,PL3203,strefa zachodniopomorska,ZpSzczecPrze,PM10,24g,22.962912088,6.17,218.23,14,40.64,40.64,218.23,364,99.72,1
2020,dolnośląskie,PL0201,Aglomeracja Wrocławska,DsWrocOrzech,PM10,24g,21.995646067,4.54,88.84,13,36.64,36.71,88.84,356,97.26,1.06
2020,dolnośląskie,PL0201,Aglomeracja Wrocławska,DsWrocWybCon,PM10,1g,22.44977208,0.95171,152.105,18,39.864254167,39.864254167,92.229041667,8682,98.83,1.02
2020,dolnośląskie,PL0201,Aglomeracja Wrocławska,DsWrocWybCon,PM10,24g,23.038253521,4.96,87.44,20,39.04,39.33,87.44,355,96.99,1.05
2020,dolnośląskie,PL0203,miasto Wałbrzych,DsWalbrzWyso,PM10,1g,20.212333098,0,249.286,11,37.747769091,37.809545833,113.8848875,8499,96.75,0.97
2020,dolnośląskie,PL0203,miasto Wałbrzych,DsWalbrzWyso,PM10,24g,20.221174863,2.63,104.14,11,36.75,36.75,104.14,366,100,1
2020,dolnośląskie,PL0205,strefa dolnośląska_2,DsDzialoszyn,PM10,1g,17.429974624,0,95.0762,2,28.3677,28.622358333,69.4694,8492,96.67,0.97
2020,dolnośląskie,PL0205,strefa dolnośląska_2,DsDziePilsud,PM10,1g,23.713263768,0,335.253,26,43.555,44.617495833,154.34625,8591,97.8,0.99
2020,dolnośląskie,PL0205,strefa dolnośląska_2,DsGlogWiStwo,PM10,24g,21.193241758,4.49,91.69,20,37.88,37.88,91.69,364,99.45,1
2020,dolnośląskie,PL0205,strefa dolnośląska_2,DsJelGorOgin,PM10,1g,22.662375119,0.56611,215.237,28,46.986054167,47.073762917,100.7186,8579,97.66,0.96
2020,dolnośląskie,PL0205,strefa dolnośląska_2,DsJelGorSoko,PM10,24g,19.555555556,3.59,103.89,19,38.16,38.16,103.89,360,98.36,1.03
2020,dolnośląskie,PL0205,strefa dolnośląska_2,DsKamGoraMOB,PM10,1g,19.920928907,0.16928,188.943,8,34.274033333,34.913954167,83.189283333,8365,95.22,1.01
2020,dolnośląskie,PL0205,strefa dolnośląska_2,DsKamGoraMOB,PM10,24g,19.862804533,2.36,86.54,9,33.85,34.01,86.54,353,96.44,1.08
2020,dolnośląskie,PL0205,strefa dolnośląska_2,DsKlodzSzkol,PM10,1g,23.308233053,0.77934,308.461,25,46.398729167,47.198616667,132.844095833,8632,98.26,0.97
2020,dolnośląskie,PL0205,strefa dolnośląska_2,DsLegAlRzecz,PM10,1g,26.387305853,0,266.761,30,45.867891667,45.98893913,132.198541667,8602,97.92,0.98
2020,dolnośląskie,PL0205,strefa dolnośląska_2,DsLegAlRzecz,PM10,24g,26.370969529,4.9,130.49,29,47.04,47.04,130.49,361,98.63,0.97
2020,dolnośląskie,PL0205,strefa dolnośląska_2,DsLubanMieszMOB,PM10,1g,26.20872704,0,342.6,42,53.039945833,54.842292917,138.00875,8591,97.8,0.98
2020,dolnośląskie,PL0205,strefa dolnośląska_2,DsNowRudJezi,PM10,1g,36.149232124,0,434.453,74,75.456664583,76.208204167,242.355329167,8582,97.7,0.98
2020,dolnośląskie,PL0205,strefa dolnośląska_2,DsNowRudJezi,PM10,24g,36.274117808,3.91,265.39,75,76.49,76.49,265.39,365,99.72,1.01
2020,dolnośląskie,PL0205,strefa dolnośląska_2,DsOlawZolnAK,PM10,1g,23.054552214,0,137.713,17,39.717904167,39.717904167,86.843154167,8671,98.71,0.98
2020,dolnośląskie,PL0205,strefa dolnośląska_2,DsOlawZolnAK,PM10,24g,22.933512748,5.58,93.02,17,38.54,39.08,93.02,353,96.44,0.95
2020,dolnośląskie,PL0205,strefa dolnośląska_2,DsOlesBrzozo,PM10,24g,20.606472303,5.55,77.03,12,34.35,34.46,77.03,343,93.71,1.13
2020,dolnośląskie,PL0205,strefa dolnośląska_2,DsOsieczow21,PM10,24g,15.865331492,4.25,58.18,3,26.13,26.13,58.18,362,98.9,1
2020,dolnośląskie,PL0205,strefa dolnośląska_2,DsPolKasztan,PM10,24g,19.233093923,4.05,73.79,9,33.47,33.47,73.79,362,98.9,0.98
2020,dolnośląskie,PL0205,strefa dolnośląska_2,DsSrodaSlMOB,PM10,1g,24.009217954,1.65402,213.433,16,40.419791667,41.350566667,89.343375,8108,92.3,1.18
2020,dolnośląskie,PL0205,strefa dolnośląska_2,DsSrodaSlMOB,PM10,24g,23.211253823,5.3,88.74,12,37.57,38.65,88.74,327,89.34,1.27
2020,dolnośląskie,PL0205,strefa dolnośląska_2,DsSwidnFolwa,PM10,24g,20.862438356,3.38,85.47,11,34.89,34.89,85.47,365,99.72,1.01
2020,dolnośląskie,PL0205,strefa dolnośląska_2,DsSzczaKolej,PM10,24g,17.329545455,2.6,98.21,8,32.51,32.54,98.21,352,96.17,1.02
2020,dolnośląskie,PL0205,strefa dolnośląska_2,DsZabkPowWar,PM10,1g,17.162199727,0,333.99,4,29.349128333,30.119604167,70.8958625,7863,89.51,1.1
2020,dolnośląskie,PL0205,strefa dolnośląska_2,DsZgorBohGet,PM10,24g,19.831022099,3.23,78.96,3,33.62,33.62,78.96,362,98.9,1.01
2020,kujawsko-pomorskie,PL0401,Aglomeracja Bydgoska,KpBydPlPozna,PM10,1g,24.498126857,1,341,20,40.445833333,42.5,127.758333333,7741,88.12,0.83
2020,kujawsko-pomorskie,PL0401,Aglomeracja Bydgoska,KpBydWarszaw,PM10,1g,25.715802385,0.963,209.3729,25,46.307733333,48.2896,84.3642375,7462,84.94,0.93
2020,kujawsko-pomorskie,PL0401,Aglomeracja Bydgoska,KpBydWarszaw,PM10,24g,25.180777824,4.44515406,80.96771399,24,47.07436775,47.07436775,80.96771399,365,99.72,1.01
2020,kujawsko-pomorskie,PL0402,miasto Toruń,KpToruDziewu,PM10,1g,24.009606141,1.0506,207.0729,10,36.0737625,39.130725,78.7384375,7126,81.12,0.92
2020,kujawsko-pomorskie,PL0402,miasto Toruń,KpToruDziewu,PM10,24g,23.127497985,3.72039332,74.97337593,10,38.02438236,38.1572517,74.97337593,340,92.89,0.89
2020,kujawsko-pomorskie,PL0402,miasto Toruń,KpToruKaszow,PM10,1g,22.4586095,2.7162,251.1041,11,38.128179167,38.766666667,98.793958333,8663,98.62,1
2020,kujawsko-pomorskie,PL0402,miasto Toruń,KpToruWSikor,PM10,1g,22.504760258,1,195.1,14,39.7,39.7,72.6375,8676,98.77,0.98
2020,kujawsko-pomorskie,PL0403,miasto Włocławek,KpWloclGniaz,PM10,24g,22.740493903,5.53017116,95.89860748,17,39.43646649,39.43646649,95.89860748,366,100,1
2020,kujawsko-pomorskie,PL0403,miasto Włocławek,KpWloclKalis,PM10,1g,18.680211566,1,345.2,5,28.170833333,29.7375,86.095833333,7090,80.71,0.79
2020,kujawsko-pomorskie,PL0403,miasto Włocławek,KpWloclOkrze,PM10,1g,22.755604043,3.3125,186.3525,10,37.279166667,37.561,76.7698125,8559,97.43,1.05
2020,kujawsko-pomorskie,PL0403,miasto Włocławek,KpWloclOkrze,PM10,24g,23.82527929,2.66540951,84.69474715,18,40.97840474,40.97840474,84.69474715,366,100,1
2020,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpBrodKochan,PM10,24g,24.39758862,4.75572849,119.03467029,22,43.80692628,43.87126388,119.03467029,349,95.35,1.1
2020,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpChelmLunawMOB,PM10,1g,18.516747987,2.334,190.291,6,34.372416667,34.414125,70.331416667,8571,97.57,1.05
2020,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpCiechTezni,PM10,24g,20.107287984,2.90283662,70.01342574,8,34.78030531,34.78030531,70.01342574,366,100,1
2020,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpGrudPilsud,PM10,1g,34.943900233,1.2,508.6,57,59.366666667,60.5,112.054166667,7738,88.09,0.77
2020,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpGrudSienki,PM10,24g,24.930799042,7.36038109,82.60454584,23,44.61749918,44.61749918,82.60454584,366,100,1
2020,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpInowSolank,PM10,1g,20.533058423,0.9539,191,9,36.354166667,36.354166667,72.408695652,8702,99.06,1.01
2020,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpInowSolank,PM10,24g,20.049663309,2.05017671,67.72705254,11,36.57613951,36.57613951,67.72705254,366,100,1
2020,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpKoniczynka,PM10,24g,21.635895307,2.49568055,81.64658635,10,37.4468946,37.4468946,81.64658635,362,98.9,1.02
2020,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpWieniZdroj,PM10,24g,20.328188888,4.51487734,78.74743885,6,36.10088666,36.10088666,78.74743885,366,100,1
