Year,Voivodeship,Zone code,Zone name,Station code,Indicator,Averaging Time,Mean [ng/m3],Min [ng/m3],Max [ng/m3],Number of measurements,Completeness [%],Summer/Winter Number
2017,łódzkie,PL1001,Aglomeracja Łódzka,LdPabiKilins,Ni(PM10),24g,2.346036036,1.35,5.57,333,91.23,1.13
2017,łódzkie,PL1002,strefa łódzka,LdPioTrKraPr,Ni(PM10),24g,2.703425414,1.11,6.58,362,99.17,1.02
2017,łódzkie,PL1002,strefa łódzka,LdSieraPolna,Ni(PM10),24g,2.167417582,1.07,5.82,364,99.72,1
2017,łódzkie,PL1002,strefa łódzka,LdSkierKonop,Ni(PM10),24g,2.630824176,1.05,7.02,364,99.72,1
2017,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakBujaka,Ni(PM10),24g,1.51457971,0.25,4.16,345,94.52,1.09
2017,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakBulwar,Ni(PM10),24g,1.727206215,0.25,3.87,354,96.98,1.02
2017,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakWadow,Ni(PM10),24g,1.069903226,0.25,3.38,310,84.93,1.44
2017,małopolskie,PL1202,miasto Tarnów,MpTarBitStud,Ni(PM10),24g,0.995833333,0.25,2.12,360,98.63,1.03
2017,małopolskie,PL1203,strefa małopolska,MpNoSaczNadb,Ni(PM10),24g,1.075220994,0.25,3.24,362,99.17,1.02
2017,małopolskie,PL1203,strefa małopolska,MpTrzebOsZWM,Ni(PM10),24g,1.435833333,0.25,3.97,360,98.63,1.01
2017,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarAKrzywo,Ni(PM10),24g,0.74628169,0.5,2.656,355,97.26,0.95
2017,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarAlNiepo,Ni(PM10),24g,2.391646301,0.5,6.6318,365,100,1.01
2017,mazowieckie,PL1402,miasto Płock,MzPlocKroJad,Ni(PM10),24g,0.608596154,0.5,1.504,364,99.72,1.01
2017,mazowieckie,PL1403,miasto Radom,MzRad25Czerw,Ni(PM10),24g,0.773536986,0.5,5.657,365,100,1.01
2017,mazowieckie,PL1404,strefa mazowiecka,MzGutyDuCzer,Ni(PM10),24g,0.615724931,0.5,4.545,361,98.9,1.03
2017,mazowieckie,PL1404,strefa mazowiecka,MzKonJezMos,Ni(PM10),24g,0.595788685,0.5,1.7529,327,89.58,0.9
2017,mazowieckie,PL1404,strefa mazowiecka,MzOstroHalle,Ni(PM10),24g,0.632616438,0.5,2.475,365,100,1.01
2017,mazowieckie,PL1404,strefa mazowiecka,MzOtwoBrzozo,Ni(PM10),24g,0.73565374,0.5,2.8112,361,98.9,1.01
2017,mazowieckie,PL1404,strefa mazowiecka,MzSiedKonars,Ni(PM10),24g,0.749951781,0.5,7.2105,365,100,1.01
2017,opolskie,PL1601,miasto Opole,OpOpoleOsAKr,Ni(PM10),24g,2.926666667,0.71,33.98,333,91.23,0.99
2017,opolskie,PL1602,strefa opolska,OpGlubRatusz,Ni(PM10),24g,1.531050138,0.65,4.9,363,99.45,1.02
2017,podkarpackie,PL1801,miasto Rzeszów,PkRzeszRejta,Ni(PM10),24g,1.044532967,0.5,3.71,364,99.72,1
2017,podkarpackie,PL1802,strefa podkarpacka,PkJasloSikor,Ni(PM10),24g,0.929916667,0.5,3.45,360,98.63,1.02
2017,podkarpackie,PL1802,strefa podkarpacka,PkKrosKletow,Ni(PM10),24g,1.089833795,0.5,3.32,361,98.9,1.02
2017,podkarpackie,PL1802,strefa podkarpacka,PkPrzemGrunw,Ni(PM10),24g,1.230254237,0.5,7.13,354,96.98,0.98
2017,podkarpackie,PL1802,strefa podkarpacka,PkRymZdrPark,Ni(PM10),24g,0.585686813,0.5,1.54,364,99.72,1.01
2017,podlaskie,PL2001,Aglomeracja Białostocka,PdBialWaszyn,Ni(PM10),24g,2.833405402,0.47,13.5679093,343,93.97,0.9
2017,podlaskie,PL2002,strefa podlaska,PdSuwPulaski,Ni(PM10),24g,1.400542623,0.47,3.81117708,336,92.05,0.86
2017,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdyJozBema,Ni(PM10),24g,1.368662207,0.5,6.96,299,81.91,0.88
2017,pomorskie,PL2202,strefa pomorska,PmKosTargo12,Ni(PM10),24g,1.013646409,0.5,3.32,362,99.17,1
2017,śląskie,PL2401,Aglomeracja Górnośląska,SlKatoKossut,Ni(PM10),24g,1.571239437,0.5,5.07,355,97.26,0.95
2017,śląskie,PL2402,Aglomeracja Rybnicko-Jastrzębska,SlRybniBorki,Ni(PM10),24g,1.495537975,0.5,5.7,316,86.57,0.88
2017,śląskie,PL2403,miasto Bielsko-Biała,SlBielKossak,Ni(PM10),24g,1.301437126,0.5,7.65,334,91.5,1.11
2017,śląskie,PL2404,miasto Częstochowa,SlCzestoBacz,Ni(PM10),24g,1.022284123,0.5,4.35,359,98.35,1.01
2017,śląskie,PL2405,strefa śląska,SlGodGliniki,Ni(PM10),24g,0.524076433,0.5,1.18,314,86.02,1.23
2017,śląskie,PL2405,strefa śląska,SlPszczBoged,Ni(PM10),24g,1.334054795,0.5,7.39,365,100,1.01
2017,śląskie,PL2405,strefa śląska,SlTarnoLitew,Ni(PM10),24g,0.998269231,0.5,3.37,364,99.72,1
2017,świętokrzyskie,PL2601,miasto Kielce,SkKielJagiel,Ni(PM10),24g,1.768916409,0.5,4.47,323,88.49,0.77
2017,warmińsko-mazurskie,PL2801,miasto Olsztyn,WmOlsPuszkin,Ni(PM10),24g,1.409239437,0.375,2.41,355,97.26,1.06
2017,warmińsko-mazurskie,PL2802,miasto Elbląg,WmElbBazynsk,Ni(PM10),24g,1.519166667,0.79,2.75,360,98.63,1
2017,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmNiTraugutt,Ni(PM10),24g,1.425694444,0.17,2.47,360,98.63,1.03
2017,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmPuszczaBor,Ni(PM10),24g,0.286450704,0.01,1,355,97.26,1.04
2017,wielkopolskie,PL3001,Aglomeracja Poznańska,WpPoznChwial,Ni(PM10),24g,0.920309091,0.5,2.29,165,45.2,1.04
2017,wielkopolskie,PL3002,miasto Kalisz,WpKaliSawick,Ni(PM10),24g,6.135333333,0.5,25.82,210,57.53,0.65
2017,wielkopolskie,PL3003,strefa wielkopolska,WpNoTomSzpit,Ni(PM10),24g,1.037399103,0.5,2.76,223,61.09,0.86
2017,wielkopolskie,PL3003,strefa wielkopolska,WpOstWieWyso,Ni(PM10),24g,2.208421053,1.14,4.03,190,52.05,0.6
2017,wielkopolskie,PL3003,strefa wielkopolska,WpPilaKusoci,Ni(PM10),24g,1.049336493,0,5.36,211,57.8,0.66
2017,zachodniopomorskie,PL3201,Aglomeracja Szczecińska,ZpSzczAndr01,Ni(PM10),24g,1.577307692,0.5,4.781,182,49.86,1.02
2017,zachodniopomorskie,PL3202,miasto Koszalin,ZpKoszSpasow,Ni(PM10),24g,1.305730337,0.5,3,178,48.76,1.09
2017,zachodniopomorskie,PL3203,strefa zachodniopomorska,ZpSzczec1Maj,Ni(PM10),24g,1.094472222,0.5,2.777,180,49.31,1.05
2017,zachodniopomorskie,PL3203,strefa zachodniopomorska,ZpWiduBulRyb,Ni(PM10),24g,1.43244186,0.5,3.77,172,47.12,1.1
2018,dolnośląskie,PL0204,strefa dolnośląska,DsGlogWiStwo,Ni(PM10),24g,1.568740947,0.27,13.35,359,98.35,1.03
2018,dolnośląskie,PL0204,strefa dolnośląska,DsJelGorSoko,Ni(PM10),24g,0.945969444,0.211,2.48,360,98.63,1
2018,dolnośląskie,PL0202,miasto Legnica,DsLegAlRzecz,Ni(PM10),24g,1.569730769,0.27,9.668,364,99.72,1.01
2018,dolnośląskie,PL0204,strefa dolnośląska,DsOsieczow21,Ni(PM10),24g,0.690488764,0.09,2.69,356,97.53,0.97
2018,dolnośląskie,PL0204,strefa dolnośląska,DsPolKasztan,Ni(PM10),24g,1.234799401,0.27,6.35,334,91.5,0.99
2018,dolnośląskie,PL0203,miasto Wałbrzych,DsWalbrzWyso,Ni(PM10),24g,0.978137741,0.27,3.395,363,99.45,1.01
2018,dolnośląskie,PL0201,Aglomeracja Wrocławska,DsWrocWybCon,Ni(PM10),24g,2.040859504,0.779,5.014,363,99.45,1.01
2018,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpBrodKochan,Ni(PM10),24g,1.396773191,0.5,6.43096034,332,90.95,0.82
2018,kujawsko-pomorskie,PL0401,Aglomeracja Bydgoska,KpBydWarszaw,Ni(PM10),24g,1.340792962,0.5,4.99232327,364,99.72,1
2018,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpCiechTezni,Ni(PM10),24g,0.697487576,0.5,2.995986,360,98.63,0.98
2018,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpGrudSienki,Ni(PM10),24g,1.310462691,0.5,6.1294,365,100,1.01
2018,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpInowSolank,Ni(PM10),24g,1.005891658,0.5,5.08001016,361,98.9,0.98
2018,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpKoniczynka,Ni(PM10),24g,1.153989406,0.5,4.2314,363,99.45,0.99
2018,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpNaklSkargi,Ni(PM10),24g,0.93335174,0.5,3.37459567,355,97.26,1.03
2018,kujawsko-pomorskie,PL0402,miasto Toruń,KpToruDziewu,Ni(PM10),24g,1.729343152,0.5,5.8238,365,100,1.01
2018,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpWieniZdroj,Ni(PM10),24g,0.981322098,0.5,4.77652148,353,96.71,1.02
2018,kujawsko-pomorskie,PL0403,miasto Włocławek,KpWloclGniaz,Ni(PM10),24g,0.926718847,0.5,2.75090337,362,99.17,1.02
2018,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpZielBoryTu,Ni(PM10),24g,0.537083818,0.2,1.61786912,359,98.35,0.97
2018,lubelskie,PL0601,Aglomeracja Lubelska,LbLubSliwins,Ni(PM10),24g,3.010137741,0.4,9.01,363,99.45,0.99
2018,lubelskie,PL0602,strefa lubelska,LbZamoHrubie,Ni(PM10),24g,2.295561644,0.4,8,365,100,1.01
2018,łódzkie,PL1001,Aglomeracja Łódzka,LdLodzLegion,Ni(PM10),24g,2.587761628,1.51,7.16,344,94.24,0.89
2018,łódzkie,PL1001,Aglomeracja Łódzka,LdLodzRudzka,Ni(PM10),24g,2.717408451,1.38,6.11,355,97.26,0.97
2018,łódzkie,PL1001,Aglomeracja Łódzka,LdPabiKilins,Ni(PM10),24g,2.667027027,1.4,5.62,296,81.09,1.29
2018,łódzkie,PL1002,strefa łódzka,LdPioTrKraPr,Ni(PM10),24g,2.560441989,1.27,6.84,362,99.17,0.99
2018,łódzkie,PL1002,strefa łódzka,LdSieraPolna,Ni(PM10),24g,2.883479452,1.37,7.27,365,100,1.01
2018,łódzkie,PL1002,strefa łódzka,LdSkierKonop,Ni(PM10),24g,2.803287671,1.27,4.96,365,100,1.01
2018,lubuskie,PL0801,miasto Gorzów Wielkopolski,LuGorzKosGdy,Ni(PM10),24g,1.873526012,0.55,6.35,346,94.79,0.91
2018,lubuskie,PL0801,miasto Gorzów Wielkopolski,LuGorzPilsud,Ni(PM10),24g,2.744065934,0.55,18.45,364,99.72,1
2018,lubuskie,PL0803,strefa lubuska,LuSulecDudka,Ni(PM10),24g,2.075178082,0.55,12.84,365,100,1.01
2018,lubuskie,PL0803,strefa lubuska,LuWsKaziWiel,Ni(PM10),24g,2.074230769,0.55,10.1,364,99.72,1.01
2018,lubuskie,PL0803,strefa lubuska,LuZarySzyman,Ni(PM10),24g,2.958027397,0.55,16.9,365,100,1.01
2018,lubuskie,PL0802,miasto Zielona Góra,LuZielKrotka,Ni(PM10),24g,2.504615385,0.55,13.7,364,99.72,1.01
2018,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakBujaka,Ni(PM10),24g,1.531598809,0.53,2.84,361,98.9,0.98
2018,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakBulwar,Ni(PM10),24g,2.219759036,0.25,7.38,332,90.95,1.01
2018,małopolskie,PL1201,Aglomeracja Krakowska,MpKrakWadow,Ni(PM10),24g,1.270538244,0.25,3.1,353,96.71,0.97
2018,małopolskie,PL1203,strefa małopolska,MpNoSaczNadb,Ni(PM10),24g,1.566743516,0.25,3.8,347,95.06,1.03
2018,małopolskie,PL1202,miasto Tarnów,MpTarBitStud,Ni(PM10),24g,1.179348442,0.25,2.68,353,96.71,0.96
2018,małopolskie,PL1203,strefa małopolska,MpTrzebOsZWM,Ni(PM10),24g,1.560657534,0.25,3.54,365,100,1.01
2018,mazowieckie,PL1404,strefa mazowiecka,MzGutyDuCzer,Ni(PM10),24g,0.578967151,0.5,3.5033,344,94.24,0.9
2018,mazowieckie,PL1404,strefa mazowiecka,MzKonJezMos,Ni(PM10),24g,0.543348466,0.5,2.5188,326,89.31,1.17
2018,mazowieckie,PL1404,strefa mazowiecka,MzOstroHalle,Ni(PM10),24g,0.510354571,0.5,1.034,361,98.9,1.02
2018,mazowieckie,PL1404,strefa mazowiecka,MzOtwoBrzozo,Ni(PM10),24g,0.618918182,0.5,1.7619,363,99.45,0.99
2018,mazowieckie,PL1402,miasto Płock,MzPlocKroJad,Ni(PM10),24g,0.62290991,0.5,2.481,333,91.23,0.84
2018,mazowieckie,PL1403,miasto Radom,MzRad25Czerw,Ni(PM10),24g,0.88435376,0.5,3.104,359,98.35,1.01
2018,mazowieckie,PL1404,strefa mazowiecka,MzSiedKonars,Ni(PM10),24g,0.545325485,0.5,2.189,361,98.9,0.98
2018,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarAKrzywo,Ni(PM10),24g,0.630262431,0.5,1.575,362,99.17,1
2018,mazowieckie,PL1401,Aglomeracja Warszawska,MzWarAlNiepo,Ni(PM10),24g,2.070320809,0.5,4.25,346,94.79,1.1
2018,opolskie,PL1601,miasto Opole,OpOpoleOsAKr,Ni(PM10),24g,2.096052786,0.4545,17.451,341,93.42,0.98
2018,opolskie,PL1602,strefa opolska,OpZdziePiast,Ni(PM10),24g,1.796972973,0.4545,6.54,333,91.23,1.11
2018,podlaskie,PL2001,Aglomeracja Białostocka,PdBialWaszyn,Ni(PM10),24g,1.268574382,0.47,4.17375556,357,97.8,0.97
2018,podlaskie,PL2002,strefa podlaska,PdSuwPulaskp,Ni(PM10),24g,1.034892333,0.47,2.28543145,133,36.43,0.46
2018,podkarpackie,PL1802,strefa podkarpacka,PkJasloSikor,Ni(PM10),24g,0.985524691,0.5,2.41,324,88.76,1.2
2018,podkarpackie,PL1802,strefa podkarpacka,PkKrosKletow,Ni(PM10),24g,0.999329609,0.5,3.39,358,98.08,0.97
2018,podkarpackie,PL1802,strefa podkarpacka,PkPrzemGrunw,Ni(PM10),24g,0.868674352,0.5,2.56,347,95.06,0.91
2018,podkarpackie,PL1802,strefa podkarpacka,PkRymZdrPark,Ni(PM10),24g,0.662054795,0.5,2.01,365,100,1.01
2018,podkarpackie,PL1801,miasto Rzeszów,PkRzeszRejta,Ni(PM10),24g,0.959267606,0.5,4.58,355,97.26,1.03
2018,podkarpackie,PL1802,strefa podkarpacka,PkStWolWoPol,Ni(PM10),24g,1.564136986,0.5,4.67,365,100,1.01
2018,pomorskie,PL2201,Aglomeracja Trójmiejska,PmGdyJozBema,Ni(PM10),24g,1.326788618,0.2,3.95,246,67.39,0.65
2018,pomorskie,PL2202,strefa pomorska,PmKosTargo12,Ni(PM10),24g,0.843268698,0.5,3.24,361,98.9,1.01
2018,pomorskie,PL2202,strefa pomorska,PmMalMicki15,Ni(PM10),24g,0.849359331,0.5,2.65,359,98.35,1.01
2018,świętokrzyskie,PL2601,miasto Kielce,SkKielJagiel,Ni(PM10),24g,1.45635,0.5,5.66,140,38.35,0.56
2018,świętokrzyskie,PL2601,miasto Kielce,SkKielTargow,Ni(PM10),24g,6.034583333,0.5,18.68,168,46.02,0.85
2018,śląskie,PL2403,miasto Bielsko-Biała,SlBielKossak,Ni(PM10),24g,0.699230769,0.5,2.63,351,96.16,1.09
2018,śląskie,PL2404,miasto Częstochowa,SlCzestoBacz,Ni(PM10),24g,1.337579251,0.5,11.56,347,95.06,0.91
2018,śląskie,PL2405,strefa śląska,SlGodGliniki,Ni(PM10),24g,0.534070796,0.5,1.42,339,92.87,1.08
2018,śląskie,PL2401,Aglomeracja Górnośląska,SlKatoKossut,Ni(PM10),24g,0.974162011,0.5,4.43,358,98.08,0.97
2018,śląskie,PL2405,strefa śląska,SlPszczBoged,Ni(PM10),24g,1.168642659,0.5,5.84,361,98.9,1.02
2018,śląskie,PL2402,Aglomeracja Rybnicko-Jastrzębska,SlRybniBorki,Ni(PM10),24g,1.213269231,0.5,13.44,364,99.72,1.01
2018,śląskie,PL2405,strefa śląska,SlTarnoLitew,Ni(PM10),24g,1.011287671,0.5,4,365,100,1.01
2018,warmińsko-mazurskie,PL2802,miasto Elbląg,WmElbBazynsk,Ni(PM10),24g,1.635041096,0.36,5.25,365,100,1.01
2018,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmNiTraugutt,Ni(PM10),24g,1.52509589,0.36,6.27,365,100,1.01
2018,warmińsko-mazurskie,PL2801,miasto Olsztyn,WmOlsPuszkin,Ni(PM10),24g,1.298858025,0.36,2.9,324,88.76,0.96
2018,warmińsko-mazurskie,PL2803,strefa warmińsko-mazurska,WmPuszczaBor,Ni(PM10),24g,0.252305556,0.02,1.29,360,98.63,1.01
2018,wielkopolskie,PL3002,miasto Kalisz,WpKaliSawick,Ni(PM10),24g,9.20973913,0.5,21,230,63.01,0.59
2018,wielkopolskie,PL3003,strefa wielkopolska,WpNoTomSzpit,Ni(PM10),24g,2.291371681,0.5,7.09,226,61.91,0.73
2018,wielkopolskie,PL3003,strefa wielkopolska,WpOstWieWyso,Ni(PM10),24g,2.627009346,0.5,9.43,214,58.63,0.66
2018,wielkopolskie,PL3003,strefa wielkopolska,WpPilaKusoci,Ni(PM10),24g,2.276053812,0.5,10.95,223,61.09,0.6
2018,wielkopolskie,PL3001,Aglomeracja Poznańska,WpPoznChwial,Ni(PM10),24g,2.523256881,0.5,6.33,218,59.72,0.63
2018,zachodniopomorskie,PL3202,miasto Koszalin,ZpKoszSpasow,Ni(PM10),24g,1.211978022,0.5,4.81,182,49.86,1.02
2018,zachodniopomorskie,PL3201,Aglomeracja Szczecińska,ZpSzczAndr01,Ni(PM10),24g,0.948961538,0.5,2.455,182,49.86,1.02
2018,zachodniopomorskie,PL3203,strefa zachodniopomorska,ZpSzczec1Maj,Ni(PM10),24g,0.872807692,0.5,2.731,182,49.86,1.02
2018,zachodniopomorskie,PL3203,strefa zachodniopomorska,ZpWiduBulRyb,Ni(PM10),24g,0.983461538,0.5,3.17,182,49.86,1.02
2019,dolnośląskie,PL0201,Aglomeracja Wrocławska,DsWrocWybCon,Ni(PM10),24g,1.757188732,0.27,5.897,355,97.26,1.04
2019,dolnośląskie,PL0202,miasto Legnica,DsLegAlRzecz,Ni(PM10),24g,1.727282051,0.27,13.452,351,96.16,0.93
2019,dolnośląskie,PL0203,miasto Wałbrzych,DsWalbrzWyso,Ni(PM10),24g,1.280767123,0.27,8.167,365,100,1.01
2019,dolnośląskie,PL0204,strefa dolnośląska,DsGlogWiStwo,Ni(PM10),24g,1.580851541,0.27,27.515,357,97.8,1.03
2019,dolnośląskie,PL0204,strefa dolnośląska,DsJaworMOB,Ni(PM10),24g,3.291476048,0.27,65.282,334,91.5,0.89
2019,dolnośląskie,PL0204,strefa dolnośląska,DsJelGorSoko,Ni(PM10),24g,1.121183333,0.27,4.043,360,98.63,1
2019,dolnośląskie,PL0204,strefa dolnośląska,DsOsieczow21,Ni(PM10),24g,0.875504559,0.09,4.637,329,90.13,0.89
2019,dolnośląskie,PL0204,strefa dolnośląska,DsPolKasztan,Ni(PM10),24g,10.668770538,0.27,163.708,353,96.71,1.03
2019,kujawsko-pomorskie,PL0401,Aglomeracja Bydgoska,KpBydWarszaw,Ni(PM10),24g,1.83589228,0.5,6.44641086,365,100,1.01
2019,kujawsko-pomorskie,PL0402,miasto Toruń,KpToruDziewu,Ni(PM10),24g,1.521673699,0.5,5.3763,365,100,1.01
2019,kujawsko-pomorskie,PL0403,miasto Włocławek,KpWloclGniaz,Ni(PM10),24g,1.485086669,0.5,6.5274,365,100,1.01
2019,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpBrodKochan,Ni(PM10),24g,0.699176944,0.5,2.3015,360,98.63,1.03
2019,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpCiechTezni,Ni(PM10),24g,0.793256882,0.5,2.84066905,365,100,1.01
2019,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpGrudSienki,Ni(PM10),24g,0.911319444,0.5,3.6524,360,98.63,1.03
2019,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpInowSolank,Ni(PM10),24g,1.093686111,0.5,4.52523284,358,98.08,0.97
2019,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpKoniczynka,Ni(PM10),24g,0.983446978,0.5,3.2386,364,99.72,1.01
2019,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpNaklSkargi,Ni(PM10),24g,1.400689254,0.5,5.49463936,358,98.08,0.97
2019,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpWieniZdroj,Ni(PM10),24g,0.639389707,0.5,1.61634163,356,97.53,1.06
2019,kujawsko-pomorskie,PL0404,strefa kujawsko - pomorska,KpZielBoryTu,Ni(PM10),24g,0.473870978,0.2,1.40142379,353,96.71,1.04
2019,lubelskie,PL0601,Aglomeracja Lubelska,LbLubSliwins,Ni(PM10),24g,3.433917808,0.4,8.3,365,100,1.01
2019,lubelskie,PL0602,strefa lubelska,LbZamoHrubie,Ni(PM10),24g,2.645592287,0.4,6.14,363,99.45,1.02
2019,lubuskie,PL0801,miasto Gorzów Wielkopolski,LuGorzKosGdy,Ni(PM10),24g,2.052243767,0.55,8.18,361,98.9,0.98
2019,lubuskie,PL0801,miasto Gorzów Wielkopolski,LuGorzPilsud,Ni(PM10),24g,4.242506887,0.55,66.5,363,99.45,1.01
2019,lubuskie,PL0802,miasto Zielona Góra,LuZielKrotka,Ni(PM10),24g,4.801153846,0.55,21.73,364,99.72,1.01
2019,lubuskie,PL0803,strefa lubuska,LuNowaSolMOB,Ni(PM10),24g,4.675426997,0.55,23.34,363,99.45,1.02
2019,lubuskie,PL0803,strefa lubuska,LuSulecDudka,Ni(PM10),24g,2.742286501,0.55,14.41,363,99.45,0.99
2019,lubuskie,PL0803,strefa lubuska,LuWsKaziWiel,Ni(PM10),24g,4.542630137,0.55,20.17,365,100,1.01
2019,lubuskie,PL0803,strefa lubuska,LuZarySzyman,Ni(PM10),24g,4.162747875,0.55,14.02,353,96.71,1.08
2019,łódzkie,PL1001,Aglomeracja Łódzka,LdLodzLegion,Ni(PM10),24g,2.282109589,0.37,6.16,365,100,1.01
