EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 30-12-2022
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 TG   : mean temperature in 0.1 &#176;C
23-27 Q_TG : Quality code for TG (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station POLAND, SANDOMIERZ (STAID: 25135).
Blended and updated with sources: 240070 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   TG, Q_TG
240070,19790101, -167,    0
240070,19790102, -143,    0
240070,19790103, -117,    0
240070,19790104, -145,    0
240070,19790105, -130,    0
240070,19790106,  -79,    0
240070,19790107, -123,    0
240070,19790108,  -54,    0
240070,19790109,  -46,    0
240070,19790110,  -17,    0
240070,19790111,   -5,    0
240070,19790112,   -5,    0
240070,19790113,  -86,    0
240070,19790114,  -50,    0
240070,19790115,  -44,    0
240070,19790116,  -31,    0
240070,19790117,  -69,    0
240070,19790118,  -48,    0
240070,19790119,  -55,    0
240070,19790120,  -63,    0
240070,19790121,  -78,    0
240070,19790122,  -84,    0
240070,19790123,  -50,    0
240070,19790124,  -22,    0
240070,19790125,  -24,    0
240070,19790126,  -39,    0
240070,19790127,  -48,    0
240070,19790128,   35,    0
240070,19790129,   -4,    0
240070,19790130,  -28,    0
240070,19790131,   -3,    0
240070,19790201,  -14,    0
240070,19790202,    1,    0
240070,19790203,   -6,    0
240070,19790204,  -30,    0
240070,19790205,  -41,    0
240070,19790206,  -48,    0
240070,19790207,  -48,    0
240070,19790208,  -41,    0
240070,19790209,  -39,    0
240070,19790210,  -66,    0
240070,19790211,  -98,    0
240070,19790212,  -46,    0
240070,19790213,  -31,    0
240070,19790214,  -40,    0
240070,19790215,  -28,    0
240070,19790216,  -97,    0
240070,19790217,  -74,    0
240070,19790218,  -36,    0
240070,19790219,  -22,    0
240070,19790220,  -48,    0
240070,19790221,  -69,    0
240070,19790222,  -71,    0
240070,19790223,  -73,    0
240070,19790224,  -88,    0
240070,19790225,  -72,    0
240070,19790226,  -61,    0
240070,19790227,  -89,    0
240070,19790228,  -62,    0
240070,19790301,   10,    0
240070,19790302,   13,    0
240070,19790303,   19,    0
240070,19790304,   38,    0
240070,19790305,   12,    0
240070,19790306,   -5,    0
240070,19790307,   20,    0
240070,19790308,    4,    0
240070,19790309,    1,    0
240070,19790310,    0,    0
240070,19790311,   -6,    0
240070,19790312,   -4,    0
240070,19790313,   25,    0
240070,19790314,   12,    0
240070,19790315,   -1,    0
240070,19790316,   25,    0
240070,19790317,   27,    0
240070,19790318,   -4,    0
240070,19790319,   -2,    0
240070,19790320,   24,    0
240070,19790321,   83,    0
240070,19790322,   67,    0
240070,19790323,   25,    0
240070,19790324,   24,    0
240070,19790325,   38,    0
240070,19790326,   50,    0
240070,19790327,   71,    0
240070,19790328,   79,    0
240070,19790329,   63,    0
240070,19790330,   74,    0
240070,19790331,   41,    0
240070,19790401,   44,    0
240070,19790402,   59,    0
240070,19790403,   71,    0
240070,19790404,   68,    0
240070,19790405,   57,    0
240070,19790406,   40,    0
240070,19790407,   11,    0
240070,19790408,   14,    0
240070,19790409,   31,    0
240070,19790410,   54,    0
240070,19790411,   34,    0
240070,19790412,   57,    0
240070,19790413,   89,    0
240070,19790414,  106,    0
240070,19790415,   99,    0
240070,19790416,   23,    0
240070,19790417,   55,    0
240070,19790418,   10,    0
240070,19790419,   13,    0
240070,19790420,   46,    0
240070,19790421,   76,    0
240070,19790422,   75,    0
240070,19790423,  105,    0
240070,19790424,  131,    0
240070,19790425,  134,    0
240070,19790426,  108,    0
240070,19790427,   81,    0
240070,19790428,   86,    0
240070,19790429,   72,    0
240070,19790430,   98,    0
240070,19790501,   54,    0
240070,19790502,   90,    0
240070,19790503,   53,    0
240070,19790504,   54,    0
240070,19790505,   69,    0
240070,19790506,   66,    0
240070,19790507,   77,    0
240070,19790508,   84,    0
240070,19790509,   82,    0
240070,19790510,  104,    0
240070,19790511,   91,    0
240070,19790512,  103,    0
240070,19790513,  110,    0
240070,19790514,  133,    0
240070,19790515,  161,    0
240070,19790516,  179,    0
240070,19790517,  189,    0
240070,19790518,  205,    0
240070,19790519,  216,    0
240070,19790520,  211,    0
240070,19790521,  230,    0
240070,19790522,  207,    0
240070,19790523,  206,    0
240070,19790524,  213,    0
240070,19790525,  194,    0
240070,19790526,  174,    0
240070,19790527,  188,    0
240070,19790528,  168,    0
240070,19790529,  151,    0
240070,19790530,  171,    0
240070,19790531,  231,    0
240070,19790601,  238,    0
240070,19790602,  225,    0
240070,19790603,  227,    0
240070,19790604,  196,    0
240070,19790605,  193,    0
240070,19790606,  202,    0
240070,19790607,  205,    0
240070,19790608,  194,    0
240070,19790609,  179,    0
240070,19790610,  175,    0
240070,19790611,  167,    0
240070,19790612,  188,    0
240070,19790613,  200,    0
240070,19790614,  185,    0
240070,19790615,  152,    0
240070,19790616,  188,    0
240070,19790617,  178,    0
240070,19790618,  177,    0
240070,19790619,  180,    0
240070,19790620,  169,    0
240070,19790621,  148,    0
240070,19790622,  157,    0
240070,19790623,  200,    0
240070,19790624,  215,    0
240070,19790625,  217,    0
240070,19790626,  206,    0
240070,19790627,  221,    0
240070,19790628,  199,    0
240070,19790629,  167,    0
240070,19790630,  164,    0
240070,19790701,  133,    0
240070,19790702,  138,    0
240070,19790703,  150,    0
240070,19790704,  160,    0
240070,19790705,  140,    0
240070,19790706,  133,    0
240070,19790707,  126,    0
240070,19790708,  128,    0
240070,19790709,  140,    0
240070,19790710,  143,    0
240070,19790711,  141,    0
240070,19790712,  148,    0
240070,19790713,  174,    0
240070,19790714,  185,    0
240070,19790715,  173,    0
240070,19790716,  145,    0
240070,19790717,  119,    0
240070,19790718,  144,    0
240070,19790719,  181,    0
240070,19790720,  178,    0
240070,19790721,  172,    0
240070,19790722,  157,    0
240070,19790723,  130,    0
240070,19790724,  134,    0
240070,19790725,  136,    0
240070,19790726,  142,    0
240070,19790727,  145,    0
240070,19790728,  141,    0
240070,19790729,  173,    0
240070,19790730,  167,    0
240070,19790731,  196,    0
240070,19790801,  227,    0
240070,19790802,  233,    0
240070,19790803,  223,    0
240070,19790804,  176,    0
240070,19790805,  156,    0
240070,19790806,  152,    0
240070,19790807,  171,    0
240070,19790808,  189,    0
240070,19790809,  188,    0
240070,19790810,  164,    0
240070,19790811,  137,    0
240070,19790812,  123,    0
240070,19790813,  119,    0
240070,19790814,  153,    0
240070,19790815,  181,    0
240070,19790816,  186,    0
240070,19790817,  183,    0
240070,19790818,  152,    0
240070,19790819,  164,    0
240070,19790820,  169,    0
240070,19790821,  176,    0
240070,19790822,  182,    0
240070,19790823,  198,    0
240070,19790824,  195,    0
240070,19790825,  155,    0
240070,19790826,  135,    0
240070,19790827,  123,    0
