Data*Warszawa - ul. Krzywoń (pył zawieszony PM10 [jednostka ug/m3])*Warszawa - al. Niepodległości (pył zawieszony PM10 [jednostka ug/m3])*Warszawa - al. Niepodległości (pył zawieszony PM10 [jednostka ug/m3])*Warszawa - ul. Bajkowa (pył zawieszony PM10 [jednostka ug/m3])*Warszawa - ul. Bajkowa (pył zawieszony PM10 [jednostka ug/m3])*Warszawa - ul. Chrościckiego (pył zawieszony PM10 [jednostka ug/m3])*Warszawa - ul. Chrościckiego (pył zawieszony PM10 [jednostka ug/m3])*Warszawa - ul. Tołstoja (pył zawieszony PM10 [jednostka ug/m3])*Warszawa - ul. Wokalna (pył zawieszony PM10 [jednostka ug/m3])
2022-02-01 01:00,18.7,31.4,33.8,13.0,18.5,17.8,23.9,23.9,20.8,
2022-02-01 02:00  ,19.8,13.5,  ,20.5,23.5,32.0,
2022-02-01 03:00  ,16.6,13.2,  ,15.9,19.2,27.8,
2022-02-01 04:00  ,13.7,11.2,  ,12.2,15.0,17.8,
2022-02-01 05:00  ,20.2,9.9,  ,13.2,12.3,10.9,
2022-02-01 06:00  ,21.0,10.5,  ,18.9,15.8,17.1,
2022-02-01 07:00  ,26.3,14.3,  ,21.5,20.0,21.0,
2022-02-01 08:00  ,33.6,19.9,  ,23.2,23.6,27.0,
2022-02-01 09:00  ,33.2,27.4,  ,25.6,23.7,28.1,
2022-02-01 10:00  ,38.8,23.8,  ,19.9,21.0,23.6,
2022-02-01 11:00  ,86.9,20.7,  ,20.3,18.0,20.3,
2022-02-01 12:00  ,84.5,16.5,  ,15.7,18.0,14.7,
2022-02-01 13:00  ,69.1,15.5,  ,15.3,21.0,14.7,
2022-02-01 14:00  ,54.2,16.5,  ,15.2,20.6,14.0,
2022-02-01 15:00  ,44.6,16.7,  ,17.6,21.6,17.7,
2022-02-01 16:00  ,24.8,18.7,  ,17.5,24.7,15.5,
2022-02-01 17:00  ,36.6,18.0,  ,19.3,23.3,16.9,
2022-02-01 18:00  ,38.7,20.7,  ,24.6,25.3,21.3,
2022-02-01 19:00  ,34.6,22.5,  ,26.6,23.3,21.7,
2022-02-01 20:00  ,31.2,25.3,  ,30.1,27.6,24.4,
2022-02-01 21:00  ,27.0,27.1,  ,26.0,25.6,21.3,
2022-02-01 22:00  ,26.2,23.8,  ,18.8,20.0,19.0,
2022-02-01 23:00  ,21.7,20.3,  ,17.4,18.7,16.6,
2022-02-02 00:00  ,20.3,18.7,  ,15.9,17.3,15.9,
2022-02-02 01:00,10.3,12.7,24.5,20.2,12.5,9.8,18.1,19.4,18.5,
2022-02-02 02:00  ,20.6,17.4,  ,14.2,16.0,14.7,
2022-02-02 03:00  ,15.7,11.5,  ,9.3,10.3,9.8,
2022-02-02 04:00  ,11.0,8.9,  ,7.0,7.3,6.7,
2022-02-02 05:00  ,9.8,8.1,  ,8.9,8.8,7.6,
2022-02-02 06:00  ,13.1,11.7,  ,8.0,9.3,9.0,
2022-02-02 07:00  ,13.8,11.2,  ,7.6,8.1,8.4,
2022-02-02 08:00  ,14.8,10.0,  ,6.6,7.7,7.4,
2022-02-02 09:00  ,14.5,11.6,  ,6.9,7.4,8.1,
2022-02-02 10:00  ,13.6,10.4,  ,6.6,5.9,8.3,
