EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 30-12-2022
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 TG   : mean temperature in 0.1 &#176;C
23-27 Q_TG : Quality code for TG (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station POLAND, KETRZYN (STAID: 2023).
Blended and updated with sources: 240357 912185 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   TG, Q_TG
240357,19790101, -187,    0
240357,19790102, -202,    0
240357,19790103, -213,    0
240357,19790104, -257,    0
240357,19790105, -143,    0
240357,19790106, -121,    0
240357,19790107,  -79,    0
240357,19790108,  -12,    0
240357,19790109,   -1,    0
240357,19790110,  -17,    0
240357,19790111,  -22,    0
240357,19790112,  -10,    0
240357,19790113,  -72,    0
240357,19790114,  -59,    0
240357,19790115,  -22,    0
240357,19790116,  -42,    0
240357,19790117,  -54,    0
240357,19790118,  -39,    0
240357,19790119,  -69,    0
240357,19790120, -106,    0
240357,19790121, -140,    0
240357,19790122, -111,    0
240357,19790123, -114,    0
240357,19790124,  -53,    0
240357,19790125,  -42,    0
240357,19790126,  -58,    0
240357,19790127,  -34,    0
240357,19790128,  -27,    0
240357,19790129,  -55,    0
240357,19790130,  -49,    0
240357,19790131,  -37,    0
240357,19790201,  -23,    0
240357,19790202,    1,    0
240357,19790203,  -13,    0
240357,19790204,  -13,    0
240357,19790205,  -60,    0
240357,19790206,  -48,    0
240357,19790207,  -35,    0
240357,19790208,  -55,    0
240357,19790209,  -29,    0
240357,19790210,  -42,    0
240357,19790211,  -48,    0
240357,19790212,  -96,    0
240357,19790213,  -77,    0
240357,19790214, -163,    0
240357,19790215, -136,    0
240357,19790216, -161,    0
240357,19790217, -123,    0
240357,19790218,  -56,    0
240357,19790219,  -35,    0
240357,19790220,  -74,    0
240357,19790221,  -84,    0
240357,19790222,  -86,    0
240357,19790223,  -84,    0
240357,19790224, -103,    0
240357,19790225,  -50,    0
240357,19790226,  -30,    0
240357,19790227,  -27,    0
240357,19790228,    3,    0
240357,19790301,  -30,    0
240357,19790302,   -4,    0
240357,19790303,   20,    0
240357,19790304,   27,    0
240357,19790305,   11,    0
240357,19790306,  -30,    0
240357,19790307,  -11,    0
240357,19790308,   12,    0
240357,19790309,    6,    0
240357,19790310,    0,    0
240357,19790311,   -7,    0
240357,19790312,  -23,    0
240357,19790313,   10,    0
240357,19790314,   -4,    0
240357,19790315,  -11,    0
240357,19790316,   -9,    0
240357,19790317,    8,    0
240357,19790318,  -85,    0
240357,19790319,  -90,    0
240357,19790320,  -41,    0
240357,19790321,   14,    0
240357,19790322,   27,    0
240357,19790323,    5,    0
240357,19790324,    7,    0
240357,19790325,   21,    0
240357,19790326,   24,    0
240357,19790327,   24,    0
240357,19790328,   20,    0
240357,19790329,   27,    0
240357,19790330,   34,    0
240357,19790331,    8,    0
240357,19790401,    7,    0
240357,19790402,   23,    0
240357,19790403,   56,    0
240357,19790404,   57,    0
240357,19790405,   39,    0
240357,19790406,   47,    0
240357,19790407,   43,    0
240357,19790408,   45,    0
240357,19790409,   44,    0
240357,19790410,   49,    0
240357,19790411,   69,    0
240357,19790412,   84,    0
240357,19790413,  100,    0
240357,19790414,   92,    0
240357,19790415,   22,    0
240357,19790416,    0,    0
240357,19790417,   14,    0
240357,19790418,    5,    0
240357,19790419,   21,    0
240357,19790420,   32,    0
240357,19790421,   60,    0
240357,19790422,   79,    0
240357,19790423,   75,    0
240357,19790424,  122,    0
240357,19790425,  120,    0
240357,19790426,  100,    0
240357,19790427,   75,    0
240357,19790428,   65,    0
240357,19790429,   56,    0
240357,19790430,   84,    0
240357,19790501,   53,    0
240357,19790502,   83,    0
240357,19790503,   72,    0
240357,19790504,   74,    0
240357,19790505,   84,    0
240357,19790506,   57,    0
240357,19790507,   63,    0
240357,19790508,   87,    0
240357,19790509,   95,    0
240357,19790510,   81,    0
240357,19790511,   74,    0
