EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 30-12-2022
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED:

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

FILE FORMAT (MISSING VALUE CODE IS -9999):

01-06 SOUID: Source identifier
08-15 DATE : Date YYYYMMDD
17-21 TG   : mean temperature in 0.1 &#176;C
23-27 Q_TG : Quality code for TG (0='valid'; 1='suspect'; 9='missing')

This is the blended series of station POLAND, USTKA (STAID: 25148).
Blended and updated with sources: 240226 912115 
See file sources.txt and stations.txt for more info.

 SOUID,    DATE,   TG, Q_TG
240226,19790101,  -99,    0
240226,19790102,  -46,    0
240226,19790103,  -64,    0
240226,19790104, -100,    0
240226,19790105,  -33,    0
240226,19790106,  -55,    0
240226,19790107,  -65,    0
240226,19790108,    4,    0
240226,19790109,    5,    0
240226,19790110,    0,    0
240226,19790111,  -16,    0
240226,19790112,   -8,    0
240226,19790113,  -17,    0
240226,19790114,  -45,    0
240226,19790115,    3,    0
240226,19790116,    2,    0
240226,19790117,  -31,    0
240226,19790118,  -56,    0
240226,19790119,  -54,    0
240226,19790120,  -77,    0
240226,19790121,  -86,    0
240226,19790122, -103,    0
240226,19790123,  -79,    0
240226,19790124,  -29,    0
240226,19790125,  -21,    0
240226,19790126,  -28,    0
240226,19790127,  -21,    0
240226,19790128,  -28,    0
240226,19790129,  -15,    0
240226,19790130,  -25,    0
240226,19790131,  -27,    0
240226,19790201,    5,    0
240226,19790202,    8,    0
240226,19790203,   -2,    0
240226,19790204,   -1,    0
240226,19790205,  -19,    0
240226,19790206,  -14,    0
240226,19790207,  -39,    0
240226,19790208,  -32,    0
240226,19790209,  -10,    0
240226,19790210,  -20,    0
240226,19790211,  -39,    0
240226,19790212,  -66,    0
240226,19790213,  -26,    0
240226,19790214,  -79,    0
240226,19790215,  -84,    0
240226,19790216,  -96,    0
240226,19790217,  -79,    0
240226,19790218,  -52,    0
240226,19790219,  -19,    0
240226,19790220,  -29,    0
240226,19790221,  -50,    0
240226,19790222,  -40,    0
240226,19790223,  -55,    0
240226,19790224,  -37,    0
240226,19790225,  -27,    0
240226,19790226,  -26,    0
240226,19790227,  -16,    0
240226,19790228,   19,    0
240226,19790301,   -1,    0
240226,19790302,   19,    0
240226,19790303,   38,    0
240226,19790304,   39,    0
240226,19790305,   24,    0
240226,19790306,    5,    0
240226,19790307,   14,    0
240226,19790308,   12,    0
240226,19790309,   30,    0
240226,19790310,   16,    0
240226,19790311,   10,    0
240226,19790312,   17,    0
240226,19790313,   17,    0
240226,19790314,    3,    0
240226,19790315,   -1,    0
240226,19790316,    3,    0
240226,19790317,   -4,    0
240226,19790318,  -38,    0
240226,19790319,  -43,    0
240226,19790320,  -30,    0
240226,19790321,   -7,    0
240226,19790322,   28,    0
240226,19790323,   21,    0
240226,19790324,   15,    0
240226,19790325,   41,    0
240226,19790326,   59,    0
240226,19790327,   75,    0
240226,19790328,   65,    0
240226,19790329,   41,    0
240226,19790330,   25,    0
240226,19790331,   15,    0
240226,19790401,    7,    0
240226,19790402,   28,    0
240226,19790403,   73,    0
240226,19790404,   62,    0
240226,19790405,   49,    0
240226,19790406,   41,    0
240226,19790407,   26,    0
240226,19790408,   26,    0
240226,19790409,   30,    0
240226,19790410,   72,    0
240226,19790411,   71,    0
240226,19790412,  101,    0
240226,19790413,   80,    0
240226,19790414,   53,    0
240226,19790415,   29,    0
240226,19790416,   15,    0
240226,19790417,   11,    0
240226,19790418,   16,    0
